Compound,eta_cation,min_eta_anion,max_eta_anion,mean_eta_anion,std-dev_eta_anion,min_diff_eta,max_diff_eta,mean_diff_eta,std-dev_diff_eta,mean_eta_both,geom-mean_eta_both,eta_all,Formation_energy
PH-CN-In,13.0,2.2,5.3,3.75,1.5499999999999998,7.7,10.8,9.25,1.5500000000000003,6.833333333333333,5.3318832863469865,"[13.0, 2.2, 5.3]",0.44419545200000005
PH-CN-Ir,7.9,2.2,5.3,3.75,1.5499999999999998,2.6000000000000005,5.7,4.15,1.5499999999999998,5.133333333333334,4.516221291729449,"[7.9, 2.2, 5.3]",0.23355146
PH-CN-La,15.4,2.2,5.3,3.75,1.5499999999999998,10.100000000000001,13.2,11.65,1.549999999999999,7.633333333333334,5.641653690756564,"[15.4, 2.2, 5.3]",-0.270765268
PH-CN-Lu,12.1,2.2,5.3,3.75,1.5499999999999998,6.8,9.899999999999999,8.35,1.5499999999999994,6.533333333333334,5.205885840279705,"[12.1, 2.2, 5.3]",-0.18933530199999998
PH-CN-Nd,9.2,2.2,5.3,3.75,1.5499999999999998,3.8999999999999995,6.999999999999999,5.449999999999999,1.5499999999999998,5.566666666666666,4.75147876396204,"[9.2, 2.2, 5.3]",-0.20513395
PH-CN-Rh,11.2,2.2,5.3,3.75,1.5499999999999998,5.8999999999999995,9.0,7.449999999999999,1.5500000000000003,6.233333333333333,5.073474996183407,"[11.2, 2.2, 5.3]",0.15754336
PH-CN-Ru,10.7,2.2,5.3,3.75,1.5499999999999998,5.3999999999999995,8.5,6.949999999999999,1.5500000000000003,6.066666666666666,4.996824650524696,"[10.7, 2.2, 5.3]",0.35424638799999997
PH-CN-Sc,24.6,2.2,5.3,3.75,1.5499999999999998,19.3,22.400000000000002,20.85,1.5500000000000007,10.700000000000001,6.594945625224795,"[24.6, 2.2, 5.3]",-0.137608452
PH-CN-Sm,9.0,2.2,5.3,3.75,1.5499999999999998,3.7,6.8,5.25,1.5499999999999998,5.5,4.716795200721472,"[9.0, 2.2, 5.3]",-0.210928266
PH-CN-Y,20.6,2.2,5.3,3.75,1.5499999999999998,15.3,18.400000000000002,16.85,1.5500000000000007,9.366666666666667,6.2161562670694614,"[20.6, 2.2, 5.3]",-0.220998008
PH-F-Al,45.8,2.2,7.0,4.6,2.4,38.8,43.599999999999994,41.199999999999996,2.3999999999999986,18.333333333333332,8.901476841150037,"[45.8, 2.2, 7.0]",-0.92686684
PH-F-Bi,9.9,2.2,7.0,4.6,2.4,2.9000000000000004,7.7,5.300000000000001,2.4,6.366666666666667,5.3421814930756915,"[9.9, 2.2, 7.0]",-0.6289841925
PH-F-Ce,8.3,2.2,7.0,4.6,2.4,1.3000000000000007,6.1000000000000005,3.7000000000000006,2.4,5.833333333333333,5.037320739392524,"[8.3, 2.2, 7.0]",-1.682719685
PH-F-Co,8.9,2.2,7.0,4.6,2.4,1.9000000000000004,6.7,4.300000000000001,2.4,6.033333333333334,5.155889200343483,"[8.9, 2.2, 7.0]",-0.816048235
PH-F-Cr,9.1,2.2,7.0,4.6,2.4,2.0999999999999996,6.8999999999999995,4.5,2.4,6.1000000000000005,5.194224356594908,"[9.1, 2.2, 7.0]",-0.897074515
PH-F-Fe,13.1,2.2,7.0,4.6,2.4,6.1,10.899999999999999,8.5,2.3999999999999995,7.433333333333334,5.864945833671906,"[13.1, 2.2, 7.0]",-0.6759862775
PH-F-Ga,17.0,2.2,7.0,4.6,2.4,10.0,14.8,12.4,2.4000000000000004,8.733333333333333,6.397199295395508,"[17.0, 2.2, 7.0]",-0.6351649725
PH-F-Gd,11.7,2.2,7.0,4.6,2.4,4.699999999999999,9.5,7.1,2.4000000000000004,6.966666666666666,5.64809761833488,"[11.7, 2.2, 7.0]",-1.5176545125
PH-F-In,13.0,2.2,7.0,4.6,2.4,6.0,10.8,8.4,2.4000000000000004,7.3999999999999995,5.84998417216357,"[13.0, 2.2, 7.0]",-0.68125809
PH-F-Ir,7.9,2.2,7.0,4.6,2.4,0.9000000000000004,5.7,3.3000000000000003,2.4,5.7,4.955064028174989,"[7.9, 2.2, 7.0]",-0.814975775
PH-F-La,15.4,2.2,7.0,4.6,2.4,8.4,13.2,10.8,2.3999999999999995,8.200000000000001,6.1898550705834605,"[15.4, 2.2, 7.0]",-1.67743331
PH-F-Lu,12.1,2.2,7.0,4.6,2.4,5.1,9.899999999999999,7.499999999999999,2.3999999999999995,7.1000000000000005,5.7117435120362146,"[12.1, 2.2, 7.0]",-1.5898050425
PH-F-Nd,9.2,2.2,7.0,4.6,2.4,2.1999999999999993,6.999999999999999,4.6,2.4,6.133333333333333,5.21318154782662,"[9.2, 2.2, 7.0]",-1.6094933375
PH-F-Rh,11.2,2.2,7.0,4.6,2.4,4.199999999999999,9.0,6.6,2.4000000000000004,6.8,5.5664662618440275,"[11.2, 2.2, 7.0]",-0.956810905
PH-F-Ru,10.7,2.2,7.0,4.6,2.4,3.6999999999999993,8.5,6.1,2.4000000000000004,6.633333333333333,5.4823677764097125,"[10.7, 2.2, 7.0]",-0.6656608975
PH-F-Sc,24.6,2.2,7.0,4.6,2.4,17.6,22.400000000000002,20.0,2.4000000000000004,11.266666666666666,7.235778701802158,"[24.6, 2.2, 7.0]",-1.55998206
PH-F-Sm,9.0,2.2,7.0,4.6,2.4,2.0,6.8,4.4,2.4,6.066666666666666,5.1751277711224075,"[9.0, 2.2, 7.0]",-1.611179385
PH-F-Y,20.6,2.2,7.0,4.6,2.4,13.600000000000001,18.400000000000002,16.0,2.4000000000000004,9.933333333333334,6.820182254770614,"[20.6, 2.2, 7.0]",-1.63891364
PH-I-Al,45.8,2.2,3.7,2.95,0.75,42.099999999999994,43.599999999999994,42.849999999999994,0.75,17.233333333333334,7.197195409737442,"[45.8, 2.2, 3.7]",-0.3857980725
PH-I-Bi,9.9,2.2,3.7,2.95,0.75,6.2,7.7,6.95,0.75,5.266666666666667,4.319364618487427,"[9.9, 2.2, 3.7]",-0.015321705
PH-I-Ce,8.3,2.2,3.7,2.95,0.75,4.6000000000000005,6.1000000000000005,5.3500000000000005,0.75,4.733333333333333,4.072872664829305,"[8.3, 2.2, 3.7]",-1.0681152275
PH-I-Co,8.9,2.2,3.7,2.95,0.75,5.2,6.7,5.95,0.75,4.933333333333334,4.168739945969771,"[8.9, 2.2, 3.7]",-0.0974349025
PH-I-Cr,9.1,2.2,3.7,2.95,0.75,5.3999999999999995,6.8999999999999995,6.1499999999999995,0.75,5.0,4.199735433070166,"[9.1, 2.2, 3.7]",-0.1045488675
PH-I-Fe,13.1,2.2,3.7,2.95,0.75,9.399999999999999,10.899999999999999,10.149999999999999,0.75,6.333333333333333,4.742040223856682,"[13.1, 2.2, 3.7]",0.085204085
PH-I-Ga,17.0,2.2,3.7,2.95,0.75,13.3,14.8,14.05,0.75,7.633333333333333,5.172388158238214,"[17.0, 2.2, 3.7]",-0.14736242
PH-I-Gd,11.7,2.2,3.7,2.95,0.75,7.999999999999999,9.5,8.75,0.7500000000000004,5.866666666666666,4.5667098817253,"[11.7, 2.2, 3.7]",0.070769875
PH-I-In,13.0,2.2,3.7,2.95,0.75,9.3,10.8,10.05,0.75,6.3,4.729943129919185,"[13.0, 2.2, 3.7]",-0.2275976375
PH-I-Ir,7.9,2.2,3.7,2.95,0.75,4.2,5.7,4.95,0.75,4.6000000000000005,4.006364866745943,"[7.9, 2.2, 3.7]",-0.24245679999999997
PH-I-La,15.4,2.2,3.7,2.95,0.75,11.7,13.2,12.45,0.75,7.1000000000000005,5.00474216761403,"[15.4, 2.2, 3.7]",-1.0258080625
PH-I-Lu,12.1,2.2,3.7,2.95,0.75,8.399999999999999,9.899999999999999,9.149999999999999,0.75,6.0,4.618170099189249,"[12.1, 2.2, 3.7]",-0.9251406925
PH-I-Nd,9.2,2.2,3.7,2.95,0.75,5.499999999999999,6.999999999999999,6.249999999999999,0.75,5.033333333333332,4.21506307051159,"[9.2, 2.2, 3.7]",-0.960181465
PH-I-Rh,11.2,2.2,3.7,2.95,0.75,7.499999999999999,9.0,8.25,0.7500000000000004,5.699999999999999,4.500707707624189,"[11.2, 2.2, 3.7]",-0.32171025
PH-I-Ru,10.7,2.2,3.7,2.95,0.75,6.999999999999999,8.5,7.75,0.7500000000000004,5.533333333333332,4.432710762382962,"[10.7, 2.2, 3.7]",-0.0473291
PH-I-Sc,24.6,2.2,3.7,2.95,0.75,20.900000000000002,22.400000000000002,21.650000000000002,0.75,10.166666666666666,5.850412711039338,"[24.6, 2.2, 3.7]",-0.86378456
PH-I-Sm,9.0,2.2,3.7,2.95,0.75,5.3,6.8,6.05,0.75,4.966666666666666,4.184295089882508,"[9.0, 2.2, 3.7]",-0.95485283
PH-I-Y,20.6,2.2,3.7,2.95,0.75,16.900000000000002,18.400000000000002,17.650000000000002,0.75,8.833333333333334,5.514386578044064,"[20.6, 2.2, 3.7]",-0.9892355425
PH-NC-Al,45.8,2.2,5.4,3.8000000000000003,1.6,40.4,43.599999999999994,42.0,1.5999999999999979,17.8,8.16383038163188,"[45.8, 2.2, 5.4]",0.24629383800000001
PH-NC-Bi,9.9,2.2,5.4,3.8000000000000003,1.6,4.5,7.7,6.1,1.6,5.833333333333333,4.899486271283533,"[9.9, 2.2, 5.4]",0.533228602
PH-NC-Ce,8.3,2.2,5.4,3.8000000000000003,1.6,2.9000000000000004,6.1000000000000005,4.5,1.6,5.3,4.619888680063569,"[8.3, 2.2, 5.4]",-0.279356033999997
PH-NC-Co,8.9,2.2,5.4,3.8000000000000003,1.6,3.5,6.7,5.1,1.6,5.5,4.728631624755623,"[8.9, 2.2, 5.4]",0.330165886
PH-NC-Cr,9.1,2.2,5.4,3.8000000000000003,1.6,3.6999999999999993,6.8999999999999995,5.299999999999999,1.6,5.566666666666667,4.7637900281166505,"[9.1, 2.2, 5.4]",0.331343278
PH-NC-Fe,13.1,2.2,5.4,3.8000000000000003,1.6,7.699999999999999,10.899999999999999,9.299999999999999,1.5999999999999996,6.900000000000001,5.37893024247537,"[13.1, 2.2, 5.4]",0.43303459200000005
PH-NC-Ga,17.0,2.2,5.4,3.8000000000000003,1.6,11.6,14.8,13.2,1.6000000000000005,8.200000000000001,5.867076991502521,"[17.0, 2.2, 5.4]",0.47579635600000003
PH-NC-Gd,11.7,2.2,5.4,3.8000000000000003,1.6,6.299999999999999,9.5,7.8999999999999995,1.6000000000000005,6.433333333333333,5.180051777680941,"[11.7, 2.2, 5.4]",0.516636296
PH-NC-In,13.0,2.2,5.4,3.8000000000000003,1.6,7.6,10.8,9.2,1.6000000000000005,6.866666666666667,5.3652084220447644,"[13.0, 2.2, 5.4]",0.430016416
PH-NC-Ir,7.9,2.2,5.4,3.8000000000000003,1.6,2.5,5.7,4.1,1.6,5.166666666666667,4.544448407610524,"[7.9, 2.2, 5.4]",0.292403164
PH-NC-La,15.4,2.2,5.4,3.8000000000000003,1.6,10.0,13.2,11.6,1.5999999999999996,7.666666666666667,5.67691494174564,"[15.4, 2.2, 5.4]",-0.31252915
PH-NC-Lu,12.1,2.2,5.4,3.8000000000000003,1.6,6.699999999999999,9.899999999999999,8.299999999999999,1.5999999999999996,6.566666666666667,5.238423471495058,"[12.1, 2.2, 5.4]",-0.22592098800000002
PH-NC-Nd,9.2,2.2,5.4,3.8000000000000003,1.6,3.799999999999999,6.999999999999999,5.399999999999999,1.6,5.599999999999999,4.781176277217742,"[9.2, 2.2, 5.4]",-0.254919004
PH-NCO-Al,45.8,2.2,4.1,3.15,0.9499999999999997,41.699999999999996,43.599999999999994,42.64999999999999,0.9499999999999993,17.366666666666667,7.447731393394915,"[45.8, 2.2, 4.1]",-0.4040086017
PH-NCO-Bi,9.9,2.2,4.1,3.15,0.9499999999999997,5.800000000000001,7.7,6.75,0.9499999999999997,5.400000000000001,4.4697226679581865,"[9.9, 2.2, 4.1]",-0.10355974
PH-NCO-Ce,8.3,2.2,4.1,3.15,0.9499999999999997,4.200000000000001,6.1000000000000005,5.15,0.9499999999999997,4.866666666666666,4.214650274203936,"[8.3, 2.2, 4.1]",-0.70602356
PH-NCO-Co,8.9,2.2,4.1,3.15,0.9499999999999997,4.800000000000001,6.7,5.75,0.9499999999999997,5.066666666666667,4.313854716865484,"[8.9, 2.2, 4.1]",-0.3500540267
PH-NCO-Cr,9.1,2.2,4.1,3.15,0.9499999999999997,5.0,6.8999999999999995,5.949999999999999,0.9499999999999997,5.133333333333334,4.345929163811701,"[9.1, 2.2, 4.1]",-0.3812920683
PH-NCO-Fe,13.1,2.2,4.1,3.15,0.9499999999999997,9.0,10.899999999999999,9.95,0.9499999999999993,6.466666666666666,4.90711170578697,"[13.1, 2.2, 4.1]",-0.253716505
PH-NCO-Ga,17.0,2.2,4.1,3.15,0.9499999999999997,12.9,14.8,13.850000000000001,0.9500000000000002,7.766666666666666,5.3524401481187756,"[17.0, 2.2, 4.1]",-0.219584645
PH-NCO-Gd,11.7,2.2,4.1,3.15,0.9499999999999997,7.6,9.5,8.55,0.9500000000000002,6.0,4.725678075189715,"[11.7, 2.2, 4.1]",-0.7397083533
PH-NCO-In,13.0,2.2,4.1,3.15,0.9499999999999997,8.9,10.8,9.850000000000001,0.9500000000000002,6.433333333333333,4.894593509300984,"[13.0, 2.2, 4.1]",-0.22534844329999998
PH-NCO-Ir,7.9,2.2,4.1,3.15,0.9499999999999997,3.8000000000000007,5.7,4.75,0.9499999999999997,4.733333333333333,4.145827324778264,"[7.9, 2.2, 4.1]",-0.36605764
PH-NCO-La,15.4,2.2,4.1,3.15,0.9499999999999997,11.3,13.2,12.25,0.9499999999999993,7.233333333333334,5.178958363025202,"[15.4, 2.2, 4.1]",-0.7922428783
PH-NCO-Lu,12.1,2.2,4.1,3.15,0.9499999999999997,8.0,9.899999999999999,8.95,0.9499999999999993,6.133333333333333,4.778929634345473,"[12.1, 2.2, 4.1]",-0.7355325033
PH-NCO-Nd,9.2,2.2,4.1,3.15,0.9499999999999997,5.1,6.999999999999999,6.049999999999999,0.9499999999999997,5.166666666666666,4.361790359744305,"[9.2, 2.2, 4.1]",-0.7524512883
PH-NCO-Rh,11.2,2.2,4.1,3.15,0.9499999999999997,7.1,9.0,8.05,0.9500000000000002,5.833333333333333,4.657378350630328,"[11.2, 2.2, 4.1]",-0.444573125
PH-NCO-Ru,10.7,2.2,4.1,3.15,0.9499999999999997,6.6,8.5,7.55,0.9500000000000002,5.666666666666667,4.587014416500808,"[10.7, 2.2, 4.1]",-0.251507885
PH-NCO-Sc,24.6,2.2,4.1,3.15,0.9499999999999997,20.5,22.400000000000002,21.450000000000003,0.9500000000000011,10.299999999999999,6.054066887411894,"[24.6, 2.2, 4.1]",-0.7575454
PH-NCO-Sm,9.0,2.2,4.1,3.15,0.9499999999999997,4.9,6.8,5.85,0.9499999999999997,5.1,4.329951338820605,"[9.0, 2.2, 4.1]",-0.760307145
PH-NCO-Y,20.6,2.2,4.1,3.15,0.9499999999999997,16.5,18.400000000000002,17.450000000000003,0.9500000000000011,8.966666666666667,5.706343609491155,"[20.6, 2.2, 4.1]",-0.7929924533
PH-NC-Rh,11.2,2.2,5.4,3.8000000000000003,1.6,5.799999999999999,9.0,7.3999999999999995,1.6000000000000005,6.266666666666666,5.105185038138007,"[11.2, 2.2, 5.4]",0.19656705800000002
PH-NC-Ru,10.7,2.2,5.4,3.8000000000000003,1.6,5.299999999999999,8.5,6.8999999999999995,1.6000000000000005,6.099999999999999,5.028055615381548,"[10.7, 2.2, 5.4]",0.42765648799999995
PH-NCS-Al,45.8,2.2,4.0,3.1,0.8999999999999999,41.8,43.599999999999994,42.699999999999996,0.8999999999999986,17.333333333333332,7.386681668931433,"[45.8, 2.2, 4.0]",-0.0088441345
PH-NCS-Bi,9.9,2.2,4.0,3.1,0.8999999999999999,5.9,7.7,6.800000000000001,0.8999999999999999,5.366666666666667,4.433083949012303,"[9.9, 2.2, 4.0]",0.2466461038
PH-NC-Sc,24.6,2.2,5.4,3.8000000000000003,1.6,19.200000000000003,22.400000000000002,20.800000000000004,1.5999999999999996,10.733333333333334,6.636165105486648,"[24.6, 2.2, 5.4]",-0.1826599
PH-NCS-Ce,8.3,2.2,4.0,3.1,0.8999999999999999,4.300000000000001,6.1000000000000005,5.200000000000001,0.8999999999999999,4.833333333333333,4.1801024066239805,"[8.3, 2.2, 4.0]",-0.3415825878
PH-NCS-Co,8.9,2.2,4.0,3.1,0.8999999999999999,4.9,6.7,5.800000000000001,0.8999999999999999,5.033333333333334,4.278493661541486,"[8.9, 2.2, 4.0]",0.1041362105
PH-NCS-Cr,9.1,2.2,4.0,3.1,0.8999999999999999,5.1,6.8999999999999995,6.0,0.8999999999999999,5.1000000000000005,4.310305191359659,"[9.1, 2.2, 4.0]",0.1442711355
PH-NCS-Fe,13.1,2.2,4.0,3.1,0.8999999999999999,9.1,10.899999999999999,10.0,0.8999999999999995,6.433333333333334,4.866887669536751,"[13.1, 2.2, 4.0]",0.2084700355
PH-NCS-Ga,17.0,2.2,4.0,3.1,0.8999999999999999,13.0,14.8,13.9,0.9000000000000004,7.733333333333333,5.30856571455103,"[17.0, 2.2, 4.0]",0.18450285219999998
PH-NCS-Gd,11.7,2.2,4.0,3.1,0.8999999999999999,7.699999999999999,9.5,8.6,0.9000000000000004,5.966666666666666,4.686941266736969,"[11.7, 2.2, 4.0]",-0.38040162619999995
PH-NCS-In,13.0,2.2,4.0,3.1,0.8999999999999999,9.0,10.8,9.9,0.9000000000000004,6.3999999999999995,4.854472085833888,"[13.0, 2.2, 4.0]",0.14558360720000002
PH-NCS-Ir,7.9,2.2,4.0,3.1,0.8999999999999999,3.9000000000000004,5.7,4.800000000000001,0.8999999999999999,4.7,4.111843605108225,"[7.9, 2.2, 4.0]",0.0331409588
PH-NCS-La,15.4,2.2,4.0,3.1,0.8999999999999999,11.4,13.2,12.3,0.8999999999999995,7.2,5.136505975261738,"[15.4, 2.2, 4.0]",-0.4466163945
PH-NCS-Lu,12.1,2.2,4.0,3.1,0.8999999999999999,8.1,9.899999999999999,9.0,0.8999999999999995,6.1000000000000005,4.739756318070144,"[12.1, 2.2, 4.0]",-0.3954600428
PH-NC-Sm,9.0,2.2,5.4,3.8000000000000003,1.6,3.5999999999999996,6.8,5.199999999999999,1.6,5.533333333333334,4.746275936079122,"[9.0, 2.2, 5.4]",-0.238839642
PH-NCS-Nd,9.2,2.2,4.0,3.1,0.8999999999999999,5.199999999999999,6.999999999999999,6.1,0.8999999999999999,5.133333333333333,4.326036371641831,"[9.2, 2.2, 4.0]",-0.40380110119999996
PH-NCS-Rh,11.2,2.2,4.0,3.1,0.8999999999999999,7.199999999999999,9.0,8.1,0.9000000000000004,5.8,4.619201401166181,"[11.2, 2.2, 4.0]",-0.0362297128
PH-NCS-Ru,10.7,2.2,4.0,3.1,0.8999999999999999,6.699999999999999,8.5,7.6,0.9000000000000004,5.633333333333333,4.549414246536872,"[10.7, 2.2, 4.0]",0.1451680205
PH-NCS-Sc,24.6,2.2,4.0,3.1,0.8999999999999999,20.6,22.400000000000002,21.5,0.9000000000000004,10.266666666666667,6.004441156321783,"[24.6, 2.2, 4.0]",-0.3466162695
PH-NCS-Sm,9.0,2.2,4.0,3.1,0.8999999999999999,5.0,6.8,5.9,0.8999999999999999,5.066666666666666,4.294458338037882,"[9.0, 2.2, 4.0]",-0.4049675578
PH-NCS-Y,20.6,2.2,4.0,3.1,0.8999999999999999,16.6,18.400000000000002,17.5,0.9000000000000004,8.933333333333334,5.659568197402269,"[20.6, 2.2, 4.0]",-0.4312241728
PH-NC-Y,20.6,2.2,5.4,3.8000000000000003,1.6,15.200000000000001,18.400000000000002,16.8,1.6000000000000005,9.4,6.255008252380005,"[20.6, 2.2, 5.4]",-0.28395732
PH-NO-Al,45.8,2.2,4.6,3.4,1.1999999999999997,41.199999999999996,43.599999999999994,42.39999999999999,1.1999999999999993,17.533333333333335,7.738949217143972,"[45.8, 2.2, 4.6]",0.02848388
PH-NO-Bi,9.9,2.2,4.6,3.4,1.1999999999999997,5.300000000000001,7.7,6.5,1.1999999999999997,5.566666666666667,4.644495741713102,"[9.9, 2.2, 4.6]",0.324213272
PH-NO-Ce,8.3,2.2,4.6,3.4,1.1999999999999997,3.700000000000001,6.1000000000000005,4.9,1.1999999999999997,5.033333333333333,4.379449622607606,"[8.3, 2.2, 4.6]",-0.58222479
PH-NO-Co,8.9,2.2,4.6,3.4,1.1999999999999997,4.300000000000001,6.7,5.5,1.1999999999999997,5.233333333333333,4.482533112508126,"[8.9, 2.2, 4.6]",0.010751346
PH-NO-Cr,9.1,2.2,4.6,3.4,1.1999999999999997,4.5,6.8999999999999995,5.699999999999999,1.1999999999999997,5.3,4.515861719969034,"[9.1, 2.2, 4.6]",-0.023173463999999998
PH-NO-Fe,13.1,2.2,4.6,3.4,1.1999999999999997,8.5,10.899999999999999,9.7,1.1999999999999993,6.633333333333333,5.09898736783356,"[13.1, 2.2, 4.6]",0.041200926
PH-NO-Ga,17.0,2.2,4.6,3.4,1.1999999999999997,12.4,14.8,13.600000000000001,1.2000000000000002,7.933333333333333,5.561728841460294,"[17.0, 2.2, 4.6]",0.18386447
PH-NO-Gd,11.7,2.2,4.6,3.4,1.1999999999999997,7.1,9.5,8.3,1.2000000000000002,6.166666666666667,4.910459401489409,"[11.7, 2.2, 4.6]",-0.511547802
PH-NO-In,13.0,2.2,4.6,3.4,1.1999999999999997,8.4,10.8,9.600000000000001,1.2000000000000002,6.599999999999999,5.08597969049154,"[13.0, 2.2, 4.6]",0.200577828
PH-NO-Ir,7.9,2.2,4.6,3.4,1.1999999999999997,3.3000000000000007,5.7,4.5,1.1999999999999997,4.9,4.307935589347531,"[7.9, 2.2, 4.6]",0.027809514
PH-NO-La,15.4,2.2,4.6,3.4,1.1999999999999997,10.8,13.2,12.0,1.1999999999999993,7.400000000000001,5.381463650085466,"[15.4, 2.2, 4.6]",-0.580105518
PH-NO-Lu,12.1,2.2,4.6,3.4,1.1999999999999997,7.5,9.899999999999999,8.7,1.1999999999999993,6.3,4.965793179021401,"[12.1, 2.2, 4.6]",-0.409852372
PH-NO-Nd,9.2,2.2,4.6,3.4,1.1999999999999997,4.6,6.999999999999999,5.799999999999999,1.1999999999999997,5.333333333333333,4.532343113209724,"[9.2, 2.2, 4.6]",-0.39561324600000003
PH-NO-Rh,11.2,2.2,4.6,3.4,1.1999999999999997,6.6,9.0,7.8,1.2000000000000002,6.0,4.839489051997643,"[11.2, 2.2, 4.6]",-0.07057507
PH-NO-Ru,10.7,2.2,4.6,3.4,1.1999999999999997,6.1,8.5,7.3,1.2000000000000002,5.833333333333333,4.766373779146941,"[10.7, 2.2, 4.6]",0.035389804
PH-NO-Sc,24.6,2.2,4.6,3.4,1.1999999999999997,20.0,22.400000000000002,21.200000000000003,1.200000000000001,10.466666666666667,6.2907902721122175,"[24.6, 2.2, 4.6]",-0.40867375799999994
PH-NO-Sm,9.0,2.2,4.6,3.4,1.1999999999999997,4.4,6.8,5.6,1.1999999999999997,5.266666666666667,4.499259137293165,"[9.0, 2.2, 4.6]",-0.37590822799999996
PH-NO-Y,20.6,2.2,4.6,3.4,1.1999999999999997,16.0,18.400000000000002,17.200000000000003,1.200000000000001,9.133333333333333,5.929470475880848,"[20.6, 2.2, 4.6]",-0.4155722
PH-OCN-Al,45.8,2.2,4.8,3.5,1.2999999999999998,41.0,43.599999999999994,42.3,1.2999999999999972,17.599999999999998,7.849520573314096,"[45.8, 2.2, 4.8]",-0.154107085
PH-OCN-Bi,9.9,2.2,4.8,3.5,1.2999999999999998,5.1000000000000005,7.7,6.4,1.2999999999999998,5.633333333333334,4.710854646323814,"[9.9, 2.2, 4.8]",0.0389307733
PH-OCN-Ce,8.3,2.2,4.8,3.5,1.2999999999999998,3.500000000000001,6.1000000000000005,4.800000000000001,1.2999999999999998,5.1000000000000005,4.442021642459828,"[8.3, 2.2, 4.8]",-0.626140106666665
PH-OCN-Co,8.9,2.2,4.8,3.5,1.2999999999999998,4.1000000000000005,6.7,5.4,1.2999999999999998,5.300000000000001,4.546577952630546,"[8.9, 2.2, 4.8]",-0.08529771
PH-OCN-Cr,9.1,2.2,4.8,3.5,1.2999999999999998,4.3,6.8999999999999995,5.6,1.2999999999999998,5.366666666666667,4.580382747390637,"[9.1, 2.2, 4.8]",-0.1227253483
PH-OCN-Fe,13.1,2.2,4.8,3.5,1.2999999999999998,8.3,10.899999999999999,9.6,1.299999999999999,6.7,5.171839887282417,"[13.1, 2.2, 4.8]",0.0203883783
PH-OCN-Ga,17.0,2.2,4.8,3.5,1.2999999999999998,12.2,14.8,13.5,1.3000000000000007,8.0,5.641192846636663,"[17.0, 2.2, 4.8]",0.014465333300000001
PH-OCN-Gd,11.7,2.2,4.8,3.5,1.2999999999999998,6.8999999999999995,9.5,8.2,1.3000000000000003,6.233333333333333,4.980618300353643,"[11.7, 2.2, 4.8]",-0.5401745733
PH-OCN-In,13.0,2.2,4.8,3.5,1.2999999999999998,8.2,10.8,9.5,1.3000000000000007,6.666666666666667,5.158646360869166,"[13.0, 2.2, 4.8]",-0.017460043300000002
PH-OCN-Ir,7.9,2.2,4.8,3.5,1.2999999999999998,3.1000000000000005,5.7,4.4,1.2999999999999998,4.966666666666668,4.369485842106976,"[7.9, 2.2, 4.8]",-0.093395195
PH-OCN-La,15.4,2.2,4.8,3.5,1.2999999999999998,10.600000000000001,13.2,11.9,1.299999999999999,7.466666666666668,5.458352090269571,"[15.4, 2.2, 4.8]",-0.644827455
PH-OCN-Lu,12.1,2.2,4.8,3.5,1.2999999999999998,7.3,9.899999999999999,8.6,1.2999999999999994,6.366666666666667,5.036742667234662,"[12.1, 2.2, 4.8]",-0.6156973867000001
PH-OCN-Nd,9.2,2.2,4.8,3.5,1.2999999999999998,4.3999999999999995,6.999999999999999,5.699999999999999,1.2999999999999998,5.3999999999999995,4.597099620920843,"[9.2, 2.2, 4.8]",-0.578216685
PH-OCN-Rh,11.2,2.2,4.8,3.5,1.2999999999999998,6.3999999999999995,9.0,7.699999999999999,1.3000000000000003,6.066666666666666,4.908633951729567,"[11.2, 2.2, 4.8]",-0.18589732829999997
PH-OCN-Ru,10.7,2.2,4.8,3.5,1.2999999999999998,5.8999999999999995,8.5,7.199999999999999,1.3000000000000003,5.8999999999999995,4.8344740338438585,"[10.7, 2.2, 4.8]",-0.0081776383
PH-OCN-Sc,24.6,2.2,4.8,3.5,1.2999999999999998,19.8,22.400000000000002,21.1,1.3000000000000007,10.533333333333333,6.38067084791809,"[24.6, 2.2, 4.8]",-0.535588925
PH-OCN-Sm,9.0,2.2,4.8,3.5,1.2999999999999998,4.2,6.8,5.5,1.2999999999999998,5.333333333333333,4.563542952913671,"[9.0, 2.2, 4.8]",-0.5770717667
PH-OCN-Y,20.6,2.2,4.8,3.5,1.2999999999999998,15.8,18.400000000000002,17.1,1.3000000000000007,9.200000000000001,6.014188642842906,"[20.6, 2.2, 4.8]",-0.5948466633
PH-SCN-Al,45.8,2.2,3.8,3.0,0.7999999999999998,42.0,43.599999999999994,42.8,0.7999999999999972,17.266666666666666,7.261459483410937,"[45.8, 2.2, 3.8]",0.09263030380000001
PH-SCN-Bi,9.9,2.2,3.8,3.0,0.7999999999999998,6.1000000000000005,7.7,6.9,0.7999999999999998,5.300000000000001,4.357932414727837,"[9.9, 2.2, 3.8]",0.4838150555
PH-SCN-Ce,8.3,2.2,3.8,3.0,0.7999999999999998,4.500000000000001,6.1000000000000005,5.300000000000001,0.7999999999999998,4.766666666666667,4.109239523597825,"[8.3, 2.2, 3.8]",-0.313057967833333
PH-SCN-Co,8.9,2.2,3.8,3.0,0.7999999999999998,5.1000000000000005,6.7,5.9,0.7999999999999998,4.966666666666668,4.205962807898878,"[8.9, 2.2, 3.8]",0.1342443188
