Compound,Formation_energy,E_above_hull,Hessian_eig_min_abs,C11,C22,C66,Thermo_stability_level,Dyn_stability_level,Thermo_Dyn_stability_level
S-NO-Lu,-1.036322204,1.153480947,0.08866674117878676,44.10674167,44.10660134,14.40042041,M,m,Mm
S-NO-Nd,-1.033353032,1.050927787,6.279821978795582e-05,32.42697784,32.42697784,10.72721573,M,m,Mm
S-NO-Rh,-0.034399682,0.624616156,0.0008560813575421853,60.48251948,60.482437899999994,14.98743824,M,m,Mm
S-NO-Ru,-8.240000000000001e-05,0.74035307,0.00018467971416665795,22.3266201,22.32657993,-9.85304532,M,l,Ml
S-NO-Sc,-0.963917444,1.139241211,0.00012794657415961326,45.62533328,45.62527205,14.907649800000002,M,m,Mm
S-NO-Sm,-1.043550214,1.039307422,0.00011439564379616662,32.15631253,32.15623967,11.37918369,M,m,Mm
S-NO-Y,-1.048337547,1.117378972,0.00011617259653310193,41.29694615,41.2969662,12.51210781,M,m,Mm
S-OCN-Al,-0.568115531,0.80192159,0.0002612693477341771,67.76817716,67.76806376,22.22659333,M,m,Mm
S-OCN-Bi,-0.111173491,0.405442772,0.0004927778511418078,37.46722663,37.4671479,11.74903204,M,m,Mm
S-OCN-Ce,-1.1123871909999998,0.503539124,0.00023440832474555122,40.40585486,40.40576515,16.39211831,M,m,Mm
S-OCN-Co,-0.170585045,0.488878825,0.0004999965801435888,81.90236807,81.90227335,31.04121467,M,m,Mm
S-OCN-Cr,-0.439563795,0.619412968,0.0003885091802162625,78.38013135,78.38005569,31.51137266,M,m,Mm
S-OCN-Fe,-0.124606563,0.569565495,2.445868835165177e-05,4.55877488,4.55877488,3.55039483,M,m,Mm
S-OCN-Ga,-0.239091667,0.591394915,0.0001683397056053726,53.43518589,53.43507253,13.41237857,M,m,Mm
S-OCN-Gd,-0.313078319,1.032044362,5.764128369792121e-05,26.45508046,20.80210509,16.36097097,M,m,Mm
S-OCN-In,-0.280565687,0.482709855,2.7855462305352424e-05,27.98731241,27.987218900000002,-5.27554946,M,l,Ml
S-OCN-Ir,-0.005828181,0.556668564,1.04101399852696e-05,88.16001623,88.15984459,31.86706267,M,m,Mm
S-OCN-La,-1.206143299,0.582227456,7.135951370385939e-05,42.09540178,42.09529727,15.45754611,M,m,Mm
S-OCN-Lu,-1.1285097309999998,0.6233327879999999,0.2029046732896536,53.87583539999999,53.87583539999999,20.10840842,M,m,Mm
S-OCN-Nd,-1.131032515,0.5454180479999999,0.0017388481224525224,44.36129763,44.36127988,16.77217793,M,m,Mm
S-OCN-Rh,-0.17696720300000002,0.44587378,3.557545672891324e-05,75.04773339,75.04765756,27.26994278,M,m,Mm
S-OCN-Ru,-0.015019689,0.595378551,2.7026284629021224e-05,-10.65348071,-10.65348071,-37.25148627,M,l,Ml
S-OCN-Sc,-1.062972587,0.619554335,2.10979066199926e-05,54.31098214,54.31087043,20.06591406,M,m,Mm
S-OCN-Sm,-1.130969911,0.541693726,0.00045769451029856916,46.66843506,46.66836311,17.82305042,M,m,Mm
S-OCN-Y,-1.160762249,0.574368871,3.1998412335578334e-05,50.44695703,50.44682785,18.95740279,M,m,Mm
S-SCN-Al,-0.187838699,0.495685607,0.00015055566377626832,70.10605253,70.10575248,7.99499629,M,m,Mm
S-SCN-Bi,0.271771305,0.436996684,4.541352259601084e-05,24.75311238,24.75315622,6.15302434,L,m,Lm
S-SCN-Ce,-0.681763417,0.45580586,2.646892953065785e-05,28.54053396,28.54053396,4.72335809,M,m,Mm
S-SCN-Co,0.118717159,0.439894155,0.00012314911312622117,94.57532707,94.57508839,32.61287778,M,m,Mm
S-SCN-Cr,-0.096078817,0.469915464,0.00019981633472154373,9.58450472,9.58445688,-4.82326426,M,l,Ml
S-SCN-Fe,0.194270869,0.563940674,0.000130805230335358,73.50139608,73.50114732,21.42249776,M,m,Mm
S-SCN-Ga,0.08750826699999999,0.472589111,1.9314542563738432e-05,57.57974636,57.57940353,9.65865544,M,m,Mm
S-SCN-Gd,0.084333575,0.964726846,0.00037237956306571953,30.31873333,30.31873333,3.28711808,M,m,Mm
S-SCN-In,0.038871515,0.40276279,5.910775957792529e-05,39.38381125,32.506107300000004,3.26304635,M,m,Mm
S-SCN-Ir,0.139634553,0.449884571,8.472094344368612e-06,101.95593847,101.95539579,34.00292947,M,h,Mh
S-SCN-La,-0.794684635,0.501139157,0.003498523212699645,31.08499503,31.08499503,8.36903296,M,m,Mm
S-SCN-Lu,-0.7221462890000001,0.446794453,0.10055214279834984,22.44633001,22.44633001,-10.14478883,M,l,Ml
S-SCN-Nd,-0.731086783,0.490684225,0.0003401468235601495,27.49393768,27.49390603,3.41219642,M,m,Mm
S-SCN-Rh,0.070013261,0.39815134,0.00011322126057241309,79.37665859999998,79.37643672,26.02436338,M,m,Mm
S-SCN-Ru,0.235645357,0.6585256829999999,0.0005692294150909591,74.58977789,74.58937792,17.62770097,L,m,Lm
S-SCN-Sc,-0.639728779,0.464087026,4.75622761643179e-05,43.55705474,43.55683497,3.96455393,M,m,Mm
S-SCN-Sm,-0.730858731,0.458353887,0.0006627833006210589,29.73878384,29.73879974,4.82208902,M,m,Mm
S-SCN-Y,-0.7645696129999999,0.445252847,2.239721666057339e-05,27.92242742,27.922411,0.99158565,M,m,Mm
S-SH-Al,-0.751191994,0.191687594,1.5692047618921906e-05,49.39888864,49.39857977,3.25710107,H,m,Hm
S-SH-Bi,-0.134226046,0.227920294,0.0003786902915152704,27.265730800000004,27.26574796,7.58178349,M,m,Mm
S-SH-Ce,-1.380480594,0.19709562,0.00021753549606183016,31.39860768,31.39860768,6.70349618,H,m,Hm
S-SH-Co,-0.330133756,0.226952106,0.00017948626157005012,92.83541005,92.83539317,31.45011047,M,m,Mm
S-SH-Cr,-0.610862526,0.252244942,7.045182291950601e-05,3.15258273,3.15256674,-7.46901002,M,l,Ml
S-SH-Fe,-0.203661171,0.414040702,0.00019476649868835588,58.36658007,58.36640234,11.70885541,M,m,Mm
S-SH-Ga,-0.362177229,0.274788443,0.0008745432143914388,19.88948116,19.88935812,-22.39773992,M,l,Ml
S-SH-Gd,-0.400426766,0.85567944,2.362111880608397e-05,35.28718906,35.62243964,8.57240835,M,m,Mm
S-SH-In,-0.428295394,0.182183317,5.648993839918826e-05,20.93055772,20.93033395,-13.30937339,H,l,Hl
S-SH-Ir,-0.304064019,0.239363121,8.405893553240942e-05,97.96470938,97.96431117,33.87952287,M,m,Mm
S-SH-La,-1.477408296,0.297986061,2.8999087759975537e-05,30.01964399,30.01964399,6.41923087,M,m,Mm
S-SH-Lu,-1.412774351,0.204016193,0.04259716698482941,40.81731681,40.81731681,9.52088244,M,m,Mm
S-SH-Nd,-1.406613629,0.276214748,0.0001454489673581816,33.01641458,33.01639867,7.93500194,M,m,Mm
S-SH-Rh,-0.384113764,0.181673452,3.354598409055657e-05,80.06947455,80.06925526,26.10008822,H,m,Hm
S-SH-Ru,-0.182063964,0.5021510610000001,4.068726749885921e-05,74.57521207,74.57490861,20.65575226,M,m,Mm
S-SH-Sc,-1.331033584,0.204350789,1.482188255253946e-05,43.320814899999995,43.32056343,10.3802162,M,m,Mm
S-SH-Sm,-1.4096155259999998,0.232514863,1.4565545651464413e-05,34.32900534,34.32881155,8.21736484,M,m,Mm
S-SH-Y,-1.457595914,0.210296778,1.0378135636346357e-05,36.61951416,36.61951416,8.42416315,M,m,Mm
Te-Br-Al,-0.8096798270000001,0.140567781,2.7289613027309578e-05,46.9073771,46.9073771,15.98233828,H,m,Hm
Te-Br-Bi,-0.55691868,0.0,1.6044995415012938e-06,28.86041714,28.86011524,10.64100106,H,h,Hh
Te-Br-Ce,-2.026981257,0.35200858100000004,8.18072610584376e-06,25.91014713,25.91014713,9.89225438,M,h,Mh
Te-Br-Co,-0.459108723,0.059236347,1.1323926824907118e-05,58.7711358,58.77096012,21.31010174,H,m,Hm
Te-Br-Cr,-0.89702983,0.0,8.180329052228906e-05,15.05398222,15.05396666,7.15617132,H,m,Hm
Te-Br-Fe,-0.31983020300000004,0.251161336,0.00015439459017717381,43.88916765,43.88916765,12.22374606,M,m,Mm
Te-Br-Ga,-0.503096223,0.190739489,2.6513042574050025e-06,-190.35596,-373.79304,-16.7591,H,l,Hl
Te-Br-Gd,-0.44892974,1.3451383609999998,3.4118172236882587e-06,30.03504077,30.03497533,11.66104871,M,h,Mh
Te-Br-In,-0.674426117,0.113142694,0.00011627291728237915,-12.04436366,-12.04430345,-33.02425434,H,l,Hl
Te-Br-Ir,-0.422653467,0.064352529,1.268033195243174e-05,60.25615316,60.255789799999995,21.01841711,H,m,Hm
Te-Br-La,-1.936701123,0.21289931,0.0011498156460529865,27.42239029,27.70332492,9.61282398,M,m,Mm
Te-Br-Lu,-1.754498043,0.0,3.0236464892916466,34.91553346,34.91553346,13.36856762,H,l,Hl
Te-Br-Nd,-1.867212127,0.138273197,5.5070994637414524e-06,26.64322343,26.64322343,10.41295483,H,h,Hh
Te-Br-Rh,-0.684716083,0.0,0.00013991604375233202,51.81140575,51.81080312,17.20394855,H,m,Hm
Te-Br-Ru,-0.27403266,0.245991567,1.814424755248181e-05,-20.85978782,-20.85978782,-0.42811220000000005,M,l,Ml
Te-Br-Sc,-1.6793499530000002,0.0,8.39567800408813e-06,35.21406338,35.35791789,14.13932113,H,h,Hh
Te-Br-Sm,-1.84664667,0.047933982,6.198462370864233e-07,27.81142932,27.81142932,10.97410023,H,h,Hh
Te-Br-Y,-1.87288138,0.0,2.5820761501062382e-05,30.62071328,30.62069455,11.79121921,H,m,Hm
Te-Cl-Al,-0.88083184,0.253300586,2.63827706549456e-06,-1.84864669,-1.84864669,-31.00938521,M,l,Ml
Te-Cl-Bi,-0.627702203,0.033518695,3.96143937463425e-05,29.59068845,29.59048035,11.18533252,H,m,Hm
Te-Cl-Ce,-2.13836757,0.404024583,1.605273053315039e-05,28.830226,28.830226,11.29272284,M,m,Mm
Te-Cl-Co,-0.561495667,0.104337553,1.771641275386584e-05,59.35008645,59.34992216,20.44036257,H,m,Hm
Te-Cl-Cr,-1.01438949,0.014610359,2.9610698433740587e-05,26.99421518,26.99406194,8.14539495,H,m,Hm
Te-Cl-Fe,-0.5257924970000001,0.161010408,1.813230260167662e-05,21.13837052,21.13839072,10.314475199999999,H,m,Hm
Te-Cl-Ga,-0.553068993,0.310751703,0.0008457381728010297,36.47174446,36.47130466,11.91560554,M,m,Mm
Te-Cl-Gd,-1.90346777,0.049006609000000007,8.132635252191162e-05,32.89222528,32.89218491,12.79290273,H,m,Hm
Te-Cl-In,-0.728638133,0.146865401,0.00012652016543813138,-79.32425186,-79.32425186,-99.82631690000001,H,l,Hl
Te-Cl-Ir,-0.479036007,0.045352887,4.99851697671997e-06,61.84990671,61.84959637,20.94548464,H,h,Hh
Te-Cl-La,-2.088123453,0.173503617,0.00017914926692682564,26.72361214,26.83407257,10.29378875,H,m,Hm
Te-Cl-Lu,-1.8705466,0.0,0.9278459381593304,37.16826463,37.16826463,14.35320361,H,m,Hm
Te-Cl-Nd,-1.3621781830000002,0.811430833,5.8998310277387845e-06,1.30912603,1.30912603,-21.13819412,M,l,Ml
Te-Cl-Rh,-0.75619017,0.029209582,3.392724821340952e-06,49.32804347,49.32769956,17.26665336,H,h,Hh
Te-Cl-Ru,-0.354531073,0.26140228,6.477101063455562e-05,5.01661986,5.01661986,-11.87386519,M,l,Ml
Te-Cl-Sc,-1.799437653,0.112260813,0.00016191096052921522,39.49930902,39.49930902,15.63260468,H,m,Hm
Te-Cl-Sm,-1.96356272,0.0,2.623329629674304e-06,32.44423149,32.44423149,12.64823737,H,h,Hh
Te-Cl-Y,-1.988011797,0.021758991,4.6651805672970495e-06,33.52970911,33.52972803,13.04828407,H,h,Hh
Te-CN-Al,0.362822433,1.217232799,0.0008095892156354887,19.66046168,19.66034387,11.79933611,L,m,Lm
Te-CN-Bi,0.444435385,0.562726021,0.0008503944660327461,39.43945856,39.43930159,14.51593785,L,m,Lm
Te-CN-Ce,-0.484242503,0.495973151,0.00011666649219379226,31.82812181,31.82810229,10.83102232,M,m,Mm
Te-CN-Co,0.507576665,0.6346182570000001,2.576855297580954e-05,52.56615811,52.56605804,19.58217445,L,m,Lm
Te-CN-Cr,0.5943371000000001,0.953219059,4.2229306731619926e-05,77.76186947,77.76167893,31.36930022,L,m,Lm
Te-CN-Fe,0.509200633,0.6583638860000001,0.000404292336714891,20.53052303,20.53046624,16.20079187,L,m,Lm
Te-CN-Ga,0.54456876,0.8678375290000001,0.0004617269872083924,-28.45857179,-28.45851062,-36.15458428,L,l,Ll
Te-CN-Gd,-0.45999329,0.5225257289999999,3.2592900741524e-06,37.0768805,37.0768805,15.14402624,M,h,Mh
Te-CN-In,0.457951715,0.6895041140000001,7.091553851156305e-05,16.69894396,16.69876826,4.53874069,L,m,Lm
Te-CN-Ir,0.523620448,0.7216479090000001,0.0001375052795551903,62.11839983,62.11816786,20.24271812,L,m,Lm
Te-CN-La,-0.607073075,0.535879047,4.16307064698145e-05,27.45119008,27.45120995,10.71035466,M,m,Mm
Te-CN-Lu,-0.392345518,0.702955326,0.13587352059467692,9.34626853,9.34626853,-7.08428633,M,l,Ml
Te-CN-Nd,-0.527278658,0.526238114,2.5223712814146842e-05,32.45062841,32.45049446,13.28469581,M,m,Mm
Te-CN-Rh,0.317724358,0.580698733,0.00014885457508541242,51.41163361,51.41133028,17.26986605,L,m,Lm
Te-CN-Ru,0.612718708,0.8233435440000001,9.20817614766948e-05,50.46188154,50.46166286,27.18131865,L,m,Lm
Te-CN-Sc,-0.372770628,0.743617643,7.206435682085793e-05,43.24582831,43.24586779999999,17.7256677,M,m,Mm
Te-CN-Sm,-0.51106408,0.5966801629999999,3.976148550683767e-05,32.30027131,32.30027131,13.358626300000001,M,m,Mm
Te-CN-Y,-0.505987265,0.551004986,4.0914003726349593e-05,42.94074102,42.94069974,17.24461045,M,m,Mm
Te-F-Al,-1.22191181,0.834288127,0.013495904198710542,41.73762347,41.73746803,12.15675803,M,m,Mm
Te-F-Bi,-1.12763212,0.153313271,3.291731621490681e-05,39.5977484,39.59761857,14.45485444,H,m,Hm
Te-F-Ce,-2.475096333,0.191428631,0.0002530203248346345,46.84862327,46.84860377,17.66544516,H,m,Hm
Te-F-Co,-0.878133773,0.406181576,0.02266777279659193,56.93101029,56.93091186,16.29467906,M,m,Mm
Te-F-Cr,-1.43183952,0.29333898,0.016189720249351933,29.98108075,29.98097431,4.83955606,M,m,Mm
Te-F-Fe,-0.996674943,0.338800644,0.026751636879423567,-24.560053399999997,-24.56001706,8.23754879,M,l,Ml
Te-F-Ga,-0.875060077,0.620874723,6.663407437888245e-05,31.08332069,31.08308333,8.79504473,M,m,Mm
Te-F-Gd,-1.00270269,1.650412796,7.882681304142461e-05,45.19252998,45.1926365,15.16874983,M,m,Mm
Te-F-In,-1.070985923,0.412020914,2.523217355991602e-05,6.38562455,6.38562455,-14.23549302,M,l,Ml
Te-F-Ir,-0.713293643,0.410318553,0.01157503099649576,61.85606999,61.85580103,20.10454874,M,m,Mm
Te-F-La,-2.591409677,0.439068907,0.0002967541766484292,38.64688878,38.64671386,12.6767562,M,m,Mm
