Compound,Formation_energy,E_above_hull,Thermo_stability_level
S-CN-Ce,-0.7419528440000001,0.393509176,M
S-CN-Co,0.34415735799999997,0.578124551,L
S-CN-Cr,0.126803831,0.701777621,M
S-CN-Fe,0.371589271,0.639388222,L
S-CN-Ga,0.318123141,0.7454947120000001,L
S-CN-Gd,-0.8031639740000001,3.5433058980000003,M
S-CN-In,0.24962493800000002,0.588846007,L
S-CN-Ir,0.409861756,0.615619951,L
S-CN-La,-0.878614392,0.507434869,M
S-CN-Lu,-0.7771510340000001,0.6361248,M
S-CN-Nd,-0.791641114,0.518234016,M
S-CN-Rh,0.246817848,0.528006341,L
S-CN-Ru,0.414621501,0.680256564,L
S-CN-Sc,-0.6909963020000001,0.6009778729999999,M
S-CN-Sm,-0.786252387,0.636080677,M
S-CN-Y,-0.8310695020000001,0.517297187,M
Se-Br-Al,-1.108691003,0.051018735,H
Se-Br-Bi,-0.58184079,0.0,H
Se-Br-Ce,-2.0843408230000002,0.0,H
Se-Br-Co,-0.49883952,0.044025295,H
Se-Br-Cr,-0.9475635570000001,0.11542539,H
Se-Br-Fe,-0.418970587,0.197585227,H
Se-Br-Ga,-0.68953553,0.120476123,H
Se-Br-Gd,-2.11200927,4.20864274,M
Se-Br-In,-0.831473197,0.017940094,H
Se-Br-Ir,-0.37404086299999995,0.058284983,H
Se-Br-La,-2.21655338,0.09091123599999999,H
Se-Br-Lu,-2.06016274,0.0,H
Se-Br-Nd,-2.11092818,0.047373315,H
Se-Br-Rh,-0.6330929470000001,0.0,H
Se-Br-Ru,-0.310034987,0.190458149,H
Se-Br-Sc,-1.9528606469999998,0.0,H
Se-Br-Sm,-2.102870397,0.09995568099999999,H
Se-Br-Y,-2.14750265,0.0,H
Se-Cl-Al,-1.230531223,0.113063333,H
Se-Cl-Bi,-0.657219177,0.021040864,H
Se-Cl-Ce,-2.20772224,0.0,H
Se-Cl-Co,-0.65139671,0.038956253999999996,H
Se-Cl-Cr,-1.05744009,0.14725306300000002,H
Se-Cl-Fe,-0.5642048470000001,0.168162332,H
Se-Cl-Ga,-0.78111835,0.139850303,H
Se-Cl-Gd,-2.235914703,4.243143586,M
Se-Cl-In,-0.910796493,0.0,H
Se-Cl-Ir,-0.47313934700000004,0.0,H
Se-Cl-La,-2.3388714569999998,0.131655181,H
Se-Cl-Lu,-2.187549087,0.0,H
Se-Cl-Nd,-2.230646473,0.095778715,H
Se-Cl-Rh,-0.74444122,0.0,H
Se-Cl-Ru,-0.43345001,0.162952252,H
Se-Cl-Sc,-2.087218407,0.0,H
Se-Cl-Sm,-2.225046877,0.010448508,H
Se-Cl-Y,-2.270655753,0.0,H
Se-CN-Al,0.075359473,0.929764812,M
Se-CN-Bi,0.40293117799999995,0.543402416,L
Se-CN-Ce,-0.810030347,0.7353848159999999,M
Se-CN-Co,0.42201078799999997,0.567442188,L
Se-CN-Cr,0.18681913,0.664668831,M
Se-CN-Fe,0.46583461299999995,0.649171072,L
Se-CN-Ga,0.406627918,0.780475927,L
Se-CN-Gd,-0.70525663,3.642515504,M
Se-CN-In,0.304862208,0.629788244,L
Se-CN-Ir,0.49022849,0.647245839,L
Se-CN-La,-0.793220893,0.403531742,M
Se-CN-Lu,-0.659897278,0.643754375,M
Se-CN-Nd,-0.70639318,0.491282008,M
Se-CN-Rh,0.29874057800000003,0.47187943200000004,L
Se-CN-Ru,0.508672613,0.70464913,L
Se-CN-Sc,-0.581523105,0.534860139,M
Se-CN-Sm,-0.665134708,0.662701744,M
Se-CN-Y,-0.719414115,0.41039085799999997,M
Se-F-Al,-1.6768187369999998,0.58884333,M
Se-F-Bi,-1.19679494,0.11404814199999999,H
Se-F-Ce,-2.755566487,0.0,H
Se-F-Co,-1.068339257,0.240495837,M
Se-F-Cr,-1.5530183869999998,0.34785341799999997,M
Se-F-Fe,-1.0888410929999999,0.292198768,M
Se-F-Ga,-1.180218253,0.43189248700000005,M
Se-F-Gd,-2.773151527,4.406547869,M
Se-F-In,-1.320539643,0.24441970300000002,M
Se-F-Ir,-0.792660417,0.09342967099999999,H
Se-F-La,-2.86934636,0.47641167,M
Se-F-Lu,-2.7297348930000003,0.24860200600000001,M
Se-F-Nd,-2.759042613,0.465426433,M
Se-F-Rh,-1.11350849,0.0,H
Se-F-Ru,-0.801557197,0.275122763,M
Se-F-Sc,-2.6319284030000003,0.042907811,H
Se-F-Sm,-2.759145733,0.42488068799999995,M
Se-F-Y,-2.79987739,0.404936869,M
Se-I-Al,-0.784580563,0.086498295,H
Se-I-Bi,-0.37043652,0.013041516000000001,H
Se-I-Ce,-1.9956991469999998,0.17619705300000002,H
Se-I-Co,-0.169247537,0.105952089,H
Se-I-Cr,-0.709579537,0.0,H
Se-I-Fe,-0.09402481300000001,0.252517678,M
Se-I-Ga,-0.40791264,0.172896081,H
Se-I-Gd,-1.8338619230000002,3.781894498,M
Se-I-In,-0.5807815,0.056399842,H
Se-I-Ir,-0.14658456,0.059206882999999995,H
Se-I-La,-1.950799657,0.047589572000000004,H
Se-I-Lu,-1.76007179,0.014083243999999998,H
Se-I-Nd,-1.842439323,0.0,H
Se-I-Rh,-0.363010047,0.0,H
Se-I-Ru,-0.07371807,0.18401893100000002,H
Se-I-Sc,-1.6495321230000002,0.0,H
Se-I-Sm,-1.829667547,0.028013374,H
Se-I-Y,-1.86301981,0.0,H
Se-NC-Al,0.026773695,0.881179035,M
Se-NC-Bi,0.411572838,0.552044076,L
Se-NC-Ce,-0.698588465,0.35949044799999996,M
Se-NC-Co,0.42396823,0.56939963,L
Se-NC-Cr,0.163408915,0.641258616,M
Se-NC-Fe,0.48078645,0.664122909,L
Se-NC-Ga,0.387932658,0.761780667,L
Se-NC-Gd,-0.767092222,3.580679912,M
Se-NC-In,0.273239063,0.598165099,L
Se-NC-Ir,0.570226178,0.727243526,L
Se-NC-La,-0.842438853,0.354313782,M
Se-NC-Lu,-0.73051188,0.573139772,M
Se-NC-Nd,-0.766274683,0.431400505,M
Se-NCO-Al,-0.713453618,0.656583543,M
Se-NCO-Bi,-0.364981648,0.153150635,H
Se-NCO-Ce,-1.313158278,0.635963597,M
Se-NCO-Co,-0.40923930399999997,0.204908127,M
Se-NCO-Cr,-0.677701384,0.342425763,M
Se-NCO-Fe,-0.362064696,0.264301191,M
Se-NCO-Ga,-0.44065186,0.36842531700000003,M
Se-NCO-Gd,-0.477850472,0.8550128140000001,M
Se-NCO-In,-0.505341198,0.228358975,M
Se-NCO-Ir,-0.27725162,0.24625244899999998,M
Se-NCO-La,-1.33080206,0.34042676899999996,M
Se-NCO-Lu,-1.28012752,0.43339503799999995,M
Se-NCO-Nd,-1.287750434,0.359586388,M
Se-NCO-Rh,-0.449087436,0.08731383699999999,H
Se-NCO-Ru,-0.272278352,0.282393052,M
Se-NCO-Sc,-1.2348328720000001,0.37745769799999995,M
Se-NCO-Sm,-1.2897249020000001,0.382938775,M
Se-NCO-Y,-1.31813436,0.4169968,M
Se-NC-Rh,0.350572418,0.523711272,L
Se-NC-Ru,0.5742840579999999,0.770260575,L
Se-NCS-Al,-0.233365619,0.450158726,M
Se-NCS-Bi,0.065782183,0.232523581,M
Se-NC-Sc,-0.654586,0.461797244,M
Se-NCS-Ce,-0.9200512390000001,0.551553153,M
Se-NCS-Co,0.099530071,0.37539062700000003,M
Se-NCS-Cr,-0.143072519,0.384072146,M
Se-NCS-Fe,0.17443925899999999,0.47653907100000004,M
Se-NCS-Ga,0.041354001,0.405025439,M
Se-NCS-Gd,-0.8126609890000001,0.149437331,H
Se-NCS-In,-0.045307373,0.303482961,M
Se-NCS-Ir,0.179346609,0.45901527,M
Se-NCS-La,-0.908619321,0.342156014,M
Se-NCS-Lu,-0.8225402890000001,0.30808049,M
Se-NC-Sm,-0.761682745,0.566153707,M
Se-NCS-Nd,-0.834713923,0.340383186,M
Se-NCS-Rh,0.017290401,0.351359339,M
Se-NCS-Ru,0.211640875,0.578794364,L
Se-NCS-Sc,-0.7781257429999999,0.255453709,M
Se-NCS-Sm,-0.846352245,0.314399257,M
Se-NCS-Y,-0.8713076409999999,0.24623411399999998,M
Se-NC-Y,-0.79277953,0.337025443,M
Se-NO-Al,-0.260154735,1.452391718,M
Se-NO-Bi,0.130332375,0.735933162,M
Se-NO-Ce,-1.0167719000000002,0.932294196,M
Se-NO-Co,-0.0016092629999999999,0.757145801,M
Se-NO-Cr,-0.294105235,0.9810537,M
Se-NO-Fe,-0.067084295,0.713350562,M
Se-NO-Ga,0.01172563,1.023072103,M
Se-NO-Gd,-0.926164003,0.545184841,M
Se-NO-In,-0.00272094,0.914404278,M
Se-NO-Ir,0.21322269800000002,0.730375353,L
Se-NO-La,-1.04800918,1.041026859,M
Se-NO-Lu,-0.9359624679999999,1.199028617,M
Se-NO-Nd,-0.942685275,1.083362265,M
Se-NO-Rh,0.015654075,0.595913885,M
Se-NO-Ru,0.096163863,0.7669407490000001,M
Se-NO-Sc,-0.85587575,1.1594874640000001,M
Se-NO-Sm,-0.955994975,1.091286268,M
Se-NO-Y,-0.985743005,1.064622634,M
Se-OCN-Al,-0.41463609,0.9554010709999999,M
Se-OCN-Bi,-0.120802622,0.397329661,M
Se-OCN-Ce,-1.12268517,0.826436705,M
Se-OCN-Co,-0.10002349,0.514123941,M
Se-OCN-Cr,-0.365926204,0.654200943,M
Se-OCN-Fe,-0.041279404,0.585086483,M
Se-OCN-Ga,-0.15353556,0.655541617,M
Se-OCN-Gd,-0.17723323800000002,1.155630048,M
Se-OCN-In,-0.22880833399999997,0.504891839,M
Se-OCN-Ir,0.050817542,0.574321611,M
Se-OCN-La,-1.133445512,0.537783317,M
Se-OCN-Lu,-1.0224097559999998,0.691112802,M
Se-OCN-Nd,-0.8886890059999999,0.758647816,M
Se-OCN-Rh,-0.138711104,0.397690169,M
Se-OCN-Ru,0.061933422,0.616604826,M
Se-OCN-Sc,-0.9631486220000001,0.649141948,M
Se-OCN-Sm,-1.049236676,0.623427001,M
Se-OCN-Y,-1.067550558,0.667580602,M
Se-SCN-Al,-0.123524097,0.5600002479999999,M
Se-SCN-Bi,0.24234487300000002,0.409086271,L
Se-SCN-Ce,-0.586904643,0.49483074899999996,M
Se-SCN-Co,0.130014659,0.405875215,M
Se-SCN-Cr,-0.047898953,0.47924571200000005,M
Se-SCN-Fe,0.256262397,0.558362209,L
Se-SCN-Ga,0.127391359,0.49106279700000005,M
Se-SCN-Gd,-0.6277359610000001,0.334362359,M
Se-SCN-In,0.058525697,0.407316031,M
Se-SCN-Ir,0.145274013,0.42494267399999996,M
Se-SCN-La,-0.722788605,0.52798673,M
Se-SCN-Lu,-0.587387085,0.543233694,M
Se-SCN-Nd,-0.663450705,0.5116464039999999,M
Se-SCN-Rh,0.056486749,0.39055568700000004,M
Se-SCN-Ru,0.267136633,0.634290122,L
Se-SCN-Sc,-0.5883327389999999,0.44524671299999996,M
Se-SCN-Sm,-0.660806389,0.499945113,M
Se-SCN-Y,-0.676545835,0.44099592,M
Se-SH-Al,-0.6419886770000001,0.244727415,M
Se-SH-Bi,-0.15781263199999998,0.206228733,M
Se-SH-Ce,-1.293759962,0.214023895,M
Se-SH-Co,-0.316298749,0.18414156399999998,H
Se-SH-Cr,-0.464288514,0.35025693399999996,M
Se-SH-Fe,-0.16003510699999998,0.373204275,M
Se-SH-Ga,-0.31081333899999997,0.299390576,M
Se-SH-Gd,-1.286075027,0.072162491,H
Se-SH-In,-0.40016761700000003,0.191434918,H
Se-SH-Ir,-0.297870767,0.20732967600000002,M
Se-SH-La,-1.396354279,0.322729508,M
Se-SH-Lu,-1.308205497,0.253772981,M
Se-SH-Nd,-1.3242815620000001,0.300204442,M
Se-SH-Rh,-0.394459054,0.178741735,H
Se-SH-Ru,-0.137250447,0.47730603200000005,M
Se-SH-Sc,-1.2356705590000001,0.137091679,H
Se-SH-Sm,-1.3228673290000001,0.283686665,M
Se-SH-Y,-1.362818047,0.189723765,H
S-F-Al,-1.9554316919999999,0.45999976200000003,M
S-F-Bi,-1.187433959,0.120882423,H
S-F-Ce,-2.827145302,0.44445935799999997,M
S-F-Co,-1.232421889,0.151940603,H
S-F-Cr,-1.681777162,0.348593428,M
S-F-Fe,-1.1670825759999999,0.326573942,M
S-F-Ga,-1.357385389,0.3260901,M
S-F-Gd,-1.5443130619999998,1.7267383230000002,M
S-F-In,-1.4307640259999999,0.184531854,H
S-F-Ir,-0.923530629,0.010766227,H
S-F-La,-3.009368012,0.460958965,M
S-F-Lu,-2.9216312419999997,0.342023477,M
S-F-Nd,-2.898409596,0.477211147,M
S-F-Rh,-1.210239902,0.0,H
S-F-Ru,-0.908059139,0.261498881,M
S-F-Sc,-2.809781782,0.298713523,M
S-F-Sm,-2.9062010189999996,0.452452343,M
S-F-Y,-2.964695929,0.404931283,M
S-I-Al,-0.887286866,0.13356138,H
S-I-Bi,-0.34008762600000003,0.04086371,H
S-I-Ce,-1.8529102219999998,0.0,H
S-I-Co,-0.148059629,0.20266739600000003,M
S-I-Cr,-0.7635164059999999,0.068267766,H
S-I-Fe,-0.11989281199999999,0.339266335,M
S-I-Ga,-0.43785899899999997,0.214314471,M
S-I-Gd,-1.889904429,0.099633285,H
S-I-In,-0.600893586,0.052579885,H
S-I-Ir,-0.08787893599999999,0.182900302,H
S-I-La,-2.060447622,0.114176641,H
S-I-Lu,-1.8954050219999998,0.024915588,H
S-I-Nd,-1.9515157859999999,0.068024034,H
S-I-Rh,-0.308033806,0.107234311,H
S-I-Ru,-0.125688766,0.22492629600000003,M
S-I-Sc,-1.768574139,0.0,H
S-I-Sm,-1.943366132,0.10889775,H
S-I-Y,-1.985106852,0.075997486,H
S-NC-Al,-0.146449667,0.707955624,M
S-NC-Bi,0.42189100799999996,0.560467222,L
S-NC-Ce,-0.804290924,0.331171096,M
S-NC-Co,0.33760513799999997,0.571572331,L
S-NC-Cr,0.08983903300000001,0.664812824,M
S-NC-Fe,0.387742921,0.655541872,L
S-NC-Ga,0.279055323,0.706426894,L
S-NC-Gd,-0.8207002790000001,0.279791218,M
S-NC-In,0.21089132100000002,0.55011239,L
S-NC-Ir,0.495130973,0.700889168,L
S-NC-La,-0.943214817,0.442834444,M
S-NC-Lu,-0.859883704,0.55339213,M
S-NC-Nd,-0.857211752,0.452663379,M
S-NCO-Al,-0.869744975,0.500292146,M
S-NCO-Bi,-0.36309775899999996,0.153518504,H
S-NCO-Ce,-1.3989815909999999,0.606813724,M
S-NCO-Co,-0.477227461,0.182236409,H
S-NCO-Cr,-0.748327517,0.310649246,M
S-NCO-Fe,-0.444916965,0.249255093,M
S-NCO-Ga,-0.530397009,0.300089573,M
S-NCO-Gd,-1.3451226809999999,0.0,H
S-NCO-In,-0.562959365,0.20031617699999998,M
S-NCO-Ir,-0.334018045,0.22847870000000003,M
S-NCO-La,-1.408829815,0.37954094,M
S-NCO-Lu,-1.394138301,0.35770421799999996,M
S-NCO-Nd,-1.3572965830000001,0.31915398,M
S-NCO-Rh,-0.488483665,0.134357318,H
S-NCO-Ru,-0.348477673,0.261920567,M
S-NCO-Sc,-1.337576353,0.344950569,M
S-NCO-Sm,-1.368577845,0.30408579199999997,M
S-NCO-Y,-1.414166285,0.320964835,M
S-NC-Rh,0.301599198,0.582787691,L
S-NC-Ru,0.494295758,0.7599308220000001,L
S-NCS-Al,-0.357456865,0.326067441,M
S-NCS-Bi,0.07611441299999999,0.241339792,M
S-NC-Sc,-0.773418522,0.518555653,M
S-NCS-Ce,-0.8779999490000001,0.259569328,M
S-NCS-Co,0.064648311,0.385825307,M
S-NCS-Cr,-0.250601437,0.315392844,M
S-NCS-Fe,0.127849455,0.49751926,M
S-NCS-Ga,-0.034409751,0.350671093,M
S-NCS-Gd,-0.105620251,0.77477302,M
S-NCS-In,-0.081411767,0.282479508,M
S-NCS-Ir,0.128842627,0.439092645,M
S-NCS-La,-0.981007625,0.314816167,M
S-NCS-Lu,-0.937133635,0.23180710699999998,M
S-NC-Sm,-0.8589542440000001,0.563378819,M
S-NCS-Nd,-0.922277619,0.299493389,M
S-NCS-Rh,-0.011633141000000001,0.316504938,M
S-NCS-Ru,0.166110735,0.588991061,M
S-NCS-Sc,-0.868289903,0.23552590199999998,M
S-NCS-Sm,-0.927427975,0.261784643,M
S-NCS-Y,-0.963110925,0.246711535,M
S-NC-Y,-0.9049649590000001,0.44340173,M
S-NO-Al,-0.42139863200000005,1.291147772,M
S-NO-Bi,0.149567191,0.744452765,M
S-NO-Ce,-1.092340209,0.927567688,M
S-NO-Co,-0.063067819,0.758722424,M
S-NO-Cr,-0.22137627699999998,1.102344679,M
S-NO-Fe,-0.105200919,0.762514155,M
S-NO-Ga,-0.077951644,0.960156586,M
S-NO-Gd,-0.038716092,1.409517467,M
S-NO-In,-0.05550806900000001,0.89858636,M
S-NO-Ir,0.12536097300000001,0.6849290729999999,M
S-NO-La,-1.130414312,1.1050491340000002,M
S-NO-Lu,-1.036322204,1.153480947,M
S-NO-Nd,-1.033353032,1.050927787,M
S-NO-Rh,-0.034399682,0.624616156,M
S-NO-Ru,-8.240000000000001e-05,0.74035307,M
S-NO-Sc,-0.963917444,1.1392412109999999,M
S-NO-Sm,-1.0435502140000001,1.039307422,M
S-NO-Y,-1.048337547,1.117378972,M
S-OCN-Al,-0.568115531,0.80192159,M
S-OCN-Bi,-0.111173491,0.405442772,M
S-OCN-Ce,-1.1123871909999998,0.503539124,M
S-OCN-Co,-0.170585045,0.488878825,M
S-OCN-Cr,-0.439563795,0.619412968,M
S-OCN-Fe,-0.124606563,0.569565495,M
S-OCN-Ga,-0.23909166699999998,0.591394915,M
S-OCN-Gd,-0.313078319,1.032044362,M
S-OCN-In,-0.280565687,0.482709855,M
S-OCN-Ir,-0.005828181,0.556668564,M
S-OCN-La,-1.206143299,0.582227456,M
S-OCN-Lu,-1.1285097309999998,0.6233327879999999,M
S-OCN-Nd,-1.131032515,0.5454180479999999,M
S-OCN-Rh,-0.17696720300000002,0.44587378,M
S-OCN-Ru,-0.015019689,0.595378551,M
S-OCN-Sc,-1.062972587,0.619554335,M
S-OCN-Sm,-1.130969911,0.541693726,M
S-OCN-Y,-1.160762249,0.574368871,M
S-SCN-Al,-0.187838699,0.49568560700000003,M
S-SCN-Bi,0.271771305,0.43699668399999997,L
S-SCN-Ce,-0.681763417,0.45580586,M
S-SCN-Co,0.118717159,0.439894155,M
S-SCN-Cr,-0.096078817,0.469915464,M
S-SCN-Fe,0.19427086899999998,0.563940674,M
S-SCN-Ga,0.08750826699999999,0.472589111,M
S-SCN-Gd,0.084333575,0.9647268459999999,M
S-SCN-In,0.038871515,0.40276279,M
S-SCN-Ir,0.139634553,0.449884571,M
S-SCN-La,-0.794684635,0.501139157,M
S-SCN-Lu,-0.7221462890000001,0.446794453,M
S-SCN-Nd,-0.731086783,0.490684225,M
S-SCN-Rh,0.070013261,0.39815134,M
S-SCN-Ru,0.235645357,0.6585256829999999,L
S-SCN-Sc,-0.639728779,0.464087026,M
S-SCN-Sm,-0.730858731,0.458353887,M
S-SCN-Y,-0.7645696129999999,0.445252847,M
S-SH-Al,-0.751191994,0.191687594,H
S-SH-Bi,-0.134226046,0.227920294,M
S-SH-Ce,-1.380480594,0.19709562,H
S-SH-Co,-0.330133756,0.22695210600000001,M
S-SH-Cr,-0.610862526,0.25224494199999997,M
S-SH-Fe,-0.203661171,0.41404070200000004,M
S-SH-Ga,-0.362177229,0.274788443,M
S-SH-Gd,-0.400426766,0.85567944,M
S-SH-In,-0.428295394,0.18218331699999998,H
S-SH-Ir,-0.30406401899999996,0.239363121,M
S-SH-La,-1.477408296,0.297986061,M
S-SH-Lu,-1.412774351,0.204016193,M
S-SH-Nd,-1.406613629,0.276214748,M
S-SH-Rh,-0.38411376399999997,0.18167345199999999,H
S-SH-Ru,-0.182063964,0.5021510610000001,M
S-SH-Sc,-1.331033584,0.20435078899999998,M
S-SH-Sm,-1.4096155259999998,0.23251486300000002,M
S-SH-Y,-1.457595914,0.21029677800000002,M
Te-Br-Al,-0.8096798270000001,0.140567781,H
Te-Br-Bi,-0.55691868,0.0,H
Te-Br-Ce,-2.026981257,0.35200858100000004,M
Te-Br-Co,-0.459108723,0.059236347,H
Te-Br-Cr,-0.89702983,0.0,H
Te-Br-Fe,-0.31983020300000004,0.251161336,M
Te-Br-Ga,-0.503096223,0.19073948899999998,H
Te-Br-Gd,-0.44892974,1.3451383609999998,M
Te-Br-In,-0.674426117,0.113142694,H
Te-Br-Ir,-0.422653467,0.064352529,H
Te-Br-La,-1.9367011230000002,0.21289931,M
Te-Br-Lu,-1.7544980430000001,0.0,H
Te-Br-Nd,-1.867212127,0.138273197,H
Te-Br-Rh,-0.684716083,0.0,H
Te-Br-Ru,-0.27403266,0.245991567,M
Te-Br-Sc,-1.6793499530000002,0.0,H
Te-Br-Sm,-1.84664667,0.047933982,H
Te-Br-Y,-1.87288138,0.0,H
Te-Cl-Al,-0.88083184,0.253300586,M
Te-Cl-Bi,-0.627702203,0.033518695,H
Te-Cl-Ce,-2.13836757,0.404024583,M
Te-Cl-Co,-0.561495667,0.10433755300000001,H
Te-Cl-Cr,-1.01438949,0.014610359,H
Te-Cl-Fe,-0.5257924970000001,0.161010408,H
Te-Cl-Ga,-0.553068993,0.310751703,M
Te-Cl-Gd,-1.90346777,0.049006609000000007,H
Te-Cl-In,-0.728638133,0.146865401,H
Te-Cl-Ir,-0.47903600700000004,0.045352887,H
Te-Cl-La,-2.088123453,0.173503617,H
Te-Cl-Lu,-1.8705466,0.0,H
Te-Cl-Nd,-1.3621781830000002,0.811430833,M
Te-Cl-Rh,-0.75619017,0.029209582,H
Te-Cl-Ru,-0.354531073,0.26140228,M
Te-Cl-Sc,-1.799437653,0.112260813,H
Te-Cl-Sm,-1.96356272,0.0,H
Te-Cl-Y,-1.988011797,0.021758991000000002,H
Te-CN-Al,0.36282243299999994,1.217232799,L
Te-CN-Bi,0.444435385,0.562726021,L
Te-CN-Ce,-0.484242503,0.495973151,M
Te-CN-Co,0.507576665,0.6346182570000001,L
Te-CN-Cr,0.5943371000000001,0.953219059,L
Te-CN-Fe,0.509200633,0.6583638860000001,L
Te-CN-Ga,0.54456876,0.8678375290000001,L
Te-CN-Gd,-0.45999329,0.5225257289999999,M
Te-CN-In,0.457951715,0.6895041140000001,L
Te-CN-Ir,0.523620448,0.7216479090000001,L
Te-CN-La,-0.607073075,0.535879047,M
Te-CN-Lu,-0.39234551799999995,0.702955326,M
Te-CN-Nd,-0.527278658,0.526238114,M
Te-CN-Rh,0.317724358,0.580698733,L
Te-CN-Ru,0.612718708,0.8233435440000001,L
Te-CN-Sc,-0.372770628,0.743617643,M
Te-CN-Sm,-0.51106408,0.5966801629999999,M
Te-CN-Y,-0.505987265,0.551004986,M
Te-F-Al,-1.22191181,0.834288127,M
Te-F-Bi,-1.12763212,0.153313271,H
Te-F-Ce,-2.475096333,0.19142863100000002,H
Te-F-Co,-0.878133773,0.406181576,M
Te-F-Cr,-1.43183952,0.29333898,M
Te-F-Fe,-0.9966749429999999,0.338800644,M
Te-F-Ga,-0.875060077,0.620874723,M
Te-F-Gd,-1.00270269,1.650412796,M
Te-F-In,-1.070985923,0.41202091399999996,M
Te-F-Ir,-0.713293643,0.410318553,M
Te-F-La,-2.5914096769999997,0.439068907,M
Te-F-Lu,-2.35887923,0.175837877,H
Te-F-Nd,-2.4806107,0.489864543,M
Te-F-Rh,-1.056583357,0.13197440300000002,H
Te-F-Ru,-0.66248429,0.473723331,M
Te-F-Sc,-2.29241852,0.41536314,M
Te-F-Sm,-2.4649335,0.41084749600000003,M
Te-F-Y,-2.474259267,0.269709787,M
Te-I-Al,-0.57157981,0.09003691800000001,H
Te-I-Bi,-0.35465552,0.029045507,H
Te-I-Ce,-1.772369823,0.383961971,M
Te-I-Co,-0.19736349,0.053316392000000004,H
Te-I-Cr,-0.617428787,0.0,H
Te-I-Fe,-0.06043622,0.24054199699999998,M
Te-I-Ga,-0.30349671699999997,0.169243683,H
Te-I-Gd,-1.5245534230000002,0.0,H
Te-I-In,-0.471955293,0.091264253,H
Te-I-Ir,-0.26159198699999997,0.010607091,H
Te-I-La,-1.7107526769999999,0.078736985,H
Te-I-Lu,-1.484029587,0.0,H
Te-I-Nd,-1.605632507,0.065006515,H
Te-I-Rh,-0.46938561700000003,0.0,H
Te-I-Ru,-0.074074513,0.210719989,M
Te-I-Sc,-1.402499097,0.0,H
Te-I-Sm,-1.58766072,0.0,H
Te-I-Y,-1.6080752930000002,0.0,H
Te-NC-Al,0.331154375,1.185564742,L
Te-NC-Bi,0.44547938,0.563770016,L
Te-NC-Ce,-0.665393927,0.8021579759999999,M
Te-NC-Co,0.524289138,0.651330729,L
Te-NC-Cr,0.165106565,0.523988524,M
Te-NC-Fe,0.5046861229999999,0.653849376,L
Te-NC-Ga,0.617996578,0.9412653459999999,L
Te-NC-Gd,-0.506043948,0.47647507100000003,M
Te-NC-In,0.42404101,0.655593409,L
Te-NC-Ir,0.601714195,0.7997416559999999,L
Te-NC-La,-0.6533400079999999,0.489612115,M
Te-NC-Lu,-0.47992118,0.615379663,M
Te-NC-Nd,-0.572663135,0.48085363600000003,M
Te-NCO-Al,-0.43004388600000004,0.9399972959999999,M
Te-NCO-Bi,-0.319375708,0.18081796,H
Te-NCO-Ce,-1.19909588,0.687735388,M
Te-NCO-Co,-0.310171284,0.289478853,M
Te-NCO-Cr,-0.5791311579999999,0.39471599700000004,M
Te-NCO-Fe,-0.32314758600000004,0.28297592899999996,M
Te-NCO-Ga,-0.250314286,0.539560114,M
Te-NCO-Gd,-0.30505869399999996,0.9323848,M
Te-NCO-In,-0.355038404,0.368662999,M
Te-NCO-Ir,-0.251715,0.304597159,M
Te-NCO-La,-1.1736817940000002,0.527383773,M
Te-NCO-Lu,-1.059000184,0.654526395,M
Te-NCO-Nd,-1.086060482,0.561280361,M
Te-NCO-Rh,-0.4301695,0.17810019,H
Te-NCO-Ru,-0.18699611800000002,0.37939394,M
Te-NCO-Sc,-1.03004264,0.582251952,M
Te-NCO-Sm,-1.103781798,0.5688859,M
Te-NCO-Y,-1.129283944,0.605851237,M
Te-NC-Rh,0.36974772,0.6327220960000001,L
Te-NC-Ru,0.66805869,0.878683526,L
Te-NCS-Al,0.052062499000000005,0.735593718,M
Te-NCS-Bi,0.107307607,0.267059818,M
Te-NC-Sc,-0.404165293,0.712222978,M
Te-NCS-Ce,-0.628920649,0.38968458,M
Te-NCS-Co,0.168537963,0.42968667299999996,M
Te-NCS-Cr,-0.11906617900000001,0.36179849399999997,M
Te-NCS-Fe,0.146352981,0.421114228,M
Te-NCS-Ga,0.22965469300000002,0.574123354,L
Te-NCS-Gd,-0.636522417,0.243874915,M
Te-NCS-In,0.09707320300000001,0.435864766,M
Te-NCS-Ir,0.208528673,0.5210054239999999,L
Te-NCS-La,-0.742120595,0.440218981,M
Te-NCS-Lu,-0.621802073,0.508822728,M
Te-NC-Sm,-0.55828981,0.549454433,M
Te-NCS-Nd,-0.6663027229999999,0.472710991,M
Te-NCS-Rh,0.030249237000000002,0.39402572799999996,M
Te-NCS-Ru,0.269199285,0.648071429,L
Te-NCS-Sc,-0.590199433,0.44338404,M
Te-NCS-Sm,-0.678076155,0.459794429,M
Te-NCS-Y,-0.6914495409999999,0.406684249,M
Te-NC-Y,-0.572412485,0.484579766,M
Te-NO-Al,-0.195303628,1.517247852,M
Te-NO-Bi,0.14699959,0.762309427,M
Te-NO-Ce,-1.012686758,0.858516079,M
Te-NO-Co,0.042851573,0.792414246,M
Te-NO-Cr,-0.247685068,0.9696238779999999,M
Te-NO-Fe,-0.00257062,0.755083776,M
Te-NO-Ga,0.130360455,1.117703457,M
Te-NO-Gd,-0.733701968,0.659609268,M
Te-NO-In,0.10116319,1.005789945,M
