Compound,Class,Bandgap,Bandgap_nature,Kpoints_edge
Se-Cl-Rh,Non-metal,1.6193,Indirect,"(0.095,0.095,0.000)-(0.286,0.286,0.000)"
Se-Cl-Ru,Non-metal,0.014100000000000001,Indirect,"(0.381,0.190,0.000)-(0.000,0.000,0.000)"
Se-Cl-Sc,Non-metal,2.4012000000000002,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
Se-Cl-Sm,Non-metal,3.3528000000000002,Indirect,"(0.190,0.143,0.000)-(0.476,-0.000,0.000)"
Se-Cl-Y,Non-metal,3.295,Indirect,"(0.000,0.000,0.000)-(0.476,-0.000,0.000)"
Se-CN-Al,Non-metal,0.8149000000000002,Indirect,"(0.000,0.000,0.000)-(0.333,0.333,0.000)"
Se-CN-Bi,Non-metal,2.0282999999999998,Indirect,"(0.095,0.048,0.000)-(0.048,0.048,0.000)"
Se-CN-Ce,Non-metal,2.6773000000000002,Indirect,"(0.095,0.095,0.000)-(0.190,0.143,0.000)"
Se-CN-Co,Non-metal,0.7845000000000004,Indirect,"(0.286,0.000,0.000)-(0.286,0.286,0.000)"
Se-CN-Cr,Non-metal,0.05140000000000011,Indirect,"(-0.238,0.476,0.000)-(0.476,-0.000,0.000)"
Se-CN-Fe,Metal,0.0,NA,NA
Se-CN-Ga,Non-metal,0.5008000000000004,Indirect,"(0.000,0.000,0.000)-(0.333,0.333,0.000)"
Se-CN-Gd,Non-metal,2.7973999999999997,Indirect,"(0.095,0.095,-0.000)-(0.143,0.190,0.000)"
Se-CN-In,Non-metal,1.0726000000000004,Indirect,"(0.000,0.000,0.000)-(0.333,0.333,0.000)"
Se-CN-Ir,Non-metal,1.4064999999999999,Indirect,"(0.333,-0.000,0.000)-(0.333,0.333,0.000)"
Se-CN-La,Non-metal,2.9961,Indirect,"(0.143,0.095,0.000)-(0.238,0.000,0.000)"
Se-CN-Lu,Non-metal,2.9344,Indirect,"(0.048,0.095,0.000)-(0.190,0.143,0.000)"
Se-CN-Nd,Non-metal,2.7771000000000003,Indirect,"(0.095,0.095,0.000)-(0.190,0.143,0.000)"
Se-CN-Rh,Non-metal,1.4460000000000006,Indirect,"(0.333,-0.000,0.000)-(0.286,0.286,0.000)"
Se-CN-Ru,Metal,0.0,NA,NA
Se-CN-Sc,Non-metal,2.2128,Indirect,"(0.095,0.095,0.000)-(0.143,0.143,0.000)"
Se-CN-Sm,Non-metal,2.8494000000000006,Indirect,"(0.143,0.048,0.000)-(0.143,0.143,0.000)"
Se-CN-Y,Non-metal,2.7015000000000002,Indirect,"(0.095,0.095,0.000)-(0.190,0.190,0.000)"
Se-F-Al,Non-metal,1.9083,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
Se-F-Bi,Non-metal,1.9261,Indirect,"(0.095,0.095,0.000)-(0.000,0.000,0.000)"
Se-F-Ce,Non-metal,2.7908,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
Se-F-Co,Non-metal,0.8906000000000001,Indirect,"(0.095,0.048,0.000)-(0.333,0.333,0.000)"
Se-F-Cr,Non-metal,0.6118999999999999,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
Se-F-Fe,Metal,0.0,NA,NA
Se-F-Ga,Non-metal,1.7801999999999998,Indirect,"(0.000,0.000,0.000)-(0.476,-0.000,0.000)"
Se-F-Gd,Non-metal,2.7891,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
Se-F-In,Non-metal,1.4768,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
Se-F-Ir,Non-metal,1.6950000000000003,Indirect,"(0.143,0.000,0.000)-(0.333,0.333,0.000)"
Se-F-La,Non-metal,3.1506000000000003,Indirect,"(0.238,0.190,0.000)-(0.000,0.000,0.000)"
Se-F-Lu,Non-metal,2.4957000000000003,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
Se-F-Nd,Non-metal,2.9745,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
Se-F-Rh,Non-metal,1.351,Indirect,"(0.048,-0.000,0.000)-(0.333,0.333,0.000)"
Se-F-Ru,Metal,0.0,NA,NA
Se-F-Sc,Non-metal,1.9684000000000001,Indirect,"(0.000,0.000,0.000)-(0.476,-0.000,0.000)"
Se-F-Sm,Non-metal,2.8974,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
Se-F-Y,Non-metal,2.77,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
Se-I-Al,Non-metal,1.8351000000000002,Indirect,"(0.048,-0.000,0.000)-(-0.000,0.476,0.000)"
Se-I-Bi,Non-metal,1.6001,Indirect,"(0.095,0.095,0.000)-(0.000,0.000,0.000)"
Se-I-Ce,Non-metal,3.1019,Indirect,"(0.000,0.000,0.000)-(-0.333,0.333,0.000)"
Se-I-Co,Non-metal,0.3958999999999999,Indirect,"(0.095,0.095,0.000)-(0.333,0.333,0.000)"
Se-I-Cr,Non-metal,0.7841,Indirect,"(0.095,0.048,0.000)-(0.333,0.333,0.000)"
Se-I-Fe,Metal,0.0,NA,NA
Se-I-Ga,Non-metal,0.9012,Indirect,"(0.048,0.000,0.000)-(0.000,0.476,0.000)"
Se-I-Gd,Non-metal,3.1228000000000002,Indirect,"(0.000,0.000,0.000)-(0.381,-0.000,-0.000)"
Se-I-In,Non-metal,1.6835000000000002,Indirect,"(0.095,0.000,0.000)-(0.476,0.000,0.000)"
Se-I-Ir,Non-metal,1.069,Indirect,"(0.095,0.095,0.000)-(0.333,0.333,0.000)"
Se-I-La,Non-metal,3.0772999999999997,Indirect,"(0.143,0.143,0.000)-(0.333,0.000,0.000)"
Se-I-Lu,Non-metal,3.0891,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
Se-I-Nd,Non-metal,3.1443,Indirect,"(0.000,0.000,0.000)-(0.286,0.000,0.000)"
Se-I-Rh,Non-metal,0.7478999999999999,Indirect,"(0.095,0.095,0.000)-(0.333,0.333,0.000)"
Se-I-Ru,Metal,0.0,NA,NA
Se-I-Sc,Non-metal,2.2374,Indirect,"(0.000,0.000,0.000)-(0.381,0.000,0.000)"
Se-I-Sm,Non-metal,3.1313999999999997,Indirect,"(0.000,0.000,0.000)-(0.333,-0.000,0.000)"
Se-I-Y,Non-metal,3.075,Indirect,"(0.000,0.000,0.000)-(0.381,0.000,-0.000)"
Se-NC-Al,Non-metal,1.9260000000000002,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
Se-NC-Bi,Non-metal,1.7376999999999998,Indirect,"(0.095,0.048,0.000)-(0.000,0.000,0.000)"
Se-NC-Ce,Non-metal,2.8914,Indirect,"(0.095,0.095,0.000)-(0.476,-0.000,0.000)"
Se-NC-Co,Non-metal,1.0779,Indirect,"(0.286,0.000,0.000)-(0.286,0.286,0.000)"
Se-NC-Cr,Non-metal,0.12440000000000007,Indirect,"(0.190,0.190,0.000)-(-0.476,0.476,0.000)"
Se-NC-Fe,Metal,0.0,NA,NA
Se-NC-Ga,Non-metal,1.0334000000000003,Indirect,"(0.000,0.000,0.000)-(0.476,-0.000,0.000)"
Se-NC-Gd,Non-metal,3.2600000000000002,Indirect,"(0.095,0.095,0.000)-(0.476,-0.000,0.000)"
Se-NC-In,Non-metal,1.8100000000000003,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
Se-NC-Ir,Non-metal,1.8627,Indirect,"(0.143,0.000,0.000)-(0.333,0.333,0.000)"
Se-NC-La,Non-metal,3.0714,Indirect,"(0.476,0.000,0.000)-(0.333,0.333,0.000)"
Se-NC-Lu,Non-metal,3.1273,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
Se-NC-Nd,Non-metal,3.1934000000000005,Indirect,"(0.143,0.095,0.000)-(0.476,0.000,0.000)"
Se-NCO-Al,Non-metal,1.3205,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
Se-NCO-Bi,Non-metal,1.8925999999999998,Indirect,"(0.143,0.095,0.000)-(0.000,0.000,0.000)"
Se-NCO-Ce,Non-metal,2.2051,Indirect,"(0.000,0.000,0.000)-(-0.476,0.476,0.000)"
Se-NCO-Co,Non-metal,1.0905,Indirect,"(0.286,-0.000,0.000)-(0.333,0.333,0.000)"
Se-NCO-Cr,Non-metal,0.5709,Indirect,"(0.476,0.000,0.000)-(0.476,0.000,0.000)"
Se-NCO-Fe,Metal,0.0,NA,NA
Se-NCO-Ga,Non-metal,1.4024,Indirect,"(0.000,0.000,0.000)-(0.476,-0.000,0.000)"
Se-NCO-Gd,Non-metal,2.5848999999999998,Indirect,"(0.000,0.000,0.000)-(-0.000,0.476,0.000)"
Se-NCO-In,Non-metal,1.7328000000000001,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
Se-NCO-Ir,Non-metal,2.0173,Indirect,"(0.190,0.000,0.000)-(0.238,0.000,0.000)"
Se-NCO-La,Non-metal,2.8541999999999996,Indirect,"(0.476,-0.000,0.000)-(0.476,-0.000,0.000)"
Se-NCO-Lu,Non-metal,2.2695,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
Se-NCO-Nd,Non-metal,2.9951999999999996,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
Se-NCO-Rh,Non-metal,1.7865,Indirect,"(0.095,0.095,0.000)-(0.286,0.286,0.000)"
Se-NCO-Ru,Metal,0.0,NA,NA
Se-NCO-Sc,Non-metal,1.6915,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
Se-NCO-Sm,Non-metal,2.8749000000000002,Indirect,"(0.000,0.000,0.000)-(0.476,-0.000,0.000)"
Se-NCO-Y,Non-metal,2.4533,Indirect,"(0.000,0.000,0.000)-(-0.476,0.476,0.000)"
Se-NC-Rh,Non-metal,1.7389999999999999,Indirect,"(0.333,-0.000,0.000)-(0.286,0.238,0.000)"
Se-NC-Ru,Metal,0.0,NA,NA
Se-NCS-Al,Non-metal,0.9849,Indirect,"(0.000,0.000,0.000)-(0.476,-0.000,0.000)"
Se-NCS-Bi,Non-metal,1.4736000000000002,Indirect,"(0.143,0.143,0.000)-(0.000,0.000,0.000)"
Se-NC-Sc,Non-metal,2.2527,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
Se-NCS-Ce,Non-metal,2.4122000000000003,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
Se-NCS-Co,Non-metal,0.48019999999999996,Indirect,"(0.000,0.000,0.000)-(0.286,0.286,0.000)"
Se-NCS-Cr,Metal,0.0,NA,NA
Se-NCS-Fe,Metal,0.0,NA,NA
Se-NCS-Ga,Non-metal,0.7914000000000001,Indirect,"(0.000,0.000,0.000)-(0.476,-0.000,0.000)"
Se-NCS-Gd,Non-metal,2.7231,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
Se-NCS-In,Non-metal,1.5871,Indirect,"(0.048,-0.000,0.000)-(0.476,-0.000,0.000)"
Se-NCS-Ir,Non-metal,1.7060000000000002,Indirect,"(0.143,0.095,0.000)-(0.333,0.333,0.000)"
Se-NCS-La,Non-metal,2.9731,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
Se-NCS-Lu,Non-metal,1.9766999999999997,Indirect,"(0.000,0.000,0.000)-(0.476,-0.000,0.000)"
Se-NC-Sm,Non-metal,3.1118,Indirect,"(0.095,0.095,0.000)-(0.476,-0.000,0.000)"
Se-NCS-Nd,Non-metal,2.891,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
Se-NCS-Rh,Non-metal,1.3086,Indirect,"(0.048,0.000,0.000)-(0.286,0.286,0.000)"
Se-NCS-Ru,Metal,0.0,NA,NA
Se-NCS-Sc,Non-metal,1.7570000000000001,Indirect,"(0.000,0.000,0.000)-(0.476,-0.000,0.000)"
Se-NCS-Sm,Non-metal,2.6119000000000003,Indirect,"(0.000,0.000,0.000)-(0.476,-0.000,0.000)"
Se-NCS-Y,Non-metal,2.7153,Indirect,"(0.000,0.000,0.000)-(0.476,-0.000,-0.000)"
Se-NC-Y,Non-metal,3.0901,Indirect,"(0.095,0.048,0.000)-(-0.476,0.476,0.000)"
Se-NO-Al,Metal,0.0,NA,NA
Se-NO-Bi,Non-metal,0.16370000000000018,Indirect,"(0.333,0.333,0.000)-(0.000,0.000,0.000)"
Se-NO-Ce,Metal,0.0,NA,NA
Se-NO-Co,Metal,0.0,NA,NA
Se-NO-Cr,Metal,0.0,NA,NA
Se-NO-Fe,Metal,0.0,NA,NA
Se-NO-Ga,Metal,0.0,NA,NA
Se-NO-Gd,Non-metal,0.5535999999999999,Indirect,"(0.000,0.000,0.000)-(0.333,0.333,0.000)"
Se-NO-In,Metal,0.0,NA,NA
Se-NO-Ir,Metal,0.0,NA,NA
Se-NO-La,Non-metal,1.0897999999999999,Indirect,"(0.000,0.000,0.000)-(0.190,0.000,0.000)"
Se-NO-Lu,Non-metal,0.3780999999999999,Indirect,"(0.000,0.000,0.000)-(0.333,0.333,0.000)"
Se-NO-Nd,Non-metal,0.5444,Indirect,"(0.000,0.000,0.000)-(0.333,0.333,0.000)"
Se-NO-Rh,Metal,0.0,NA,NA
Se-NO-Ru,Metal,0.0,NA,NA
Se-NO-Sc,Metal,0.0,NA,NA
Se-NO-Sm,Non-metal,0.6499999999999999,Indirect,"(0.000,0.000,0.000)-(0.333,0.333,0.000)"
Se-NO-Y,Non-metal,0.40739999999999976,Indirect,"(0.000,0.000,0.000)-(0.333,0.333,0.000)"
Se-OCN-Al,Non-metal,1.4398,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
Se-OCN-Bi,Non-metal,1.4249999999999998,Indirect,"(0.190,0.190,0.000)-(0.000,0.000,0.000)"
Se-OCN-Ce,Non-metal,2.6311,Indirect,"(0.000,0.000,0.000)-(0.476,-0.000,0.000)"
Se-OCN-Co,Non-metal,0.7149000000000005,Indirect,"(0.190,0.000,0.000)-(0.333,0.333,0.000)"
Se-OCN-Cr,Non-metal,0.5055999999999998,Indirect,"(0.000,0.000,0.000)-(0.476,-0.000,0.000)"
Se-OCN-Fe,Metal,0.0,NA,NA
Se-OCN-Ga,Non-metal,1.3335000000000004,Indirect,"(0.143,0.000,0.000)-(0.476,0.000,0.000)"
Se-OCN-Gd,Non-metal,2.6315,Indirect,"(0.000,0.000,0.000)-(0.476,-0.000,0.000)"
Se-OCN-In,Non-metal,1.4784000000000002,Indirect,"(0.143,0.000,0.000)-(0.000,0.000,0.000)"
Se-OCN-Ir,Non-metal,1.6992000000000003,Indirect,"(0.143,0.095,0.000)-(0.333,0.333,0.000)"
Se-OCN-La,Non-metal,3.1109999999999998,Indirect,"(0.000,0.000,0.000)-(0.286,-0.000,0.000)"
Se-OCN-Lu,Non-metal,2.4920999999999998,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
Se-OCN-Nd,Non-metal,2.7736,Indirect,"(0.333,0.143,0.000)-(0.000,0.000,0.000)"
Se-OCN-Rh,Non-metal,1.2332000000000005,Indirect,"(0.095,0.095,0.000)-(0.333,0.333,0.000)"
Se-OCN-Ru,Metal,0.0,NA,NA
Se-OCN-Sc,Non-metal,1.6475,Indirect,"(0.000,0.000,0.000)-(0.476,-0.000,0.000)"
Se-OCN-Sm,Non-metal,2.6811,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
Se-OCN-Y,Non-metal,2.5227,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
Se-SCN-Al,Non-metal,2.2585,Indirect,"(0.000,0.000,0.000)-(0.000,0.476,0.000)"
Se-SCN-Bi,Non-metal,1.1408999999999998,Indirect,"(0.333,0.333,0.000)-(0.000,0.000,0.000)"
Se-SCN-Ce,Non-metal,2.6799999999999997,Indirect,"(0.238,0.238,0.000)-(0.238,-0.000,0.000)"
Se-SCN-Co,Non-metal,0.9028,Indirect,"(0.095,0.048,0.000)-(0.333,0.333,0.000)"
Se-SCN-Cr,Non-metal,0.39470000000000005,Indirect,"(0.000,0.000,0.000)-(0.476,-0.000,0.000)"
Se-SCN-Fe,Metal,0.0,NA,NA
Se-SCN-Ga,Non-metal,1.5610999999999997,Indirect,"(0.190,0.000,0.000)-(0.000,0.476,0.000)"
Se-SCN-Gd,Non-metal,2.5046999999999997,Indirect,"(0.000,0.000,0.000)-(-0.429,0.429,0.000)"
Se-SCN-In,Non-metal,2.0241,Indirect,"(0.143,0.000,-0.000)-(-0.476,0.476,-0.000)"
Se-SCN-Ir,Non-metal,1.8042000000000002,Indirect,"(0.190,0.000,0.000)-(0.238,0.000,0.000)"
Se-SCN-La,Non-metal,2.6898,Indirect,"(0.238,0.238,0.000)-(0.238,0.000,0.000)"
Se-SCN-Lu,Non-metal,1.8488000000000002,Indirect,"(0.000,0.000,0.000)-(0.429,0.000,0.000)"
Se-SCN-Nd,Non-metal,2.6147000000000005,Indirect,"(0.000,0.000,0.000)-(0.381,0.000,0.000)"
Se-SCN-Rh,Non-metal,1.5856999999999999,Indirect,"(-0.190,0.048,0.000)-(0.238,-0.000,0.000)"
Se-SCN-Ru,Metal,0.0,NA,NA
Se-SCN-Sc,Non-metal,1.7560000000000002,Indirect,"(0.000,0.000,0.000)-(0.476,-0.000,0.000)"
Se-SCN-Sm,Non-metal,2.6074999999999995,Indirect,"(0.000,0.000,0.000)-(0.381,0.000,0.000)"
Se-SCN-Y,Non-metal,2.7727999999999997,Indirect,"(0.000,0.000,0.000)-(0.333,0.000,0.000)"
Se-SH-Al,Non-metal,2.3018,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
Se-SH-Bi,Non-metal,1.2183000000000002,Indirect,"(0.333,0.333,0.000)-(0.000,0.000,0.000)"
Se-SH-Ce,Non-metal,2.8035,Indirect,"(0.000,0.000,0.000)-(0.381,0.000,0.000)"
Se-SH-Co,Non-metal,0.84,Indirect,"(0.095,0.048,0.000)-(0.333,0.333,0.000)"
Se-SH-Cr,Metal,0.0,NA,NA
Se-SH-Fe,Metal,0.0,NA,NA
Se-SH-Ga,Non-metal,1.5915,Indirect,"(0.048,-0.000,0.000)-(0.476,-0.000,0.000)"
Se-SH-Gd,Non-metal,2.6837,Indirect,"(0.000,0.000,0.000)-(-0.476,0.476,-0.000)"
Se-SH-In,Non-metal,1.9746000000000001,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
Se-SH-Ir,Non-metal,1.8017,Indirect,"(0.190,-0.000,0.000)-(0.238,0.000,0.000)"
Se-SH-La,Non-metal,2.8952,Indirect,"(0.238,0.238,-0.000)-(0.286,-0.000,-0.000)"
Se-SH-Lu,Non-metal,2.6118,Indirect,"(0.000,0.000,0.000)-(0.476,-0.000,0.000)"
Se-SH-Nd,Non-metal,2.8964000000000003,Indirect,"(0.000,0.000,0.000)-(0.000,0.333,0.000)"
Se-SH-Rh,Non-metal,1.5338,Indirect,"(0.143,0.048,0.000)-(0.238,-0.000,0.000)"
Se-SH-Ru,Metal,0.0,NA,NA
Se-SH-Sc,Non-metal,1.8683,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
Se-SH-Sm,Non-metal,2.7409,Indirect,"(0.000,0.000,0.000)-(0.429,0.000,0.000)"
Se-SH-Y,Non-metal,2.7842,Indirect,"(0.000,0.000,0.000)-(-0.429,0.429,0.000)"
S-F-Al,Non-metal,2.6258,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
S-F-Bi,Non-metal,1.8866999999999998,Indirect,"(0.095,0.095,0.000)-(0.000,0.000,0.000)"
S-F-Ce,Non-metal,3.6098,Indirect,"(0.238,0.190,0.000)-(0.000,0.000,0.000)"
S-F-Co,Non-metal,0.9765000000000001,Indirect,"(0.095,0.048,0.000)-(0.333,0.333,0.000)"
S-F-Cr,Non-metal,0.3788,Indirect,"(0.476,0.000,0.000)-(0.476,0.000,0.000)"
S-F-Fe,Metal,0.0,NA,NA
S-F-Ga,Non-metal,2.4462,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
S-F-Gd,Non-metal,3.4472000000000005,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
S-F-In,Non-metal,2.1032,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
S-F-Ir,Non-metal,1.6444000000000003,Indirect,"(0.143,0.000,0.000)-(0.476,0.000,0.000)"
S-F-La,Non-metal,3.5901,Indirect,"(0.381,0.048,0.000)-(0.000,0.000,0.000)"
S-F-Lu,Non-metal,3.2861,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
S-F-Nd,Non-metal,3.5899,Indirect,"(0.238,0.190,0.000)-(0.000,0.000,0.000)"
S-F-Rh,Non-metal,1.435,Indirect,"(0.048,0.000,0.000)-(0.333,0.333,0.000)"
S-F-Ru,Metal,0.0,NA,NA
S-F-Sc,Non-metal,2.6642,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
S-F-Sm,Non-metal,3.5851,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
S-F-Y,Non-metal,3.4812,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
S-I-Al,Non-metal,1.652,Indirect,"(0.000,0.000,0.000)-(-0.000,0.476,0.000)"
S-I-Bi,Non-metal,1.9458000000000002,Indirect,"(0.143,0.143,0.000)-(0.000,0.000,0.000)"
S-I-Ce,Non-metal,3.3118,Indirect,"(0.000,0.000,0.000)-(0.238,0.000,0.000)"
S-I-Co,Non-metal,0.1620999999999999,Indirect,"(0.095,0.048,0.000)-(0.333,0.333,0.000)"
S-I-Cr,Non-metal,0.5035,Indirect,"(0.095,0.048,0.000)-(0.333,0.333,0.000)"
S-I-Fe,Metal,0.0,NA,NA
S-I-Ga,Non-metal,0.6972999999999998,Indirect,"(0.000,0.000,0.000)-(0.476,-0.000,0.000)"
S-I-Gd,Non-metal,3.2221,Indirect,"(0.000,0.000,0.000)-(0.333,-0.000,0.000)"
S-I-In,Non-metal,1.6826999999999999,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
S-I-Ir,Non-metal,0.6537,Indirect,"(0.095,0.095,0.000)-(0.333,0.333,0.000)"
S-I-La,Non-metal,3.3272,Indirect,"(0.000,0.000,0.000)-(0.333,0.000,0.000)"
S-I-Lu,Non-metal,3.2823,Indirect,"(0.000,0.000,0.000)-(-0.429,0.429,0.000)"
S-I-Nd,Non-metal,3.2658,Indirect,"(0.000,0.000,0.000)-(-0.286,0.286,0.000)"
S-I-Rh,Non-metal,0.5033,Indirect,"(0.095,0.095,0.000)-(0.333,0.333,0.000)"
S-I-Ru,Metal,0.0,NA,NA
S-I-Sc,Non-metal,2.2861,Indirect,"(0.000,0.000,0.000)-(0.238,0.190,0.000)"
S-I-Sm,Non-metal,3.2706,Indirect,"(0.000,0.000,0.000)-(0.286,-0.000,0.000)"
S-I-Y,Non-metal,3.2415000000000003,Indirect,"(0.000,0.000,0.000)-(0.333,0.000,0.000)"
S-NC-Al,Non-metal,2.1794999999999995,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
S-NC-Bi,Non-metal,1.9895000000000005,Indirect,"(0.095,0.048,0.000)-(0.000,0.000,0.000)"
S-NC-Ce,Non-metal,3.6636,Indirect,"(0.143,0.143,0.000)-(0.143,0.143,0.000)"
S-NC-Co,Non-metal,1.0757000000000003,Indirect,"(0.333,0.000,0.000)-(0.286,0.286,0.000)"
S-NC-Cr,Metal,0.0,NA,NA
S-NC-Fe,Metal,0.0,NA,NA
S-NC-Ga,Non-metal,1.8185000000000002,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
S-NC-Gd,Non-metal,3.6572999999999993,Indirect,"(0.095,0.095,0.000)-(0.476,-0.000,-0.000)"
S-NC-In,Non-metal,2.3819,Indirect,"(0.000,0.000,0.000)-(0.476,-0.000,0.000)"
S-NC-Ir,Non-metal,1.7414,Indirect,"(0.048,0.048,0.000)-(0.333,0.333,0.000)"
S-NC-La,Non-metal,3.4269000000000003,Indirect,"(0.476,-0.000,0.000)-(0.333,0.333,0.000)"
S-NC-Lu,Non-metal,3.8377999999999997,Indirect,"(-0.095,0.143,0.000)-(0.476,0.000,0.000)"
S-NC-Nd,Non-metal,3.6403999999999996,Indirect,"(0.190,0.048,0.000)-(0.143,0.143,0.000)"
S-NCO-Al,Non-metal,2.8237,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
S-NCO-Bi,Non-metal,1.7698,Indirect,"(0.143,0.095,0.000)-(0.000,0.000,0.000)"
S-NCO-Ce,Non-metal,3.1364,Indirect,"(0.381,0.238,0.000)-(0.476,-0.000,0.000)"
S-NCO-Co,Non-metal,1.2247999999999999,Indirect,"(0.095,0.095,0.000)-(0.286,0.286,0.000)"
S-NCO-Cr,Non-metal,0.3521000000000001,Indirect,"(0.476,0.000,0.000)-(0.476,0.000,0.000)"
S-NCO-Fe,Metal,0.0,NA,NA
S-NCO-Ga,Non-metal,2.2718999999999996,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
S-NCO-Gd,Non-metal,3.4368999999999996,Indirect,"(0.000,0.000,0.000)-(-0.476,0.476,0.000)"
S-NCO-In,Non-metal,2.4581999999999997,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
S-NCO-Ir,Non-metal,1.7713,Indirect,"(0.095,0.095,0.000)-(0.333,0.333,0.000)"
S-NCO-La,Non-metal,3.3571,Indirect,"(0.333,0.333,0.000)-(0.476,0.000,0.000)"
S-NCO-Lu,Non-metal,3.2527,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
S-NCO-Nd,Non-metal,3.3614,Indirect,"(0.429,0.143,0.000)-(0.476,0.000,0.000)"
S-NCO-Rh,Non-metal,1.7068999999999999,Indirect,"(0.095,0.048,0.000)-(0.333,0.333,0.000)"
S-NCO-Ru,Metal,0.0,NA,NA
S-NCO-Sc,Non-metal,2.6877,Indirect,"(0.000,0.000,0.000)-(0.476,-0.000,0.000)"
S-NCO-Sm,Non-metal,3.4128999999999996,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
S-NCO-Y,Non-metal,3.3932,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
S-NC-Rh,Non-metal,1.7091999999999996,Indirect,"(0.048,0.000,0.000)-(0.333,0.286,0.000)"
S-NC-Ru,Metal,0.0,NA,NA
S-NCS-Al,Non-metal,1.5322,Indirect,"(0.000,0.000,0.000)-(0.476,-0.000,0.000)"
S-NCS-Bi,Non-metal,1.6372,Indirect,"(0.143,0.095,0.000)-(0.000,0.000,0.000)"
S-NC-Sc,Non-metal,2.7713,Indirect,"(0.095,0.048,0.000)-(0.476,-0.000,0.000)"
S-NCS-Ce,Non-metal,3.028,Indirect,"(0.000,0.000,0.000)-(0.476,-0.000,0.000)"
S-NCS-Co,Non-metal,0.45840000000000003,Indirect,"(0.000,0.000,0.000)-(0.286,0.286,0.000)"
S-NCS-Cr,Non-metal,0.5433,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
S-NCS-Fe,Metal,0.0,NA,NA
S-NCS-Ga,Non-metal,1.2177,Indirect,"(0.048,0.000,0.000)-(0.476,0.000,0.000)"
S-NCS-Gd,Non-metal,3.0376,Indirect,"(0.000,0.000,0.000)-(-0.000,0.476,-0.000)"
S-NCS-In,Non-metal,1.7184000000000001,Indirect,"(0.000,0.000,0.000)-(0.476,-0.000,0.000)"
S-NCS-Ir,Non-metal,1.4975999999999998,Indirect,"(0.095,0.095,0.000)-(0.333,0.333,0.000)"
S-NCS-La,Non-metal,3.1938999999999997,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
