Compound,Elements,Element_numbers,H_f,E_total,#_atoms
O-Cl-Y,"['Y', 'Cl', 'O']","[1, 1, 1]",-3.26110413,-51.63093839,3
O-CN-Al,"['Al', 'C', 'N', 'O']","[1, 1, 1, 1]",-0.901438802,-36.88167421,4
O-CN-Bi,"['Bi', 'C', 'N', 'O']","[1, 1, 1, 1]",0.144547583,-103.4493287,4
O-CN-Ce,"['Ce', 'C', 'N', 'O']","[1, 1, 1, 1]",-0.963346237,-73.99840395,4
O-CN-Co,"['Co', 'C', 'N', 'O']","[1, 1, 1, 1]",0.118577685,-42.26440826,4
O-CN-Cr,"['Cr', 'C', 'N', 'O']","[1, 1, 1, 1]",-0.497105223,-45.90473989,4
O-CN-Fe,"['Fe', 'C', 'N', 'O']","[1, 1, 1, 1]",0.013094435,-43.58424126,4
O-CN-Ga,"['Ga', 'C', 'N', 'O']","[1, 1, 1, 1]",-0.204789907,-42.68627863,4
O-CN-Gd,"['Gd', 'C', 'N', 'O']","[1, 1, 1, 1]",-0.365523155,-85.85821162,4
O-CN-In,"['In', 'C', 'N', 'O']","[1, 1, 1, 1]",-0.155631833,-59.44964633,4
O-CN-Ir,"['Ir', 'C', 'N', 'O']","[1, 1, 1, 1]",0.457767475,-94.9112491,4
O-CN-La,"['La', 'C', 'N', 'O']","[1, 1, 1, 1]",-1.460739623,-74.50787749,4
O-CN-Lu,"['Lu', 'C', 'N', 'O']","[1, 1, 1, 1]",-1.502021265,-86.89260406,4
O-CN-Nd,"['Nd', 'C', 'N', 'O']","[1, 1, 1, 1]",-1.380898282,-74.62281213,4
O-CN-Rh,"['Rh', 'C', 'N', 'O']","[1, 1, 1, 1]",0.199234863,-58.46587955,4
O-CN-Ru,"['Ru', 'C', 'N', 'O']","[1, 1, 1, 1]",0.26425199,-59.27871104,4
O-CN-Sc,"['Sc', 'C', 'N', 'O']","[1, 1, 1, 1]",-1.40234112,-45.34978348,4
O-CN-Sm,"['Sm', 'C', 'N', 'O']","[1, 1, 1, 1]",-1.403347095,-75.59300738,4
O-CN-Y,"['Y', 'C', 'N', 'O']","[1, 1, 1, 1]",-1.485130275,-59.2959401,4
O-F-Al,"['Al', 'O', 'F']","[1, 1, 1]",-3.363434773,-27.47409342,3
O-F-Bi,"['Bi', 'O', 'F']","[1, 1, 1]",-1.549586897,-92.78414979,3
O-F-Ce,"['Ce', 'O', 'F']","[1, 1, 1]",-3.766966873,-65.55378972,3
O-F-Co,"['Co', 'O', 'F']","[1, 1, 1]",-1.67552424,-31.87316182,3
O-F-Cr,"['Cr', 'O', 'F']","[1, 1, 1]",-2.643300673,-35.95409112,3
O-F-Fe,"['Fe', 'O', 'F']","[1, 1, 1]",-1.805215353,-33.16013516,3
O-F-Ga,"['Ga', 'O', 'F']","[1, 1, 1]",-2.26756859,-32.77769487,3
O-F-Gd,"['Gd', 'O', 'F']","[1, 1, 1]",-3.76134338,-79.78801924,3
O-F-In,"['In', 'O', 'F']","[1, 1, 1]",-2.084652577,-49.18894683,3
O-F-Ir,"['Ir', 'O', 'F']","[1, 1, 1]",-0.737288097,-83.06205339,3
O-F-La,"['La', 'O', 'F']","[1, 1, 1]",-3.878407713,-64.40801224,3
O-F-Lu,"['Lu', 'O', 'F']","[1, 1, 1]",-3.992000897,-76.96839179,3
O-F-Nd,"['Nd', 'O', 'F']","[1, 1, 1]",-3.768886257,-64.51374787,3
O-F-Rh,"['Rh', 'O', 'F']","[1, 1, 1]",-1.236750787,-47.08094146,3
O-F-Ru,"['Ru', 'O', 'F']","[1, 1, 1]",-1.195989203,-48.03155671,3
O-F-Sc,"['Sc', 'O', 'F']","[1, 1, 1]",-3.87287093,-35.46690189,3
O-F-Sm,"['Sm', 'O', 'F']","[1, 1, 1]",-3.811457367,-65.5218612,3
O-F-Y,"['Y', 'O', 'F']","[1, 1, 1]",-3.93839152,-49.27846366,3
O-I-Al,"['Al', 'I', 'O']","[1, 1, 1]",-1.35059008,-54.62446724,3
O-I-Bi,"['Bi', 'I', 'O']","[1, 1, 1]",-0.640980123,-123.2472374,3
O-I-Ce,"['Ce', 'I', 'O']","[1, 1, 1]",-2.609249143,-95.26954443,3
O-I-Co,"['Co', 'I', 'O']","[1, 1, 1]",-0.416014143,-61.28353943,3
O-I-Cr,"['Cr', 'I', 'O']","[1, 1, 1]",-0.955702643,-64.08020493,3
O-I-Fe,"['Fe', 'I', 'O']","[1, 1, 1]",-0.60263514,-62.74130242,3
O-I-Ga,"['Ga', 'I', 'O']","[1, 1, 1]",-0.680910997,-61.20662999,3
O-I-Gd,"['Gd', 'I', 'O']","[1, 1, 1]",-2.56278415,-109.3812495,3
O-I-In,"['In', 'I', 'O']","[1, 1, 1]",-0.86809804,-78.72819112,3
O-I-Ir,"['Ir', 'I', 'O']","[1, 1, 1]",0.306025157,-113.1210215,3
O-I-La,"['La', 'I', 'O']","[1, 1, 1]",-2.7330125,-94.1607345,3
O-I-Lu,"['Lu', 'I', 'O']","[1, 1, 1]",-2.61905956,-106.0384757,3
O-I-Nd,"['Nd', 'I', 'O']","[1, 1, 1]",-2.611960673,-94.23187902,3
O-I-Rh,"['Rh', 'I', 'O']","[1, 1, 1]",-0.010639103,-76.59151431,3
O-I-Ru,"['Ru', 'I', 'O']","[1, 1, 1]",0.036490523,-77.52302543,3
O-I-Sc,"['Sc', 'I', 'O']","[1, 1, 1]",-2.444629173,-64.37108452,3
O-I-Sm,"['Sm', 'I', 'O']","[1, 1, 1]",-2.617684853,-95.12945156,3
O-I-Y,"['Y', 'I', 'O']","[1, 1, 1]",-2.67295213,-78.67105339,3
O-NC-Al,"['Al', 'C', 'N', 'O']","[1, 1, 1, 1]",-1.043543782,-37.45009413,4
O-NC-Bi,"['Bi', 'C', 'N', 'O']","[1, 1, 1, 1]",0.139427223,-103.4698101,4
O-NC-Ce,"['Ce', 'C', 'N', 'O']","[1, 1, 1, 1]",-1.05306973,-74.35729792,4
O-NC-Co,"['Co', 'C', 'N', 'O']","[1, 1, 1, 1]",0.10717179,-42.31003184,4
O-NC-Cr,"['Cr', 'C', 'N', 'O']","[1, 1, 1, 1]",-0.565972677,-46.18020971,4
O-NC-Fe,"['Fe', 'C', 'N', 'O']","[1, 1, 1, 1]",-0.005301323,-43.65782429,4
O-NC-Ga,"['Ga', 'C', 'N', 'O']","[1, 1, 1, 1]",-0.289325242,-43.02441997,4
O-NC-Gd,"['Gd', 'C', 'N', 'O']","[1, 1, 1, 1]",-0.457674455,-86.22681682,4
O-NC-In,"['In', 'C', 'N', 'O']","[1, 1, 1, 1]",-0.21301596,-59.67918284,4
O-NC-Ir,"['Ir', 'C', 'N', 'O']","[1, 1, 1, 1]",0.620504323,-94.26030171,4
O-NC-La,"['La', 'C', 'N', 'O']","[1, 1, 1, 1]",-1.549926223,-74.86462389,4
O-NC-Lu,"['Lu', 'C', 'N', 'O']","[1, 1, 1, 1]",-1.614179972,-87.34123889,4
O-NC-Nd,"['Nd', 'C', 'N', 'O']","[1, 1, 1, 1]",-1.474165087,-74.99587935,4
O-NCO-Al,"['Al', 'C', 'N', 'O']","[1, 1, 1, 2]",-1.594285936,-47.40314318,5
O-NCO-Bi,"['Bi', 'C', 'N', 'O']","[1, 1, 1, 2]",-0.592631514,-113.1464711,5
O-NCO-Ce,"['Ce', 'C', 'N', 'O']","[1, 1, 1, 2]",-1.861799156,-85.60980928,5
O-NCO-Co,"['Co', 'C', 'N', 'O']","[1, 1, 1, 2]",-0.6556607,-52.172817,5
O-NCO-Cr,"['Cr', 'C', 'N', 'O']","[1, 1, 1, 2]",-1.23282066,-56.2362168,5
O-NCO-Fe,"['Fe', 'C', 'N', 'O']","[1, 1, 1, 2]",-0.740534762,-53.49508731,5
O-NCO-Ga,"['Ga', 'C', 'N', 'O']","[1, 1, 1, 2]",-0.995277184,-52.99929942,5
O-NCO-Gd,"['Gd', 'C', 'N', 'O']","[1, 1, 1, 2]",-1.082944416,-95.96663558,5
O-NCO-In,"['In', 'C', 'N', 'O']","[1, 1, 1, 2]",-0.918630952,-69.57606826,5
O-NCO-Ir,"['Ir', 'C', 'N', 'O']","[1, 1, 1, 2]",-0.246706244,-104.1316447,5
O-NCO-La,"['La', 'C', 'N', 'O']","[1, 1, 1, 2]",-1.938237984,-84.51190342,5
O-NCO-Lu,"['Lu', 'C', 'N', 'O']","[1, 1, 1, 2]",-2.014245904,-97.11154302,5
O-NCO-Nd,"['Nd', 'C', 'N', 'O']","[1, 1, 1, 2]",-1.884418182,-84.67710441,5
O-NCO-Rh,"['Rh', 'C', 'N', 'O']","[1, 1, 1, 2]",-0.499261938,-67.91492319,5
O-NCO-Ru,"['Ru', 'C', 'N', 'O']","[1, 1, 1, 2]",-0.463247674,-68.80775187,5
O-NCO-Sc,"['Sc', 'C', 'N', 'O']","[1, 1, 1, 2]",-1.951260784,-55.65251742,5
O-NCO-Sm,"['Sm', 'C', 'N', 'O']","[1, 1, 1, 2]",-1.910704994,-85.68893847,5
O-NCO-Y,"['Y', 'C', 'N', 'O']","[1, 1, 1, 2]",-1.98896021,-69.45601455,5
O-NC-Rh,"['Rh', 'C', 'N', 'O']","[1, 1, 1, 1]",0.29424441,-58.08584136,4
O-NC-Ru,"['Ru', 'C', 'N', 'O']","[1, 1, 1, 1]",0.355819235,-58.91244206,4
O-NCS-Al,"['Al', 'C', 'S', 'N', 'O']","[1, 1, 1, 1, 1]",-0.958730839,-47.68796851,5
O-NCS-Bi,"['Bi', 'C', 'S', 'N', 'O']","[1, 1, 1, 1, 1]",-0.149402823,-114.3929284,5
O-NC-Sc,"['Sc', 'C', 'N', 'O']","[1, 1, 1, 1]",-1.51527061,-45.80150144,4
O-NCS-Ce,"['Ce', 'C', 'S', 'N', 'O']","[1, 1, 1, 1, 1]",-1.071184795,-85.11933829,5
O-NCS-Co,"['Co', 'C', 'S', 'N', 'O']","[1, 1, 1, 1, 1]",-0.046246265,-52.58834564,5
O-NCS-Cr,"['Cr', 'C', 'S', 'N', 'O']","[1, 1, 1, 1, 1]",-0.558964107,-56.32953485,5
O-NCS-Fe,"['Fe', 'C', 'S', 'N', 'O']","[1, 1, 1, 1, 1]",-0.136480861,-53.93741862,5
O-NCS-Ga,"['Ga', 'C', 'S', 'N', 'O']","[1, 1, 1, 1, 1]",-0.412752833,-53.54927848,5
O-NCS-Gd,"['Gd', 'C', 'S', 'N', 'O']","[1, 1, 1, 1, 1]",-0.611998519,-97.07450691,5
O-NCS-In,"['In', 'C', 'S', 'N', 'O']","[1, 1, 1, 1, 1]",-0.415114549,-70.52108706,5
O-NCS-Ir,"['Ir', 'C', 'S', 'N', 'O']","[1, 1, 1, 1, 1]",0.240927271,-105.156078,5
O-NCS-La,"['La', 'C', 'S', 'N', 'O']","[1, 1, 1, 1, 1]",-1.480353469,-85.68508166,5
O-NCS-Lu,"['Lu', 'C', 'S', 'N', 'O']","[1, 1, 1, 1, 1]",-1.525114751,-98.12848807,5
O-NC-Sm,"['Sm', 'C', 'N', 'O']","[1, 1, 1, 1]",-1.49623338,-75.96455252,4
O-NCS-Nd,"['Nd', 'C', 'S', 'N', 'O']","[1, 1, 1, 1, 1]",-1.419495387,-85.81509125,5
O-NCS-Rh,"['Rh', 'C', 'S', 'N', 'O']","[1, 1, 1, 1, 1]",0.014741821,-68.80750521,5
O-NCS-Ru,"['Ru', 'C', 'S', 'N', 'O']","[1, 1, 1, 1, 1]",0.060844573,-69.64989145,5
O-NCS-Sc,"['Sc', 'C', 'S', 'N', 'O']","[1, 1, 1, 1, 1]",-1.435483971,-56.53623417,5
O-NCS-Sm,"['Sm', 'C', 'S', 'N', 'O']","[1, 1, 1, 1, 1]",-1.440386705,-86.79994784,5
O-NCS-Y,"['Y', 'C', 'S', 'N', 'O']","[1, 1, 1, 1, 1]",-1.511292941,-70.53027902,5
O-NC-Y,"['Y', 'C', 'N', 'O']","[1, 1, 1, 1]",-1.588027203,-59.70752781,4
O-NO-Al,"['Al', 'N', 'O']","[1, 1, 2]",-1.355908285,-34.76259564,4
O-NO-Bi,"['Bi', 'N', 'O']","[1, 1, 2]",-0.13852788,-100.644674,4
O-NO-Ce,"['Ce', 'N', 'O']","[1, 1, 2]",-1.674753145,-72.90707508,4
O-NO-Co,"['Co', 'N', 'O']","[1, 1, 2]",-0.383310568,-40.33500477,4
O-NO-Cr,"['Cr', 'N', 'O']","[1, 1, 2]",-0.996299717,-43.96456137,4
O-NO-Fe,"['Fe', 'N', 'O']","[1, 1, 2]",-0.559207588,-41.93649285,4
O-NO-Ga,"['Ga', 'N', 'O']","[1, 1, 2]",-0.66398034,-40.58608386,4
O-NO-Gd,"['Gd', 'N', 'O']","[1, 1, 2]",-1.637943472,-87.01093639,4
O-NO-In,"['In', 'N', 'O']","[1, 1, 2]",-0.460949665,-56.73396116,4
O-NO-Ir,"['Ir', 'N', 'O']","[1, 1, 2]",0.059778732,-92.56624757,4
O-NO-La,"['La', 'N', 'O']","[1, 1, 2]",-1.72456762,-71.62623298,4
O-NO-Lu,"['Lu', 'N', 'O']","[1, 1, 2]",-1.795178807,-84.12827773,4
O-NO-Nd,"['Nd', 'N', 'O']","[1, 1, 2]",-1.647372137,-71.75175105,4
O-NO-Rh,"['Rh', 'N', 'O']","[1, 1, 2]",-0.207163703,-56.15451731,4
O-NO-Ru,"['Ru', 'N', 'O']","[1, 1, 2]",-0.221188135,-57.28351504,4
O-NO-Sc,"['Sc', 'N', 'O']","[1, 1, 2]",-1.597309327,-42.19269981,4
O-NO-Sm,"['Sm', 'N', 'O']","[1, 1, 2]",-1.67137522,-72.72816338,4
O-NO-Y,"['Y', 'N', 'O']","[1, 1, 2]",-1.753129585,-56.43098084,4
O-OCN-Al,"['Al', 'C', 'N', 'O']","[1, 1, 1, 2]",-1.30951146,-45.9792708,5
O-OCN-Bi,"['Bi', 'C', 'N', 'O']","[1, 1, 1, 2]",-0.323156196,-111.7990945,5
O-OCN-Ce,"['Ce', 'C', 'N', 'O']","[1, 1, 1, 2]",-1.282669704,-82.71416202,5
O-OCN-Co,"['Co', 'C', 'N', 'O']","[1, 1, 1, 2]",-0.350980702,-50.64941701,5
O-OCN-Cr,"['Cr', 'C', 'N', 'O']","[1, 1, 1, 2]",-0.940486614,-54.77454657,5
O-OCN-Fe,"['Fe', 'C', 'N', 'O']","[1, 1, 1, 2]",-0.527869704,-52.43176202,5
O-OCN-Ga,"['Ga', 'C', 'N', 'O']","[1, 1, 1, 2]",-0.700317266,-51.52449983,5
O-OCN-Gd,"['Gd', 'C', 'N', 'O']","[1, 1, 1, 2]",-1.621923202,-98.66152951,5
O-OCN-In,"['In', 'C', 'N', 'O']","[1, 1, 1, 2]",-0.629750668,-68.13166684,5
O-OCN-Ir,"['Ir', 'C', 'N', 'O']","[1, 1, 1, 2]",0.101431784,-102.3909546,5
O-OCN-La,"['La', 'C', 'N', 'O']","[1, 1, 1, 2]",-1.70470648,-83.3442459,5
O-OCN-Lu,"['Lu', 'C', 'N', 'O']","[1, 1, 1, 2]",-1.236148834,-93.22105767,5
O-OCN-Nd,"['Nd', 'C', 'N', 'O']","[1, 1, 1, 2]",-1.63528943,-83.43146065,5
O-OCN-Rh,"['Rh', 'C', 'N', 'O']","[1, 1, 1, 2]",-0.166799128,-66.25260914,5
O-OCN-Ru,"['Ru', 'C', 'N', 'O']","[1, 1, 1, 2]",-0.138310678,-67.18306689,5
O-OCN-Sc,"['Sc', 'C', 'N', 'O']","[1, 1, 1, 2]",-1.674863872,-54.27053286,5
O-OCN-Sm,"['Sm', 'C', 'N', 'O']","[1, 1, 1, 2]",-1.651382794,-84.39232747,5
O-OCN-Y,"['Y', 'C', 'N', 'O']","[1, 1, 1, 2]",-1.724840992,-68.13541846,5
O-SCN-Al,"['Al', 'C', 'S', 'N', 'O']","[1, 1, 1, 1, 1]",-0.615193487,-45.97028175,5
O-SCN-Bi,"['Bi', 'C', 'S', 'N', 'O']","[1, 1, 1, 1, 1]",0.053834403,-113.3767423,5
O-SCN-Ce,"['Ce', 'C', 'S', 'N', 'O']","[1, 1, 1, 1, 1]",-1.164489383,-85.58586123,5
O-SCN-Co,"['Co', 'C', 'S', 'N', 'O']","[1, 1, 1, 1, 1]",0.122010287,-51.74706288,5
O-SCN-Cr,"['Cr', 'C', 'S', 'N', 'O']","[1, 1, 1, 1, 1]",-0.347521153,-55.27232008,5
O-SCN-Fe,"['Fe', 'C', 'S', 'N', 'O']","[1, 1, 1, 1, 1]",0.099437061,-52.75782901,5
O-SCN-Ga,"['Ga', 'C', 'S', 'N', 'O']","[1, 1, 1, 1, 1]",-0.120294573,-52.08698718,5
O-SCN-Gd,"['Gd', 'C', 'S', 'N', 'O']","[1, 1, 1, 1, 1]",-0.357314759,-95.80108811,5
O-SCN-In,"['In', 'C', 'S', 'N', 'O']","[1, 1, 1, 1, 1]",-0.144794027,-69.16948445,5
O-SCN-Ir,"['Ir', 'C', 'S', 'N', 'O']","[1, 1, 1, 1, 1]",0.214837191,-105.2865284,5
O-SCN-La,"['La', 'C', 'S', 'N', 'O']","[1, 1, 1, 1, 1]",-1.221257697,-84.3896028,5
O-SCN-Lu,"['Lu', 'C', 'S', 'N', 'O']","[1, 1, 1, 1, 1]",-1.219556921,-96.60069892,5
O-SCN-Nd,"['Nd', 'C', 'S', 'N', 'O']","[1, 1, 1, 1, 1]",-1.158172173,-84.50847518,5
O-SCN-Rh,"['Rh', 'C', 'S', 'N', 'O']","[1, 1, 1, 1, 1]",0.129210919,-68.23515972,5
O-SCN-Ru,"['Ru', 'C', 'S', 'N', 'O']","[1, 1, 1, 1, 1]",0.188459769,-69.01181547,5
O-SCN-Sc,"['Sc', 'C', 'S', 'N', 'O']","[1, 1, 1, 1, 1]",-1.138611685,-55.05187274,5
O-SCN-Sm,"['Sm', 'C', 'S', 'N', 'O']","[1, 1, 1, 1, 1]",-1.165818513,-85.42710688,5
O-SCN-Y,"['Y', 'C', 'S', 'N', 'O']","[1, 1, 1, 1, 1]",-1.219548245,-69.07155554,5
O-SH-Al,"['Al', 'H', 'S', 'O']","[1, 1, 1, 1]",-1.269418569,-32.04931409,4
O-SH-Bi,"['Bi', 'H', 'S', 'O']","[1, 1, 1, 1]",-0.390747547,-99.28623,4
O-SH-Ce,"['Ce', 'H', 'S', 'O']","[1, 1, 1, 1]",-1.918031157,-71.51286444,4
O-SH-Co,"['Co', 'H', 'S', 'O']","[1, 1, 1, 1]",-0.347009532,-37.82247794,4
O-SH-Cr,"['Cr', 'H', 'S', 'O']","[1, 1, 1, 1]",-0.955364922,-41.4334995,4
O-SH-Fe,"['Fe', 'H', 'S', 'O']","[1, 1, 1, 1]",-0.379609142,-38.85077638,4
O-SH-Ga,"['Ga', 'H', 'S', 'O']","[1, 1, 1, 1]",-0.639240834,-38.11980315,4
O-SH-Gd,"['Gd', 'H', 'S', 'O']","[1, 1, 1, 1]",-1.908350394,-85.72524139,4
O-SH-In,"['In', 'H', 'S', 'O']","[1, 1, 1, 1]",-0.664824992,-55.18213978,4
O-SH-Ir,"['H', 'Ir', 'S', 'O']","[1, 1, 1, 1]",-0.220866237,-91.32150476,4
O-SH-La,"['La', 'H', 'S', 'O']","[1, 1, 1, 1]",-1.992506322,-70.3306651,4
O-SH-Lu,"['Lu', 'H', 'S', 'O']","[1, 1, 1, 1]",-2.007662379,-82.61088933,4
O-SH-Nd,"['Nd', 'H', 'S', 'O']","[1, 1, 1, 1]",-1.919702634,-70.47375035,4
O-SH-Rh,"['H', 'Rh', 'S', 'O']","[1, 1, 1, 1]",-0.331102112,-54.28294826,4
O-SH-Ru,"['H', 'Ru', 'S', 'O']","[1, 1, 1, 1]",-0.250187529,-55.03218993,4
O-SH-Sc,"['Sc', 'H', 'S', 'O']","[1, 1, 1, 1]",-1.903122852,-41.04863122,4
O-SH-Sm,"['Sm', 'H', 'S', 'O']","[1, 1, 1, 1]",-1.938733214,-71.43027267,4
O-SH-Y,"['Y', 'H', 'S', 'O']","[1, 1, 1, 1]",-2.004352584,-55.06855015,4
PH-Br-Al,"['Al', 'P', 'H', 'Br']","[1, 1, 1, 1]",-0.598424315,-43.1508129,4
PH-Br-Bi,"['Bi', 'P', 'H', 'Br']","[1, 1, 1, 1]",-0.158713343,-112.143569,4
PH-Br-Ce,"['Ce', 'P', 'H', 'Br']","[1, 1, 1, 1]",-0.773612883,-80.72066717,4
PH-Br-Co,"['Co', 'P', 'H', 'Br']","[1, 1, 1, 1]",-0.372405918,-51.70953931,4
PH-Br-Cr,"['Cr', 'P', 'H', 'Br']","[1, 1, 1, 1]",-0.390971855,-52.96140306,4
PH-Br-Fe,"['Fe', 'P', 'H', 'Br']","[1, 1, 1, 1]",-0.21021222,-51.95866452,4
PH-Br-Ga,"['Ga', 'P', 'H', 'Br']","[1, 1, 1, 1]",-0.338751472,-50.70332153,4
PH-Br-Gd,"['Gd', 'P', 'H', 'Br']","[1, 1, 1, 1]",-0.13023155,-92.39824184,4
PH-Br-In,"['In', 'P', 'H', 'Br']","[1, 1, 1, 1]",-0.391342275,-67.87368474,4
PH-Br-Ir,"['P', 'H', 'Ir', 'Br']","[1, 1, 1, 1]",-0.464144273,-106.0800927,4
PH-Br-La,"['La', 'P', 'H', 'Br']","[1, 1, 1, 1]",-1.219599213,-81.02451249,4
PH-Br-Lu,"['Lu', 'P', 'H', 'Br']","[1, 1, 1, 1]",-1.130889945,-92.88927542,4
PH-Br-Nd,"['Nd', 'P', 'H', 'Br']","[1, 1, 1, 1]",-1.15247139,-81.1903012,4
PH-Br-Rh,"['P', 'H', 'Rh', 'Br']","[1, 1, 1, 1]",-0.563491988,-68.99798359,4
PH-Br-Ru,"['P', 'H', 'Ru', 'Br']","[1, 1, 1, 1]",-0.26156462,-68.86317412,4
PH-Br-Sc,"['Sc', 'P', 'H', 'Br']","[1, 1, 1, 1]",-1.080687903,-51.54436725,4
PH-Br-Sm,"['Sm', 'P', 'H', 'Br']","[1, 1, 1, 1]",-1.149027455,-82.05692546,4
PH-Br-Y,"['Y', 'P', 'H', 'Br']","[1, 1, 1, 1]",-1.188821613,-65.59190209,4
PH-Cl-Al,"['Al', 'P', 'H', 'Cl']","[1, 1, 1, 1]",-0.666811255,-32.14156866,4
PH-Cl-Bi,"['Bi', 'P', 'H', 'Cl']","[1, 1, 1, 1]",-0.225567402,-101.1281933,4
PH-Cl-Ce,"['Ce', 'P', 'H', 'Cl']","[1, 1, 1, 1]",-0.848242587,-69.73639399,4
PH-Cl-Co,"['Co', 'P', 'H', 'Cl']","[1, 1, 1, 1]",-0.493395403,-40.91070525,4
PH-Cl-Cr,"['Cr', 'P', 'H', 'Cl']","[1, 1, 1, 1]",-0.482932787,-42.04645479,4
PH-Cl-Fe,"['Fe', 'P', 'H', 'Cl']","[1, 1, 1, 1]",-0.331091683,-41.15939037,4
PH-Cl-Ga,"['Ga', 'P', 'H', 'Cl']","[1, 1, 1, 1]",-0.389155635,-39.62214618,4
PH-Cl-Gd,"['Gd', 'P', 'H', 'Cl']","[1, 1, 1, 1]",-1.197732965,-85.3854555,4
PH-Cl-In,"['In', 'P', 'H', 'Cl']","[1, 1, 1, 1]",-0.43688589,-56.7730672,4
PH-Cl-Ir,"['P', 'H', 'Ir', 'Cl']","[1, 1, 1, 1]",-0.550232535,-95.14165378,4
PH-Cl-La,"['La', 'P', 'H', 'Cl']","[1, 1, 1, 1]",-1.304497755,-70.08131466,4
PH-Cl-Lu,"['Lu', 'P', 'H', 'Cl']","[1, 1, 1, 1]",-1.22004324,-81.9630966,4
PH-Cl-Nd,"['Nd', 'P', 'H', 'Cl']","[1, 1, 1, 1]",-1.234701763,-70.23643069,4
PH-Cl-Rh,"['P', 'H', 'Rh', 'Cl']","[1, 1, 1, 1]",-0.657248723,-58.09021853,4
PH-Cl-Ru,"['P', 'H', 'Ru', 'Cl']","[1, 1, 1, 1]",-0.340809395,-57.89736122,4
PH-Cl-Sc,"['Sc', 'P', 'H', 'Cl']","[1, 1, 1, 1]",-1.175477987,-40.64073559,4
PH-Cl-Sm,"['Sm', 'P', 'H', 'Cl']","[1, 1, 1, 1]",-1.235061597,-71.11827003,4
PH-Cl-Y,"['Y', 'P', 'H', 'Cl']","[1, 1, 1, 1]",-1.274913908,-54.65347927,4
PH-CN-Al,"['Al', 'P', 'H', 'C', 'N']","[1, 1, 1, 1, 1]",0.288315694,-39.54053817,5
PH-CN-Bi,"['Bi', 'P', 'H', 'C', 'N']","[1, 1, 1, 1, 1]",0.535159674,-109.0579183,5
PH-CN-Ce,"['Ce', 'P', 'H', 'C', 'N']","[1, 1, 1, 1, 1]",0.095696202,-77.37273563,5
PH-CN-Co,"['Co', 'P', 'H', 'C', 'N']","[1, 1, 1, 1, 1]",0.315902808,-48.8654026,5
PH-CN-Cr,"['Cr', 'P', 'H', 'C', 'N']","[1, 1, 1, 1, 1]",0.386383388,-49.6905997,5
PH-CN-Fe,"['Fe', 'P', 'H', 'C', 'N']","[1, 1, 1, 1, 1]",0.395162846,-49.36700241,5
PH-CN-Ga,"['Ga', 'P', 'H', 'C', 'N']","[1, 1, 1, 1, 1]",0.494512028,-47.1007565,5
PH-CN-Gd,"['Gd', 'P', 'H', 'C', 'N']","[1, 1, 1, 1, 1]",-0.18038012,-93.00421724,5
PH-CN-In,"['In', 'P', 'H', 'C', 'N']","[1, 1, 1, 1, 1]",0.444195452,-64.31233938,5
PH-CN-Ir,"['P', 'H', 'Ir', 'C', 'N']","[1, 1, 1, 1, 1]",0.23355146,-103.2807593,5
PH-CN-La,"['La', 'P', 'H', 'C', 'N']","[1, 1, 1, 1, 1]",-0.270765268,-77.72494298,5
PH-CN-Lu,"['Lu', 'P', 'H', 'C', 'N']","[1, 1, 1, 1, 1]",-0.189335302,-89.53739315,5
PH-CN-Nd,"['Nd', 'P', 'H', 'C', 'N']","[1, 1, 1, 1, 1]",-0.20513395,-77.83108639,5
PH-CN-Rh,"['P', 'H', 'Rh', 'C', 'N']","[1, 1, 1, 1, 1]",0.15754336,-66.18129984,5
PH-CN-Ru,"['P', 'H', 'Ru', 'C', 'N']","[1, 1, 1, 1, 1]",0.354246388,-66.2706847,5
PH-CN-Sc,"['Sc', 'P', 'H', 'C', 'N']","[1, 1, 1, 1, 1]",-0.137608452,-48.1346589,5
PH-CN-Sm,"['Sm', 'P', 'H', 'C', 'N']","[1, 1, 1, 1, 1]",-0.210928266,-78.74045797,5
PH-CN-Y,"['Y', 'P', 'H', 'C', 'N']","[1, 1, 1, 1, 1]",-0.220998008,-62.16660668,5
PH-F-Al,"['Al', 'P', 'H', 'F']","[1, 1, 1, 1]",-0.92686684,-28.7974541,4
PH-F-Bi,"['Bi', 'P', 'H', 'F']","[1, 1, 1, 1]",-0.628984192,-98.35752351,4
PH-F-Ce,"['Ce', 'P', 'H', 'F']","[1, 1, 1, 1]",-1.195383435,-66.74062048,4
PH-F-Co,"['Co', 'P', 'H', 'F']","[1, 1, 1, 1]",-0.816048235,-37.81697968,4
PH-F-Cr,"['Cr', 'P', 'H', 'F']","[1, 1, 1, 1]",-0.897074515,-39.3186848,4
PH-F-Fe,"['Fe', 'P', 'H', 'F']","[1, 1, 1, 1]",-0.675986278,-38.15463185,4
PH-F-Ga,"['Ga', 'P', 'H', 'F']","[1, 1, 1, 1]",-0.635164973,-36.22184663,4
PH-F-Gd,"['Gd', 'P', 'H', 'F']","[1, 1, 1, 1]",-1.517654513,-82.28080479,4
PH-F-In,"['In', 'P', 'H', 'F']","[1, 1, 1, 1]",-0.68125809,-53.3662191,4
PH-F-Ir,"['P', 'H', 'Ir', 'F']","[1, 1, 1, 1]",-0.814975775,-91.81628984,4
PH-F-La,"['La', 'P', 'H', 'F']","[1, 1, 1, 1]",-1.67743331,-67.18871998,4
