"Compound","C11","C22","C12","C66"
"O-OCN-Ce",69.54698538,69.54688607,23.88324232,22.8318467
"O-OCN-Co",111.9711923,111.97109781,27.42503056,42.27305252
"O-OCN-Cr",65.12430385,65.12430385,39.31761155,12.90334615
"O-OCN-Fe",110.65501842,110.65503755,33.98491868,38.33505943
"O-OCN-Ga",98.77689543,98.77687654,55.28862013,21.74413765
"O-OCN-Gd",85.73274501,85.73276352,30.66645251,27.533137
"O-OCN-In",89.90891262,89.90876546,37.94119462,25.9838314
"O-OCN-Ir",114.80205632,114.80216989,35.15404948,39.82402234
"O-OCN-La",76.11914363,76.11899602,31.39215745,22.36344388
"O-OCN-Lu",106.05301911,106.05281002,40.08022858,32.98633824
"O-OCN-Nd",77.35570243,77.3555038,26.68788617,25.33385846
"O-OCN-Rh",90.70869545,90.70856457,24.7890879,32.95977572
"O-OCN-Ru",97.45437083,97.45423932,33.43067646,32.0118096
"O-OCN-Sc",105.24358204,105.24354469,36.83707879,34.20324228
"O-OCN-Sm",80.40204758,80.40184335,29.50296942,25.44949266
"O-OCN-Y",90.35540747,90.35533672,32.53146014,28.91195598
"O-SCN-Al",113.5392681,113.53867009,42.17274905,35.68310171
"O-SCN-Bi",48.40477858,48.40440682,31.17939734,8.61259768
"O-SCN-Ce",68.35204542,68.35165465,31.37741071,18.48722357
"O-SCN-Co",105.97628969,105.97624135,48.46193848,28.75715949
"O-SCN-Cr",68.67753993,68.67753993,64.16912484,2.25419887
"O-SCN-Fe",95.21610744,95.21621431,38.61295345,28.30160371
"O-SCN-Ga",34.85564653,34.85562994,86.01287005,-25.57862005
"O-SCN-Gd",77.24092314,77.24092314,40.8849567,18.17797421
"O-SCN-In",60.81932714,60.81883374,36.20100577,12.30903335
"O-SCN-Ir",120.65826367,120.65826367,45.32081742,37.66873165
"O-SCN-La",65.24107296,65.24107296,35.54350704,14.84877509
"O-SCN-Lu",88.66788794,88.66735282,39.10052135,24.78355787
"O-SCN-Nd",66.48212307,66.48156881,36.5958971,14.94297045
"O-SCN-Rh",95.04937179,95.04897512,39.70807433,27.67054956
"O-SCN-Ru",87.56822758,87.56789901,45.13300446,21.21752941
"O-SCN-Sc",93.98328752,93.98308573,40.29025823,26.84645578
"O-SCN-Sm",71.7840002,71.78353958,40.5822649,15.6007571
"O-SCN-Y",77.75365948,77.75348003,35.00052475,21.37651842
"O-SH-Al",115.12536643,115.12490724,39.16243897,37.98136168
"O-SH-Bi",48.06966174,48.06932746,30.0708732,8.99931829
"O-SH-Ce",70.19439955,70.19404884,30.07730186,20.05845319
"O-SH-Co",91.32363064,91.32356658,39.90050991,25.71154435
"O-SH-Cr",-38.01675827,-38.01667357,158.3236887,-98.17020655
"O-SH-Fe",93.12502502,93.12514406,44.95029458,24.08739923
"O-SH-Ga",84.25250856,84.25245727,42.91991272,20.66628936
"O-SH-Gd",77.84276274,77.84274507,34.28312507,21.77981883
"O-SH-In",69.88986675,69.8894724,35.18256056,17.3535545
"O-SH-Ir",110.01115863,110.01119138,36.6240768,36.69355729
"O-SH-La",65.23232144,65.23211911,32.00190148,16.6151555
"O-SH-Lu",87.95701999,87.95660106,36.91084263,25.52297975
"O-SH-Nd",70.74052351,70.74011014,32.57375302,19.0832819
"O-SH-Rh",88.44674048,88.44642809,35.13300546,26.65678941
"O-SH-Ru",80.50133681,80.50110763,40.37973637,20.06074292
"O-SH-Sc",91.05285186,91.0526498,36.83700869,27.10786264
"O-SH-Sm",72.97936829,72.97936829,32.06018251,20.45959289
"O-SH-Y",78.8954292,78.89541275,33.77278114,22.56132403
"PH-Br-Al",4.27563949,4.27563949,73.87683499,-34.80059775
"PH-Br-Bi",26.54063113,26.5406481,13.91251288,6.31405064
"PH-Br-Ce",26.46786031,26.25431439,12.88293996,6.7159812
"PH-Br-Co",79.05902379,79.05876057,25.449102,26.8048907
"PH-Br-Cr",67.88216917,67.88167782,17.51568427,25.18311083
"PH-Br-Fe",30.66664025,30.6665163,36.45713789,-2.89528423
"PH-Br-Ga",48.89311574,48.89309794,23.0186905,12.93720371
"PH-Br-Gd",29.88293509,29.88293509,13.4725218,8.20521662
"PH-Br-In",-32.57646536,-32.57648175,87.86562746,-60.22104641
"PH-Br-Ir",79.35410819,79.35408968,25.97251665,26.69079577
"PH-Br-La",26.8833333,26.88334794,12.82056351,7.03139221
"PH-Br-Lu",33.62325931,33.62325931,14.91220445,9.35551968
"PH-Br-Nd",27.41085994,27.41085994,12.06682415,7.67201028
"PH-Br-Rh",69.79691196,69.79693024,23.24426807,23.27632194
"PH-Br-Ru",-0.81383152,-0.81383152,75.73935029,-38.2765909
"PH-Br-Sc",34.98414675,34.98414675,13.5144806,10.73483307
"PH-Br-Sm",28.37134918,28.37134918,12.37546024,7.99794447
"PH-Br-Y",30.07551062,30.19347289,12.93838504,8.48587134
"PH-Cl-Al",49.50312374,49.50312374,25.55268154,11.97521231
"PH-Cl-Bi",26.23501112,26.23501112,13.23264877,6.50118117
"PH-Cl-Ce",27.5823795,27.58236448,7.57948697,10.00144626
"PH-Cl-Co",75.85690681,75.85675837,23.40101662,26.22790798
"PH-Cl-Cr",82.61923923,82.61884656,23.75393887,29.43254733
"PH-Cl-Fe",42.22138284,42.22125303,49.23541895,-3.50705514
"PH-Cl-Ga",43.83912402,43.83912402,22.46991187,10.68459701
"PH-Cl-Gd",30.83407457,30.83407457,12.72268181,9.05569638
"PH-Cl-In",-230.41751233,-230.41754654,288.17923339,-259.29838141
"PH-Cl-Ir",84.05892245,84.05830132,30.66001153,26.69930017
"PH-Cl-La",27.98438687,27.98437175,11.92521641,8.02958522
"PH-Cl-Lu",36.09571237,36.09571237,15.88326517,10.10621578
"PH-Cl-Nd",29.17708479,29.44486386,11.99342189,8.6124334
"PH-Cl-Rh",72.37764218,72.37735865,27.34418666,22.5166616
"PH-Cl-Ru",24.39115046,24.39098214,70.15869608,-22.88381021
"PH-Cl-Sc",36.39300382,36.39300382,12.60681522,11.89309429
"PH-Cl-Sm",30.4439227,30.4439227,12.20646195,9.11873037
"PH-Cl-Y",32.3126932,32.31270928,13.3778449,9.46742415
"PH-CN-Al",51.59895535,51.59875871,32.27126785,9.66379459
"PH-CN-Bi",33.79291048,33.79291048,15.7289264,9.03198391
"PH-CN-Ce",26.99415191,27.095508,6.85861374,10.07415196
"PH-CN-Co",80.39190128,80.391781,28.54811426,25.92186343
"PH-CN-Cr",86.63261789,86.63243776,46.41088499,20.11082642
"PH-CN-Fe",57.19630909,57.19618892,48.38565147,4.40528875
"PH-CN-Ga",43.74852478,43.74852478,32.014297,5.86710391
"PH-CN-Gd",32.2810703,32.55829959,11.4262033,10.3731453
"PH-CN-In",27.92136546,27.92134829,22.21864676,2.85135076
"PH-CN-Ir",98.0050121,98.00457215,40.1807467,28.91202271
"PH-CN-La",29.70693387,29.64691492,12.24828419,8.66648119
"PH-CN-Lu",36.88148052,36.88146392,14.59360235,11.14393078
"PH-CN-Nd",32.29381981,32.29381981,13.16117693,9.56632997
"PH-CN-Rh",85.45399616,85.4537954,35.68228889,24.88581348
"PH-CN-Ru",22.67017236,22.67007243,80.01164998,-28.67076878
"PH-CN-Sc",45.16054484,45.16052611,12.44198486,16.35927062
"PH-CN-Sm",32.59831503,32.59831503,11.4250338,10.58663224
"PH-CN-Y",36.97726162,36.97726162,15.02417387,10.97655288
"PH-F-Al",32.07221753,32.07207111,33.14893558,-0.53839562
"PH-F-Bi",39.60622868,39.60621469,15.89347067,11.856372
"PH-F-Ce",38.35645593,38.35645593,14.07344775,12.14151295
"PH-F-Co",80.40676672,80.40703742,33.1057038,23.65060759
"PH-F-Cr",76.54529861,76.54511811,31.0099572,22.76763059
"PH-F-Fe",42.32151451,42.32145432,59.24406576,-8.46128565
"PH-F-Ga",33.99925888,33.9990761,22.96965541,5.51476517
"PH-F-Gd",37.23201377,37.23201377,16.30603099,10.46299138
"PH-F-In",27.59819678,27.59800616,26.1240089,0.73705061
"PH-F-Ir",90.8520705,90.85167143,32.50317197,29.17435947
"PH-F-La",40.81560781,40.81560781,14.80146207,13.00707286
"PH-F-Lu",45.44433977,45.4441196,18.1916437,13.62628875
"PH-F-Nd",41.43221207,41.43221207,13.31426931,14.05896247
"PH-F-Rh",81.79537948,81.7951999,33.18868264,24.30329853
"PH-F-Ru",32.13066325,32.13054328,75.24998471,-21.55969072
"PH-F-Sc",46.68449193,46.68420254,15.93713808,15.37359975
"PH-F-Sm",42.68190873,42.68658534,13.8719593,14.44350234
"PH-F-Y",41.48801949,41.48803769,16.06184734,12.71308607
"PH-I-Al",56.67758295,56.67758295,22.19061832,17.24348231
"PH-I-Bi",23.89713717,23.89713717,12.61385377,5.64164169
"PH-I-Ce",22.80504776,23.02695135,14.98416465,3.79188475
"PH-I-Co",54.34241467,54.34239837,14.63821697,19.8520907
"PH-I-Cr",68.31504226,68.31502588,7.70726334,30.30388127
"PH-I-Fe",43.67973615,43.67945212,16.59296645,13.54330966
"PH-I-Ga",51.14900089,51.14901784,22.65824286,14.24537901
"PH-I-Gd",29.16723703,29.16723703,13.56412764,7.80156408
"PH-I-In",-67.77564165,-67.77564165,123.84286061,-95.80924317
"PH-I-Ir",73.69694993,73.69694993,19.69812251,26.99940502
"PH-I-La",25.1323032,25.13231743,11.99847352,6.56691484
"PH-I-Lu",34.24087526,34.24087526,15.6939531,9.27346879
"PH-I-Nd",26.10727226,26.27781296,12.50312839,6.84619595
"PH-I-Rh",64.59873404,64.59825881,17.41734204,23.59057719
"PH-I-Ru",15.75998691,15.75998691,67.01036328,-25.62518818
"PH-I-Sc",35.32922915,35.32922915,14.44873871,10.44024521
"PH-I-Sm",27.63680492,27.68833189,12.86099336,7.35924123
"PH-I-Y",30.3248408,30.3248408,14.65463721,7.83510179
"PH-NC-Al",39.89129773,39.89101227,25.74735737,7.07189881
"PH-NC-Bi",31.91991197,31.91991197,14.27998339,8.81996428
"PH-NC-Ce",26.74341564,26.74341564,7.87926431,9.43207566
"PH-NC-Co",89.77603677,89.77591634,36.6055058,26.58524541
"PH-NC-Cr",94.71937228,94.71917201,30.16694849,32.27615181
"PH-NC-Fe",50.61551287,50.61543273,61.9617455,-5.67314636
"PH-NC-Ga",41.43100377,41.43100377,25.52200574,7.95449901
"PH-NC-Gd",31.50980342,31.50980342,11.71180114,9.89900113
"PH-NC-In",7.89822258,7.89822258,39.78661107,-15.94420243
"PH-NC-Ir",96.34468445,96.3442065,39.20326782,28.57058882
"PH-NC-La",30.20268531,29.5820056,12.96803412,8.44560358
"PH-NC-Lu",38.67090203,38.00303474,23.93513226,9.44749949
"PH-NC-Nd",29.28140474,29.28140474,10.79858822,9.24141609
"PH-NCO-Al",48.57346924,48.57329731,31.52748396,8.52296398
"PH-NCO-Bi",37.08426217,37.08426217,20.12064706,8.48180755
"PH-NCO-Ce",23.61723171,23.61723171,5.05932991,9.27894147
"PH-NCO-Co",92.53934769,92.53971835,34.63059606,28.95446005
"PH-NCO-Cr",86.17757712,86.17738478,36.78521127,24.69614445
"PH-NCO-Fe",57.07982174,57.0797255,61.0882922,-2.00425447
"PH-NCO-Ga",47.71188478,47.71165541,27.37653362,10.16760868
"PH-NCO-Gd",26.77122622,27.30010393,15.95826082,5.43565442
"PH-NCO-In",30.34366303,30.34351192,38.75466948,-4.205541
"PH-NCO-Ir",89.57159984,89.57123524,31.93576321,28.81783195
"PH-NCO-La",31.03846739,31.74896564,16.08028156,8.44300033
"PH-NCO-Lu",51.4165459,51.4165459,19.0611389,16.1777035
"PH-NCO-Nd",39.06395772,39.06393898,15.82001017,11.62197377
"PH-NCO-Rh",87.31151,87.31137556,35.70338846,25.80403196
"PH-NCO-Ru",31.21630264,31.21620633,81.06084566,-24.9223004
"PH-NCO-Sc",28.94828987,28.94811802,34.00786041,-2.529833
"PH-NCO-Sm",41.50501249,41.50501249,15.51139113,12.99681067
"PH-NCO-Y",41.99558531,41.99558531,17.41154675,12.2920098
"PH-NC-Rh",84.51350075,84.51328114,34.88925937,24.81207077
"PH-NC-Ru",30.33839381,30.33839381,88.49333534,-29.07747076
"PH-NCS-Al",50.13754316,50.13721306,30.07793027,10.02972391
"PH-NCS-Bi",36.82576479,36.82576479,19.55703921,8.63437137
"PH-NC-Sc",48.79100077,48.79066698,13.53884034,17.62601149
"PH-NCS-Ce",23.94123878,21.17381539,2.91684797,9.85096448
"PH-NCS-Co",103.78445511,103.78431591,39.17592252,32.30423646
"PH-NCS-Cr",95.93552867,95.93526979,44.88095703,25.52721612
"PH-NCS-Fe",59.89057876,59.89046016,74.36550606,-7.2374933
"PH-NCS-Ga",54.93701641,54.93673706,32.05110237,11.44288718
"PH-NCS-Gd",33.32854109,33.32854109,14.35596575,9.48629848
"PH-NCS-In",33.53713717,33.53715439,23.5980266,4.96955528
"PH-NCS-Ir",108.21448385,108.21400568,44.86290307,31.67566088
"PH-NCS-La",15.59086408,20.92821717,22.94189484,1.03106425
"PH-NCS-Lu",40.54013091,40.54013091,24.69364079,7.92323617
"PH-NC-Sm",33.19303735,33.19303735,15.64324943,8.77489395
"PH-NCS-Nd",32.02277764,32.02277764,15.13265536,8.44506113
"PH-NCS-Rh",100.09585693,100.09559775,42.24656013,28.92458859
"PH-NCS-Ru",31.16722767,31.1670711,93.07264523,-30.95273813
"PH-NCS-Sc",34.16577172,34.16557213,15.68263066,9.24153061
"PH-NCS-Sm",35.30659264,35.30657518,15.83807236,9.73425141
"PH-NCS-Y",34.94245017,34.94245017,14.93404997,10.0042001
"PH-NC-Y",32.27555706,32.27555706,12.85220821,9.71167442
"PH-NO-Al",2.58242286,2.58242286,-6.66367196,4.62304741
"PH-NO-Bi",17.40181477,15.65871033,22.8703718,-3.12372185
"PH-NO-Ce",35.50688031,35.50675298,67.64113033,-16.06716139
"PH-NO-Co",55.96849384,55.968432,55.2124626,0.377995
"PH-NO-Cr",85.82825931,85.82807304,40.74527279,22.54144151
"PH-NO-Fe",49.19824842,49.19818679,70.16147785,-10.48163525
"PH-NO-Ga",-0.08469453,-0.08469453,49.69686017,-24.89076719
"PH-NO-Gd",22.0779613,22.0779613,5.43036847,8.32379641
"PH-NO-In",16.30582407,16.30564682,29.69031975,-6.69229215
"PH-NO-Ir",75.85814174,75.85814174,46.66993501,14.5941134
"PH-NO-La",37.54477083,36.56319363,20.28261509,8.32502708
"PH-NO-Lu",42.73156092,39.83662762,22.30197611,9.70014571
"PH-NO-Nd",33.92042988,33.92041131,19.09223978,7.41408576
"PH-NO-Rh",50.70041108,50.7002905,54.27973552,-1.78968231
"PH-NO-Ru",32.19530217,32.1951819,65.72668452,-16.76573126
"PH-NO-Sc",42.80338846,42.80312218,27.73332608,7.53495949
"PH-NO-Sm",21.72311513,21.72309517,7.15791446,7.28260033
"PH-NO-Y",37.06794046,37.06794046,19.67560231,8.696159
"PH-OCN-Al",45.71045293,45.71030175,31.90755413,6.90142105
"PH-OCN-Bi",31.78533733,31.29468098,15.29341361,5.85314314
"PH-OCN-Ce",33.29027685,33.29027685,10.56744308,11.36140835
"PH-OCN-Co",81.77659297,81.77647826,30.96627017,25.40512316
"PH-OCN-Cr",70.50308682,70.50289548,41.58862445,14.45717378
"PH-OCN-Fe",40.17201258,40.17193598,56.362373,-8.09518978
"PH-OCN-Ga",46.56328074,46.56305383,23.08090185,11.74112326
"PH-OCN-Gd",16.51506549,18.20082167,5.5410459,6.09278722
"PH-OCN-In",14.73336347,14.73326035,39.14735409,-12.20701249
"PH-OCN-Ir",78.17886516,78.17850159,38.86139252,19.6586502
"PH-OCN-La",13.81858274,7.08845794,-0.08382779,5.73867118
"PH-OCN-Lu",79.26656122,90.10627527,48.66261464,18.92527761
"PH-OCN-Nd",39.05727553,39.05729347,14.83080012,12.11324667
"PH-OCN-Rh",77.70704925,77.70689635,31.12215641,23.29240819
"PH-OCN-Ru",9.96769887,9.96766052,90.10566599,-40.06898356
"PH-OCN-Sc",47.47412449,47.47412449,14.66066308,16.40674015
"PH-OCN-Sm",40.62070695,40.62068877,14.81083156,12.90493769
"PH-OCN-Y",37.61809725,37.61809725,20.24150303,8.6882879
"PH-SCN-Al",74.8230315,74.82244106,38.40640141,18.20817219
"PH-SCN-Bi",25.89983046,25.89948363,14.93742168,5.48112731
"PH-SCN-Ce",15.448348,15.448348,26.36983147,-5.46074173
"PH-SCN-Co",94.24165913,94.24132365,34.44702252,29.89723443
"PH-SCN-Cr",42.36436996,42.36408146,45.75110264,-1.69342944
"PH-SCN-Fe",-65.08227592,-65.08227592,178.60946461,-121.84587027
"PH-SCN-Ga",44.93568247,44.93570021,33.36225894,5.78671176
"PH-SCN-Gd",30.07404903,29.83076356,19.02031553,4.50563862
"PH-SCN-In",33.54349889,33.54349889,27.70192765,2.92077746
"PH-SCN-Ir",94.04265024,94.04265024,32.49737388,30.77262966
"PH-SCN-La",23.46391364,23.56660198,17.44424513,3.49085889
"PH-SCN-Lu",-73543.20352723,37.92575966,1419.70982137,7.16533357
"PH-SCN-Nd",27.41427806,26.78008192,17.56450901,3.70052344
"PH-SCN-Rh",77.20569963,77.20568147,37.40210218,19.90178964
"PH-SCN-Ru",33.60743834,35.74368958,67.84970931,-16.40703913
"PH-SCN-Sc",32.2148707,32.95964713,25.63917853,2.83766054
"PH-SCN-Sm",29.60713241,29.99224013,17.2551383,6.26031478
"PH-SCN-Y",29.29000843,29.29000843,19.56231983,4.86385207
"PH-SH-Al",29.23610236,29.23610236,54.97480803,-12.86934427
"PH-SH-Bi",22.37364,22.33456,14.44546,4.0111
"PH-SH-Ce",25.65219261,25.56123381,12.56836498,6.60668684
"PH-SH-Co",99.52339281,99.5230297,41.45272871,29.03523694
"PH-SH-Cr",-36.56574951,-36.56576604,96.94913878,-66.75745241
"PH-SH-Fe",20.8126992,20.81261466,86.83867198,-33.01300329
"PH-SH-Ga",41.8957052,41.8957052,29.13575471,6.37996655
"PH-SH-Gd",31.20062087,30.9031178,19.35693784,5.8566037
"PH-SH-In",-5.73549091,-5.73549091,65.78979785,-35.76264438
"PH-SH-Ir",91.85752891,91.85752891,32.54181473,29.65785709
"PH-SH-La",27.21958274,27.21958274,17.43959403,4.89000238
"PH-SH-Lu",33.78504058,34.03471788,20.74264649,6.57141323
"PH-SH-Nd",27.88571843,27.88570328,16.89640528,5.49465657
"PH-SH-Rh",77.05101194,77.05049139,31.67058925,22.69006861
"PH-SH-Ru",50.91911566,48.72089031,57.98339436,-3.70525225
"PH-SH-Sc",34.53990671,34.53989136,20.43312442,7.05338346
"PH-SH-Sm",28.14004659,28.33991376,16.82395904,5.76471161
"PH-SH-Y",30.35528709,30.35528709,18.80263684,5.77633271
"S-Br-Al",55.84436299,55.84410297,35.1038173,10.37021217
"S-Br-Bi",33.56632565,33.56632565,10.07466335,11.74582231
"S-Br-Ce",34.50834531,34.50834531,11.28557912,11.61139088
"S-Br-Co",74.61289038,74.61274994,14.93122585,29.84080593
"S-Br-Cr",45.10104264,45.10082311,0.9865535,22.05719752
"S-Br-Fe",73.64669296,73.64654495,17.03235449,28.30713634
"S-Br-Ga",-23.15412575,-23.15402058,102.55798923,-62.85602244
"S-Br-Gd",40.7547256,40.75474224,11.57968453,14.58753716
"S-Br-In",43.82880998,43.8284927,21.36153884,11.23355625
"S-Br-Ir",71.0529961,71.05273566,16.28952251,27.38166238
"S-Br-La",33.36018108,33.36019666,10.08669335,11.63674386
"S-Br-Lu",46.65853554,46.65853554,12.56804216,17.04525514
"S-Br-Nd",36.7336457,36.73362958,10.76691129,12.9833672
"S-Br-Rh",67.36544176,67.36531322,18.16982147,24.59776423
"S-Br-Ru",77.44219323,77.44217722,28.1460522,24.6480625
"S-Br-Sc",50.29408553,50.29386356,13.24016977,18.52689811
"S-Br-Sm",38.39012747,38.38998118,10.88984194,13.75011025
"S-Br-Y",41.17595441,41.17564106,11.67003824,14.75287562
"S-Cl-Al",33.71055818,33.71046715,57.7025127,-11.99599546
"S-Cl-Bi",34.53519065,34.53519065,9.68781934,12.42369455
"S-Cl-Ce",35.52027436,35.52029036,9.76833102,12.87597966
"S-Cl-Co",79.62153964,79.62148381,18.96563061,30.3279452
"S-Cl-Cr",67.08065877,67.08047799,-2.79440375,34.93748607
"S-Cl-Fe",62.8062462,62.80612603,19.1698227,21.81818599
"S-Cl-Ga",-177.69627439,-177.69559445,260.15998951,-218.92796656
"S-Cl-Gd",42.64208291,42.64208291,11.54174928,15.55017536
"S-Cl-In",38.19911118,38.19885975,24.90337785,6.64781278
"S-Cl-Ir",73.59068264,73.59047199,17.40719096,28.09169796
"S-Cl-La",34.85611251,34.855954,9.45112014,12.70246448
"S-Cl-Lu",47.15886298,47.15886298,11.74291641,17.70797328
"S-Cl-Nd",36.7840819,36.7840819,9.03955521,13.8722552
"S-Cl-Rh",68.02799731,68.02786435,17.82617737,25.10088148
"S-Cl-Ru",26.29278845,26.29273204,49.33599049,-11.52161982
"S-Cl-Sc",49.74291135,49.74275394,12.13364594,18.80459772
"S-Cl-Sm",37.91626067,37.91614575,8.88046379,14.5178656
"S-Cl-Y",41.57153054,41.57126047,10.58979803,15.49079029
"S-CN-Al",35.37927054,35.37927054,69.89916145,-17.2599554
"S-CN-Bi",45.39786874,45.39786874,13.80668057,15.79558493
"S-CN-Ce",37.20856569,37.20856569,8.34849789,14.43003389
"S-CN-Co",8.74911258,8.74911258,95.70460151,-43.4777342
"S-CN-Cr",113.38066639,113.38052528,21.06759695,46.15650448
"S-CN-Fe",-1.28576623,-1.28576623,106.47274322,-53.87926483
"S-CN-Ga",44.21368754,44.21360703,49.85909941,-2.82273612
"S-CN-Gd",41.01263104,41.01261424,9.23510157,15.88875633
"S-CN-In",-33.19626206,-33.1960773,95.34701726,-64.27160271
"S-CN-Ir",92.23504913,92.23484313,31.42285552,30.4060453
"S-CN-La",35.59906,35.59904,9.18128,13.2089
"S-CN-Lu",43.88748774,43.88719431,9.38336488,17.25198375
"S-CN-Nd",37.3235207,37.32350471,8.56055686,14.38147392
"S-CN-Rh",36.00991894,36.00989854,70.04739698,-17.01874922
"S-CN-Ru",16.10570948,16.10568928,82.50009348,-33.1972021
"S-CN-Sc",39.61334843,39.61322015,24.84834678,7.38246417
"S-CN-Sm",43.41732096,43.41721524,10.09972545,16.65877132
"S-CN-Y",42.48072682,42.48050383,9.67439544,16.40309707
"Se-Br-Al",28.29674676,28.29657787,50.59434227,-11.14883528
"Se-Br-Bi",31.13258074,31.13258074,8.7514848,11.19054796
"Se-Br-Ce",30.33156377,30.33156377,8.45548104,10.93805094
"Se-Br-Co",64.86631805,64.8661779,14.13615001,25.36505774
"Se-Br-Cr",51.16291127,51.16277673,-0.22457531,25.69370966
"Se-Br-Fe",52.8963768,52.89611777,12.29137396,20.30242856
"Se-Br-Ga",24.10493372,24.10477533,47.06824402,-11.48169914
"Se-Br-Gd",34.63939956,34.80048728,8.49322597,13.08687255
"Se-Br-In",28.90390477,28.90390477,24.52520041,2.18936145
"Se-Br-Ir",61.70662065,61.70634787,15.77776281,22.96436527
"Se-Br-La",29.01559806,29.01559806,8.09182772,10.46188517
"Se-Br-Lu",42.60056752,42.60055111,10.75045212,15.9250577
"Se-Br-Nd",32.50041764,32.50037895,8.51692939,11.99173445
"Se-Br-Rh",57.7367058,57.73634586,17.2262166,20.25515461
"Se-Br-Ru",57.73919187,57.73893195,22.06417058,17.83744566
"Se-Br-Sc",43.88053535,43.88027034,10.73259347,16.57390468
"Se-Br-Sm",33.77648564,33.77627348,8.59842937,12.58897991
"Se-Br-Y",36.53512073,36.53512073,9.37275156,13.58118458
"Se-Cl-Al",-195.47902293,-195.47801908,273.57401716,-234.52625979
"Se-Cl-Bi",32.22604373,32.22589463,8.59859358,11.81369194
"Se-Cl-Ce",31.87939604,31.87939604,7.52211965,12.17863819
"Se-Cl-Co",67.08291531,67.08282323,16.33469016,25.37409415
"Se-Cl-Cr",70.87394579,70.87380079,11.46755843,29.70316649
"Se-Cl-Fe",40.35900601,40.35898779,21.65985222,9.34957689
"Se-Cl-Ga",-97.31726885,-97.31674167,167.56495115,-132.44097366
"Se-Cl-Gd",37.05412851,37.24432734,8.88758853,14.11677297
"Se-Cl-In",19.58917731,19.58900996,32.15984497,-6.28537101
"Se-Cl-Ir",66.22636446,66.22610185,18.10452636,24.06084401
"Se-Cl-La",30.8417609,30.53222098,7.78489162,11.56673715
"Se-Cl-Lu",42.79191633,42.79181637,10.13357498,16.32913735
"Se-Cl-Nd",33.48602,33.48602,7.70374,12.89114
"Se-Cl-Rh",55.64195092,55.64167137,14.9172119,20.36230428
"Se-Cl-Ru",-1.2217727,-1.2217727,33.30823479,-17.26499479
"Se-Cl-Sc",45.64854029,45.64830999,10.77157661,17.43842426
"Se-Cl-Sm",35.53642801,35.53629032,8.08792874,13.72422013
"Se-Cl-Y",37.44938871,37.44909807,8.60076092,14.42423639
"Se-CN-Al",-10.62365436,-10.62363594,101.72017303,-56.1719137
"Se-CN-Bi",40.16312072,40.16310357,9.92812451,15.1174981
"Se-CN-Ce",35.22343676,35.22344949,8.70898679,13.25722498
"Se-CN-Co",66.29150234,66.29142184,17.80174197,24.24486006
"Se-CN-Cr",85.80715444,85.80707445,34.47082738,25.66814353
"Se-CN-Fe",59.57636951,59.57626924,26.4941229,16.54109322
"Se-CN-Ga",32.83592865,32.83584846,42.87920879,-5.02166012
"Se-CN-Gd",39.16505339,39.16505339,8.13538655,15.51482355
"Se-CN-In",-26.71756672,-26.71737143,86.81779146,-56.76763027
"Se-CN-Ir",73.34294908,73.34276873,25.27257413,24.03514739
"Se-CN-La",32.40971312,32.40971312,7.97510728,12.21729584
"Se-CN-Lu",43.38248286,43.38239841,9.4614032,16.96051449
"Se-CN-Nd",35.50023559,35.50014555,7.06700213,14.21659872
"Se-CN-Rh",62.27057114,62.2703299,19.32046867,21.47500097
"Se-CN-Ru",36.1697754,36.16969594,21.62481905,7.27246824
"Se-CN-Sc",41.56430054,41.56435147,9.11641143,16.22395092
"Se-CN-Sm",28.00224,28.00218,6.79226,10.60498
"Se-CN-Y",44.13029624,44.13044656,9.5891869,17.27058883
"Se-F-Al",56.61833232,56.61818632,20.98245169,17.81790381
"Se-F-Bi",45.29369766,45.29357172,12.81549567,16.23906501
"Se-F-Ce",47.8441221,47.8441221,11.6417948,18.10117338
"Se-F-Co",72.01239738,72.0123774,24.08063716,23.96588011
"Se-F-Cr",70.75254402,70.75246407,13.66552823,28.5434879
"Se-F-Fe",54.42316674,54.4230668,42.37627598,6.02342539
"Se-F-Ga",21.06036443,21.06030727,48.44475767,-13.69220614
"Se-F-Gd",47.90582074,48.27382208,15.52540702,16.41421894
"Se-F-In",-238.61465462,-238.61317531,295.97855018,-267.29623726
"Se-F-Ir",78.27494721,78.27478855,26.31147444,25.98169672
"Se-F-La",40.09220782,40.09213002,12.0765605,14.00780421
"Se-F-Lu",49.89686569,49.89681076,20.20277155,14.84702875
"Se-F-Nd",45.67438,45.67438,12.87038,16.402
"Se-F-Rh",64.96318255,64.96294573,20.32690889,22.31807762
"Se-F-Ru",26.11005036,26.10999463,55.54242803,-14.7162074
"Se-F-Sc",55.13629701,55.13610494,18.06863623,18.53378237
"Se-F-Sm",48.06139879,48.06128186,13.39169387,17.33483297
"Se-F-Y",48.97633258,48.97613892,15.02627959,16.97496839
"Se-I-Al",53.32255703,53.32257588,26.51311777,13.40472905
"Se-I-Bi",31.09993114,31.09970974,9.68962509,10.70509767
"Se-I-Ce",28.5064,28.5064,9.1435,9.68146
"Se-I-Co",62.60048045,62.60028942,11.08528186,25.75754358
"Se-I-Cr",26.33986898,26.33986898,3.52926515,11.40530191
"Se-I-Fe",57.68930536,57.68900118,10.91358371,23.38778478
"Se-I-Ga",52.2095297,52.20954636,20.4866615,15.8614341
"Se-I-Gd",34.14682553,34.39510537,9.47063094,12.38648627
