"Compound","C11","C22","C12","C66"
"OCN-NCO-Sr",31.78508493,31.78506725,9.820158,10.98246346
"OCN-NCO-Zn",59.52297314,59.52292118,27.13451652,16.19421098
"OCN-NC-Pb",27.42414912,27.42411703,8.04605803,9.68903752
"OCN-NC-Pd",-39.13851074,-39.13847789,64.19576866,-51.66713149
"OCN-NC-Pt",-10.75018431,-10.75018431,16.58238466,-13.66629267
"OCN-NCS-Ba",23.56956915,23.56951298,3.74205977,9.91373596
"OCN-NCS-Be",-43.41812083,-43.4180672,171.20031514,-107.30920011
"OCN-NCS-Ca",42.54767885,42.54765988,10.49561345,16.02601373
"OCN-NCS-Cd",47.70457788,47.70452109,18.29100408,14.70676796
"OCN-NCS-Co",21.36988495,21.36986668,48.17429815,-13.40221573
"OCN-NCS-Cu",-437.48842745,-437.48846508,505.29473597,-471.39159112
"OCN-NCS-Fe",58.17604888,58.17606759,22.16980459,18.00313149
"OCN-NCS-Mg",63.31767337,63.31761764,19.66725924,21.82518849
"OCN-NCS-Mn",45.40738477,45.40740495,20.29959684,12.55389396
"OCN-NCS-Ni",23.96938005,23.96938005,56.62933812,-16.32997903
"OCN-NCS-Pb",28.6692447,28.66922502,11.31532705,8.67695882
"OCN-NCS-Pd",-46.90364795,-46.90361114,99.47317196,-73.18840075
"OCN-NCS-Pt",22.1564634,22.15642677,44.04181018,-10.9426917
"OCN-NC-Sr",30.24853888,30.24853888,5.0883147,12.58011209
"OCN-NCS-Sr",32.64348578,32.64346704,6.80839215,12.91753744
"OCN-NCS-Zn",54.76168808,54.76165106,34.912544,9.92457204
"OCN-NC-Zn",47.05583122,47.05581559,33.46830607,6.79375475
"OCN-NO-Ba",17.06347699,17.0634613,1.47550715,7.79398491
"OCN-NO-Be",107.52121387,107.52112192,55.94601054,25.78757867
"OCN-NO-Ca",24.74538554,24.74538554,10.09991315,7.32273619
"OCN-NO-Cd",31.97087328,31.97080613,16.33638366,7.81721962
"OCN-NO-Co",60.23707507,60.23709103,36.44757463,11.89475021
"OCN-NO-Cu",57.27449608,57.27448017,27.66244821,14.80602393
"OCN-NO-Fe",-641.93459393,-641.93480712,-621.5161519,-10.20926201
"OCN-NO-Mg",59.75501754,59.75493647,18.66410934,20.54542977
"OCN-NO-Mn",45.72121525,45.72119883,63.27098643,-8.77489379
"OCN-NO-Ni",61.25940295,61.25937195,22.95751371,19.15094461
"OCN-NO-Pb",9.82983444,9.82981756,13.93527522,-2.05272882
"OCN-NO-Pd",40.53968766,40.53968766,22.82605032,8.85681051
"OCN-NO-Pt",46.32943858,46.32937356,34.27021131,6.0296055
"OCN-NO-Sr",17.24661291,17.24659692,5.83566214,5.70547538
"OCN-NO-Zn",56.83670749,56.83667508,21.19035553,17.82316787
"OH-Br-Ba",22.55617668,22.55616016,6.5508156,8.00267227
"OH-Br-Be",40.7823464,40.7823132,56.53453678,-7.87610349
"OH-Br-Ca",36.1432462,36.14321133,10.19621899,12.9735136
"OH-Br-Cd",34.66917161,34.66913689,13.21435245,10.72740089
"OH-Br-Co",32.10120214,32.1012197,27.44386911,2.32866651
"OH-Br-Cu",-50.24754665,-50.24749569,112.34362855,-81.29557911
"OH-Br-Fe",58.9019688,58.90194991,14.98950656,21.95622167
"OH-Br-Mg",50.78952799,50.78947597,17.23472755,16.77739155
"OH-Br-Mn",28.19351903,28.19351903,13.89752425,7.14799738
"OH-Br-Ni",23.80430463,23.80428777,27.32812492,-1.76192701
"OH-Br-Pb",25.00280167,25.0027673,10.08795363,7.45741542
"OH-Br-Pd",-74.35078173,-74.35079899,114.61376588,-94.4822738
"OH-Br-Pt",16.7580349,16.7580349,21.48908525,-2.36552517
"OH-Br-Sr",29.23299683,29.23296226,8.68445823,10.27426065
"OH-Br-Zn",36.12945395,36.1294025,28.19494602,3.96724539
"OH-Cl-Ba",24.53090235,24.53088583,7.40139026,8.56475604
"OH-Cl-Be",-34.33624523,-34.33622896,146.84600469,-90.59111682
"OH-Cl-Ca",37.34472902,37.34471169,10.1329855,13.60587175
"OH-Cl-Cd",38.66275703,38.66275703,15.57625161,11.54325271
"OH-Cl-Co",33.67338391,33.67336703,28.77096581,2.45120905
"OH-Cl-Cu",-322.45075676,-322.45048871,385.81553976,-354.13308125
"OH-Cl-Fe",66.35066005,66.35062317,14.94819858,25.70123073
"OH-Cl-Mg",55.28545151,55.28543445,14.80584024,20.2397971
"OH-Cl-Mn",36.46112843,36.46112843,16.80859372,9.82626735
"OH-Cl-Ni",30.94944994,30.94944994,30.75189048,0.09877972
"OH-Cl-Pb",23.9304528,23.93041773,8.91695818,7.5067473
"OH-Cl-Pd",-3.41864748,-3.41864748,44.95183728,-24.18524238
"OH-Cl-Pt",-144.03606323,-144.03598514,208.31826559,-176.17714098
"OH-Cl-Sr",31.11828183,31.11824753,9.31207393,10.90308679
"OH-Cl-Zn",49.09535396,49.09528591,23.49596255,12.79968719
"OH-CN-Ba",25.03366242,25.03361499,6.483138,9.27524639
"OH-CN-Be",65.00584803,65.00579936,48.98762074,8.00909742
"OH-CN-Ca",40.65293007,40.65291267,10.23143162,15.21074922
"OH-CN-Cd",40.34158301,40.34156567,16.63344875,11.85406712
"OH-CN-Co",41.10758506,41.10753332,28.44212104,6.33272338
"OH-CN-Cu",-130.68909176,-130.68889361,199.38080517,-165.03489893
"OH-CN-Fe",42.62686151,42.62682318,28.65034928,6.98823694
"OH-CN-Mg",51.22166928,51.22161885,14.42696367,18.39733599
"OH-CN-Mn",48.60502553,48.60502553,17.76934373,15.4178409
"OH-CN-Ni",30.91607431,30.91609101,39.71932259,-4.40161578
"OH-CN-Pb",29.37911763,29.37911763,9.60604244,9.88653759
"OH-CN-Pd",41.94216671,41.94213265,29.87007865,6.036027
"OH-CN-Pt",48.24322624,48.24320921,29.24030016,9.50145452
"OH-CN-Sr",33.84989487,33.84984263,9.52897246,12.1604525
"OH-CN-Zn",46.59663276,46.59656543,28.79370416,8.90143905
"OH-F-Ba",35.30503786,35.30501786,11.19648142,12.05426822
"OH-F-Be",88.94971274,88.94971274,60.81920369,14.06526166
"OH-F-Ca",49.70010069,49.70006939,13.67754828,18.01126838
"OH-F-Cd",45.82506758,45.82502031,18.73900239,13.54301683
"OH-F-Co",41.05499507,41.05499507,31.62246086,4.7162671
"OH-F-Cu",-72.61764378,-72.61762916,149.5426201,-111.08013194
"OH-F-Fe",61.9293339,61.92934906,16.69135858,22.61898008
"OH-F-Mg",72.18065432,72.18053288,18.59202214,26.79428573
"OH-F-Mn",28.58063844,28.58062084,23.59090184,2.49486829
"OH-F-Ni",50.2931467,50.29309063,38.74091642,5.77610112
"OH-F-Pb",34.04179746,34.04178216,13.31962782,10.36109246
"OH-F-Pd",41.86594707,41.86589272,41.50351281,0.18119675
"OH-F-Pt",27.17039411,27.17035422,83.58982116,-28.20972017
"OH-F-Sr",44.82629511,44.82623564,14.52032009,15.15297759
"OH-F-Zn",62.75542704,62.75541166,27.87345212,17.44098745
"OH-I-Ba",22.64019329,22.64017728,7.24332676,7.69842525
"OH-I-Be",59.17526947,59.17521943,16.53686755,21.31918427
"OH-I-Ca",36.58800881,36.58799145,10.20687479,13.19056701
"OH-I-Cd",31.69246833,31.69245153,15.015639,8.33841466
"OH-I-Co",-14.44361456,-14.4435973,64.37795175,-39.41077452
"OH-I-Cu",5.43990207,5.43990207,40.96795133,-17.76402462
"OH-I-Fe",53.39036377,53.39032587,18.69149759,17.34942361
"OH-I-Mg",21.16361363,21.16361363,40.37485389,-9.60562012
"OH-I-Mn",19.15962276,19.15960293,-0.52839141,9.84399717
"OH-I-Ni",-21.39311613,-21.39308881,62.29017709,-41.84164661
"OH-I-Pb",24.4295284,24.42951288,9.70545513,7.36202887
"OH-I-Pd",21.08296604,21.08293324,20.92929891,0.07681716
"OH-I-Pt",-664.00969936,-664.00895596,702.85549548,-683.43240761
"OH-I-Sr",28.45500707,28.45500707,8.20623774,10.12438466
"OH-I-Zn",-53.50327463,-53.50325773,115.54202168,-84.52264815
"OH-NC-Ba",25.75839472,25.75839472,5.79650362,9.98093778
"OH-NC-Be",70.1408543,70.14077541,48.28191644,10.92944526
"OH-NC-Ca",37.75393233,37.75386535,11.88498556,12.93444826
"OH-NC-Cd",39.86532121,39.86528765,19.52285153,10.17122645
"OH-NC-Co",41.34783765,41.3478041,30.62527391,5.36128186
"OH-NC-Cu",-49.89836631,-49.89834991,114.1171547,-82.00775231
"OH-NC-Fe",52.17265992,52.17265992,18.22063035,16.97601478
"OH-NC-Mg",59.90683259,59.90681613,16.64926329,21.62878464
"OH-NC-Mn",42.67011498,42.6700963,19.61304751,11.52853373
"OH-NC-Ni",-47.93899367,-47.93894414,118.09151367,-83.01524541
"OH-NCO-Ba",29.81439365,29.81435566,9.39640682,10.20898391
"OH-NCO-Be",76.66344599,76.66339367,61.12955892,7.76693481
"OH-NCO-Ca",47.41313305,47.41315197,14.39040676,16.5113726
"OH-NCO-Cd",47.48567461,47.48567461,19.41113044,14.03727208
"OH-NCO-Co",-45.69670019,-45.6967173,122.07488231,-83.88579125
"OH-NCO-Cu",49.76899381,49.76899381,30.91403231,9.42748973
"OH-NCO-Fe",58.63233642,58.63233642,19.74304098,19.44463926
"OH-NCO-Mg",65.50041085,65.50037452,19.79644315,22.85197476
"OH-NCO-Mn",34.94640722,34.94640722,17.43340778,8.75649971
"OH-NCO-Ni",22.53715562,22.53713754,56.65228376,-17.05757311
"OH-NCO-Pb",31.3663169,31.36629746,12.68666834,9.33982427
"OH-NCO-Pd",21.06167292,21.06165449,33.27634261,-6.10733484
"OH-NCO-Pt",16.29746614,16.29744867,47.1398016,-15.42116773
"OH-NCO-Sr",39.43323921,39.43320082,13.18166883,13.12577559
"OH-NCO-Zn",58.58591697,58.58589887,29.73611865,14.42489011
"OH-NC-Pb",28.90752247,28.90748715,10.91864367,8.99443939
"OH-NC-Pd",-36.64900291,-36.6489861,78.38800556,-57.51849583
"OH-NC-Pt",3.99824077,3.99824077,35.53734268,-15.76955907
"OH-NCS-Ba",27.92063199,27.92059106,7.2725762,10.32401766
"OH-NCS-Be",36.41322627,36.4131889,97.10615865,-30.34647553
"OH-NCS-Ca",47.98723993,47.98721987,13.35913853,17.3140507
"OH-NCS-Cd",50.30387148,50.30381183,20.20336729,15.0502322
"OH-NCS-Co",25.8093464,25.80932711,48.34769069,-11.26918179
"OH-NCS-Cu",-449.44847179,-449.44862715,534.65247259,-492.05051103
"OH-NCS-Fe",56.92516267,56.92512425,21.61194187,17.65660079
"OH-NCS-Mg",66.33815304,66.3381141,22.28193269,22.02810043
"OH-NCS-Mn",51.00933615,51.00935856,20.58995762,15.20968926
"OH-NCS-Ni",19.97756893,19.97756893,58.39307011,-19.20775059
"OH-NCS-Pb",33.34563647,33.34561568,12.86759901,10.23901872
"OH-NCS-Pd",22.0720694,22.07204987,39.67140718,-8.79967865
"OH-NCS-Pt",19.97158444,19.97154624,51.27924322,-15.65382939
"OH-NC-Sr",29.81178759,29.81177089,12.82333206,8.49422776
"OH-NCS-Sr",39.73197621,39.73195588,11.59635214,14.06780187
"OH-NCS-Zn",60.25920744,60.25920744,36.43829026,11.91045859
"OH-NC-Zn",54.47009533,54.47007883,28.83434666,12.81787433
"OH-NO-Ba",17.84140234,17.8413602,8.06098007,4.8902041
"OH-NO-Be",106.83837007,106.83827308,51.0433343,27.89748555
"OH-NO-Ca",29.73250221,29.73251948,13.70759544,8.01246202
"OH-NO-Cd",36.1509451,36.15087485,19.25202125,8.44944436
"OH-NO-Co",35.99984664,35.99986339,33.92071853,1.03956405
"OH-NO-Cu",60.98195025,60.98193373,27.31739289,16.83227042
"OH-NO-Fe",58.75921503,58.75919767,45.69378855,6.53270455
"OH-NO-Mg",64.99728644,64.997218,23.1986543,20.8992904
"OH-NO-Mn",-65.68890847,-65.68888927,-73.45212966,3.88162019
"OH-NO-Ni",87.58038803,87.58040425,32.24313656,27.66862573
"OH-NO-Pb",11.3839184,11.3839184,20.61899201,-4.6175368
"OH-NO-Pd",46.23702255,46.23697174,18.77051329,13.73323769
"OH-NO-Pt",59.52240168,59.52236784,22.28736459,18.61751008
"OH-NO-Sr",24.47392919,24.47391224,10.88719749,6.79335737
"OH-NO-Zn",57.71437803,57.71437803,23.99714344,16.85861729
"OH-OCN-Ba",26.70605897,26.70600629,7.09813927,9.80394229
"OH-OCN-Be",89.25323331,89.25326737,56.75568397,16.24878318
"OH-OCN-Ca",42.91393632,42.9139005,11.01821735,15.94785052
"OH-OCN-Cd",45.52442826,45.52439227,19.77171019,12.87634104
"OH-OCN-Co",44.66283211,44.66277991,37.94318011,3.35981729
"OH-OCN-Cu",-84.21309025,-84.21307273,164.05194025,-124.13250649
"OH-OCN-Fe",57.55551736,57.55545091,18.918024,19.31873006
"OH-OCN-Mg",68.27893298,68.27888008,16.80505658,25.73692056
"OH-OCN-Mn",38.51790461,38.51792294,24.37211607,7.07289427
"OH-OCN-Ni",47.16369179,47.16369179,40.17831504,3.49268837
"OH-OCN-Pb",27.85996958,27.8599331,12.24411192,7.80791058
"OH-OCN-Pd",22.7509136,22.750896,49.10289651,-13.17600905
"OH-OCN-Pt",16.93693406,16.93691729,78.88944636,-30.97625615
"OH-OCN-Sr",35.54182146,35.54178572,9.81356275,12.86412935
"OH-OCN-Zn",66.10028968,66.10021901,29.85247437,18.12388115
"OH-SCN-Ba",18.43216403,18.43214397,7.73458349,5.34879027
"OH-SCN-Be",17.7846263,17.78460691,71.91408584,-27.06472976
"OH-SCN-Ca",27.99690792,27.99688716,14.11440856,6.94124967
"OH-SCN-Cd",25.10995978,25.10993961,24.67311061,0.21841449
"OH-SCN-Co",-4.23338696,-4.23338696,59.46471622,-31.84905159
"OH-SCN-Cu",29.80555981,29.80552081,23.58751476,3.10902252
"OH-SCN-Fe",68.91838285,68.91836117,14.38714333,27.26560891
"OH-SCN-Mg",22.747057,22.747057,30.55549017,-3.90422658
"OH-SCN-Mn",33.54596901,33.54596901,21.7277031,5.90914429
"OH-SCN-Ni",-9.06258128,-9.06258128,76.17410619,-42.61834374
"OH-SCN-Pb",22.56863053,22.56858893,13.95323247,4.30769902
"OH-SCN-Pd",22.57373723,22.57371812,43.56782812,-10.49704544
"OH-SCN-Pt",-249.33205156,-249.33207039,337.06802921,-293.20004039
"OH-SCN-Sr",21.31515777,21.31511642,10.25895717,5.52807962
"OH-SCN-Zn",-262.95817867,-262.95792142,322.22442929,-292.59123472
"OH-SH-Ba",-44.16471895,-44.16465502,75.04635437,-59.60552068
"OH-SH-Be",42.08184067,42.08184067,44.00854918,-0.96335425
"OH-SH-Ca",18.58149336,18.58127533,27.01189705,-4.21525215
"OH-SH-Cd",9.38613621,9.38611848,38.88537082,-14.7496173
"OH-SH-Co",36.82044965,36.82044965,45.25089589,-4.21522312
"OH-SH-Cu",-172.69974276,-172.69965422,241.6519461,-207.17581787
"OH-SH-Fe",82.90095273,82.90095273,19.80933791,31.5458074
"OH-SH-Mg",27.23846215,27.23842947,30.88360045,-1.82257731
"OH-SH-Mn",35.68239509,35.68239509,39.90422709,-2.11092553
"OH-SH-Ni",8.51763732,8.51763732,57.41553639,-24.44894953
"OH-SH-Pb",23.62292632,23.62287047,13.232626,5.19514085
"OH-SH-Pd",18.22956121,18.22954606,46.53818049,-14.15431721
"OH-SH-Pt",-157.85180682,-157.85149548,250.00392492,-203.92778346
"OH-SH-Sr",16.63039016,16.63035528,20.30764281,-1.83864376
"OH-SH-Zn",13.71037765,13.71035982,50.28179693,-18.28570964
"SCN-Br-Ba",13.52978511,13.52976824,5.66892105,3.93042359
"SCN-Br-Be",38.32824001,38.32820467,43.03898961,-2.35539247
"SCN-Br-Ca",16.34822759,16.34822759,12.84507342,1.75157708
"SCN-Br-Cd",24.16893348,24.16889623,16.31555578,3.92667022
"SCN-Br-Co",52.67689054,52.67689054,24.12950838,14.27369108
"SCN-Br-Cu",4.48134415,4.48134415,34.93168065,-15.22516824
"SCN-Br-Fe",65.55938302,65.55934828,6.92404728,29.31766786
"SCN-Br-Mg",27.56115572,27.56111859,20.41971553,3.57070152
"SCN-Br-Mn",40.91754512,40.91754512,9.18923894,15.86415308
"SCN-Br-Ni",29.68298577,29.68295067,24.88801977,2.39748299
"SCN-Br-Pb",9.59439308,9.59437459,9.92832532,-0.16696611
"SCN-Br-Pd",5.4430462,5.4430462,42.827436,-18.69219489
"SCN-Br-Pt",-184.4466525,-184.44667035,249.8915038,-217.16907815
"SCN-Br-Sr",14.67003473,14.67001671,9.11401552,2.77800059
"SCN-Br-Zn",35.29907688,35.29904011,22.12677107,6.5861529
"SCN-Cl-Ba",13.07400508,13.07398771,8.89444442,2.08977164
"SCN-Cl-Be",36.4018804,36.40184586,49.3700327,-6.48408478
"SCN-Cl-Ca",18.17094512,18.17094512,11.46023504,3.35535504
"SCN-Cl-Cd",21.98841371,21.98839555,17.14401686,2.42219842
"SCN-Cl-Co",49.1686819,49.16864774,30.1685002,9.50007376
"SCN-Cl-Cu",-0.2577647,-0.2577647,51.28682817,-25.77230526
"SCN-Cl-Fe",75.15279523,75.15274408,13.22472606,30.96402605
"SCN-Cl-Mg",24.60041677,24.60041677,23.80342873,0.39849401
"SCN-Cl-Mn",38.47660918,38.47660918,36.19662304,1.13998424
"SCN-Cl-Ni",20.64098326,20.64094733,35.40585466,-7.38244468
"SCN-Cl-Pb",11.74416684,11.74416684,10.38857912,0.67778476
"SCN-Cl-Pd",-15.86398414,-15.86396632,66.56412844,-41.21405629
"SCN-Cl-Pt",-78.93753236,-78.93753236,148.35663246,-113.64709119
"SCN-Cl-Sr",15.88256048,15.88254242,9.51097508,3.1857927
"SCN-Cl-Zn",26.25913463,26.25909849,29.57938329,-1.66013336
"SCN-CN-Ba",16.14653047,16.14649842,6.60816188,4.76917628
"SCN-CN-Be",-17.45599012,-17.45597341,106.78806226,-62.12201784
"SCN-CN-Ca",17.73074244,17.73072485,10.89331467,3.41871388
"SCN-CN-Cd",12.1075658,12.1075658,35.73726109,-11.81484764
"SCN-CN-Co",67.52038171,67.52029877,32.40977194,17.55528829
"SCN-CN-Cu",-18.16657486,-18.16654058,27.21440105,-22.69047939
"SCN-CN-Fe",92.90358858,92.90365482,26.05753418,33.42303547
"SCN-CN-Mg",30.82910132,30.82908369,15.16831087,7.83039522
"SCN-CN-Mn",12.70165136,12.70166899,14.81676169,-1.05755516
"SCN-CN-Ni",19.54466201,19.54464558,56.53360833,-18.49447316
"SCN-CN-Pb",10.40454103,10.40452281,14.86824446,-2.23186082
"SCN-CN-Pd",4.2302142,4.23019718,47.86298165,-21.81639223
"SCN-CN-Pt",-120.71664025,-120.71655681,187.41260472,-154.06459745
"SCN-CN-Sr",14.75868246,14.75864693,9.3710492,2.69379886
"SCN-CN-Zn",8.55164351,8.55162601,51.74548759,-21.59693078
"SCN-F-Ba",23.21070872,23.21068892,9.80246772,6.70411059
"SCN-F-Be",-21.71091898,-21.71093358,138.95033693,-80.33062796
"SCN-F-Ca",30.30265354,30.30263704,18.84474914,5.72894394
"SCN-F-Cd",24.92912328,24.92912328,27.90601532,-1.48845413
"SCN-F-Co",-19.45261988,-19.45261988,104.17035889,-61.81148938
"SCN-F-Cu",-22.98483664,-22.9848215,81.42535072,-52.20508611
"SCN-F-Fe",70.99170079,70.99167134,17.78923196,26.60121969
"SCN-F-Mg",35.84745383,35.8473748,31.37931482,2.23405369
"SCN-F-Mn",34.67464402,34.67462695,30.2085721,2.23304449
"SCN-F-Ni",-32.32308841,-32.32301639,95.41844231,-63.87075095
"SCN-F-Pb",24.16205827,24.16204237,14.99108914,4.58548456
"SCN-F-Pd",20.7931644,20.79313641,46.66518915,-12.93601937
"SCN-F-Pt",-167.63009923,-167.62992158,251.36147596,-209.4957466
"SCN-F-Sr",23.56874311,23.56864341,13.22896284,5.1698652
"SCN-F-Zn",-89.66893243,-89.66888499,160.79073072,-125.22982366
"SCN-I-Ba",10.17847999,10.17846315,6.46157542,1.85845228
"SCN-I-Be",43.34881312,43.34875874,25.02187702,9.16344992
"SCN-I-Ca",15.3258922,15.32587352,11.87125932,1.72730709
"SCN-I-Cd",20.90307659,20.90305832,16.48804264,2.20751697
"SCN-I-Co",45.99024345,45.99017238,14.1108706,15.93966865
"SCN-I-Cu",15.72480917,15.72479309,26.70805337,-5.49163014
"SCN-I-Fe",53.03224933,53.03217917,0.88192519,26.07514452
"SCN-I-Mg",31.60119194,31.60115501,12.96566161,9.31774669
"SCN-I-Mn",23.9633361,23.9633165,7.67905637,8.14213986
"SCN-I-Ni",24.71598691,24.71595848,23.08991924,0.81302672
"SCN-I-Pb",11.45125624,11.45125624,8.30901821,1.57112762
"SCN-I-Pd",12.45030434,12.45028658,27.78941826,-7.66955695
"SCN-I-Pt",-69.76094091,-69.76087217,122.48218957,-96.12154806
"SCN-I-Sr",12.81564553,12.81562746,8.02830401,2.39366172
"SCN-I-Zn",32.2573186,32.25728211,18.8185695,6.71936542
"SCN-NC-Ba",16.2983542,16.29833853,4.58543251,5.85646084
"SCN-NC-Be",40.96451748,40.96445222,49.71660472,-4.37605177
"SCN-NC-Ca",22.71289069,22.71285512,8.95596186,6.87846441
"SCN-NC-Cd",27.98011513,27.98009759,17.81141077,5.08434341
"SCN-NC-Co",46.73147847,46.73143061,41.10796529,2.81175659
"SCN-NC-Cu",-170.05542419,-170.05534035,221.07684913,-195.56611989
"SCN-NC-Fe",98.98475134,98.98475134,26.44969816,36.26752659
"SCN-NC-Mg",27.11379061,27.11377332,23.98492326,1.56443367
"SCN-NC-Mn",50.18270414,50.18270414,47.55566673,1.31351066
"SCN-NC-Ni",13.46479294,13.46479294,53.97002201,-20.25261453
"SCN-NCO-Ba",16.91753953,16.91751913,10.45877916,3.22939038
"SCN-NCO-Be",44.0818812,44.0818269,57.30909894,-6.61362696
"SCN-NCO-Ca",29.73645796,29.73645796,13.91918249,7.90863773
"SCN-NCO-Cd",26.29537067,26.29537067,25.21141332,0.54197867
"SCN-NCO-Co",-25.55717028,-25.5571529,107.77585135,-66.66651081
"SCN-NCO-Cu",32.90349272,32.90353041,22.29996358,5.30178341
"SCN-NCO-Fe",38.73896671,38.73894915,20.71099679,9.01398496
"SCN-NCO-Mg",35.39026014,35.39020287,29.57743541,2.90639327
"SCN-NCO-Mn",28.24898479,28.24898479,17.6593863,5.29479924
"SCN-NCO-Ni",-2032.21902442,-2032.21621769,2102.71906166,-2067.46833213
"SCN-NCO-Pb",16.43807083,16.43807083,12.00455341,2.2167587
"SCN-NCO-Pd",8.63157332,8.63157332,53.60491075,-22.48665945
"SCN-NCO-Pt",25.32292631,25.32290844,55.42667209,-15.05188182
"SCN-NCO-Sr",20.588538,20.588518,12.58561806,4.00144997
"SCN-NCO-Zn",37.61875064,37.61873172,34.59240318,1.51316427
"SCN-NC-Pb",16.8340973,16.83406042,9.98046388,3.42680749
"SCN-NC-Pd",-8.95666866,-8.95666866,62.19442488,-35.57555536
"SCN-NC-Pt",-3.60137149,-3.60137149,77.91121249,-40.75628354
"SCN-NCS-Ba",16.19432488,16.19430375,7.64328152,4.27552168
"SCN-NCS-Be",24.73317663,24.73313764,76.9494086,-26.10811598
"SCN-NCS-Ca",24.1130224,24.11298034,14.99339707,4.55980214
"SCN-NCS-Cd",7.46074413,7.46076488,42.32524729,-17.4322412
"SCN-NCS-Co",-123.93373922,-123.93371966,224.21483943,-174.07428932
"SCN-NCS-Cu",7.88291392,7.88291392,21.96305605,-7.04008109
"SCN-NCS-Fe",100.29399362,100.29390024,24.04396883,38.12498438
"SCN-NCS-Mg",17.92622173,17.92620133,44.34647792,-13.21014849
"SCN-NCS-Mn",62.29580765,62.29572769,53.14882677,4.57347044
"SCN-NCS-Ni",-865.18841757,-865.18774769,943.20280338,-904.19544301
"SCN-NCS-Pb",20.71394652,20.71394652,10.7721719,4.97088731
"SCN-NCS-Pd",6.75433526,6.75433526,50.39516532,-21.82041503
"SCN-NCS-Pt",25.6744854,25.67442697,55.75574404,-15.04064879
"SCN-NC-Sr",20.89707641,20.89707641,8.40862382,6.24422629
"SCN-NCS-Sr",21.89127457,21.89123234,9.13644043,6.37739595
"SCN-NCS-Zn",42.77207081,42.77205058,23.86493963,9.45355547
"SCN-NC-Zn",-27.95681815,-27.9568011,90.14588977,-59.05133691
"SCN-NO-Ba",14.57220903,14.57210658,7.32813088,3.6220098
"SCN-NO-Be",71.4260529,71.42600371,30.00431243,20.71085383
"SCN-NO-Ca",19.68270284,19.68270284,14.17952445,2.75159831
"SCN-NO-Cd",21.23979248,21.23973812,14.48121626,3.37927905
"SCN-NO-Co",68.98679833,68.98686438,27.06345318,20.96168083
"SCN-NO-Cu",43.98177277,43.98175528,33.49456683,5.24360296
"SCN-NO-Fe",36.81729305,36.81729305,27.41253632,4.70236996
"SCN-NO-Mg",42.02692236,42.02686865,23.10175862,9.46257291
"SCN-NO-Mn",4.4093835,4.4093835,7.53577445,-1.56318673
"SCN-NO-Ni",44.06498655,44.06497027,25.20797989,9.42849518
"SCN-NO-Pb",12.07327327,12.073254,18.92335042,-3.42504821
"SCN-NO-Pd",10.41018844,10.41018844,27.36972605,-8.47976039
"SCN-NO-Pt",28.65432313,28.65430633,19.87778811,4.38826751
"SCN-NO-Sr",14.89876536,14.89876536,10.29397218,2.30240546
"SCN-NO-Zn",-0.59048085,-0.59048085,53.3700576,-26.98026923
"SCN-OCN-Ba",18.40980286,18.40980286,6.96553034,5.72214526
"SCN-OCN-Be",50.02984903,50.02983139,42.66315342,3.6833478
"SCN-OCN-Ca",27.93195147,27.93191405,11.56449124,8.18373011
"SCN-OCN-Cd",23.27662422,23.27658684,20.69580683,1.29039934
"SCN-OCN-Co",-4.32472337,-4.32472337,90.66586475,-47.49529406
"SCN-OCN-Cu",-19.91753845,-19.91752054,69.57040645,-44.74396349
"SCN-OCN-Fe",65.75345204,65.75338386,13.23322774,26.2600951
"SCN-OCN-Mg",38.56491194,38.564838,24.30878363,7.12805491
"SCN-OCN-Mn",26.70734335,26.70732582,16.10437996,5.30148169
"SCN-OCN-Ni",15.21642359,15.21642359,59.32855339,-22.05605604
"SCN-OCN-Pb",18.1536271,18.15360849,11.98596324,3.08383192
"SCN-OCN-Pd",-6.30795754,-6.30795754,67.73791912,-37.02293833
"SCN-OCN-Pt",30.88341676,30.88339911,51.27735808,-10.19697065
"SCN-OCN-Sr",20.98414923,20.98413061,9.14389631,5.92012645
"SCN-OCN-Zn",32.78818916,32.78813483,30.82595823,0.98109735
"SH-Br-Ba",14.96078871,14.96075286,6.70877168,4.12599955
"SH-Br-Be",36.63792739,36.6379092,42.74114741,-3.05161001
"SH-Br-Ca",20.53207633,20.53205727,9.75028537,5.39089548
"SH-Br-Cd",23.59630913,23.59625234,16.88822957,3.35402085
"SH-Br-Co",50.2408419,50.24082392,22.75924359,13.74079016
"SH-Br-Cu",8.02226936,8.02226936,41.06790962,-16.52281088
"SH-Br-Fe",67.27930587,67.27926972,9.66598066,28.80664453
"SH-Br-Mg",32.24338384,32.24334569,15.30264534,8.47035971
"SH-Br-Mn",36.68198531,36.68198531,24.95526122,5.86335138
"SH-Br-Ni",29.55167679,29.551659,30.83472653,-0.64153376
"SH-Br-Pb",11.43146966,11.43145118,10.22874746,0.60135185
"SH-Br-Pd",7.02476053,7.02476053,44.81744777,-18.89633453
"SH-Br-Pt",25.02492942,25.02492942,39.32035101,-7.14771079
"SH-Br-Sr",16.72208718,16.72208718,7.70985755,4.50611481
"SH-Br-Zn",31.95680603,31.95676848,25.77762627,3.08958987
"SH-Cl-Ba",15.54068863,15.54067078,6.64174855,4.44947004
"SH-Cl-Be",39.87133862,39.87130314,42.59407116,-1.36138401
"SH-Cl-Ca",21.31584948,21.31584948,10.29169961,5.51207493
"SH-Cl-Cd",22.7160103,22.71599171,19.47346447,1.62126361
