Compound,Hessian_eig_min_abs,C11,C22,C66,Dyn_stability_level
Te-NO-Bi,0.0004164775573413288,3.0876894,3.08767157,-9.43595085,l
Te-NO-Ce,0.00034719518809324683,38.82031359,38.82031359,8.59229788,m
Te-NO-Co,0.021886948885459515,29.7076092,29.70756743,5.22297806,m
Te-NO-Cr,0.02628741587528691,65.41757163,65.41748474,15.17736876,m
Te-NO-Fe,0.05779910427264556,36.31968976,36.31962991,-2.77018826,l
Te-NO-Ga,0.021563514025360542,0.44592956,0.44590983,10.08352408,m
Te-NO-Gd,8.239161481557359e-06,15.00084799,15.00084799,8.95384497,h
Te-NO-In,0.0005796347236126174,16.65437983,16.65424209,6.83552516,m
Te-NO-Ir,0.016547919642599142,-7.606080199999999,-7.60604037,-0.46513613,l
Te-NO-La,2.8053706479971354e-06,6.30278742,6.30278742,6.73783508,h
Te-NO-Lu,0.11443277450074905,37.14016874,37.14012751,10.55496827,m
Te-NO-Nd,5.538166893099281e-06,22.93032812,22.693322,8.00568223,h
Te-NO-Rh,0.04944664462073632,14.29124023,14.29117986,1.82659064,m
Te-NO-Ru,0.01216568775032405,88.4276309,88.42734548,25.50261771,m
Te-NO-Sc,0.028116915116751948,55.76666331,55.76646114,1.24004855,m
Te-NO-Sm,0.0006358788358580861,3.36805265,3.36805265,8.92575705,m
Te-NO-Y,1.462520953542584e-05,12.43676875,12.43676875,8.99650682,m
Te-OCN-Al,0.02453195538944984,46.19729608,46.19729608,14.40494203,m
Te-OCN-Bi,0.00012111781557054575,36.83863337,36.83863337,12.74628569,m
Te-OCN-Ce,1.8811409446838017e-05,41.21074322,41.21074322,15.10641401,m
Te-OCN-Co,0.0240122820638848,53.69869662,53.69862099,16.49935025,m
Te-OCN-Cr,0.02797578781631589,38.35387655,38.35377995,8.64121347,m
Te-OCN-Fe,0.03389988812814612,-4.19762095,-4.19762095,1.91518228,l
Te-OCN-Ga,0.03380054652783947,-16.26700086,-16.26694259,-1.78997649,l
Te-OCN-Gd,1.1927937298832498e-05,32.60955207,27.14741078,18.19273491,m
Te-OCN-In,0.000330975169645965,32.74319138,32.74319138,6.88761493,m
Te-OCN-Ir,0.02646843319768747,62.80615853,62.80601964,18.60400112,m
Te-OCN-La,5.609107260127688e-05,37.44205062,37.44199148,13.93920032,m
Te-OCN-Lu,0.1699882907747511,49.80770721,49.80749887,18.60999126,m
Te-OCN-Nd,6.602454610625507e-05,41.46273979,41.4627008,15.10179464,m
Te-OCN-Rh,0.03484498539278853,54.79915661,54.79895803,15.961552900000001,m
Te-OCN-Ru,0.03990291725817385,15.2681256,15.2681256,-16.52579923,l
Te-OCN-Sc,0.031877149464135716,44.40086714,44.40076801,17.99879285,m
Te-OCN-Sm,4.9908306952799906e-05,41.82724175,41.82724175,16.10422274,m
Te-OCN-Y,8.034738449651141e-05,51.07834909,51.078070700000005,19.5676939,m
Te-SCN-Al,0.00017858864426111823,2.83887125,-9.52139098,-33.18460813,l
Te-SCN-Bi,0.019142812264046117,18.27573587,18.79271883,-9.84452908,l
Te-SCN-Ce,0.0015501221359790773,-135.23437836,-26.40718114,-0.41276579999999996,l
Te-SCN-Co,0.009608646592051157,48.81491268,48.81491268,12.36788763,m
Te-SCN-Cr,0.009192246697760687,14.52072184,4.02855945,-4.850641599999999,l
Te-SCN-Fe,0.017237534460714382,69.90047654,69.90011934,26.16558458,m
Te-SCN-Ga,0.0001666076066315259,39.18388345,1.82092084,-3.78520817,l
Te-SCN-Gd,0.009804422058461534,23.35647876,23.92568042,1.52507836,m
Te-SCN-In,3.293052007922291e-05,42.26341022,36.07621133,9.17705962,m
Te-SCN-Ir,3.3398176969826835e-05,79.75360397,79.75360397,25.69994285,m
Te-SCN-La,0.0007693306329384902,18.83429837,18.83447382,3.27246012,m
Te-SCN-Lu,0.003294294690823494,28.19630042,31.16277106,4.12442699,m
Te-SCN-Nd,3.2892651870440896e-05,-57.73310034,-41.37209516,-20.109292899999996,l
Te-SCN-Rh,7.489788052634113e-05,67.48008248,67.47918153,19.43592135,m
Te-SCN-Ru,0.0074893914283412815,35.37312611,35.37282305,16.19154502,m
Te-SCN-Sc,8.36749459180346e-05,35.67999281,36.62478442,8.95551806,m
Te-SCN-Sm,0.00011575322382863672,23.03918702,23.03918702,5.17880715,m
Te-SCN-Y,0.0003462068274040953,21.50875491,21.51854216,5.43824023,m
Te-SH-Al,4.246278010882811e-06,21.76755263,22.30801598,-9.48924154,l
Te-SH-Bi,1.6744155417237332e-05,24.6839694,24.68373378,7.07949925,m
Te-SH-Ce,0.000159792823071584,22.90811918,23.01300286,7.90834729,m
Te-SH-Co,0.0002474766108155264,71.03074529,71.03049888,24.8828913,m
Te-SH-Cr,0.00017664044135659482,15.261436300000002,11.64921871,-2.65173782,l
Te-SH-Fe,0.0031029574039083195,57.62896585,57.62912435,24.45693031,m
Te-SH-Ga,0.0007399601783907477,-9.41794965,-29.11810276,-28.25943012,l
Te-SH-Gd,1.6510072242091323e-05,27.86879489,28.12271715,7.59803171,m
Te-SH-In,3.745625369978148e-05,13.666091699999999,10.63989884,-9.57374019,l
Te-SH-Ir,4.831366933421947e-05,77.1599777,77.15928877,26.79823006,m
Te-SH-La,5.083601828242542e-05,22.48682488,22.91332877,5.60253766,m
Te-SH-Lu,0.0071127970557466015,33.63201337,33.60169352,8.61141451,m
Te-SH-Nd,9.646754404412357e-06,26.40840542,26.40840542,7.31646382,h
Te-SH-Rh,1.5879192129257702e-05,66.78902238,66.34654589,21.15308699,m
Te-SH-Ru,0.0007997545612310515,22.53798959,22.53784805,13.40933949,m
Te-SH-Sc,3.7253627474838016e-05,34.68387386,35.60375023,9.82781022,m
Te-SH-Sm,7.033843681847612e-06,26.78844718,27.06467015,7.46013304,h
Te-SH-Y,0.0011939572755385946,29.96880881,30.23509318,8.26244937,m
Cl-Br-Ba,7.289543384409045e-05,17.05123643,17.05120219,6.11393008,m
Cl-Br-Be,0.00011811008393057837,40.70266552,40.70262939,-0.87767981,l
Cl-Br-Ca,9.419568059092337e-06,23.86322857,23.86320993,9.17119798,h
Cl-Br-Cd,5.4652034293299596e-05,26.91566997,26.91563212,8.48434055,m
Cl-Br-Co,9.739425808628536e-05,49.6928989,49.69291671,15.83949187,m
Cl-Br-Cu,0.002964623958853055,24.57901857,24.57899798,1.39100253,m
Cl-Br-Fe,2.210304534811555e-05,64.55855421,64.55853655,25.94330179,m
Cl-Br-Mg,0.00017211915498010162,36.39276979,36.39273211,13.26283415,m
Cl-Br-Mn,0.00018997614785932148,31.62373516,31.62371694,5.09866199,m
Cl-Br-Ni,1.5373933672603407e-05,17.36766077,17.36766077,-6.80633342,l
Cl-Br-Pb,7.901728379857907e-05,16.43094049,16.43092193,6.06777225,m
Cl-Br-Pd,2.133070235977449e-05,2.25314098,2.25312303,-6.40422406,l
Cl-Br-Pt,2.757732869306781e-05,-9.8354112,-9.8354112,-13.15274289,l
Cl-Br-Sr,1.0916570772870093e-05,19.87022871,19.87021049,7.49288914,m
Cl-Br-Zn,0.0002842835720332906,35.51213484,35.51211608,8.77166391,m
CN-Br-Ba,3.3285102672225875e-05,17.73014518,17.73011397,7.02546608,m
CN-Br-Be,0.002953685595636161,39.98911663,39.98911663,-1.26958027,l
CN-Br-Ca,2.2223129332642032e-05,23.91389789,23.9138807,9.7680244,m
CN-Br-Cd,0.0004254882793491758,25.46784472,25.46779853,5.82486169,m
CN-Br-Co,0.0009805885337869204,30.04485324,30.04485324,9.74721922,m
CN-Br-Cu,0.005932611269689052,18.90754101,18.90754101,2.01049465,m
CN-Br-Fe,0.00012133037357557155,-4.87852716,-4.87852716,13.36096979,l
CN-Br-Mg,0.011643487768453944,32.34686476,32.346820199999996,9.31290021,m
CN-Br-Mn,0.0003862537959018156,21.05123532,21.05121266,14.06756658,m
CN-Br-Ni,0.0012449417341762565,21.34661087,21.34661087,1.16971881,m
CN-Br-Pb,4.068703819761472e-05,21.07484654,21.07482941,8.0674312,m
CN-Br-Pd,9.81259082582709e-06,24.81363584,24.81365929,3.97550655,h
CN-Br-Pt,0.0006363070960066742,-116.23141709999999,-116.23141709999999,-146.15093897,l
CN-Br-Sr,6.699087582423212e-06,19.78711796,19.787101,8.25163988,h
CN-Br-Zn,0.0009705001577160597,27.81895292,27.81895292,0.39515719,m
CN-Cl-Ba,3.694099781561769e-05,18.76427361,18.76425396,7.84274657,m
CN-Cl-Be,0.0005763949999893086,53.93643531,53.93641435,10.36994476,m
CN-Cl-Ca,9.602402379467656e-08,25.55506539,25.55504842,10.62588128,h
CN-Cl-Cd,0.00021814040055688735,26.748762199999998,26.74874424,6.77403776,m
CN-Cl-Co,0.0004538329139659461,41.56021649,41.56016591,19.37102532,m
CN-Cl-Cu,0.0050048635360568396,25.19000988,25.189982399999998,5.53256959,m
CN-Cl-Fe,0.007619165880325369,-257.85776881,-257.85761577,13.85875737,l
CN-Cl-Mg,0.0023740637236578967,37.48673242,37.48671468,12.31619822,m
CN-Cl-Mn,0.0027613447985539823,22.35883709,22.35881912,6.80657449,m
CN-Cl-Ni,0.0004877584746090253,26.97995386,26.97993303,2.23912373,m
CN-Cl-Pb,0.0006637153474094059,21.02285468,21.02282188,8.5439358,m
CN-Cl-Pd,0.0006347537680802946,32.71680687,32.71678371,5.60155761,m
CN-Cl-Pt,6.233747380114854e-05,25.37752576,25.37752576,-8.07211995,l
CN-Cl-Sr,9.014741049465634e-06,21.48387453,21.48384118,8.84665532,h
CN-Cl-Zn,0.00022767309219393932,33.93116753,33.93111428,4.48299002,m
CN-F-Ba,0.0003024683132824953,27.45986119,27.45986119,10.41602829,m
CN-F-Be,0.00011191509934610888,32.99224244,32.99225899,-20.88663863,l
CN-F-Ca,0.00016120084371414414,40.79426406,40.79419338,15.66538121,m
CN-F-Cd,7.061098360855626e-05,36.49325052,36.49323197,10.73063195,m
CN-F-Co,0.0003302575235001456,53.95723998,53.95719701,13.86047331,m
CN-F-Cu,0.00431434723965455,-33.00216632,-33.00218648,-62.48058568,l
CN-F-Fe,0.00029416080654759376,46.48360859,46.48360859,15.65796478,m
CN-F-Mg,0.001000033087326376,52.67152072,52.67134386,19.37903262,m
CN-F-Mn,4.185975262030342e-05,77.19055574,77.19047054,34.83156760000001,m
CN-F-Ni,4.4279698722593335e-05,-580.51929472,-580.51903829,-613.89985561,l
CN-F-Pb,0.00032486813666909934,30.023837300000004,30.02380029,11.21484991,m
CN-F-Pd,0.0007468937057245906,27.49744691,27.49742448,-3.0119657,l
CN-F-Pt,0.0003741707697894619,-160.82888311,-160.82881149,-198.36074391,l
CN-F-Sr,7.353890430609566e-06,33.54948185,33.54942843,12.98001635,h
CN-F-Zn,1.3592621048518872e-05,39.47260233,42.07275363,8.0091557,m
CN-I-Ba,0.00010182882257307083,15.86809793,15.86808282,6.31548578,m
CN-I-Be,0.0031446428900261184,42.192727000000005,42.19266703,6.71002533,m
CN-I-Ca,1.4578538454118253e-05,21.45179719,21.45179719,8.5595203,m
CN-I-Cd,0.000521036365069139,6.46956875,6.46956875,-10.07455063,l
CN-I-Co,0.00028163600201667566,40.21627843,40.21627843,17.29694109,m
CN-I-Cu,0.0010555433093419402,6.05754889,6.05754889,-0.38414797,l
CN-I-Fe,0.012427828961756562,-232.76286975,-232.76289279,13.65794034,l
CN-I-Mg,0.0012528279587460714,27.43961309,27.43959813,5.36109411,m
CN-I-Mn,0.000344922289874298,10.95569374,10.95571806,13.418145800000001,m
CN-I-Ni,0.003796791498313111,28.39398535,28.39398535,3.26262136,m
CN-I-Pb,0.0006349124297088186,20.53141351,20.5313974,7.89389016,m
CN-I-Pd,6.727383339726138e-05,24.09209708,24.09209708,2.81074548,m
CN-I-Pt,4.5060731214604605e-05,27.961840500000005,27.96180174,2.38489136,m
CN-I-Sr,3.1611455959595244e-06,18.60662914,18.60661252,7.62541938,h
CN-I-Zn,0.002928010540667255,12.89765278,12.89765278,-14.07063958,l
F-Br-Ba,0.00017828690130696612,26.46176616,26.46176616,9.06178606,m
F-Br-Be,0.0011020374759422016,35.73060504,35.73056582,-10.47620085,l
F-Br-Ca,1.2974138922392046e-05,23.93916732,23.93919216,6.46356772,m
F-Br-Cd,2.6683722153884423e-05,31.46931137,31.46925163,8.98693358,m
F-Br-Co,5.289678982780026e-05,32.58097203,32.58097203,3.37425638,m
F-Br-Cu,0.010469779836410559,6.61382927,6.61382927,-20.11025011,l
F-Br-Fe,0.002138216131658419,61.85939085,61.85937039,20.07624952,m
F-Br-Mg,0.004404429593366971,45.33276901,45.33273494,11.50384915,m
F-Br-Mn,0.00015876058383905057,36.81195987,36.81197327,2.2728884999999996,m
F-Br-Ni,0.0007699364933096278,25.8682914,25.86827146,-1.16370085,l
F-Br-Pb,0.0002317016880514502,28.27772334,28.27769221,8.47935997,m
F-Br-Pd,0.0008285324195180905,-54.702,-54.70202,-71.5907,l
F-Br-Pt,4.8706529705752695e-05,-904.06137209,-904.06127547,-935.29761523,l
F-Br-Sr,9.803483665435157e-06,31.755289,31.75524898,11.30364096,h
F-Br-Zn,0.000238483003374279,34.04515449,34.04512051,-0.89581556,l
F-Cl-Ba,5.164476719162883e-05,26.95085305,26.95085305,9.58346574,m
F-Cl-Be,0.0005979975354270024,35.48322647,35.4832061,-19.57592019,l
F-Cl-Ca,2.6968401755184256e-06,38.32523398,38.32521391,14.35219088,h
F-Cl-Cd,0.00022345838970276827,35.04963065,35.04963065,10.63648042,m
F-Cl-Co,0.00034660397918354963,37.73007782,37.73003657,5.853487400000001,m
F-Cl-Cu,0.0007745094804110816,-21.04271334,-21.04269336,-51.61523363,l
F-Cl-Fe,0.0002836532956707337,79.55873189,79.55863081,28.46071372,m
F-Cl-Mg,0.0013123097452198234,54.96819779,54.96815772,19.37683576,m
F-Cl-Mn,0.00016620195193977187,29.846256300000004,29.846256300000004,9.02081553,m
F-Cl-Ni,0.0006568313435543098,26.02072,26.0207,-1.37886,l
F-Cl-Pb,0.0007309543939896426,27.944897700000002,27.94486429,8.8763211,m
F-Cl-Pd,0.0003573242566372556,-33.66984345,-33.66982368,-51.52802953,l
F-Cl-Pt,0.00030687978058046835,-74.71633575,-74.7162778,-114.54276189999999,l
F-Cl-Sr,0.00030144929871411087,33.092439899999995,33.09236158,12.09676065,m
F-Cl-Zn,0.0014233808393667078,46.62810947,46.62803199,11.43199137,m
I-Br-Ba,1.0883740704131703e-05,13.54936018,13.54934164,5.06058944,m
I-Br-Be,0.005909738242568744,21.01098685,21.01094884,-13.22776429,l
I-Br-Ca,3.701508891418789e-05,20.37430718,20.37428716,7.87008395,m
I-Br-Cd,0.0001274157099343941,24.12957452,24.12953462,7.56549048,m
I-Br-Co,2.069892274167452e-06,50.58428144,50.58429993,17.41899219,h
I-Br-Cu,0.0013940899389677907,1.30252001,1.30252001,-19.20727118,l
I-Br-Fe,0.0018093056163830511,59.8191082,59.81908987,24.66593309,m
I-Br-Mg,9.661732668395059e-05,30.92006272,30.9200251,11.07029732,m
I-Br-Mn,0.00025193926647277984,43.02398871,43.0239701,11.9392661,m
I-Br-Ni,0.003586089931437835,34.12205892,34.12199722,5.77448202,m
I-Br-Pb,8.402348119323715e-06,14.950389499999998,14.95036948,5.45925554,h
I-Br-Pd,2.8678114944002424e-06,14.43295722,14.43295722,-0.94421773,l
I-Br-Pt,3.5207975564128745e-05,10.45901219,10.45899335,-5.38192056,l
I-Br-Sr,2.240120593772145e-06,16.16114994,16.16113028,6.07625018,h
I-Br-Zn,0.0016741225688436654,28.9717973,28.97175786,4.5208151,m
I-Cl-Ba,8.258009219236286e-05,14.86933649,14.86931779,5.53953913,m
I-Cl-Be,0.00010504052335753988,8.80093679,8.80093679,-26.48866028,l
I-Cl-Ca,2.946844773034144e-06,22.91381058,22.91379081,8.818086300000001,h
I-Cl-Cd,0.00020229621862684824,25.043086600000002,25.043086600000002,7.59009669,m
I-Cl-Co,2.0192469277335496e-05,49.2721684,49.27213228,16.20595585,m
I-Cl-Cu,0.03933306579005644,-1.35080302,-1.35080302,-22.67641481,l
I-Cl-Fe,0.002414820937677735,57.82492913,57.82492913,22.64715364,m
I-Cl-Mg,0.00014302901590960233,33.65031366,33.65029415,11.64304122,m
I-Cl-Mn,0.00012741319570552646,42.31924609,42.31923178,11.66423174,m
I-Cl-Ni,0.0002383220465127294,23.85209752,23.85207744,-2.54752343,l
I-Cl-Pb,4.6845234823442165e-06,16.12733236,16.12731229,5.85753825,h
I-Cl-Pd,0.00024743562493222365,13.22472441,13.22472441,-2.06525754,l
I-Cl-Pt,2.234901524547862e-05,5.44643503,5.44643503,-7.66080793,l
I-Cl-Sr,2.8861949266786962e-05,18.10234203,18.10232264,7.02418056,m
I-Cl-Zn,0.0003461673265516135,19.00331784,19.003279199999998,-4.38030103,l
I-F-Ba,4.787383782315754e-06,26.05780743,26.05780743,8.68642237,h
I-F-Be,0.0003288963734778003,53.113111399999994,53.11309227,19.62873694,m
I-F-Ca,0.0009291309712419599,37.40379046,37.40374249,13.09876445,m
I-F-Cd,0.00021906899979007129,30.64223532,30.64221577,7.24516357,m
I-F-Co,0.0003966320098902935,9.07093675,9.07093675,-18.41267092,l
I-F-Cu,0.037330162884203065,23.25233121,23.25231218,-6.66031569,l
I-F-Fe,0.0003812392183382726,40.75891885,40.75891885,2.19518302,m
I-F-Mg,0.0033184824478597746,-19.0906658,-19.09062773,-48.25958994,l
I-F-Mn,0.0018685725784870586,-0.07806004,-0.07806004,1.78613345,l
I-F-Ni,0.00033323347212149495,10.28789943,10.28787993,-19.17525094,l
I-F-Pb,0.00023657121364200088,28.59794455,28.59794455,8.62503545,m
I-F-Pd,0.0005658063101162532,11.46403518,11.46403518,-4.82767085,l
I-F-Pt,0.0002898468289932232,-59.82411845,-59.82406132,-78.33607254,l
I-F-Sr,4.063265565486165e-06,30.269262599999998,30.26922351,10.64764154,h
I-F-Zn,0.0005070589759166954,-153.43425759,-153.43410353,-180.25941991,l
NC-Br-Ba,8.223311817570705e-05,18.06678438,18.06675322,7.31546413,m
NC-Br-Be,0.00025298392773466413,58.51150817,58.51147414,16.24761888,m
NC-Br-Ca,3.917337670301115e-05,27.02285277,27.02281804,10.88388932,m
NC-Br-Cd,0.00023736706088486607,27.59545409,27.59543648,7.70137551,m
NC-Br-Co,0.00024198325666623701,38.33714704,38.33712444,9.10969161,m
NC-Br-Cu,0.005259036283030354,-0.04052479,-0.04052479,-23.477690300000003,l
NC-Br-Fe,0.007369098676594781,-41.25939982,-41.25939982,16.66693715,l
NC-Br-Mg,0.001125773297313422,32.05037804,32.05037804,8.49181842,m
NC-Br-Mn,0.0004720813189787388,31.35459457,31.35457238,11.87511082,m
NC-Br-Ni,0.0017105510555750158,11.77351765,11.77351765,-15.17423993,l
NC-Br-Pb,7.259557034831437e-05,19.007251699999998,19.00721766,7.8257744,m
NC-Br-Pd,0.00011254385119418755,7.72894862,7.72894862,-5.25060752,l
NC-Br-Pt,0.00013652403321169894,17.09454645,17.09454645,-5.44855078,l
NC-Br-Sr,0.00031017381436501467,21.54924608,21.54921915,8.91411362,m
NC-Br-Zn,0.00014263776130063436,-8.67874011,-8.67871846,-34.33447347,l
NC-Cl-Ba,0.00010329476968367171,20.41878857,20.41875737,8.18171541,m
NC-Cl-Be,0.0018176925067062905,66.42268642,66.42267046,19.27436267,m
NC-Cl-Ca,2.7797147833208306e-05,15.37453941,15.37452565,4.80676381,m
NC-Cl-Cd,7.936793281727527e-05,30.71789728,30.71786306,9.06141884,m
NC-Cl-Co,0.0008463371424088711,41.21632034,41.21629894,8.57482692,m
NC-Cl-Cu,0.0162871343656495,27.68748849,27.68750973,1.8309276,m
NC-Cl-Fe,2.398841460948332e-05,67.31051525,67.31044921,27.84912003,m
NC-Cl-Mg,0.0005698385007454884,27.61577374,27.61577374,0.70919656,m
NC-Cl-Mn,0.000989168707684172,41.21591508,41.21591508,14.09658312,m
NC-Cl-Ni,0.006348564035448776,5.27022064,5.27022064,-20.35421948,l
NC-Cl-Pb,0.0002816999830568453,20.53767287,20.53763967,8.23348864,m
NC-Cl-Pd,0.00022835843563977416,13.58401697,13.58399492,-7.69125126,l
NC-Cl-Pt,2.929038287432733e-05,9.11879932,9.11879932,-15.97379473,l
NC-Cl-Sr,9.864284207922216e-05,22.84656139,22.84652834,9.79449009,m
NC-Cl-Zn,3.5851090904411656e-05,28.19698588,28.19696484,-0.26610498,l
NC-CN-Ba,3.434782649298144e-05,21.11348778,21.11346,9.00153903,m
NC-CN-Be,0.0004116742525572373,41.66807558,41.66801009,-7.56785761,l
NC-CN-Ca,0.0003833945329715114,28.48356394,28.48356394,12.3092591,m
NC-CN-Cd,0.00028261330991516,31.01300789,31.012971500000003,8.0650427,m
NC-CN-Co,0.0008113924265897997,45.86873958,45.86870653,16.87141495,m
NC-CN-Cu,0.0011698765391515962,30.4506118,30.4505728,0.40651778,m
NC-CN-Fe,0.00019530153711467724,39.14116597,39.14116597,13.305844,m
NC-CN-Mg,0.0012128601824819125,-5.15435197,-5.15435197,-31.77472711,l
NC-CN-Mn,0.001292645709222832,59.87591331,59.87594925,19.59756228,m
NC-CN-Ni,0.0003349196039418207,16.28062593,16.28062593,-21.75372138,l
NC-CN-Pb,0.00014790392771250063,25.26227387,25.26227387,10.36990335,m
NC-CN-Pd,0.0006855706983477517,45.12075693,45.12073934,11.90428973,m
NC-CN-Pt,0.00026480175154903286,-21.26224027,-21.26222284,-60.90882607,l
NC-CN-Sr,3.506684682048125e-05,21.79391217,21.79387781,9.67384264,m
NC-CN-Zn,0.000393494502292934,38.49042503,38.49036653,5.33744271,m
NC-F-Ba,0.00016104976886679737,22.20568157,22.20568157,8.438638099999999,m
NC-F-Be,7.37035216247879e-06,65.86750989999999,65.8675953,6.88726491,h
NC-F-Ca,0.0005534901821144598,41.85468608,42.48293794,15.58480367,m
NC-F-Cd,0.0009658385538517845,36.37774932,36.37780158,8.41030668,m
NC-F-Co,1.0705122097350097e-05,48.80826089,48.80824686,12.12840308,m
NC-F-Cu,0.0009188116702800119,-36.96925013,-36.96925013,-67.63769414,l
NC-F-Fe,0.0005542226167084616,77.79166124,77.79166124,26.58863622,m
NC-F-Mg,0.0005712488012818293,59.41313607,59.41295483,21.68175806,m
NC-F-Mn,9.914659774563697e-05,48.56858339,48.56855255,14.8850268,m
NC-F-Ni,0.00035169395641643247,14.62311431,14.62309389,-17.06875575,l
NC-F-Pb,0.0005427593160669795,29.16241143,29.16241143,8.39821865,m
NC-F-Pd,0.00038925210398090286,-70.55407383,-70.55399072,-86.07059105,l
NC-F-Pt,0.00022416245382171054,20.85894845,20.858932100000004,-6.20520851,l
NC-F-Sr,0.002519219645316153,33.14924378,33.14918917,11.72838491,m
NC-F-Zn,0.0009310660537103566,49.30103271,49.30097663,11.99313389,m
NC-I-Ba,2.249593300506488e-05,15.73441286,15.73439784,6.56563582,m
NC-I-Be,0.002321834346286385,48.4434599,48.44339179999999,14.69132611,m
NC-I-Ca,3.483599430500849e-05,21.80178848,21.80178848,8.76507586,m
NC-I-Cd,5.8584800615660147e-05,19.20557526,19.20557526,0.84679921,m
NC-I-Co,0.00021466260652949388,37.24201483,37.24201483,9.28009305,m
NC-I-Cu,0.19807046731974692,4.47221931,4.47221931,-16.11087583,l
NC-I-Fe,0.00014322453080008077,55.73219463,55.73209526,21.96428211,m
NC-I-Mg,0.002364778980507101,29.14995213,29.14991748,5.62625159,m
NC-I-Mn,0.013578574235575428,10.52283252,10.52285593,11.85441671,m
NC-I-Ni,0.009250750391467073,5.63191355,5.63191355,-15.47775093,l
NC-I-Pb,0.00015873059931200166,19.47713226,19.47710613,7.51020812,m
NC-I-Pd,8.657466595881251e-05,-9.42249702,-9.42249702,-26.5147034,l
NC-I-Pt,0.00012052509776556985,5.66872476,5.66872476,-10.86104927,l
NC-I-Sr,4.5248157099721423e-07,19.81856528,19.81854869,8.39191352,h
NC-I-Zn,7.462670311445964e-05,13.35231879,13.35231879,-9.68309479,l
NCO-Br-Ba,3.3224359094933665e-05,17.86695471,17.86695471,6.05802613,m
NCO-Br-Be,0.000345389212832759,73.15919495,73.15916576,24.87861718,m
NCO-Br-Ca,0.0003246958922557658,29.24526073,29.24522147,9.92119733,m
NCO-Br-Cd,0.0006767351587928639,32.76476097,32.7647293,8.98496436,m
NCO-Br-Co,7.031258090290493e-05,25.22150344,25.22150344,-10.19083763,l
NCO-Br-Cu,0.00041992901293534527,22.84576747,22.84576747,1.5563202,m
NCO-Br-Fe,0.004675382470879628,-141.89573882,-141.89569439,8.04236884,l
NCO-Br-Mg,0.007650740601354394,28.67438793,28.67438793,1.93073155,m
NCO-Br-Mn,0.0007296993100079345,44.26027182,44.26029453,14.35589372,m
NCO-Br-Ni,0.008113882597786663,-82.55212887,-82.55204676,-120.21344727,l
NCO-Br-Pb,0.0001878495754863084,22.12316589,22.12313486,7.63235017,m
NCO-Br-Pd,5.6311826341906174e-05,3.73522707,3.73522707,-8.18570597,l
NCO-Br-Pt,0.00015891525080164926,-41.94620009,-41.94621882,-16.42622194,l
NCO-Br-Sr,0.00022971522282584598,24.05965757,24.0596407,9.16359076,m
NCO-Br-Zn,5.85072261553656e-05,-173.71513492,-173.71526997,-206.43316308,l
NCO-Cl-Ba,0.00011015229268385156,18.15112333,18.15112333,6.42763582,m
NCO-Cl-Be,1.5504158734389808e-05,73.34751111,73.34751111,21.27110645,m
NCO-Cl-Ca,2.0264632449405466e-05,30.46583968,30.46581811,12.03535595,m
NCO-Cl-Cd,0.0003562905650913569,31.52182868,31.52182868,9.31111298,m
NCO-Cl-Co,0.00014137929613892714,47.78524,47.7852,8.131039999999999,m
NCO-Cl-Cu,0.0003439611372693913,30.80165957,30.80165957,2.87097758,m
NCO-Cl-Fe,0.0016792654270798525,-202.6192743,-202.61911699,18.60578442,l
NCO-Cl-Mg,0.00011112791013578115,48.64202831,48.92663616,17.03593661,m
NCO-Cl-Mn,0.00025243804601554707,44.09390606,44.09390606,11.21573577,m
NCO-Cl-Ni,0.0033472844831950337,-113.23641334,-113.23627337,-145.32164414,l
NCO-Cl-Pb,6.53103879078978e-05,24.30247344,24.30242577,8.09836155,m
NCO-Cl-Pd,0.00017779533641725494,12.46811611,12.46811611,-6.70347062,l
NCO-Cl-Pt,0.00017107229540442076,-43.10753015,-43.10754816,-22.73594557,l
NCO-Cl-Sr,0.00016137799403667796,24.74964323,24.74964323,9.474690800000001,m
NCO-Cl-Zn,0.0006562032716509742,32.25554756,41.9530095,4.18951273,m
NCO-CN-Ba,1.8296984397094708e-05,19.84181812,19.84181812,7.29094458,m
NCO-CN-Be,0.0011496902386953385,44.26168436,44.26170527,-10.51879795,l
NCO-CN-Ca,0.0005198124292894933,32.20109677,32.2010773,12.72634476,m
NCO-CN-Cd,0.0005344403751155638,37.20449928,37.20449928,10.64581734,m
NCO-CN-Co,0.001097250249186447,61.84321587,61.84317575,19.24172986,m
NCO-CN-Cu,0.0012101680709968232,40.58614431,40.58610537,4.99566768,m
NCO-CN-Fe,0.0001550658410652074,49.15420054,49.15422034,15.36188421,m
NCO-CN-Mg,0.0028674090141031,47.61299638,47.61297589,16.31250754,m
NCO-CN-Mn,0.0007702202601932034,74.50672856,74.50672856,34.00276181,m
NCO-CN-Ni,6.132885630989691e-05,31.37683361,31.37683361,-19.41301503,l
NCO-CN-Pb,0.00011177200026487636,26.54069703,26.54069703,10.02681992,m
NCO-CN-Pd,0.0001223996397258715,42.22014366,42.2201242,8.64972984,m
NCO-CN-Pt,4.877382680115945e-05,55.17270117,55.17270117,11.33977143,m
NCO-CN-Sr,0.0017737536559243755,25.30534182,25.30534182,10.58306535,m
NCO-CN-Zn,0.00117586899977732,45.58303297,45.58301326,7.50251762,m
NCO-F-Ba,0.0015954173748414598,28.93270043,28.93270043,10.06804737,m
