Compound,Hessian_eig_min_abs,C11,C22,C66,Dyn_stability_level
O-I-Sm,7.488061773680344e-05,80.42811826,80.42765157,25.21278508,m
O-I-Y,7.476003874313203e-05,86.98150784,86.98131902,28.24753082,m
O-NC-Al,5.952005851908059e-05,110.08641106,110.08623438,17.00791914,m
O-NC-Bi,2.7902152642374633e-05,58.70611669,58.70591775,18.02482167,m
O-NC-Ce,7.779954941292721e-05,70.02062641,70.02045162,23.22354584,m
O-NC-Co,0.0001249285037865213,115.69288994,115.69276643,47.40243315,m
O-NC-Cr,0.0002740721144363481,67.08721187,67.08713016,32.27389595,m
O-NC-Fe,0.00010333038665990047,120.59836146,120.59840299,42.96154072,m
O-NC-Ga,0.00018246960329495608,62.55762267,62.55762267,-15.41780784,l
O-NC-Gd,7.966229761391906e-05,82.46026926,82.46026926,25.75975664,m
O-NC-In,9.044224852583484e-05,69.39709319,69.39684785,13.64521606,m
O-NC-Ir,3.897792735399485e-05,83.62840709,83.62838672,26.71488748,m
O-NC-La,8.563325997463126e-05,74.52643893,74.52635886,21.36589907,m
O-NC-Lu,0.6101853261134004,96.29395118,96.29364714,31.33109015,m
O-NC-Nd,6.872184315480472e-05,78.74341447,78.74315093,24.06332449,m
O-NCO-Al,1.5580914553208565e-05,120.20886304,120.20882479,22.12391633,m
O-NCO-Bi,0.0011306975633344856,64.52978637,64.52964564,17.65296528,m
O-NCO-Ce,0.0004585916603140297,70.29767602,70.29753984,21.05045735,m
O-NCO-Co,0.00020634074349596863,106.92177962,106.92177962,40.45319907,m
O-NCO-Cr,0.00023813108758255093,67.38088701,67.3808489,28.16429345,m
O-NCO-Fe,0.00024403145648267983,128.21602252,128.21610107,46.06582568,m
O-NCO-Ga,0.00046693566443134943,83.45398797,83.45398797,1.87978616,m
O-NCO-Gd,0.00015273372323452875,89.882811,89.88237713,28.18178648,m
O-NCO-In,0.000374614392259097,92.41141537,92.41124714,24.71270107,m
O-NCO-Ir,0.0008316870769657481,50.80776646,50.80776646,28.46248338,m
O-NCO-La,2.422537398329138e-05,75.8131532,75.81303909,21.27893697,m
O-NCO-Lu,0.17170525573731546,97.67238785,97.67224644,31.3863354,m
O-NCO-Nd,1.2690657980494085e-05,82.58876352,82.58845743,24.527693600000003,m
O-NCO-Rh,0.0003379894205418828,82.48302435,82.48296762,31.58558369,m
O-NCO-Ru,5.162121277360418e-05,95.77506242,95.77498656,32.68767577,m
O-NCO-Sc,2.25912522173708e-05,110.60232063,110.60226442,35.27372602,m
O-NCO-Sm,6.698720420490774e-06,83.87600558,83.87583492,25.00877383,h
O-NCO-Y,7.411350392740654e-05,92.225439,92.22536840000001,29.13889988,m
O-NC-Rh,4.5659340856232865e-05,101.65195279,101.6518317,36.62637519,m
O-NC-Ru,6.971627843873474e-05,93.53016216,93.53004112,28.51661862,m
O-NCS-Al,1.3648432834296222e-05,47.78627223,47.786149200000004,-45.97452258,l
O-NCS-Bi,0.00040681562026022896,67.33182967,67.33182967,20.19238085,m
O-NC-Sc,3.967926747155993e-05,99.09506025,99.09496933,32.14460005,m
O-NCS-Ce,0.0007415021145665638,73.51510015,73.51482174,24.05171889,m
O-NCS-Co,8.297881747513689e-05,127.00931372,127.00923858,48.85746996,m
O-NCS-Cr,0.0004239945172154403,39.46075737,39.46071739,21.29647718,m
O-NCS-Fe,7.611681450732613e-05,85.19264286,85.19266264,40.03896538,m
O-NCS-Ga,6.702321561637469e-05,78.44438007,78.44436185,-7.57317951,l
O-NCS-Gd,8.21413223689877e-06,91.68402952,91.68402952,29.80296867,h
O-NCS-In,0.0004956117021880293,94.20831726,94.20801425,24.93582293,m
O-NCS-Ir,0.00018602863838880327,80.22815155,80.22817103,30.49504387,m
O-NCS-La,0.0018741874974365442,76.76656627,76.76645216,20.90499156,m
O-NCS-Lu,0.7945486750513868,109.10428927,109.10386521,36.01418178,m
O-NC-Sm,0.00047182155785326573,78.95283248,78.9525574,24.57688071,m
O-NCS-Nd,0.000409702050662992,78.13721761,78.1368874,21.99408291,m
O-NCS-Rh,0.0002144312026676068,107.76859233,107.76843992,39.43240575,m
O-NCS-Ru,3.40897319246391e-05,112.37682324,112.37655559999999,38.45206973,m
O-NCS-Sc,5.851778509563449e-07,119.91484773,119.91473887,38.27648201,h
O-NCS-Sm,8.254438670959294e-06,81.875835,81.875835,23.70471688,h
O-NCS-Y,2.0882705374213294e-05,97.44671568,97.44661113,31.17520628,m
O-NC-Y,0.0001223606718158582,85.05942801,85.05932507,25.74662553,m
O-NO-Al,0.00033056863217215484,134.71237863,134.71212937,41.78415392,m
O-NO-Bi,0.00028876803245096337,8.86039739,8.86036423,-1.86418882,l
O-NO-Ce,0.0002267703189504438,47.99089032,47.99080721,25.19358844,m
O-NO-Co,2.314506988656109e-05,105.19375974,105.19369826,29.80605507,m
O-NO-Cr,8.525888942186327e-05,79.59369804,79.59365566,18.5090112,m
O-NO-Fe,0.00029926829905932336,96.05835997,96.05840284,23.97581534,m
O-NO-Ga,0.00014782180074825825,108.64437276,108.64441386,35.9473494,m
O-NO-Gd,0.00017832843870993817,71.47129349,71.47129349,17.49494101,m
O-NO-In,0.000536809849355481,68.76394302,68.76372045,20.24843688,m
O-NO-Ir,0.00019947062669489909,72.74722836,72.74726943,5.01231022,m
O-NO-La,0.0003582229109515846,56.06918557,56.06918557,13.24833054,m
O-NO-Lu,0.0008753591636516027,73.37048525,73.37080291,22.01266506,m
O-NO-Nd,0.00010523760834585252,62.85370253,62.85344559,15.66801521,m
O-NO-Rh,8.639056479615992e-05,68.10401353,68.10391289,5.6100732,m
O-NO-Ru,3.4794492435575185e-05,60.12093812,60.12089566,1.83361637,m
O-NO-Sc,2.0407786117282282e-05,91.30130931,91.30118866,24.47896863,m
O-NO-Sm,9.944991158319893e-05,66.82214499999999,66.82190724,15.88878169,m
O-NO-Y,4.2103074693009915e-05,72.40980686,72.40973290000001,18.18233007,m
O-OCN-Al,1.7922732677207555e-05,112.49644371,112.49638715,22.10080769,m
O-OCN-Bi,0.0002195244394893528,54.90604166,54.90587688,15.23993163,m
O-OCN-Ce,3.460891447058809e-05,69.54698538,69.54688607,22.8318467,m
O-OCN-Co,0.00036914682769127635,111.9711923,111.97109781,42.27305252,m
O-OCN-Cr,0.00015320315539221806,65.12430385,65.12430385,12.90334615,m
O-OCN-Fe,0.00024431450900537456,110.65501842,110.65503755,38.33505943,m
O-OCN-Ga,0.0010492317524061843,98.77689543,98.77687654,21.74413765,m
O-OCN-Gd,0.0003923771886904011,85.73274501,85.73276352,27.533137,m
O-OCN-In,3.014038553517061e-05,89.90891262,89.90876546,25.9838314,m
O-OCN-Ir,0.00013008358951902398,114.80205632,114.80216989,39.82402234,m
O-OCN-La,0.00023227191730992183,76.11914363,76.11899602,22.36344388,m
O-OCN-Lu,0.0002565267115584372,106.05301911,106.05281002,32.98633824,m
O-OCN-Nd,8.11345323059659e-05,77.35570243,77.3555038,25.33385846,m
O-OCN-Rh,4.311053148041959e-05,90.70869545,90.70856457,32.95977572,m
O-OCN-Ru,0.000659827685768204,97.45437083,97.45423932,32.0118096,m
O-OCN-Sc,0.00016338017452751386,105.24358204,105.24354469,34.20324228,m
O-OCN-Sm,6.114599676186615e-05,80.40204758,80.40184335,25.44949266,m
O-OCN-Y,8.274319862216221e-06,90.35540747,90.35533672,28.91195598,h
O-SCN-Al,0.0003068753685369726,113.53926809999999,113.53867009,35.68310171,m
O-SCN-Bi,4.3877063870498686e-05,48.40477858,48.40440682,8.61259768,m
O-SCN-Ce,0.0009807692358014986,68.35204542,68.35165465,18.48722357,m
O-SCN-Co,0.00036646763161623006,105.97628969,105.97624135,28.75715949,m
O-SCN-Cr,1.279513548042133e-05,68.67753993,68.67753993,2.25419887,m
O-SCN-Fe,0.0012975202669145154,95.21610744,95.21621431,28.30160371,m
O-SCN-Ga,4.415828665109206e-05,34.85564653,34.85562994,-25.57862005,l
O-SCN-Gd,0.00014204364618362368,77.24092314,77.24092314,18.17797421,m
O-SCN-In,0.00025891188643574237,60.81932714,60.81883374,12.30903335,m
O-SCN-Ir,4.3105687352972243e-05,120.65826367,120.65826367,37.66873165,m
O-SCN-La,0.0002744876400971958,65.24107296,65.24107296,14.84877509,m
O-SCN-Lu,0.678133035491417,88.66788794,88.66735282,24.78355787,m
O-SCN-Nd,5.386734382533562e-05,66.48212307,66.48156881,14.94297045,m
O-SCN-Rh,0.0003936617564425041,95.04937179,95.04897512,27.67054956,m
O-SCN-Ru,3.544268088067384e-05,87.56822758,87.56789901,21.21752941,m
O-SCN-Sc,1.1795627434516138e-06,93.98328752,93.98308573,26.84645578,h
O-SCN-Sm,3.913837949089302e-05,71.7840002,71.78353958,15.6007571,m
O-SCN-Y,0.0001632071508377996,77.75365948,77.75348003,21.37651842,m
O-SH-Al,0.00023831144944876388,115.12536643,115.12490724,37.98136168,m
O-SH-Bi,4.925946860060877e-05,48.06966174,48.06932746,8.99931829,m
O-SH-Ce,0.00016705859374025551,70.19439955,70.19404884,20.05845319,m
O-SH-Co,0.0007013462344750218,91.32363064,91.32356658,25.71154435,m
O-SH-Cr,0.0004100326295986255,-38.01675827,-38.01667357,-98.17020655,l
O-SH-Fe,0.0002640471578899032,93.12502502,93.12514406,24.08739923,m
O-SH-Ga,0.000712981437233276,84.25250856,84.25245727,20.66628936,m
O-SH-Gd,0.0001955027683741025,77.84276274,77.84274507,21.77981883,m
O-SH-In,0.000914563434402922,69.88986675,69.8894724,17.3535545,m
O-SH-Ir,3.4600053491882918e-06,110.01115863,110.01119138,36.69355729,h
O-SH-La,0.0019452784322632891,65.23232144,65.23211911,16.6151555,m
O-SH-Lu,0.17473337653309487,87.95701999,87.95660106,25.52297975,m
O-SH-Nd,0.00010569406378601576,70.74052351,70.74011014,19.0832819,m
O-SH-Rh,0.0002104273364602613,88.44674048,88.44642809,26.65678941,m
O-SH-Ru,3.43122078691887e-05,80.50133681,80.50110763,20.06074292,m
O-SH-Sc,0.00023075564332468359,91.05285186,91.0526498,27.10786264,m
O-SH-Sm,9.195254944342845e-05,72.97936829,72.97936829,20.45959289,m
O-SH-Y,9.045045948717476e-06,78.8954292,78.89541275,22.56132403,h
PH-Br-Al,3.720136190557701e-05,4.27563949,4.27563949,-34.80059775,l
PH-Br-Bi,3.372811203000551e-05,26.54063113,26.540648100000002,6.31405064,m
PH-Br-Ce,1.935342089633682e-05,26.46786031,26.25431439,6.715981200000001,m
PH-Br-Co,4.383337378059772e-05,79.05902379,79.05876057,26.8048907,m
PH-Br-Cr,0.00011636467041660586,67.88216917,67.88167782,25.18311083,m
PH-Br-Fe,0.002300252764555273,30.66664025,30.6665163,-2.89528423,l
PH-Br-Ga,3.561452131361586e-05,48.89311574,48.89309794,12.93720371,m
PH-Br-Gd,0.0003063857064480774,29.88293509,29.88293509,8.20521662,m
PH-Br-In,0.00028098595715711483,-32.57646536,-32.57648175,-60.22104641,l
PH-Br-Ir,6.242661049914597e-06,79.35410819,79.35408968,26.69079577,h
PH-Br-La,6.32824154725693e-05,26.883333299999997,26.88334794,7.03139221,m
PH-Br-Lu,0.1253336886880686,33.62325931,33.62325931,9.35551968,m
PH-Br-Nd,1.5317864189098086e-06,27.41085994,27.41085994,7.67201028,h
PH-Br-Rh,1.2499363076193515e-05,69.79691196,69.79693024,23.27632194,m
PH-Br-Ru,3.589623225650065e-06,-0.81383152,-0.81383152,-38.276590899999995,l
PH-Br-Sc,4.281857419091175e-06,34.98414675,34.98414675,10.73483307,h
PH-Br-Sm,1.814152038109213e-05,28.37134918,28.37134918,7.99794447,m
PH-Br-Y,8.670156620314489e-06,30.07551062,30.19347289,8.48587134,h
PH-Cl-Al,3.9443231977103815e-05,49.50312374,49.50312374,11.97521231,m
PH-Cl-Bi,1.326893918411672e-05,26.23501112,26.23501112,6.50118117,m
PH-Cl-Ce,0.0008411724401471066,27.5823795,27.58236448,10.00144626,m
PH-Cl-Co,2.1457924406344587e-05,75.85690681,75.85675837,26.22790798,m
PH-Cl-Cr,2.2503608976444748e-06,82.61923923,82.61884656,29.43254733,h
PH-Cl-Fe,2.402848069617246e-06,42.22138284,42.22125303,-3.50705514,l
PH-Cl-Ga,0.00018584315979548917,43.83912402,43.83912402,10.68459701,m
PH-Cl-Gd,3.8127969927628634e-05,30.83407457,30.83407457,9.05569638,m
PH-Cl-In,0.0003090750848150585,-230.41751233,-230.41754654,-259.29838141,l
PH-Cl-Ir,2.4003708517064646e-06,84.05892245,84.05830132,26.69930017,h
PH-Cl-La,0.00044977537463526153,27.98438687,27.98437175,8.02958522,m
PH-Cl-Lu,0.3197620878010876,36.09571237,36.09571237,10.10621578,m
PH-Cl-Nd,6.573457604023604e-05,29.17708479,29.44486386,8.6124334,m
PH-Cl-Rh,2.99853260946033e-05,72.37764218,72.37735865,22.516661600000003,m
PH-Cl-Ru,4.615953978760409e-05,24.39115046,24.39098214,-22.88381021,l
PH-Cl-Sc,0.00013984939798169078,36.39300382,36.39300382,11.89309429,m
PH-Cl-Sm,3.732019930218657e-05,30.4439227,30.4439227,9.11873037,m
PH-Cl-Y,2.1062086833663502e-05,32.3126932,32.31270928,9.46742415,m
PH-CN-Al,0.00029840114341526366,51.59895535,51.59875871,9.66379459,m
PH-CN-Bi,0.00012786390179422987,33.79291048,33.79291048,9.03198391,m
PH-CN-Ce,0.0007562990345401918,26.99415191,27.095508000000002,10.07415196,m
PH-CN-Co,0.000340481598088425,80.39190128,80.39178100000001,25.92186343,m
PH-CN-Cr,7.273766192369174e-05,86.63261789,86.63243776,20.11082642,m
PH-CN-Fe,9.372357638610066e-05,57.19630909,57.19618892,4.40528875,m
PH-CN-Ga,8.201588275159294e-05,43.74852478,43.74852478,5.86710391,m
PH-CN-Gd,2.8809505999336485e-06,32.281070299999996,32.55829959,10.373145300000001,h
PH-CN-In,0.0011304409681985215,27.92136546,27.92134829,2.85135076,m
PH-CN-Ir,8.196906124175585e-06,98.00501209999999,98.00457215,28.91202271,h
PH-CN-La,0.004707656167014746,29.70693387,29.64691492,8.66648119,m
PH-CN-Lu,0.008481092400215141,36.88148052,36.88146392,11.14393078,m
PH-CN-Nd,2.5648294043422504e-05,32.29381981,32.29381981,9.56632997,m
PH-CN-Rh,2.5915139853879583e-06,85.45399616,85.4537954,24.88581348,h
PH-CN-Ru,4.513950348684228e-05,22.67017236,22.67007243,-28.67076878,l
PH-CN-Sc,1.3147148116885747e-05,45.16054484,45.16052611,16.35927062,m
PH-CN-Sm,4.167276019509991e-07,32.59831503,32.59831503,10.58663224,h
PH-CN-Y,4.071006212194395e-05,36.97726162,36.97726162,10.97655288,m
PH-F-Al,8.616707684162085e-05,32.07221753,32.07207111,-0.53839562,l
PH-F-Bi,6.939560007782888e-05,39.60622868,39.60621469,11.856372,m
PH-F-Ce,0.0003531356001136203,38.35645593,38.35645593,12.14151295,m
PH-F-Co,0.0001293007216046351,80.40676672,80.40703742,23.65060759,m
PH-F-Cr,0.0002516301128280768,76.54529861,76.54511811,22.76763059,m
PH-F-Fe,0.00023758274803823085,42.32151451,42.32145432,-8.46128565,l
PH-F-Ga,0.0016193059728534527,33.99925888,33.999076099999996,5.51476517,m
PH-F-Gd,0.0016349187521406095,37.23201377,37.23201377,10.46299138,m
PH-F-In,0.0002889933387309236,27.59819678,27.59800616,0.73705061,m
PH-F-Ir,0.00010933715210788709,90.8520705,90.85167143,29.17435947,m
PH-F-La,0.00023319360097043588,40.81560781,40.81560781,13.00707286,m
PH-F-Lu,0.1033720539965134,45.44433977,45.4441196,13.62628875,m
PH-F-Nd,0.0007257161901865569,41.43221207,41.43221207,14.05896247,m
PH-F-Rh,2.8504445025434627e-07,81.79537948,81.7951999,24.30329853,h
PH-F-Ru,0.0004234410725004253,32.13066325,32.13054328,-21.55969072,l
PH-F-Sc,0.0019480461717994238,46.68449193,46.68420254,15.37359975,m
PH-F-Sm,0.00010086905071193316,42.68190873,42.68658534,14.44350234,m
PH-F-Y,9.367760248197118e-05,41.48801949,41.48803769,12.71308607,m
PH-I-Al,1.1118021031937208e-07,56.67758295,56.67758295,17.24348231,h
PH-I-Bi,9.879547628882952e-05,23.89713717,23.89713717,5.64164169,m
PH-I-Ce,1.105919254503337e-05,22.80504776,23.02695135,3.79188475,m
PH-I-Co,3.286838278286912e-05,54.34241467,54.34239837,19.8520907,m
PH-I-Cr,0.00012954841362009905,68.31504226,68.31502588,30.30388127,m
PH-I-Fe,0.0005349322103308656,43.67973615,43.67945212,13.54330966,m
PH-I-Ga,8.74707440173641e-05,51.14900089,51.14901784,14.24537901,m
PH-I-Gd,2.2588822890394485e-05,29.16723703,29.16723703,7.80156408,m
PH-I-In,7.714001560842412e-06,-67.77564165,-67.77564165,-95.80924317,l
PH-I-Ir,9.748588058598346e-06,73.69694993,73.69694993,26.99940502,h
PH-I-La,3.037255081369431e-05,25.1323032,25.13231743,6.56691484,m
PH-I-Lu,0.2062140186459907,34.24087526,34.24087526,9.27346879,m
PH-I-Nd,7.578274193261043e-07,26.10727226,26.27781296,6.84619595,h
PH-I-Rh,8.923955350347712e-05,64.59873404,64.59825881,23.59057719,m
PH-I-Ru,3.292982815007364e-05,15.75998691,15.75998691,-25.62518818,l
PH-I-Sc,4.154739907448302e-05,35.32922915,35.32922915,10.44024521,m
PH-I-Sm,4.201223775487111e-05,27.63680492,27.68833189,7.35924123,m
PH-I-Y,4.326322153329007e-05,30.3248408,30.3248408,7.83510179,m
PH-NC-Al,4.6972541949902974e-05,39.89129773,39.89101227,7.07189881,m
PH-NC-Bi,0.00032430183329236977,31.91991197,31.91991197,8.81996428,m
PH-NC-Ce,0.0005867848517253878,26.74341564,26.74341564,9.43207566,m
PH-NC-Co,0.00011117958396572044,89.77603677,89.77591634,26.58524541,m
PH-NC-Cr,2.7915696486505022e-05,94.71937228,94.71917201,32.27615181,m
PH-NC-Fe,0.002306758214954829,50.61551287,50.61543273,-5.67314636,l
PH-NC-Ga,2.224419302106062e-05,41.43100377,41.43100377,7.95449901,m
PH-NC-Gd,7.938252766372251e-05,31.50980342,31.50980342,9.89900113,m
PH-NC-In,5.471727086938207e-05,7.89822258,7.89822258,-15.94420243,l
PH-NC-Ir,3.7959302545304436e-06,96.34468445,96.3442065,28.57058882,h
PH-NC-La,0.0008458176847738124,30.20268531,29.582005600000006,8.44560358,m
PH-NC-Lu,0.0037421347495429406,38.67090203,38.00303474,9.44749949,m
PH-NC-Nd,4.825479220940521e-06,29.28140474,29.28140474,9.24141609,h
PH-NCO-Al,0.00044376699654353894,48.57346924,48.57329731,8.52296398,m
PH-NCO-Bi,0.0003092663953240929,37.08426217,37.08426217,8.48180755,m
PH-NCO-Ce,0.00019072155994039286,23.61723171,23.61723171,9.27894147,m
PH-NCO-Co,0.000502776473926269,92.53934769,92.53971835,28.95446005,m
PH-NCO-Cr,2.466426178961172e-05,86.17757712,86.17738478,24.69614445,m
PH-NCO-Fe,0.0001948983970160656,57.07982174,57.0797255,-2.00425447,l
PH-NCO-Ga,0.0003929306987171212,47.71188478,47.71165541,10.16760868,m
PH-NCO-Gd,1.1161535602753367e-05,26.77122622,27.30010393,5.43565442,m
PH-NCO-In,0.00035981750086282367,30.34366303,30.34351192,-4.205541,l
PH-NCO-Ir,0.0006745164193491897,89.57159984,89.57123524,28.81783195,m
PH-NCO-La,8.64687887218412e-05,31.03846739,31.74896564,8.44300033,m
PH-NCO-Lu,0.0003393660181590728,51.416545899999996,51.416545899999996,16.1777035,m
PH-NCO-Nd,0.00023847181280626744,39.06395772,39.06393898,11.62197377,m
PH-NCO-Rh,5.3984346385761156e-05,87.31151,87.31137556,25.80403196,m
PH-NCO-Ru,1.5166605192413226e-05,31.21630264,31.21620633,-24.922300399999997,l
PH-NCO-Sc,2.4367744986308594e-05,28.94828987,28.94811802,-2.529833,l
PH-NCO-Sm,0.00013742502371943206,41.50501249,41.50501249,12.99681067,m
PH-NCO-Y,0.0005732622748300684,41.99558531,41.99558531,12.2920098,m
PH-NC-Rh,2.2622588192690478e-05,84.51350075,84.51328114,24.81207077,m
PH-NC-Ru,4.4127646411073526e-05,30.33839381,30.33839381,-29.07747076,l
PH-NCS-Al,0.0002460976272259579,50.13754316,50.13721306,10.02972391,m
PH-NCS-Bi,0.0002199970679764249,36.82576479,36.82576479,8.63437137,m
PH-NC-Sc,0.00010617850630992248,48.79100077,48.79066698,17.62601149,m
PH-NCS-Ce,0.008666617903405237,23.94123878,21.17381539,9.85096448,m
PH-NCS-Co,4.1808365469849896e-05,103.78445511,103.78431591,32.30423646,m
PH-NCS-Cr,2.539617081111097e-05,95.93552867,95.93526979,25.52721612,m
PH-NCS-Fe,0.001263658995394621,59.89057876,59.89046016,-7.237493300000001,l
PH-NCS-Ga,5.793981723628653e-05,54.93701641,54.93673706,11.44288718,m
PH-NCS-Gd,1.4699777277954981e-05,33.32854109,33.32854109,9.48629848,m
PH-NCS-In,1.216197795486022e-05,33.53713717,33.53715439,4.96955528,m
PH-NCS-Ir,0.0003027129394308102,108.21448385,108.21400568,31.67566088,m
PH-NCS-La,6.803267307474687e-05,15.59086408,20.92821717,1.03106425,m
PH-NCS-Lu,0.004410371316770896,40.54013091,40.54013091,7.92323617,m
PH-NC-Sm,0.000480479422554228,33.19303735,33.19303735,8.77489395,m
PH-NCS-Nd,0.00019678287686195425,32.02277764,32.02277764,8.44506113,m
PH-NCS-Rh,5.301237763153724e-05,100.09585693,100.09559775,28.92458859,m
PH-NCS-Ru,0.00028373451581455194,31.16722767,31.1670711,-30.95273813,l
PH-NCS-Sc,6.581549432011033e-06,34.16577172,34.16557213,9.24153061,h
PH-NCS-Sm,0.000930517974620657,35.30659264,35.30657518,9.73425141,m
PH-NCS-Y,2.5088720570543228e-06,34.94245017,34.94245017,10.004200099999998,h
PH-NC-Y,1.9300361999245533e-06,32.27555706,32.27555706,9.71167442,h
PH-NO-Al,1.04942716200581e-05,2.58242286,2.58242286,4.62304741,m
PH-NO-Bi,1.528806090942384e-05,17.40181477,15.65871033,-3.12372185,l
PH-NO-Ce,0.00022526121718537695,35.50688031,35.50675298,-16.06716139,l
PH-NO-Co,0.00013426627531550625,55.96849384,55.96843199999999,0.37799499999999997,m
PH-NO-Cr,7.586189124660395e-05,85.82825931,85.82807304,22.54144151,m
PH-NO-Fe,0.00027523491738355764,49.19824842,49.19818679,-10.48163525,l
PH-NO-Ga,0.0003374592876854161,-0.08469453,-0.08469453,-24.89076719,l
PH-NO-Gd,0.002368446454036681,22.077961300000002,22.077961300000002,8.32379641,m
PH-NO-In,1.9293623991458577e-05,16.30582407,16.30564682,-6.69229215,l
PH-NO-Ir,0.00036991656288372284,75.85814174,75.85814174,14.5941134,m
PH-NO-La,0.0013135742100091425,37.54477083,36.56319363,8.32502708,m
PH-NO-Lu,7.792480306902626e-05,42.73156092,39.83662762,9.70014571,m
PH-NO-Nd,0.00016553560462157592,33.92042988,33.92041131,7.41408576,m
PH-NO-Rh,3.023983029827483e-05,50.70041108,50.7002905,-1.78968231,l
PH-NO-Ru,7.776948489261313e-05,32.19530217,32.195181899999994,-16.76573126,l
PH-NO-Sc,0.00027235277613168514,42.80338846,42.80312218,7.53495949,m
PH-NO-Sm,0.0013390954874551034,21.72311513,21.72309517,7.28260033,m
PH-NO-Y,0.0004071490057749008,37.06794046,37.06794046,8.696159,m
PH-OCN-Al,0.0009992112782807798,45.71045293,45.71030175,6.90142105,m
PH-OCN-Bi,0.00012731775899499132,31.78533733,31.29468098,5.85314314,m
PH-OCN-Ce,0.009785340381740237,33.29027685,33.29027685,11.36140835,m
PH-OCN-Co,0.00018878432943735093,81.77659297,81.77647826,25.40512316,m
PH-OCN-Cr,8.05419359655552e-05,70.50308682,70.50289548,14.45717378,m
PH-OCN-Fe,0.0011685852136195385,40.17201258,40.17193598,-8.09518978,l
PH-OCN-Ga,0.0006254513191063474,46.56328074,46.56305383,11.74112326,m
PH-OCN-Gd,0.0011755113714579009,16.51506549,18.20082167,6.09278722,m
PH-OCN-In,8.908057415540639e-05,14.73336347,14.73326035,-12.20701249,l
PH-OCN-Ir,0.001340127222246757,78.17886516,78.17850159,19.658650199999997,m
PH-OCN-La,5.3278056759480295e-05,13.81858274,7.08845794,5.73867118,m
PH-OCN-Lu,0.06705940007237275,79.26656122,90.10627527,18.92527761,m
PH-OCN-Nd,0.00011018343585725132,39.05727553,39.05729347,12.11324667,m
PH-OCN-Rh,0.00010263899663977337,77.70704925,77.70689635,23.29240819,m
PH-OCN-Ru,4.085349438003184e-05,9.96769887,9.96766052,-40.06898356,l
PH-OCN-Sc,6.3832655373714e-05,47.47412449,47.47412449,16.40674015,m
PH-OCN-Sm,0.0005270055504845305,40.62070695,40.62068877,12.90493769,m
PH-OCN-Y,0.00010474110435830236,37.61809725,37.61809725,8.6882879,m
PH-SCN-Al,0.00014980362601258303,74.8230315,74.82244106,18.20817219,m
PH-SCN-Bi,7.497776264326295e-05,25.89983046,25.89948363,5.48112731,m
PH-SCN-Ce,4.196464300229621e-05,15.448348000000001,15.448348000000001,-5.46074173,l
PH-SCN-Co,2.6586143324670647e-06,94.24165913,94.24132365,29.89723443,h
PH-SCN-Cr,0.0001281263785562658,42.36436996,42.36408146,-1.69342944,l
PH-SCN-Fe,1.4555320869405343e-05,-65.08227592,-65.08227592,-121.84587027,l
PH-SCN-Ga,0.000348349129168752,44.93568247,44.93570021,5.78671176,m
PH-SCN-Gd,1.7398389299563088e-05,30.07404903,29.83076356,4.50563862,m
PH-SCN-In,0.0008748691240831988,33.54349889,33.54349889,2.92077746,m
PH-SCN-Ir,1.5848174381621368e-05,94.04265024,94.04265024,30.77262966,m
PH-SCN-La,0.00016908754119163039,23.46391364,23.56660198,3.49085889,m
PH-SCN-Lu,0.04333190623496114,-73543.20352723,37.92575966,7.16533357,l
PH-SCN-Nd,4.01677459219723e-05,27.41427806,26.78008192,3.70052344,m
PH-SCN-Rh,5.1412630641729764e-05,77.20569963,77.20568147,19.90178964,m
PH-SCN-Ru,7.065278176797917e-05,33.60743834,35.74368958,-16.40703913,l
PH-SCN-Sc,0.0006997834200038967,32.2148707,32.95964713,2.83766054,m
PH-SCN-Sm,1.5522298057395684e-05,29.60713241,29.99224013,6.26031478,m
PH-SCN-Y,6.441212324634979e-05,29.29000843,29.29000843,4.86385207,m
PH-SH-Al,3.835815591759915e-05,29.23610236,29.23610236,-12.86934427,l
PH-SH-Bi,2.2141128314521214e-06,22.373639999999998,22.33456,4.0111,h
PH-SH-Ce,0.00013485660846607054,25.65219261,25.56123381,6.60668684,m
PH-SH-Co,0.00045516295926325184,99.52339281,99.5230297,29.03523694,m
PH-SH-Cr,0.00015603869229880983,-36.56574951,-36.56576604,-66.75745241,l
PH-SH-Fe,0.0010539104917177107,20.8126992,20.81261466,-33.01300329,l
PH-SH-Ga,0.0001918116774960104,41.8957052,41.8957052,6.37996655,m
PH-SH-Gd,5.148520440433841e-05,31.20062087,30.9031178,5.8566037,m
PH-SH-In,0.0002903944672382322,-5.73549091,-5.73549091,-35.76264438,l
PH-SH-Ir,3.041013793503567e-05,91.85752891,91.85752891,29.65785709,m
PH-SH-La,0.000450163641463733,27.21958274,27.21958274,4.89000238,m
PH-SH-Lu,0.2861113731502855,33.78504058,34.03471788,6.57141323,m
PH-SH-Nd,1.8329122079189592e-05,27.88571843,27.88570328,5.49465657,m
PH-SH-Rh,2.1267359490699187e-05,77.05101194,77.05049139,22.69006861,m
PH-SH-Ru,1.3983897703575927e-05,50.91911566,48.72089031,-3.70525225,l
PH-SH-Sc,4.375546319884427e-05,34.53990671,34.53989136,7.05338346,m
PH-SH-Sm,2.7144744613011085e-05,28.14004659,28.33991376,5.76471161,m
PH-SH-Y,2.8654996225737294e-05,30.35528709,30.35528709,5.77633271,m
