2D,Compounds,E_above_hull
NH-NCS-Ru,S-SCN-Ru,0.6585256830000024
NH-NCS-Ru,S-SH-Ru,0.5021510606250015
NH-NCS-Ru,NH-S-Ru,0.4292435834374988
NH-NCS-Sc,C,0.0
NH-NCS-Sc,CS14,0.05123977965625315
NH-NCS-Sc,H,0.0
NH-NCS-Sc,H2S,0.23921937773437385
NH-NCS-Sc,H34C19,0.24460750193396041
NH-NCS-Sc,H3CS,0.22698742989062382
NH-NCS-Sc,H3N,0.12192028812499967
NH-NCS-Sc,H4CSN2,0.052587399619140385
NH-NCS-Sc,H8S5N2,0.03852482465104057
NH-NCS-Sc,HS7N,0.08418935318576182
NH-NCS-Sc,HS8N,0.09625353006250315
NH-NCS-Sc,N,0.0
NH-NCS-Sc,S,0.0
NH-NCS-Sc,Sc,0.0
NH-NCS-Sc,Sc15C19,0.0003413654243704656
NH-NCS-Sc,Sc2C,0.0
NH-NCS-Sc,Sc2S3,0.0
NH-NCS-Sc,Sc3C4,0.0
NH-NCS-Sc,Sc4C3,0.0
NH-NCS-Sc,ScH2,0.0
NH-NCS-Sc,ScN,0.0
NH-NCS-Sc,ScS,0.0
NH-NCS-Sc,NH-CN-Sc,0.5015256624999971
NH-NCS-Sc,NH-NC-Sc,0.40487043249999566
NH-NCS-Sc,NH-NCS-Sc,0.26417520513888704
NH-NCS-Sc,NH-SCN-Sc,0.47327248347222195
NH-NCS-Sc,NH-SH-Sc,0.3183118976666677
NH-NCS-Sc,S-CN-Sc,0.6009778727083308
NH-NCS-Sc,S-NC-Sc,0.518555652708331
NH-NCS-Sc,S-NCS-Sc,0.2355259019453122
NH-NCS-Sc,S-SCN-Sc,0.4640870259453127
NH-NCS-Sc,S-SH-Sc,0.2043507893066412
NH-NCS-Sm,C,0.0
NH-NCS-Sm,CS14,0.05123977965625315
NH-NCS-Sm,H,0.0
NH-NCS-Sm,H2S,0.23921937773437385
NH-NCS-Sm,H34C19,0.24460750193396041
NH-NCS-Sm,H3CS,0.22698742989062382
NH-NCS-Sm,H3N,0.12192028812499967
NH-NCS-Sm,H4CSN2,0.052587399619140385
NH-NCS-Sm,H8S5N2,0.03852482465104057
NH-NCS-Sm,HS7N,0.08418935318576182
NH-NCS-Sm,HS8N,0.09625353006250315
NH-NCS-Sm,N,0.0
NH-NCS-Sm,S,0.0
NH-NCS-Sm,Sm,0.0
NH-NCS-Sm,Sm2C3,0.0
NH-NCS-Sm,Sm2C3N6,0.0
NH-NCS-Sm,Sm2S3,0.0
NH-NCS-Sm,Sm4S3N2,0.0
NH-NCS-Sm,SmH2,0.0
NH-NCS-Sm,SmH3,0.04147602083333268
NH-NCS-Sm,SmN,0.0
NH-NCS-Sm,SmS,0.0
NH-NCS-Sm,NH-CN-Sm,0.49638713062499384
NH-NCS-Sm,NH-NC-Sm,0.4235939246249938
NH-NCS-Sm,NH-NCS-Sm,0.37287626618055114
NH-NCS-Sm,NH-SCN-Sm,0.5676863745138849
NH-NCS-Sm,NH-SH-Sm,0.34383312475000416
NH-NCS-Sm,S-CN-Sm,0.6360806767708311
NH-NCS-Sm,S-NC-Sm,0.5633788192708309
NH-NCS-Sm,S-NCS-Sm,0.2617846426953143
NH-NCS-Sm,S-SCN-Sm,0.4583538866953134
NH-NCS-Sm,S-SH-Sm,0.2325148627441429
NH-NCS-Y,C,0.0
NH-NCS-Y,CS14,0.05123977965625315
NH-NCS-Y,H,0.0
NH-NCS-Y,H2S,0.23921937773437385
NH-NCS-Y,H34C19,0.24460750193396041
NH-NCS-Y,H3CS,0.22698742989062382
NH-NCS-Y,H3N,0.12192028812499967
NH-NCS-Y,H4CSN2,0.052587399619140385
NH-NCS-Y,H8S5N2,0.03852482465104057
NH-NCS-Y,HS7N,0.08418935318576182
NH-NCS-Y,HS8N,0.09625353006250315
NH-NCS-Y,N,0.0
NH-NCS-Y,S,0.0
NH-NCS-Y,Y,0.0
NH-NCS-Y,Y2C,0.0
NH-NCS-Y,Y2S3,0.0
NH-NCS-Y,Y4C5,0.0
NH-NCS-Y,Y4C7,0.0
NH-NCS-Y,Y5S7,0.0
NH-NCS-Y,YH2,0.0
NH-NCS-Y,YH3,0.04356299958333487
NH-NCS-Y,YN,0.0
NH-NCS-Y,YS,0.0
NH-NCS-Y,NH-CN-Y,0.37258821649999696
NH-NCS-Y,NH-NCS-Y,0.26316588162037213
NH-NCS-Y,NH-NC-Y,0.29266308449999556
NH-NCS-Y,NH-SCN-Y,0.46896391995370657
NH-NCS-Y,NH-SH-Y,0.3097088494444442
NH-NCS-Y,S-CN-Y,0.5172971874305539
NH-NCS-Y,S-NCS-Y,0.2467115346119808
NH-NCS-Y,S-NC-Y,0.4434017299305548
NH-NCS-Y,S-SCN-Y,0.4452528466119805
NH-NCS-Y,S-SH-Y,0.21029677763997512
NH-NC-Y,C,0.0
NH-NC-Y,H,0.0
NH-NC-Y,H34C19,0.24460750193396485
NH-NC-Y,H3N,0.12192028812499967
NH-NC-Y,N,0.0
NH-NC-Y,Y,0.0
NH-NC-Y,Y2C,0.0
NH-NC-Y,Y4C5,0.0
NH-NC-Y,Y4C7,0.0
NH-NC-Y,YH2,0.0
NH-NC-Y,YH3,0.04356299958333487
NH-NC-Y,YN,0.0
NH-NC-Y,NH-CN-Y,0.37258821649999696
NH-NC-Y,NH-NC-Y,0.29266308449999556
NH-NO-Al,Al,0.0
NH-NO-Al,Al2O3,0.0
NH-NO-Al,AlH3,0.4017842956249993
NH-NO-Al,AlHO2,0.0
NH-NO-Al,AlN,0.0
NH-NO-Al,H,0.0
NH-NO-Al,H2O,0.0
NH-NO-Al,H3N,0.12192028812499967
NH-NO-Al,H3NO4,0.0
NH-NO-Al,HNO3,0.0
NH-NO-Al,N,0.0
NH-NO-Al,NO2,0.0
NH-NO-Al,O,0.0
NH-NO-Al,OH-O-Al,0.22894560499999983
NH-NO-Al,NH-OH-Al,0.2909408336666681
NH-NO-Al,NH-NO-Al,0.954243467666668
NH-NO-Al,O-NO-Al,0.8085677109374974
NH-NO-Bi,Bi,0.0
NH-NO-Bi,Bi2O3,0.0
NH-NO-Bi,Bi4O7,0.0
NH-NO-Bi,BiO2,0.0
NH-NO-Bi,H,0.0
NH-NO-Bi,H2O,0.0
NH-NO-Bi,H3N,0.12192028812499967
NH-NO-Bi,H3NO4,0.0
NH-NO-Bi,HNO3,0.0
NH-NO-Bi,N,0.0
NH-NO-Bi,NO2,0.0
NH-NO-Bi,O,0.0
NH-NO-Bi,OH-O-Bi,0.2282599073958309
NH-NO-Bi,NH-OH-Bi,0.3596583718888908
NH-NO-Bi,NH-NO-Bi,0.8872701898888913
NH-NO-Bi,O-NO-Bi,0.6651576182812562
NH-NO-Ce,Ce,0.0
NH-NO-Ce,Ce2H5,0.3393037514285666
NH-NO-Ce,Ce2O3,0.10553532150000322
NH-NO-Ce,CeH2,0.0
NH-NO-Ce,CeH3,0.021423659999999956
NH-NO-Ce,CeH3O3,0.15726530345238388
NH-NO-Ce,CeN,0.0
NH-NO-Ce,H,0.0
NH-NO-Ce,H2O,0.0
NH-NO-Ce,H3N,0.12192028812499967
NH-NO-Ce,H3NO4,0.0
NH-NO-Ce,HNO3,0.0
NH-NO-Ce,N,0.0
NH-NO-Ce,NO2,0.0
NH-NO-Ce,O,0.0
NH-NO-Ce,OH-O-Ce,0.19067404250000308
NH-NO-Ce,O-O-Ce,0.0
NH-NO-Ce,NH-OH-Ce,0.5478782170000009
NH-NO-Ce,NH-NH-Ce,0.053732475999996865
NH-NO-Ce,NH-NO-Ce,0.781040603000001
NH-NO-Ce,O-NO-Ce,0.9431010499999992
NH-NO-Ce,NH-O-Ce,0.03228966624999785
NH-NO-Co,Co,0.0
NH-NO-Co,Co2N,0.17768365333333414
NH-NO-Co,Co3O4,0.0
NH-NO-Co,CoHO2,0.0
NH-NO-Co,CoO,0.19216616499999972
NH-NO-Co,H,0.0
NH-NO-Co,H2O,0.0
NH-NO-Co,H3N,0.12192028812499967
NH-NO-Co,H3NO4,0.0
NH-NO-Co,HNO3,0.0
NH-NO-Co,N,0.0
NH-NO-Co,NO2,0.0
NH-NO-Co,O,0.0
NH-NO-Co,OH-OH-Co,0.250448548555557
NH-NO-Co,OH-O-Co,0.2222204462500006
NH-NO-Co,NH-OH-Co,0.14661945400000143
NH-NO-Co,NO-NO-Co,0.6785319743333371
NH-NO-Co,NH-NO-Co,0.6484848680000006
NH-NO-Co,O-NO-Co,0.5627815454166694
NH-NO-Co,OH-NO-Co,0.612486024999999
NH-NO-Cr,Cr,0.0
NH-NO-Cr,Cr2N,0.006501769444446026
NH-NO-Cr,Cr2O3,0.0
NH-NO-Cr,CrHO2,0.0
NH-NO-Cr,CrN,0.0
NH-NO-Cr,CrO2,0.0
NH-NO-Cr,H,0.0
NH-NO-Cr,H2O,0.0
NH-NO-Cr,H3N,0.12192028812499967
NH-NO-Cr,H3NO4,0.0
NH-NO-Cr,HNO3,0.0
NH-NO-Cr,N,0.0
NH-NO-Cr,NO2,0.0
NH-NO-Cr,O,0.0
NH-NO-Cr,OH-O-Cr,0.23614270250000047
NH-NO-Cr,NH-OH-Cr,0.2851571919999998
NH-NO-Cr,NH-NO-Cr,0.8355647200000007
NH-NO-Cr,O-NO-Cr,0.7590325725000007
NH-NO-Fe,Fe,0.0
NH-NO-Fe,Fe2O3,0.0
NH-NO-Fe,Fe3N,0.0
NH-NO-Fe,Fe3O4,0.08508070934523815
NH-NO-Fe,FeH,0.32581490499999965
NH-NO-Fe,FeH2O2,0.09797879516666619
NH-NO-Fe,FeHO2,0.04878228770833459
NH-NO-Fe,FeN,0.0
NH-NO-Fe,FeO,0.0645874395833328
NH-NO-Fe,H,0.0
NH-NO-Fe,H2O,0.0
NH-NO-Fe,H3N,0.12192028812499967
NH-NO-Fe,H3NO4,0.0
NH-NO-Fe,HNO3,0.0
NH-NO-Fe,N,0.0
NH-NO-Fe,NO2,0.0
NH-NO-Fe,O,0.0
NH-NO-Fe,OH-OH-Fe,0.23266545916666637
NH-NO-Fe,OH-O-Fe,0.213718378958335
NH-NO-Fe,NH-OH-Fe,0.2421212728333355
NH-NO-Fe,NO-NO-Fe,0.7444380449999954
NH-NO-Fe,NH-NO-Fe,0.6130289128333342
NH-NO-Fe,O-NO-Fe,0.487722618749995
NH-NO-Fe,OH-NO-Fe,0.5715656671666647
NH-NO-Ga,Ga,0.0
NH-NO-Ga,Ga2O3,0.0
NH-NO-Ga,GaHO2,0.0
NH-NO-Ga,GaN,0.0
NH-NO-Ga,GaN5O14,0.0
NH-NO-Ga,H,0.0
NH-NO-Ga,H2O,0.0
NH-NO-Ga,H3N,0.12192028812499967
NH-NO-Ga,H3NO4,0.0
NH-NO-Ga,HNO3,0.0
NH-NO-Ga,N,0.0
NH-NO-Ga,NO2,0.0
NH-NO-Ga,O,0.0
NH-NO-Ga,OH-O-Ga,0.20042824062499953
NH-NO-Ga,NH-OH-Ga,0.22700525100000135
NH-NO-Ga,NH-NO-Ga,0.7914230589999995
NH-NO-Ga,O-NO-Ga,0.6753655590624952
NH-NO-Gd,Gd,0.0
NH-NO-Gd,Gd2O3,1.1767209525000055
NH-NO-Gd,GdH2,0.0
NH-NO-Gd,GdH3,3.2349763449999998
NH-NO-Gd,GdH3O3,1.6379340834523735
NH-NO-Gd,GdN,0.0
NH-NO-Gd,H,0.0
NH-NO-Gd,H2O,0.0
NH-NO-Gd,H3N,0.12192028812499878
NH-NO-Gd,H3NO4,0.0
NH-NO-Gd,HNO3,0.0
NH-NO-Gd,N,0.0
NH-NO-Gd,NO2,0.0
NH-NO-Gd,O,0.0
NH-NO-Gd,OH-O-Gd,0.0
NH-NO-Gd,NH-OH-Gd,0.1384433240000007
NH-NO-Gd,NH-NO-Gd,0.7481873119999989
NH-NO-Gd,O-NO-Gd,0.0
NH-NO-In,H,0.0
NH-NO-In,H2O,0.0
NH-NO-In,H3N,0.12192028812499967
NH-NO-In,H3NO4,0.0
NH-NO-In,HNO3,0.0
NH-NO-In,In,0.0
NH-NO-In,In2O3,0.0
NH-NO-In,InH10N3O14,0.0
NH-NO-In,InHO2,0.0
NH-NO-In,InN,0.0
NH-NO-In,N,0.0
NH-NO-In,NO2,0.0
NH-NO-In,O,0.0
NH-NO-In,OH-O-In,0.2051419287500007
NH-NO-In,NH-OH-In,0.1951471779166667
NH-NO-In,NH-NO-In,0.8012888259166662
NH-NO-In,O-NO-In,0.7384794607812442
NH-NO-Ir,H,0.0
NH-NO-Ir,H2O,0.0
NH-NO-Ir,H3N,0.12192028812499967
NH-NO-Ir,H3NO4,0.0
NH-NO-Ir,HNO3,0.0
NH-NO-Ir,Ir,0.0
NH-NO-Ir,IrO2,0.0
NH-NO-Ir,N,0.0
NH-NO-Ir,NO2,0.0
NH-NO-Ir,O,0.0
NH-NO-Ir,OH-O-Ir,0.39504316770833015
NH-NO-Ir,O-O-Ir,0.34329769500000396
NH-NO-Ir,NH-OH-Ir,0.3522617498333389
NH-NO-Ir,NH-NH-Ir,0.43283879599999864
NH-NO-Ir,NH-NO-Ir,0.7124759366666709
NH-NO-Ir,O-NO-Ir,0.7827249112499999
NH-NO-Ir,NH-O-Ir,0.43798614333333674
NH-NO-La,H,0.0
NH-NO-La,H2O,0.0
NH-NO-La,H3N,0.12192028812499967
NH-NO-La,H3NO4,0.0
NH-NO-La,HNO3,0.0
NH-NO-La,La,0.0
NH-NO-La,La2H5,0.004837613571424981
NH-NO-La,La2O3,0.0
NH-NO-La,La4H9,0.00019582076922830538
NH-NO-La,LaH2,0.0
NH-NO-La,LaH3,0.02991134000000173
NH-NO-La,LaH3O3,0.0
NH-NO-La,LaHO,0.0
NH-NO-La,LaN,0.0
NH-NO-La,LaN3O6,0.0
NH-NO-La,N,0.0
NH-NO-La,NO2,0.0
NH-NO-La,O,0.0
NH-NO-La,OH-O-La,0.17972537760415364
NH-NO-La,NH-OH-La,0.26575557075000233
NH-NO-La,NH-NO-La,0.8649974507499998
NH-NO-La,O-NO-La,0.6892716309722289
NH-NO-Lu,H,0.0
NH-NO-Lu,H2O,0.0
NH-NO-Lu,H3N,0.12192028812499967
NH-NO-Lu,H3NO4,0.0
NH-NO-Lu,HNO3,0.0
NH-NO-Lu,Lu,0.0
NH-NO-Lu,Lu2O3,0.0
NH-NO-Lu,LuH2,0.0
NH-NO-Lu,LuN,0.0
NH-NO-Lu,N,0.0
NH-NO-Lu,NO2,0.0
NH-NO-Lu,O,0.0
NH-NO-Lu,OH-O-Lu,0.16407671755208142
NH-NO-Lu,NH-OH-Lu,0.30586481141666866
NH-NO-Lu,NH-NO-Lu,0.9574457094166675
NH-NO-Lu,O-NO-Lu,0.7817970373437433
NH-NO-Nd,H,0.0
NH-NO-Nd,H2O,0.0
NH-NO-Nd,H3N,0.12192028812499967
NH-NO-Nd,H3NO4,0.0
NH-NO-Nd,HNO3,0.0
NH-NO-Nd,N,0.0
NH-NO-Nd,Nd,0.0
NH-NO-Nd,Nd2O3,0.0
NH-NO-Nd,NdH2,0.0
NH-NO-Nd,NdH3,0.04432709624999909
NH-NO-Nd,NdH3O3,0.0
NH-NO-Nd,NdHO,0.0
NH-NO-Nd,NdN,0.0
NH-NO-Nd,NdO2,0.0
NH-NO-Nd,NO2,0.0
NH-NO-Nd,O,0.0
NH-NO-Nd,OH-O-Nd,0.20048087437498552
NH-NO-Nd,NH-OH-Nd,0.28178771450000006
NH-NO-Nd,NH-NO-Nd,0.8999822324999993
NH-NO-Nd,O-NO-Nd,0.7536567787500026
NH-NO-Rh,H,0.0
NH-NO-Rh,H2O,0.0
NH-NO-Rh,H3N,0.12192028812499967
NH-NO-Rh,H3NO4,0.0
NH-NO-Rh,HNO3,0.0
NH-NO-Rh,HRhO2,0.0
NH-NO-Rh,N,0.0
NH-NO-Rh,NO2,0.0
NH-NO-Rh,O,0.0
NH-NO-Rh,Rh,0.0
NH-NO-Rh,RhO2,0.0
NH-NO-Rh,OH-O-Rh,0.2887260287500002
NH-NO-Rh,NH-OH-Rh,0.15630976283333453
NH-NO-Rh,NH-NO-Rh,0.641849394277779
NH-NO-Rh,O-NO-Rh,0.6097497237499994
NH-NO-Ru,H,0.0
NH-NO-Ru,H2O,0.0
NH-NO-Ru,H3N,0.12192028812499967
NH-NO-Ru,H3NO4,0.0
NH-NO-Ru,HNO3,0.0
NH-NO-Ru,N,0.0
NH-NO-Ru,NO2,0.0
NH-NO-Ru,O,0.0
NH-NO-Ru,Ru,0.0
NH-NO-Ru,RuO2,0.0
NH-NO-Ru,RuO4,0.0
NH-NO-Ru,OH-O-Ru,0.31371525770833486
NH-NO-Ru,O-O-Ru,0.3252773799999993
NH-NO-Ru,NH-OH-Ru,0.290041658833335
NH-NO-Ru,NH-NH-Ru,0.30930667099999987
NH-NO-Ru,NH-NO-Ru,0.5989505626666691
NH-NO-Ru,O-NO-Ru,0.7310823200000023
NH-NO-Ru,NH-O-Ru,0.39864709083333416
NH-NO-Sc,H,0.0
NH-NO-Sc,H2O,0.0
NH-NO-Sc,H3N,0.12192028812499967
NH-NO-Sc,H3NO4,0.0
NH-NO-Sc,HNO3,0.0
NH-NO-Sc,N,0.0
NH-NO-Sc,NO2,0.0
NH-NO-Sc,O,0.0
NH-NO-Sc,Sc,0.0
NH-NO-Sc,Sc2O3,0.0
NH-NO-Sc,ScH2,0.0
NH-NO-Sc,ScN,0.0
NH-NO-Sc,OH-O-Sc,0.15033483208333465
NH-NO-Sc,NH-OH-Sc,0.3032619991666685
NH-NO-Sc,NH-NO-Sc,0.9672944851666667
NH-NO-Sc,O-NO-Sc,0.8904028593749942
NH-NO-Sm,H,0.0
NH-NO-Sm,H2O,0.0
NH-NO-Sm,H3N,0.12192028812499967
NH-NO-Sm,H3NO4,0.0
NH-NO-Sm,HNO3,0.0
NH-NO-Sm,N,0.0
NH-NO-Sm,NO2,0.0
NH-NO-Sm,O,0.0
NH-NO-Sm,Sm,0.0
NH-NO-Sm,Sm2O3,0.0
NH-NO-Sm,SmH2,0.0
NH-NO-Sm,SmH3,0.04147602083333268
NH-NO-Sm,SmH3O3,0.0
NH-NO-Sm,SmN,0.0
NH-NO-Sm,OH-O-Sm,0.19703443145833077
NH-NO-Sm,NH-OH-Sm,0.28793939849999894
NH-NO-Sm,NH-NO-Sm,0.9275348325000028
NH-NO-Sm,O-NO-Sm,0.7325124306249897
NH-NO-Y,H,0.0
NH-NO-Y,H2O,0.0
NH-NO-Y,H3N,0.12192028812499967
NH-NO-Y,H3NO4,0.0
NH-NO-Y,HNO3,0.0
NH-NO-Y,N,0.0
NH-NO-Y,NO2,0.0
NH-NO-Y,O,0.0
NH-NO-Y,Y,0.0
NH-NO-Y,Y2O3,0.0
NH-NO-Y,Y4H9NO13,0.0
NH-NO-Y,YH2,0.0
NH-NO-Y,YH3,0.04356299958333487
NH-NO-Y,YHO2,0.0
NH-NO-Y,YN,0.0
NH-NO-Y,OH-O-Y,0.21092934250000006
NH-NO-Y,NH-OH-Y,0.2951400329166667
NH-NO-Y,NH-NO-Y,0.9465040229166668
NH-NO-Y,O-NO-Y,0.7621652376562462
NH-OCN-Al,Al,0.0
NH-OCN-Al,Al2O3,0.0
NH-OCN-Al,Al4C3,0.0
NH-OCN-Al,Al4CO4,0.0033119001851851237
NH-OCN-Al,AlH3,0.4017842956249993
NH-OCN-Al,AlHO2,0.0
NH-OCN-Al,AlN,0.0
NH-OCN-Al,C,0.0
NH-OCN-Al,CO2,0.0
NH-OCN-Al,H,0.0
NH-OCN-Al,H20C3N4O10,0.0
NH-OCN-Al,H2O,0.0
NH-OCN-Al,H34C19,0.24460750193396041
NH-OCN-Al,H3N,0.12192028812499967
NH-OCN-Al,H3NO4,0.0
NH-OCN-Al,H4CN2O,0.005357913593750929
NH-OCN-Al,H7C3N3O5,0.0
NH-OCN-Al,HNO3,0.0
NH-OCN-Al,N,0.0
NH-OCN-Al,NO2,0.0
NH-OCN-Al,O,0.0
NH-OCN-Al,OH-O-Al,0.22894560499999983
NH-OCN-Al,NH-OH-Al,0.29094083366666457
NH-OCN-Al,NH-CN-Al,0.6084626714999999
NH-OCN-Al,NH-NC-Al,0.5027393614999998
NH-OCN-Al,NH-NCO-Al,0.35142918680555546
NH-OCN-Al,NH-NO-Al,0.9542434676666662
NH-OCN-Al,NH-OCN-Al,0.5845841284722226
NH-OCN-Al,O-CN-Al,0.8111075077083321
NH-OCN-Al,O-NC-Al,0.6690025277083329
NH-OCN-Al,O-NCO-Al,0.31795265125000327
NH-OCN-Al,O-NO-Al,0.8085677109374974
NH-OCN-Al,O-OCN-Al,0.6027271272500041
NH-OCN-Bi,Bi,0.0
NH-OCN-Bi,Bi2O3,0.0
NH-OCN-Bi,Bi4O7,0.0
NH-OCN-Bi,BiO2,0.0
NH-OCN-Bi,C,0.0
NH-OCN-Bi,CO2,0.0
NH-OCN-Bi,H,0.0
NH-OCN-Bi,H20C3N4O10,0.0
NH-OCN-Bi,H2O,0.0
NH-OCN-Bi,H34C19,0.2446075019339622
NH-OCN-Bi,H3N,0.12192028812499967
NH-OCN-Bi,H3NO4,0.0
NH-OCN-Bi,H4CN2O,0.005357913593750929
NH-OCN-Bi,H7C3N3O5,0.0
NH-OCN-Bi,HNO3,0.0
NH-OCN-Bi,N,0.0
NH-OCN-Bi,NO2,0.0
NH-OCN-Bi,O,0.0
NH-OCN-Bi,OH-O-Bi,0.2282599073958309
NH-OCN-Bi,NH-OH-Bi,0.35965837188888017
NH-OCN-Bi,NH-CN-Bi,0.6624406041666653
NH-OCN-Bi,NH-NC-Bi,0.6752068041666632
NH-OCN-Bi,NH-NCO-Bi,0.3293332361689849
NH-OCN-Bi,NH-NO-Bi,0.8872701898888806
NH-OCN-Bi,NH-OCN-Bi,0.5462534728356516
NH-OCN-Bi,O-CN-Bi,0.6642383629861079
NH-OCN-Bi,O-NC-Bi,0.6591180029861086
NH-OCN-Bi,O-NCO-Bi,0.22887640225000183
NH-OCN-Bi,O-NO-Bi,0.6651576182812491
NH-OCN-Bi,O-OCN-Bi,0.4983517202500032
NH-OCN-Ce,C,0.0
NH-OCN-Ce,Ce,0.0
NH-OCN-Ce,Ce2C3,0.34834647850000167
NH-OCN-Ce,Ce2H5,0.3393037514285666
NH-OCN-Ce,Ce2O3,0.10553532150000322
NH-OCN-Ce,CeH2,0.0
NH-OCN-Ce,CeH3,0.021423659999999956
NH-OCN-Ce,CeH3C3O6,0.0923362367307643
NH-OCN-Ce,CeH3O3,0.15726530345238565
NH-OCN-Ce,CeN,0.0
NH-OCN-Ce,CO2,0.0
NH-OCN-Ce,H,0.0
NH-OCN-Ce,H20C3N4O10,0.0
NH-OCN-Ce,H2O,0.0
NH-OCN-Ce,H34C19,0.24460750193396041
NH-OCN-Ce,H3N,0.12192028812499967
NH-OCN-Ce,H3NO4,0.0
NH-OCN-Ce,H4CN2O,0.005357913593749153
NH-OCN-Ce,H7C3N3O5,0.0
NH-OCN-Ce,HNO3,0.0
NH-OCN-Ce,N,0.0
NH-OCN-Ce,NO2,0.0
NH-OCN-Ce,O,0.0
NH-OCN-Ce,OH-O-Ce,0.19067404250000308
NH-OCN-Ce,O-O-Ce,0.0
NH-OCN-Ce,NH-OH-Ce,0.5478782169999956
NH-OCN-Ce,NH-NH-Ce,0.05373247599999864
NH-OCN-Ce,NH-CN-Ce,0.33215879649999636
NH-OCN-Ce,NH-NC-Ce,0.2839249564999964
NH-OCN-Ce,NH-NCO-Ce,0.5261916195833383
NH-OCN-Ce,NH-NO-Ce,0.7810406029999974
NH-OCN-Ce,NH-OCN-Ce,0.43481207791666954
NH-OCN-Ce,O-CN-Ce,0.7635207743749994
NH-OCN-Ce,O-NC-Ce,0.6737972818750002
NH-OCN-Ce,O-NCO-Ce,0.232484198500007
NH-OCN-Ce,O-NO-Ce,0.9431010500000028
NH-OCN-Ce,O-OCN-Ce,0.8116136505000036
NH-OCN-Ce,NH-O-Ce,0.03228966624999785
NH-OCN-Co,C,0.0
NH-OCN-Co,Co,0.0
NH-OCN-Co,CO2,0.0
NH-OCN-Co,Co2H2CO5,0.013735637388892386
NH-OCN-Co,Co2N,0.17768365333333414
NH-OCN-Co,Co3O4,0.0
NH-OCN-Co,CoH4C2O6,0.02508417905982796
NH-OCN-Co,CoHO2,0.0
NH-OCN-Co,CoO,0.19216616499999972
NH-OCN-Co,H,0.0
NH-OCN-Co,H20C3N4O10,0.0
NH-OCN-Co,H2O,0.0
NH-OCN-Co,H34C19,0.24460750193396041
NH-OCN-Co,H3N,0.12192028812499967
NH-OCN-Co,H3NO4,0.0
NH-OCN-Co,H4CN2O,0.0053579135937473765
NH-OCN-Co,H7C3N3O5,0.0
NH-OCN-Co,HNO3,0.0
NH-OCN-Co,N,0.0
NH-OCN-Co,NO2,0.0
NH-OCN-Co,O,0.0
NH-OCN-Co,OH-OH-Co,0.250448548555557
NH-OCN-Co,OH-O-Co,0.2222204462500006
NH-OCN-Co,NH-OH-Co,0.14661945399999787
NH-OCN-Co,CN-CN-Co,0.8889245869999982
NH-OCN-Co,NC-NC-Co,0.8232202629999996
NH-OCN-Co,NCO-NCO-Co,0.2250747923809513
NH-OCN-Co,NO-NO-Co,0.6785319743333371
NH-OCN-Co,OCN-OCN-Co,0.7226399066666644
NH-OCN-Co,NH-CN-Co,0.4601767384999995
NH-OCN-Co,NH-NC-Co,0.44827136450000005
NH-OCN-Co,NH-NCO-Co,0.20638677874999978
NH-OCN-Co,NH-NO-Co,0.648484867999997
NH-OCN-Co,NH-OCN-Co,0.452055667083334
NH-OCN-Co,O-CN-Co,0.8059583031249993
NH-OCN-Co,O-NC-Co,0.7945524081249999
NH-OCN-Co,O-NCO-Co,0.34209004483333594
NH-OCN-Co,O-NO-Co,0.5627815454166694
NH-OCN-Co,O-OCN-Co,0.6467700428333352
NH-OCN-Co,NC-CN-Co,0.9095498509999995
NH-OCN-Co,NCO-CN-Co,0.5886268675000004
NH-OCN-Co,NCO-NC-Co,0.5214846658333343
NH-OCN-Co,NO-CN-Co,0.9988403205000012
NH-OCN-Co,NO-NC-Co,1.0220218464999995
NH-OCN-Co,NO-NCO-Co,0.605124839027777
NH-OCN-Co,OCN-CN-Co,0.7912037524999995
NH-OCN-Co,OCN-NC-Co,0.8392932658333336
NH-OCN-Co,OCN-NCO-Co,0.5023871109523803
NH-OCN-Co,OCN-NO-Co,0.8713736323611112
NH-OCN-Co,OH-CN-Co,0.5656682464999996
NH-OCN-Co,OH-NC-Co,0.5339767524999992
NH-OCN-Co,OH-NCO-Co,0.21331777650463657
NH-OCN-Co,OH-NO-Co,0.612486024999999
NH-OCN-Co,OH-OCN-Co,0.5239222015046359
NH-OCN-Cr,C,0.0
NH-OCN-Cr,CO2,0.0
NH-OCN-Cr,Cr,0.0
NH-OCN-Cr,Cr23C6,0.0
NH-OCN-Cr,Cr2N,0.006501769444446026
NH-OCN-Cr,Cr2O3,0.0
NH-OCN-Cr,Cr3C2,0.0
NH-OCN-Cr,Cr7C3,0.0016358827589293412
NH-OCN-Cr,CrHO2,0.0
NH-OCN-Cr,CrN,0.0
NH-OCN-Cr,CrO2,0.0
NH-OCN-Cr,H,0.0
NH-OCN-Cr,H20C3N4O10,0.0
NH-OCN-Cr,H2O,0.0
NH-OCN-Cr,H34C19,0.24460750193396041
NH-OCN-Cr,H3N,0.12192028812499967
NH-OCN-Cr,H3NO4,0.0
NH-OCN-Cr,H4CN2O,0.005357913593752706
NH-OCN-Cr,H7C3N3O5,0.0
NH-OCN-Cr,HNO3,0.0
NH-OCN-Cr,N,0.0
NH-OCN-Cr,NO2,0.0
NH-OCN-Cr,O,0.0
NH-OCN-Cr,OH-O-Cr,0.23614270250000047
NH-OCN-Cr,NH-OH-Cr,0.28515719199999623
