2D,Compounds,E_above_hull
Te-SCN-Sm,Te-SCN-Sm,0.6170388714166677
Te-SCN-Y,C,0.0
Te-SCN-Y,CS14,0.05123977965625315
Te-SCN-Y,N,0.0
Te-SCN-Y,S,0.0
Te-SCN-Y,Te,0.0
Te-SCN-Y,Y,0.0
Te-SCN-Y,Y2C,0.0
Te-SCN-Y,Y2S3,0.0
Te-SCN-Y,Y4C5,0.0
Te-SCN-Y,Y4C7,0.0
Te-SCN-Y,Y5S7,0.0
Te-SCN-Y,YN,0.0
Te-SCN-Y,YS,0.0
Te-SCN-Y,YTe,0.0
Te-SCN-Y,YTe2,0.0
Te-SCN-Y,S-S-Te,0.0
Te-SCN-Y,S-CN-Y,0.5172971874305539
Te-SCN-Y,S-NCS-Y,0.2467115346119808
Te-SCN-Y,S-NC-Y,0.4434017299305548
Te-SCN-Y,S-SCN-Y,0.4452528466119805
Te-SCN-Y,Te-CN-Y,0.5510049856249957
Te-SCN-Y,Te-NCS-Y,0.4066842492777738
Te-SCN-Y,Te-NC-Y,0.4845797656249964
Te-SCN-Y,Te-SCN-Y,0.567549949277776
Te-SH-Al,Al,0.0
Te-SH-Al,Al2S3,0.0
Te-SH-Al,Al2Te3,0.0
Te-SH-Al,Al2Te5,0.0
Te-SH-Al,AlH3,0.4017842956249993
Te-SH-Al,H,0.0
Te-SH-Al,H2S,0.23921937773437563
Te-SH-Al,S,0.0
Te-SH-Al,Te,0.0
Te-SH-Al,S-S-Te,0.0
Te-SH-Al,S-SH-Al,0.1916875940983065
Te-SH-Al,Te-SH-Al,0.4021542961111102
Te-SH-Bi,Bi,0.0
Te-SH-Bi,Bi2S3,0.0
Te-SH-Bi,Bi2Te2S,0.0
Te-SH-Bi,Bi2Te3,0.0
Te-SH-Bi,Bi4Te3,0.0005093997618956791
Te-SH-Bi,BiTe,0.0
Te-SH-Bi,H,0.0
Te-SH-Bi,H2S,0.23921937773438184
Te-SH-Bi,S,0.0
Te-SH-Bi,Te,0.0
Te-SH-Bi,S-S-Te,0.0
Te-SH-Bi,S-SH-Bi,0.22792029399414204
Te-SH-Bi,Te-SH-Bi,0.20580873453125292
Te-SH-Ce,Ce,0.0
Te-SH-Ce,Ce10S19,0.3295809563793135
Te-SH-Ce,Ce2H5,0.3393037514285666
Te-SH-Ce,Ce2S3,0.25386360050000434
Te-SH-Ce,Ce2Te3,0.3299081219999991
Te-SH-Ce,CeH2,0.0
Te-SH-Ce,CeH3,0.021423659999999956
Te-SH-Ce,CeS,0.0
Te-SH-Ce,CeS2,0.34985939208333505
Te-SH-Ce,CeTe,0.0
Te-SH-Ce,CeTe2,0.0
Te-SH-Ce,CeTe3,0.20007840999999615
Te-SH-Ce,CeTeH,0.3333280133333325
Te-SH-Ce,H,0.0
Te-SH-Ce,H2S,0.23921937773437918
Te-SH-Ce,S,0.0
Te-SH-Ce,Te,0.0
Te-SH-Ce,S-S-Ce,0.0
Te-SH-Ce,S-S-Te,0.0
Te-SH-Ce,Te-Te-Ce,0.20352599499999258
Te-SH-Ce,S-SH-Ce,0.19709561999999536
Te-SH-Ce,Te-SH-Ce,0.6626377968749999
Te-SH-Ce,S-Te-Ce,0.8112857224999992
Te-SH-Co,Co,0.0
Te-SH-Co,Co3S4,0.0
Te-SH-Co,Co9S8,0.0
Te-SH-Co,CoS2,0.0
Te-SH-Co,CoTe2,0.0
Te-SH-Co,H,0.0
Te-SH-Co,H2S,0.23921937773437651
Te-SH-Co,S,0.0
Te-SH-Co,Te,0.0
Te-SH-Co,SH-SH-Co,0.33656295899999833
Te-SH-Co,S-S-Te,0.0
Te-SH-Co,S-SH-Co,0.22695210625000328
Te-SH-Co,Te-SH-Co,0.2160716006249963
Te-SH-Cr,Cr,0.0
Te-SH-Cr,Cr2S3,0.0
Te-SH-Cr,Cr3S4,0.0
Te-SH-Cr,Cr5S8,0.09060558228665805
Te-SH-Cr,Cr5Te8,0.0
Te-SH-Cr,H,0.0
Te-SH-Cr,H2S,0.23921937773437651
Te-SH-Cr,S,0.0
Te-SH-Cr,Te,0.0
Te-SH-Cr,S-S-Te,0.0
Te-SH-Cr,S-SH-Cr,0.2522449424316413
Te-SH-Cr,Te-SH-Cr,0.24452648650000697
Te-SH-Fe,Fe,0.0
Te-SH-Fe,FeH,0.32581490499999965
Te-SH-Fe,FeS,0.0767425962499999
Te-SH-Fe,FeS2,0.0
Te-SH-Fe,FeTe2,0.0
Te-SH-Fe,H,0.0
Te-SH-Fe,H2S,0.23921937773437651
Te-SH-Fe,S,0.0
Te-SH-Fe,Te,0.0
Te-SH-Fe,SH-SH-Fe,0.3567270099999984
Te-SH-Fe,S-S-Te,0.0
Te-SH-Fe,S-SH-Fe,0.4140407024999977
Te-SH-Fe,Te-SH-Fe,0.3527693118750008
Te-SH-Ga,Ga,0.0
Te-SH-Ga,Ga2S3,0.0
Te-SH-Ga,Ga2Te5,0.0
Te-SH-Ga,Ga7Te10,0.0
Te-SH-Ga,GaS,0.0
Te-SH-Ga,GaTe,0.0
Te-SH-Ga,H,0.0
Te-SH-Ga,H2S,0.23921937773437651
Te-SH-Ga,S,0.0
Te-SH-Ga,Te,0.0
Te-SH-Ga,S-S-Te,0.0
Te-SH-Ga,S-SH-Ga,0.2747884430566412
Te-SH-Ga,Te-SH-Ga,0.4099507741666635
Te-SH-Gd,Gd,0.0
Te-SH-Gd,Gd10S19,3.918543615519937
Te-SH-Gd,Gd2S3,4.5688208873906255
Te-SH-Gd,Gd2Te3,4.9788569205
Te-SH-Gd,GdH2,0.0
Te-SH-Gd,GdH3,3.2349763449999998
Te-SH-Gd,GdS,0.0
Te-SH-Gd,GdS2,3.793987476484375
Te-SH-Gd,GdTe,0.0
Te-SH-Gd,GdTe2,0.0
Te-SH-Gd,H,0.0
Te-SH-Gd,H2S,0.2392193777343783
Te-SH-Gd,S,0.0
Te-SH-Gd,Te,0.0
Te-SH-Gd,S-S-Te,0.0
Te-SH-Gd,S-SH-Gd,0.8556794398632839
Te-SH-Gd,Te-SH-Gd,0.1571839224999998
Te-SH-In,H,0.0
Te-SH-In,H2S,0.2392193777343774
Te-SH-In,In,0.0
Te-SH-In,In2S3,0.0
Te-SH-In,In2Te5,0.0
Te-SH-In,In4Te3,0.0
Te-SH-In,In7Te10,0.0
Te-SH-In,InS,0.0
Te-SH-In,S,0.0
Te-SH-In,Te,0.0
Te-SH-In,S-S-Te,0.0
Te-SH-In,S-SH-In,0.18218331665039145
Te-SH-In,Te-SH-In,0.28638137489583215
Te-SH-Ir,H,0.0
Te-SH-Ir,H2S,0.23921937773437385
Te-SH-Ir,Ir,0.0
Te-SH-Ir,Ir2S3,0.0
Te-SH-Ir,IrS2,0.0
Te-SH-Ir,S,0.0
Te-SH-Ir,Te,0.0
Te-SH-Ir,Te2Ir,0.0
Te-SH-Ir,S-S-Ir,0.23830391500000303
Te-SH-Ir,S-S-Te,0.0
Te-SH-Ir,Te-Te-Ir,0.1532923188889015
Te-SH-Ir,S-SH-Ir,0.23936312124999048
Te-SH-Ir,Te-SH-Ir,0.257162711458335
Te-SH-Ir,S-Te-Ir,0.25760277527778186
Te-SH-La,H,0.0
Te-SH-La,H2S,0.2392193777343783
Te-SH-La,La,0.0
Te-SH-La,La10S19,0.0
Te-SH-La,La2H5,0.004837613571424981
Te-SH-La,La2S3,0.0
Te-SH-La,La3Te4,0.0
Te-SH-La,La4H9,0.00019582076922830538
Te-SH-La,LaH2,0.0
Te-SH-La,LaH3,0.02991134000000173
Te-SH-La,LaS,0.0
Te-SH-La,LaS2,0.0
Te-SH-La,LaTe,0.0
Te-SH-La,LaTe2,0.0
Te-SH-La,LaTeH,0.0
Te-SH-La,S,0.0
Te-SH-La,Te,0.0
Te-SH-La,S-S-Te,0.0
Te-SH-La,S-SH-La,0.2979860612500005
Te-SH-La,Te-SH-La,0.41578892104167053
Te-SH-Lu,H,0.0
Te-SH-Lu,H2S,0.23921937773438007
Te-SH-Lu,Lu,0.0
Te-SH-Lu,Lu2S3,0.0
Te-SH-Lu,Lu8Te,0.0
Te-SH-Lu,LuH2,0.0
Te-SH-Lu,LuS,0.0
Te-SH-Lu,LuTe,0.0
Te-SH-Lu,LuTe2,0.0
Te-SH-Lu,S,0.0
Te-SH-Lu,Te,0.0
Te-SH-Lu,S-S-Te,0.0
Te-SH-Lu,S-SH-Lu,0.20401619305664198
Te-SH-Lu,Te-SH-Lu,0.34888172958333996
Te-SH-Nd,H,0.0
Te-SH-Nd,H2S,0.2392193777343783
Te-SH-Nd,Nd,0.0
Te-SH-Nd,Nd10S19,0.0
Te-SH-Nd,Nd2S3,0.0
Te-SH-Nd,Nd2Te3,0.0
Te-SH-Nd,Nd2Te5,0.0
Te-SH-Nd,Nd2TeS2,0.0
Te-SH-Nd,NdH2,0.0
Te-SH-Nd,NdH3,0.04432709624999909
Te-SH-Nd,NdS,0.0
Te-SH-Nd,NdS2,0.0
Te-SH-Nd,NdTe,0.0
Te-SH-Nd,NdTe2,0.0
Te-SH-Nd,NdTe3,0.0
Te-SH-Nd,NdTeH,0.0
Te-SH-Nd,S,0.0
Te-SH-Nd,Te,0.0
Te-SH-Nd,S-S-Te,0.0
Te-SH-Nd,S-SH-Nd,0.2762147481249997
Te-SH-Nd,Te-SH-Nd,0.4285879881249919
Te-SH-Rh,H,0.0
Te-SH-Rh,H2S,0.23921937773437385
Te-SH-Rh,Rh,0.0
Te-SH-Rh,Rh2S3,0.0
Te-SH-Rh,Rh3S4,0.0
Te-SH-Rh,RhS2,0.0676681178255194
Te-SH-Rh,S,0.0
Te-SH-Rh,Te,0.0
Te-SH-Rh,Te2Rh,0.0
Te-SH-Rh,Te4Rh3,0.0
Te-SH-Rh,Te8Rh3,0.0
Te-SH-Rh,S-S-Te,0.0
Te-SH-Rh,S-SH-Rh,0.1816734521191421
Te-SH-Rh,Te-SH-Rh,0.20305316448364152
Te-SH-Ru,H,0.0
Te-SH-Ru,H2S,0.23921937773437563
Te-SH-Ru,Ru,0.0
Te-SH-Ru,RuS2,0.0
Te-SH-Ru,S,0.0
Te-SH-Ru,Te,0.0
Te-SH-Ru,Te2Ru,0.0
Te-SH-Ru,S-S-Ru,0.4837155441666674
Te-SH-Ru,S-S-Te,0.0
Te-SH-Ru,Te-Te-Ru,0.3943421333333319
Te-SH-Ru,S-SH-Ru,0.5021510606250015
Te-SH-Ru,Te-SH-Ru,0.4920554628124947
Te-SH-Ru,S-Te-Ru,0.3787518304166646
Te-SH-Sc,H,0.0
Te-SH-Sc,H2S,0.23921937773437651
Te-SH-Sc,S,0.0
Te-SH-Sc,Sc,0.0
Te-SH-Sc,Sc2S3,0.0
Te-SH-Sc,Sc2Te,0.0
Te-SH-Sc,Sc2Te3,0.0
Te-SH-Sc,ScH2,0.0
Te-SH-Sc,ScS,0.0
Te-SH-Sc,ScTe,0.0
Te-SH-Sc,Te,0.0
Te-SH-Sc,S-S-Te,0.0
Te-SH-Sc,S-SH-Sc,0.2043507893066412
Te-SH-Sc,Te-SH-Sc,0.3392528520833302
Te-SH-Sm,H,0.0
Te-SH-Sm,H2S,0.23921937773437918
Te-SH-Sm,S,0.0
Te-SH-Sm,Sm,0.0
Te-SH-Sm,Sm2S3,0.0
Te-SH-Sm,Sm3Te4,0.0
Te-SH-Sm,SmH2,0.0
Te-SH-Sm,SmH3,0.04147602083333268
Te-SH-Sm,SmS,0.0
Te-SH-Sm,SmTe,0.0
Te-SH-Sm,SmTe2,0.0
Te-SH-Sm,SmTe3,0.0
Te-SH-Sm,Te,0.0
Te-SH-Sm,S-S-Te,0.0
Te-SH-Sm,S-SH-Sm,0.2325148627441429
Te-SH-Sm,Te-SH-Sm,0.4179825352083242
Te-SH-Y,H,0.0
Te-SH-Y,H2S,0.2392193777343774
Te-SH-Y,S,0.0
Te-SH-Y,Te,0.0
Te-SH-Y,Y,0.0
Te-SH-Y,Y2S3,0.0
Te-SH-Y,Y5S7,0.0
Te-SH-Y,YH2,0.0
Te-SH-Y,YH3,0.04356299958333487
Te-SH-Y,YS,0.0
Te-SH-Y,YTe,0.0
Te-SH-Y,YTe2,0.0
Te-SH-Y,S-S-Te,0.0
Te-SH-Y,S-SH-Y,0.21029677763997512
Te-SH-Y,Te-SH-Y,0.3531883759722305
Cl-Br-Ba,Ba,0.0
Cl-Br-Ba,BaBr2,0.0
Cl-Br-Ba,BaCl2,0.0
Cl-Br-Ba,Br,0.0
Cl-Br-Ba,Br2Cl3,0.18390260049999974
Cl-Br-Ba,Cl,0.0
Cl-Br-Ba,Br-Br-Ba,0.14175549500000528
Cl-Br-Ba,Cl-Cl-Ba,0.17158579000000174
Cl-Br-Ba,Cl-Br-Ba,0.15824902750001613
Cl-Br-Be,Be,0.0
Cl-Br-Be,BeBr2,0.0
Cl-Br-Be,BeCl2,0.0
Cl-Br-Be,Br,0.0
Cl-Br-Be,Br2Cl3,0.18390260049999974
Cl-Br-Be,Cl,0.0
Cl-Br-Be,Br-Br-Be,0.2845425833333337
Cl-Br-Be,Cl-Cl-Be,0.2792418666666663
Cl-Br-Be,Cl-Br-Be,0.3078313666666741
Cl-Br-Ca,Br,0.0
Cl-Br-Ca,Br2Cl3,0.18390260049999974
Cl-Br-Ca,Ca,0.0
Cl-Br-Ca,CaBr2,0.0
Cl-Br-Ca,CaCl2,0.0
Cl-Br-Ca,Cl,0.0
Cl-Br-Ca,Br-Br-Ca,0.009317941666665774
Cl-Br-Ca,Cl-Cl-Ca,0.03638235000000023
Cl-Br-Ca,Cl-Br-Ca,0.026281332500007082
Cl-Br-Cd,Br,0.0
Cl-Br-Cd,Br2Cl3,0.18390260049999974
Cl-Br-Cd,Cd,0.0
Cl-Br-Cd,CdBr2,0.0
Cl-Br-Cd,CdCl2,0.0
Cl-Br-Cd,Cl,0.0
Cl-Br-Cd,Br-Br-Cd,0.015358676666664905
Cl-Br-Cd,Cl-Cl-Cd,0.015401490000002127
Cl-Br-Cd,Cl-Br-Cd,0.02154504000001012
Cl-Br-Co,Br,0.0
Cl-Br-Co,Br2Cl3,0.18390260049999974
Cl-Br-Co,Cl,0.0
Cl-Br-Co,Co,0.0
Cl-Br-Co,CoBr2,0.0
Cl-Br-Co,CoCl2,0.0
Cl-Br-Co,CoCl3,0.16237579500000088
Cl-Br-Co,Br-Br-Co,0.11235710833333101
Cl-Br-Co,Cl-Cl-Co,0.17565562666666423
Cl-Br-Co,Cl-Br-Co,0.1540927775000096
Cl-Br-Cu,Br,0.0
Cl-Br-Cu,Br2Cl3,0.18390260049999974
Cl-Br-Cu,Cl,0.0
Cl-Br-Cu,Cu,0.0
Cl-Br-Cu,CuBr,0.03830005124999758
Cl-Br-Cu,CuBr2,0.0
Cl-Br-Cu,CuCl,0.04366388874999849
Cl-Br-Cu,CuCl2,0.0
Cl-Br-Cu,Br-Br-Cu,0.10738444333333064
Cl-Br-Cu,Cl-Cl-Cu,0.11749501999999978
Cl-Br-Cu,Cl-Br-Cu,0.11621404166666593
Cl-Br-Fe,Br,0.0
Cl-Br-Fe,Br2Cl3,0.18390260049999974
Cl-Br-Fe,Cl,0.0
Cl-Br-Fe,Fe,0.0
Cl-Br-Fe,FeBr2,0.0
Cl-Br-Fe,FeBr3,0.0030238409375016317
Cl-Br-Fe,FeCl2,0.0
Cl-Br-Fe,FeCl3,0.0
Cl-Br-Fe,Br-Br-Fe,0.27458567000000045
Cl-Br-Fe,Cl-Cl-Fe,0.20839305333333336
Cl-Br-Fe,Cl-Br-Fe,0.2597322550000012
Cl-Br-Mg,Br,0.0
Cl-Br-Mg,Br2Cl3,0.18390260049999974
Cl-Br-Mg,Cl,0.0
Cl-Br-Mg,Mg,0.0
Cl-Br-Mg,MgBr2,0.0
Cl-Br-Mg,MgCl2,0.0
Cl-Br-Mg,Br-Br-Mg,0.014185383333330748
Cl-Br-Mg,Cl-Cl-Mg,0.014059973333331754
Cl-Br-Mg,Cl-Br-Mg,0.025998088333340164
Cl-Br-Mn,Br,0.0
Cl-Br-Mn,Br2Cl3,0.18390260049999974
Cl-Br-Mn,Cl,0.0
Cl-Br-Mn,Mn,0.0
Cl-Br-Mn,MnBr2,0.0
Cl-Br-Mn,MnCl2,0.0
Cl-Br-Mn,Br-Br-Mn,0.08482344666666819
Cl-Br-Mn,Cl-Cl-Mn,0.09957695333333305
Cl-Br-Mn,Cl-Br-Mn,0.6749720216666777
Cl-Br-Ni,Br,0.0
Cl-Br-Ni,Br2Cl3,0.18390260049999974
Cl-Br-Ni,Cl,0.0
Cl-Br-Ni,Ni,0.0
Cl-Br-Ni,NiBr2,0.0
Cl-Br-Ni,NiCl2,0.0
Cl-Br-Ni,Br-Br-Ni,0.016199976666669613
Cl-Br-Ni,Cl-Cl-Ni,0.012586816666663836
Cl-Br-Ni,Cl-Br-Ni,0.026240481666674143
Cl-Br-Pb,Br,0.0
Cl-Br-Pb,Br2Cl3,0.18390260049999974
Cl-Br-Pb,Cl,0.0
Cl-Br-Pb,Pb,0.0
Cl-Br-Pb,PbBr2,0.0
Cl-Br-Pb,PbBrCl,0.0
Cl-Br-Pb,PbCl2,0.0
Cl-Br-Pb,PbCl4,0.06574010999998947
Cl-Br-Pb,Br-Br-Pb,0.006470479999997281
Cl-Br-Pb,Cl-Cl-Pb,0.034116628333332955
Cl-Br-Pb,Cl-Br-Pb,0.06858787999998839
Cl-Br-Pd,Br,0.0
Cl-Br-Pd,Br2Cl3,0.18390260049999974
Cl-Br-Pd,Cl,0.0
Cl-Br-Pd,Pd,0.0
Cl-Br-Pd,PdBr2,0.0
Cl-Br-Pd,PdCl2,0.0
Cl-Br-Pd,Br-Br-Pd,0.0654757900000007
Cl-Br-Pd,Cl-Cl-Pd,0.07729245611111324
Cl-Br-Pd,Cl-Br-Pd,0.08569653472223493
Cl-Br-Pt,Br,0.0
Cl-Br-Pt,Br2Cl3,0.18390260049999974
Cl-Br-Pt,Cl,0.0
Cl-Br-Pt,Pt,0.0
Cl-Br-Pt,PtBr2,0.025127197592588857
Cl-Br-Pt,PtBr3,0.0
Cl-Br-Pt,PtCl2,0.0
Cl-Br-Pt,PtCl3,0.0
Cl-Br-Pt,Br-Br-Pt,0.30384873870369944
Cl-Br-Pt,Cl-Cl-Pt,0.34751029277778045
Cl-Br-Pt,Cl-Br-Pt,0.3707872257407345
Cl-Br-Sr,Br,0.0
Cl-Br-Sr,Br2Cl3,0.18390260049999974
Cl-Br-Sr,Cl,0.0
Cl-Br-Sr,Sr,0.0
Cl-Br-Sr,SrBr2,0.0
Cl-Br-Sr,SrCl2,0.0
Cl-Br-Sr,Br-Br-Sr,0.06053342583333077
Cl-Br-Sr,Cl-Cl-Sr,0.10605478666666457
Cl-Br-Sr,Cl-Br-Sr,0.08551236291667763
Cl-Br-Zn,Br,0.0
Cl-Br-Zn,Br2Cl3,0.18390260049999974
Cl-Br-Zn,Cl,0.0
Cl-Br-Zn,Zn,0.0
Cl-Br-Zn,ZnBr2,0.0
Cl-Br-Zn,ZnCl2,0.0
Cl-Br-Zn,Br-Br-Zn,0.08083392145833557
Cl-Br-Zn,Cl-Cl-Zn,0.05158255749999974
Cl-Br-Zn,Cl-Br-Zn,0.08000755781250923
CN-Br-Ba,Ba,0.0
CN-Br-Ba,Ba2BrN,0.0
CN-Br-Ba,Ba2N,0.0
CN-Br-Ba,Ba3N,0.00025669999999422544
CN-Br-Ba,BaBr2,0.0
CN-Br-Ba,BaCN2,0.0
CN-Br-Ba,BaN2,0.0
CN-Br-Ba,BaN6,0.030182862857145665
CN-Br-Ba,Br,0.0
CN-Br-Ba,C,0.0
CN-Br-Ba,N,0.0
CN-Br-Ba,Br-Br-Ba,0.14175549500000528
CN-Br-Ba,CN-CN-Ba,0.6153044975000004
CN-Br-Ba,NC-NC-Ba,0.5085132714999983
CN-Br-Ba,CN-Br-Ba,0.42495695656249666
CN-Br-Ba,NC-Br-Ba,0.37125050406249827
CN-Br-Ba,NC-CN-Ba,0.5456729834999976
CN-Br-Be,Be,0.0
CN-Br-Be,Be2C,0.0
CN-Br-Be,Be3N2,0.0
CN-Br-Be,BeBr2,0.0
CN-Br-Be,BeCN2,0.0
CN-Br-Be,Br,0.0
CN-Br-Be,C,0.0
CN-Br-Be,N,0.0
CN-Br-Be,Br-Br-Be,0.2845425833333337
CN-Br-Be,CN-CN-Be,1.2085713230000001
CN-Br-Be,NC-NC-Be,1.0048807269999998
CN-Br-Be,CN-Br-Be,0.910226823124999
CN-Br-Be,NC-Br-Be,0.8259593081249985
CN-Br-Be,NC-CN-Be,1.1126641729999998
CN-Br-Ca,Br,0.0
CN-Br-Ca,C,0.0
CN-Br-Ca,Ca,0.0
CN-Br-Ca,Ca2BrN,0.0
CN-Br-Ca,Ca2N,0.0
CN-Br-Ca,Ca3N2,0.0
CN-Br-Ca,Ca4CN4,0.0
CN-Br-Ca,CaBr2,0.0
CN-Br-Ca,CaCN2,0.0
CN-Br-Ca,CaN6,0.0
CN-Br-Ca,N,0.0
CN-Br-Ca,Br-Br-Ca,0.009317941666665774
CN-Br-Ca,CN-CN-Ca,0.8024229745000007
CN-Br-Ca,NC-NC-Ca,0.6328090805000013
CN-Br-Ca,CN-Br-Ca,0.5002058821875011
CN-Br-Ca,NC-Br-Ca,0.41427827468750067
CN-Br-Ca,NC-CN-Ca,0.7142861705000012
CN-Br-Cd,Br,0.0
CN-Br-Cd,C,0.0
CN-Br-Cd,Cd,0.0
CN-Br-Cd,CdBr2,0.0
CN-Br-Cd,CdCN2,0.0
CN-Br-Cd,N,0.0
CN-Br-Cd,Br-Br-Cd,0.015358676666664905
CN-Br-Cd,CN-CN-Cd,0.7566547325000013
CN-Br-Cd,NC-NC-Cd,0.694201614499999
CN-Br-Cd,CN-Br-Cd,0.48873989031250176
CN-Br-Cd,NC-Br-Cd,0.4616327803124989
CN-Br-Cd,NC-CN-Cd,0.7231842225000005
CN-Br-Co,Br,0.0
CN-Br-Co,C,0.0
CN-Br-Co,Co,0.0
CN-Br-Co,Co2N,0.17768365333333414
CN-Br-Co,CoBr2,0.0
CN-Br-Co,N,0.0
CN-Br-Co,Br-Br-Co,0.11235710833333101
CN-Br-Co,CN-CN-Co,0.8889245869999982
CN-Br-Co,NC-NC-Co,0.8232202629999996
CN-Br-Co,CN-Br-Co,0.5521837725000012
CN-Br-Co,NC-Br-Co,0.5410298475000008
CN-Br-Co,NC-CN-Co,0.9095498509999995
CN-Br-Cu,Br,0.0
CN-Br-Cu,C,0.0
CN-Br-Cu,Cu,0.0
CN-Br-Cu,CuBr,0.03830005124999758
CN-Br-Cu,CuBr2,0.0
CN-Br-Cu,N,0.0
CN-Br-Cu,Br-Br-Cu,0.10738444333333064
CN-Br-Cu,CN-CN-Cu,1.0323045019999988
CN-Br-Cu,NC-NC-Cu,1.0683023639999991
CN-Br-Cu,CN-Br-Cu,0.7248356737499986
CN-Br-Cu,NC-Br-Cu,0.7439610162499992
CN-Br-Cu,NC-CN-Cu,1.0524794919999998
CN-Br-Fe,Br,0.0
CN-Br-Fe,C,0.0
CN-Br-Fe,Fe,0.0
CN-Br-Fe,Fe3N,0.0
CN-Br-Fe,FeBr2,0.0
CN-Br-Fe,FeBr3,0.0030238409375016317
CN-Br-Fe,FeN,0.0
CN-Br-Fe,N,0.0
CN-Br-Fe,Br-Br-Fe,0.27458567000000045
CN-Br-Fe,CN-CN-Fe,0.8943341770000011
CN-Br-Fe,NC-NC-Fe,0.8537850109999994
CN-Br-Fe,CN-Br-Fe,0.6144117068749999
CN-Br-Fe,NC-Br-Fe,0.5922085168750009
CN-Br-Fe,NC-CN-Fe,0.8784382990000008
CN-Br-Mg,Br,0.0
CN-Br-Mg,C,0.0
CN-Br-Mg,Mg,0.0
CN-Br-Mg,Mg3N2,0.0
CN-Br-Mg,MgBr2,0.0
CN-Br-Mg,MgCN2,0.0
CN-Br-Mg,N,0.0
CN-Br-Mg,Br-Br-Mg,0.014185383333330748
CN-Br-Mg,CN-CN-Mg,0.9324826265000006
CN-Br-Mg,NC-NC-Mg,0.7301133105000002
CN-Br-Mg,CN-Br-Mg,0.6081285103124987
CN-Br-Mg,NC-Br-Mg,0.5120445103124993
CN-Br-Mg,NC-CN-Mg,0.8365425085000009
CN-Br-Mn,Br,0.0
CN-Br-Mn,C,0.0
CN-Br-Mn,Mn,0.0
CN-Br-Mn,Mn23C6,0.0
CN-Br-Mn,Mn2N,0.0
CN-Br-Mn,MnBr2,0.0
CN-Br-Mn,MnN,0.0
CN-Br-Mn,N,0.0
CN-Br-Mn,Br-Br-Mn,0.08482344666666819
CN-Br-Mn,CN-CN-Mn,0.8909660349999999
CN-Br-Mn,NC-NC-Mn,0.6731276069999996
CN-Br-Mn,CN-Br-Mn,0.510923285625001
CN-Br-Mn,NC-Br-Mn,0.4573695481250013
CN-Br-Mn,NC-CN-Mn,0.9104582130000001
CN-Br-Ni,Br,0.0
CN-Br-Ni,C,0.0
CN-Br-Ni,N,0.0
CN-Br-Ni,Ni,0.0
CN-Br-Ni,Ni3N,0.039371241250000466
CN-Br-Ni,NiBr2,0.0
CN-Br-Ni,Br-Br-Ni,0.016199976666669613
CN-Br-Ni,CN-CN-Ni,0.9271478459999987
CN-Br-Ni,NC-NC-Ni,0.7740478719999988
CN-Br-Ni,CN-Br-Ni,0.5742698224999998
CN-Br-Ni,NC-Br-Ni,0.5355459475000011
CN-Br-Ni,NC-CN-Ni,0.8186601019999991
CN-Br-Pb,Br,0.0
CN-Br-Pb,C,0.0
CN-Br-Pb,N,0.0
CN-Br-Pb,Pb,0.0
CN-Br-Pb,PbBr2,0.0
CN-Br-Pb,Br-Br-Pb,0.006470479999997281
CN-Br-Pb,CN-CN-Pb,0.7656554009999965
CN-Br-Pb,NC-NC-Pb,0.736967486999994
CN-Br-Pb,CN-Br-Pb,0.46265118812500106
CN-Br-Pb,NC-Br-Pb,0.4550281006250003
CN-Br-Pb,NC-CN-Pb,0.7410943069999938
CN-Br-Pd,Br,0.0
CN-Br-Pd,C,0.0
CN-Br-Pd,N,0.0
CN-Br-Pd,Pd,0.0
CN-Br-Pd,PdBr2,0.0
CN-Br-Pd,Br-Br-Pd,0.0654757900000007
CN-Br-Pd,CN-CN-Pd,0.9175967579999984
CN-Br-Pd,NC-NC-Pd,1.2221394379999992
CN-Br-Pd,CN-Br-Pd,0.7239531949999964
CN-Br-Pd,NC-Br-Pd,0.7587834749999978
CN-Br-Pd,NC-CN-Pd,1.0516818359999967
CN-Br-Pt,Br,0.0
CN-Br-Pt,C,0.0
CN-Br-Pt,N,0.0
CN-Br-Pt,Pt,0.0
CN-Br-Pt,PtBr2,0.025127197592588857
CN-Br-Pt,PtBr3,0.0
CN-Br-Pt,Br-Br-Pt,0.30384873870369944
CN-Br-Pt,CN-CN-Pt,0.9821592269999968
CN-Br-Pt,NC-NC-Pt,1.4341660689999962
CN-Br-Pt,CN-Br-Pt,0.8393992038888918
CN-Br-Pt,NC-Br-Pt,1.0164138913888898
CN-Br-Pt,NC-CN-Pt,1.176593760999996
CN-Br-Sr,Br,0.0
CN-Br-Sr,C,0.0
CN-Br-Sr,N,0.0
CN-Br-Sr,Sr,0.0
CN-Br-Sr,Sr2BrN,0.0
CN-Br-Sr,Sr2N,0.0
CN-Br-Sr,Sr4CN4,0.0
CN-Br-Sr,SrBr2,0.0
CN-Br-Sr,SrCN2,0.0
CN-Br-Sr,SrN,0.0
CN-Br-Sr,SrN2,0.0
CN-Br-Sr,SrN6,0.01761331500000196
CN-Br-Sr,Br-Br-Sr,0.06053342583333077
CN-Br-Sr,CN-CN-Sr,0.7097266571666676
CN-Br-Sr,NC-NC-Sr,0.5717532271666688
CN-Br-Sr,CN-Br-Sr,0.4576050766666633
CN-Br-Sr,NC-Br-Sr,0.38517134416666465
