Compound,0-norm,2-norm,3-norm,5-norm,7-norm,10-norm,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,avg s valence electrons,avg p valence electrons,avg d valence electrons,avg f valence electrons,max ionic char,avg ionic char,minimum EN difference,maximum EN difference,range EN difference,mean EN difference,std_dev EN difference,avg anion electron affinity,M_oxid_state,Compound_id,Thermo_Dyn_stability_level
O-I-Y,3,0.577350269189626,0.480749856769136,0.415243646538506,0.389976937586229,0.372041058011301,8,53,45,33.3333333333333,16.8888888888889,8,12,96,84,65,35.3333333333333,12,15.9994,126.90447,110.90507,77.2699066666667,40.8470044444444,15.9994,54.8,1799,1744.2,746.883333333333,701.411111111111,54.8,3,17,14,12,6,3,2,5,3,4,1.33333333333333,2,66,190,124,131.666666666667,43.7777777777778,66,1.22,3.44,2.22,2.44,0.813333333333333,1.22,2,2,0,2,0,2,0,5,5,3,2,0,0,10,10,3.66666666666667,4.22222222222222,0,0,0,0,0,0,0,3,17,14,8.66666666666667,5.55555555555555,3,0,0,0,0,0,0,0,2,2,1,0.666666666666667,0,0,9,9,3,4,0,0,0,0,0,0,0,1,9,8,4,3.33333333333333,1,9.105,43.015,33.91,28.1616666666667,12.7044444444444,9.105,0,1.062,1.062,0.354,0.472,0,0,0,0,0,0,0,12,194,182,90,69.3333333333333,12,2,3,3.66666666666667,0,0.708320592678053,0.13932729602566,1.83,1.83,0,1.83,0,-288600,3,703_YIO,Mm
O-NC-Al,4,0.5,0.39685026299205,0.329876977693224,0.304753413551119,0.287174588749259,6,13,7,8.5,2.25,6,73,87,14,79.75,4.75,73,12.0107,26.9815386,14.9708386,17.24958465,4.865976975,12.0107,54.8,3823,3768.2,1218.58,1302.21,54.8,13,16,3,14.5,1,13,2,3,1,2.25,0.375,2,66,121,55,83.5,18.75,66,1.61,3.44,1.83,2.66,0.58,1.61,2,2,0,2,0,2,1,4,3,2.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,4.5,1,3,0,0,0,0,0,0,2,5,3,3.5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,3.5,1,2,5.64,16.48,10.84,11.4984375,4.1259375,5.64,0,6.437,6.437,2.73325,2.73325,0,0,0,0,0,0,0,12,225,213,156.25,72.125,12,2,2.5,0,0,0.567089816109359,0.090165797810836,0.69,1.63,0.94,1.16,0.664680374315355,-151500,3,704_AlCNO,Mm
O-NC-Bi,4,0.5,0.39685026299205,0.329876977693224,0.304753413551119,0.287174588749259,6,83,77,26,28.5,6,77,87,10,83,3.5,77,12.0107,208.9804,196.9697,62.7493,73.11555,12.0107,54.8,3823,3768.2,1121.3125,1350.84375,54.8,14,16,2,15,0.5,14,2,6,4,3,1.5,2,66,148,82,90.25,28.875,66,2.02,3.44,1.42,2.7625,0.4775,2.02,2,2,0,2,0,2,2,4,2,3,0.5,2,0,10,10,2.5,3.75,0,0,14,14,3.5,5.25,0,4,29,25,11,9,4,0,0,0,0,0,0,2,4,2,3,0.5,2,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,3,0.5,2,5.64,32.95,27.31,15.6159375,8.66703125,5.64,0,6.437,6.437,2.73325,2.73325,0,0,0,0,0,0,0,12,194,182,103,91,12,2,3,2.5,3.5,0.395951025061975,0.060619544537534,0.69,1.22,0.53,0.955,0.37476659402887,-151500,3,705_BiCNO,Mm
O-NC-Ce,4,0.5,0.39685026299205,0.329876977693224,0.304753413551119,0.287174588749259,6,58,52,19.75,19.125,6,15,87,72,65.25,25.125,15,12.0107,140.116,128.1053,45.5332,47.2914,12.0107,54.8,3823,3768.2,1252.9625,1285.01875,54.8,3,16,13,12,4.5,3,2,6,4,3,1.5,2,66,204,138,104.25,49.875,66,1.12,3.44,2.32,2.5375,0.70875,1.12,2,2,0,2,0,2,0,4,4,2.25,1.25,0,0,1,1,0.25,0.375,0,0,1,1,0.25,0.375,0,4,6,2,4.75,0.75,4,0,0,0,0,0,0,0,4,4,2.25,1.25,0,0,9,9,2.25,3.375,0,0,13,13,3.25,4.875,0,2,22,20,7.75,7.125,2,5.64,37.24,31.6,16.6884375,10.27578125,5.64,0,6.437,6.437,2.73325,2.73325,0,0,0,0,0,0,0,12,194,182,148.5,68.25,12,2,2.25,0.25,0.25,0.739616569076971,0.126193403341046,0.69,2.12,1.43,1.405,1.01116269709676,-151500,3,706_CeCNO,Mm
O-NC-Co,4,0.5,0.39685026299205,0.329876977693224,0.304753413551119,0.287174588749259,6,27,21,12,7.5,6,58,87,29,76,9,58,12.0107,58.933195,46.922495,25.23749875,16.847848125,12.0107,54.8,3823,3768.2,1427.2125,1368.2875,54.8,9,16,7,13.5,2.25,9,2,4,2,2.5,0.75,2,66,126,60,84.75,20.625,66,1.88,3.44,1.56,2.7275,0.5125,1.88,2,2,0,2,0,2,0,4,4,2.25,1.25,0,0,7,7,1.75,2.625,0,0,0,0,0,0,0,4,9,5,6,1.5,4,0,0,0,0,0,0,0,4,4,2.25,1.25,0,0,3,3,0.75,1.125,0,0,0,0,0,0,0,2,4,2,3,0.5,2,5.64,14.76875,9.12875,9.9396875,2.5671875,5.64,0,6.437,6.437,2.73325,2.73325,0,0,1.5484712,1.5484712,0.3871178,0.5806767,0,12,194,182,148.5,68.25,12,2,2.25,1.75,0,0.455779073674793,0.070294929168889,0.69,1.36,0.67,1.025,0.473761543394987,-151500,3,707_CoCNO,Mm
O-NC-Cr,4,0.5,0.39685026299205,0.329876977693224,0.304753413551119,0.287174588749259,6,24,18,11.25,6.375,6,49,87,38,73.75,12.375,49,12.0107,51.9961,39.9854,23.503225,14.2464375,12.0107,54.8,3823,3768.2,1530.2125,1471.2875,54.8,6,16,10,12.75,3.375,6,2,4,2,2.5,0.75,2,66,139,73,88,25.5,66,1.66,3.44,1.78,2.6725,0.5675,1.66,1,2,1,1.75,0.375,1,0,4,4,2.25,1.25,0,0,5,5,1.25,1.875,0,0,0,0,0,0,0,4,6,2,5.25,0.75,4,0,1,1,0.25,0.375,0,0,4,4,2.25,1.25,0,0,5,5,1.25,1.875,0,0,0,0,0,0,0,2,6,4,3.75,1.25,2,5.64,14.76875,9.12875,10.1759375,2.8034375,5.64,0,6.437,6.437,2.73325,2.73325,0,0,0,0,0,0,0,12,229,217,157.25,72.625,12,1.75,2.25,1.25,0,0.547107278760105,0.086417300158837,0.69,1.58,0.89,1.135,0.629325035256027,-151500,3,708_CrCNO,Mm
O-NC-Fe,4,0.5,0.39685026299205,0.329876977693224,0.304753413551119,0.287174588749259,6,26,20,11.75,7.125,6,55,87,32,75.25,10.125,55,12.0107,55.845,43.8343,24.46545,15.689775,12.0107,54.8,3823,3768.2,1437.9625,1379.0375,54.8,8,16,8,13.25,2.625,8,2,4,2,2.5,0.75,2,66,132,66,86.25,22.875,66,1.83,3.44,1.61,2.715,0.525,1.83,2,2,0,2,0,2,0,4,4,2.25,1.25,0,0,6,6,1.5,2.25,0,0,0,0,0,0,0,4,8,4,5.75,1.25,4,0,0,0,0,0,0,0,4,4,2.25,1.25,0,0,4,4,1,1.5,0,0,0,0,0,0,0,2,4,2,3.25,0.75,2,5.64,14.76875,9.12875,10.0609375,2.6884375,5.64,0,6.437,6.437,2.73325,2.73325,0,0,2.1106628,2.1106628,0.5276657,0.79149855,0,12,229,217,157.25,72.625,12,2,2.25,1.5,0,0.476922164006862,0.073881886733443,0.69,1.41,0.72,1.05,0.509116882454314,-151500,3,709_FeCNO,Mm
O-NC-Ga,4,0.5,0.39685026299205,0.329876977693224,0.304753413551119,0.287174588749259,6,31,25,13,9,6,74,87,13,80,4.5,74,12.0107,69.723,57.7123,27.93495,20.894025,12.0107,54.8,3823,3768.2,1060.94,1381.03,54.8,13,16,3,14.5,1,13,2,4,2,2.5,0.75,2,66,122,56,83.75,19.125,66,1.81,3.44,1.63,2.71,0.53,1.81,2,2,0,2,0,2,1,4,3,2.5,1,1,0,10,10,2.5,3.75,0,0,0,0,0,0,0,4,13,9,7,3,4,0,0,0,0,0,0,2,5,3,3.5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,3.5,1,2,5.64,18.8575,13.2175,12.0928125,4.7203125,5.64,0,6.437,6.437,2.73325,2.73325,0,0,0,0,0,0,0,12,194,182,116,78,12,2,2.5,2.5,0,0.485327755826721,0.075332138381237,0.69,1.43,0.74,1.06,0.523259018078045,-151500,3,710_GaCNO,Ml
O-NC-Gd,4,0.5,0.39685026299205,0.329876977693224,0.304753413551119,0.287174588749259,6,64,58,21.25,21.375,6,27,87,60,68.25,20.625,27,12.0107,157.25,145.2393,49.8167,53.71665,12.0107,54.8,3823,3768.2,1381.7125,1322.7875,54.8,3,16,13,12,4.5,3,2,6,4,3,1.5,2,66,196,130,102.25,46.875,66,1.2,3.44,2.24,2.5575,0.6825,1.2,2,2,0,2,0,2,0,4,4,2.25,1.25,0,0,1,1,0.25,0.375,0,0,7,7,1.75,2.625,0,4,10,6,6.25,1.875,4,0,0,0,0,0,0,0,4,4,2.25,1.25,0,0,9,9,2.25,3.375,0,0,7,7,1.75,2.625,0,2,16,14,6.25,4.875,2,5.64,32.05,26.41,15.3909375,8.32953125,5.64,0,6.437,6.437,2.73325,2.73325,0,0,0,0,0,0,0,12,194,182,148.5,68.25,12,2,2.25,0.25,1.75,0.714753054942695,0.12055408258376,0.69,2.04,1.35,1.365,0.954594154601839,-151500,3,711_GdCNO,Mm
O-NC-In,4,0.5,0.39685026299205,0.329876977693224,0.304753413551119,0.287174588749259,6,49,43,17.5,15.75,6,75,87,12,80.25,4.25,75,12.0107,114.818,102.8073,39.2087,37.80465,12.0107,54.8,3823,3768.2,1092.65,1365.175,54.8,13,16,3,14.5,1,13,2,5,3,2.75,1.125,2,66,142,76,88.75,26.625,66,1.78,3.44,1.66,2.7025,0.5375,1.78,2,2,0,2,0,2,1,4,3,2.5,1,1,0,10,10,2.5,3.75,0,0,0,0,0,0,0,4,13,9,7,3,4,0,0,0,0,0,0,2,5,3,3.5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,3.5,1,2,5.64,24.26,18.62,13.4434375,6.0709375,5.64,0,6.437,6.437,2.73325,2.73325,0,0,0,0,0,0,0,12,194,182,134.75,61.375,12,2,2.5,2.5,0,0.497871893693153,0.077522110528808,0.69,1.46,0.77,1.075,0.544472221513641,-151500,3,712_InCNO,Mm
O-NC-Ir,4,0.5,0.39685026299205,0.329876977693224,0.304753413551119,0.287174588749259,6,77,71,24.5,26.25,6,60,87,27,76.5,8.25,60,12.0107,192.217,180.2063,58.55845,66.829275,12.0107,54.8,3823,3768.2,1669.9625,1611.0375,54.8,9,16,7,13.5,2.25,9,2,6,4,3,1.5,2,66,141,75,88.5,26.25,66,2.2,3.44,1.24,2.8075,0.4325,2.2,2,2,0,2,0,2,0,4,4,2.25,1.25,0,0,7,7,1.75,2.625,0,0,14,14,3.5,5.25,0,4,23,19,9.5,6.75,4,0,0,0,0,0,0,0,4,4,2.25,1.25,0,0,3,3,0.75,1.125,0,0,0,0,0,0,0,2,4,2,3,0.5,2,5.64,14.76875,9.12875,10.9309375,3.5584375,5.64,0,6.437,6.437,2.73325,2.73325,0,0,0,0,0,0,0,12,225,213,156.25,72.125,12,2,2.25,1.75,3.5,0.319140970908075,0.049258712501734,0.69,1.04,0.35,0.865,0.247487373415291,-151500,3,713_IrCNO,Lm
O-NC-La,4,0.5,0.39685026299205,0.329876977693224,0.304753413551119,0.287174588749259,6,57,51,19.5,18.75,6,13,87,74,64.75,25.875,13,12.0107,138.90547,126.89477,45.2305675,46.83745125,12.0107,54.8,3823,3768.2,1283.4625,1269.76875,54.8,3,16,13,12,4.5,3,2,6,4,3,1.5,2,66,207,141,105,51,66,1.1,3.44,2.34,2.5325,0.71625,1.1,2,2,0,2,0,2,0,4,4,2.25,1.25,0,0,1,1,0.25,0.375,0,0,0,0,0,0,0,3,6,3,4.5,1,3,0,0,0,0,0,0,0,4,4,2.25,1.25,0,0,9,9,2.25,3.375,0,0,0,0,0,0,0,2,9,7,4.5,2.25,2,5.64,36.8975,31.2575,16.6028125,10.14734375,5.64,0,6.437,6.437,2.73325,2.73325,0,0,0,0,0,0,0,12,194,182,148.5,68.25,12,2,2.25,0.25,0,0.745613369000596,0.127579463105844,0.69,2.14,1.45,1.415,1.02530483272049,-151500,3,714_LaCNO,Mm
O-NC-Lu,4,0.5,0.39685026299205,0.329876977693224,0.304753413551119,0.287174588749259,6,71,65,23,24,6,41,87,46,71.75,15.375,41,12.0107,174.9668,162.9561,54.2459,60.36045,12.0107,54.8,3823,3768.2,1469.2125,1410.2875,54.8,3,16,13,12,4.5,3,2,6,4,3,1.5,2,66,187,121,100,43.5,66,1.27,3.44,2.17,2.575,0.665,1.27,2,2,0,2,0,2,0,4,4,2.25,1.25,0,0,1,1,0.25,0.375,0,0,14,14,3.5,5.25,0,4,17,13,8,4.5,4,0,0,0,0,0,0,0,4,4,2.25,1.25,0,0,9,9,2.25,3.375,0,0,0,0,0,0,0,2,9,7,4.5,2.25,2,5.64,28.865,23.225,14.5946875,7.2221875,5.64,0,6.437,6.437,2.73325,2.73325,0,0,0.0022471,0.0022471,0.000561775,0.0008426625,0,12,194,182,148.5,68.25,12,2,2.25,0.25,3.5,0.691867378684938,0.115508863066961,0.69,1.97,1.28,1.33,0.905096679918781,-151500,3,715_LuCNO,Mm
O-NC-Nd,4,0.5,0.39685026299205,0.329876977693224,0.304753413551119,0.287174588749259,6,60,54,20.25,19.875,6,19,87,68,66.25,23.625,19,12.0107,144.242,132.2313,46.5647,48.83865,12.0107,54.8,3823,3768.2,1308.7125,1257.14375,54.8,3,16,13,12,4.5,3,2,6,4,3,1.5,2,66,201,135,103.5,48.75,66,1.14,3.44,2.3,2.5425,0.70125,1.14,2,2,0,2,0,2,0,4,4,2.25,1.25,0,0,0,0,0,0,0,0,4,4,1,1.5,0,4,6,2,5.25,0.75,4,0,0,0,0,0,0,0,4,4,2.25,1.25,0,0,0,0,0,0,0,0,10,10,2.5,3.75,0,2,10,8,4.75,2.625,2,5.64,34.81,29.17,16.0809375,9.36453125,5.64,0,6.437,6.437,2.73325,2.73325,0,0,0,0,0,0,0,12,194,182,148.5,68.25,12,2,2.25,0,1,0.733531702186476,0.124797478055067,0.69,2.1,1.41,1.395,0.997020561473032,-151500,3,716_NdCNO,Mm
O-NCO-Al,4,0.529150262212918,0.444796018113863,0.40723360092808,0.401326025041491,0.400117033290814,6,13,7,8.4,1.84,8,73,87,14,81.2,4.96,87,12.0107,26.9815386,14.9708386,16.99954772,3.992796352,15.9994,54.8,3823,3768.2,985.824,1134.8704,54.8,13,16,3,14.8,1.04,16,2,3,1,2.2,0.32,2,66,121,55,80,16.4,66,1.61,3.44,1.83,2.816,0.5888,3.44,2,2,0,2,0,2,1,4,3,2.8,1.04,4,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,4.8,1.04,6,0,0,0,0,0,0,2,5,3,3.2,1.04,2,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,3.2,1.04,2,5.64,16.48,10.84,11.01975,3.6837,9.105,0,6.437,6.437,2.1866,2.62392,0,0,0,0,0,0,0,12,225,213,127.4,92.32,12,2,2.8,0,0,0.567089816109359,0.089144151911302,0.756666666666667,1.69666666666667,0.94,1.22666666666667,0.664680374315355,-195000,3,717_AlCNO2,Mm
O-NCO-Bi,4,0.529150262212918,0.444796018113863,0.40723360092808,0.401326025041491,0.400117033290814,6,83,77,22.4,24.24,8,77,87,10,83.8,3.44,87,12.0107,208.9804,196.9697,53.39932,62.232432,15.9994,54.8,3823,3768.2,908.01,1165.996,54.8,14,16,2,15.2,0.64,16,2,6,4,2.8,1.28,2,66,148,82,85.4,25.04,66,2.02,3.44,1.42,2.898,0.4904,3.44,2,2,0,2,0,2,2,4,2,3.2,0.64,4,0,10,10,2,3.2,0,0,14,14,2.8,4.48,0,4,29,25,10,7.6,6,0,0,0,0,0,0,2,4,2,2.8,0.64,2,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,2.8,0.64,2,5.64,32.95,27.31,14.31375,7.6365,9.105,0,6.437,6.437,2.1866,2.62392,0,0,0,0,0,0,0,12,194,182,84.8,87.36,12,2,3.2,2,2.8,0.395951025061975,0.063388998174493,0.756666666666667,1.28666666666667,0.53,1.02166666666667,0.37476659402887,-195000,3,718_BiCNO2,Mm
O-NCO-Ce,4,0.529150262212918,0.444796018113863,0.40723360092808,0.401326025041491,0.400117033290814,6,58,52,17.4,16.24,8,15,87,72,69.6,21.84,87,12.0107,140.116,128.1053,39.62644,40.195824,15.9994,54.8,3823,3768.2,1013.33,1146.936,54.8,3,16,13,12.8,3.92,16,2,6,4,2.8,1.28,2,66,204,138,96.6,42.96,66,1.12,3.44,2.32,2.718,0.7064,3.44,2,2,0,2,0,2,0,4,4,2.6,1.28,4,0,1,1,0.2,0.32,0,0,1,1,0.2,0.32,0,4,6,2,5,0.8,6,0,0,0,0,0,0,0,4,4,2.2,1.04,2,0,9,9,1.8,2.88,0,0,13,13,2.6,4.16,0,2,22,20,6.6,6.16,2,5.64,37.24,31.6,15.17175,8.8273,9.105,0,6.437,6.437,2.1866,2.62392,0,0,0,0,0,0,0,12,194,182,121.2,87.36,12,2,2.6,0.2,0.2,0.739616569076971,0.119102889569341,0.756666666666667,2.18666666666667,1.43,1.47166666666667,1.01116269709676,-195000,3,719_CeCNO2,Mm
O-NCO-Co,4,0.529150262212918,0.444796018113863,0.40723360092808,0.401326025041491,0.400117033290814,6,27,21,11.2,6.32,8,58,87,29,78.2,8.56,87,12.0107,58.933195,46.922495,23.389879,14.2173264,15.9994,54.8,3823,3768.2,1152.73,1314.216,54.8,9,16,7,14,2,16,2,4,2,2.4,0.64,2,66,126,60,81,18,66,1.88,3.44,1.56,2.87,0.524,3.44,2,2,0,2,0,2,0,4,4,2.6,1.28,4,0,7,7,1.4,2.24,0,0,0,0,0,0,0,4,9,5,6,1.2,6,0,0,0,0,0,0,0,4,4,2.2,1.04,2,0,3,3,0.6,0.96,0,0,0,0,0,0,0,2,4,2,2.8,0.64,2,5.64,14.76875,9.12875,9.77275,2.1873,9.105,0,6.437,6.437,2.1866,2.62392,0,0,1.5484712,1.5484712,0.30969424,0.495510784,0,12,194,182,121.2,87.36,12,2,2.6,1.4,0,0.455779073674793,0.071974366283073,0.756666666666667,1.42666666666667,0.67,1.09166666666667,0.473761543394987,-195000,3,720_CoCNO2,Mm
O-NCO-Cr,4,0.529150262212918,0.444796018113863,0.40723360092808,0.401326025041491,0.400117033290814,6,24,18,10.6,5.36,8,49,87,38,76.4,10.96,87,12.0107,51.9961,39.9854,22.00246,11.997456,15.9994,54.8,3823,3768.2,1235.13,1413.096,54.8,6,16,10,13.4,2.96,16,2,4,2,2.4,0.64,2,66,139,73,83.6,22.16,66,1.66,3.44,1.78,2.826,0.5768,3.44,1,2,1,1.8,0.32,2,0,4,4,2.6,1.28,4,0,5,5,1,1.6,0,0,0,0,0,0,0,4,6,2,5.4,0.72,6,0,1,1,0.2,0.32,0,0,4,4,2.2,1.04,2,0,5,5,1,1.6,0,0,0,0,0,0,0,2,6,4,3.4,1.28,2,5.64,14.76875,9.12875,9.96175,2.4141,9.105,0,6.437,6.437,2.1866,2.62392,0,0,0,0,0,0,0,12,229,217,128.2,92.96,12,1.8,2.6,1,0,0.547107278760105,0.085945811920052,0.756666666666667,1.64666666666667,0.89,1.20166666666667,0.629325035256027,-195000,3,721_CrCNO2,Mm
O-NCO-Fe,4,0.529150262212918,0.444796018113863,0.40723360092808,0.401326025041491,0.400117033290814,6,26,20,11,6,8,55,87,32,77.6,9.28,87,12.0107,55.845,43.8343,22.77224,13.229104,15.9994,54.8,3823,3768.2,1161.33,1324.536,54.8,8,16,8,13.8,2.32,16,2,4,2,2.4,0.64,2,66,132,66,82.2,19.92,66,1.83,3.44,1.61,2.86,0.536,3.44,2,2,0,2,0,2,0,4,4,2.6,1.28,4,0,6,6,1.2,1.92,0,0,0,0,0,0,0,4,8,4,5.8,1.04,6,0,0,0,0,0,0,0,4,4,2.2,1.04,2,0,4,4,0.8,1.28,0,0,0,0,0,0,0,2,4,2,3,0.8,2,5.64,14.76875,9.12875,9.86975,2.3037,9.105,0,6.437,6.437,2.1866,2.62392,0,0,2.1106628,2.1106628,0.42213256,0.675412096,0,12,229,217,128.2,92.96,12,2,2.6,1.2,0,0.476922164006862,0.075115742737671,0.756666666666667,1.47666666666667,0.72,1.11666666666667,0.509116882454314,-195000,3,722_FeCNO2,Mm
O-NCO-Ga,4,0.529150262212918,0.444796018113863,0.40723360092808,0.401326025041491,0.400117033290814,6,31,25,12,7.6,8,74,87,13,81.4,4.72,87,12.0107,69.723,57.7123,25.54784,17.670064,15.9994,54.8,3823,3768.2,859.712,1185.3152,54.8,13,16,3,14.8,1.04,16,2,4,2,2.4,0.64,2,66,122,56,80.2,16.72,66,1.81,3.44,1.63,2.856,0.5408,3.44,2,2,0,2,0,2,1,4,3,2.8,1.04,4,0,10,10,2,3.2,0,0,0,0,0,0,0,4,13,9,6.8,2.48,6,0,0,0,0,0,0,2,5,3,3.2,1.04,2,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,3.2,1.04,2,5.64,18.8575,13.2175,11.49525,4.2543,9.105,0,6.437,6.437,2.1866,2.62392,0,0,0,0,0,0,0,12,194,182,95.2,79.04,12,2,2.8,2,0,0.485327755826721,0.076380127465053,0.756666666666667,1.49666666666667,0.74,1.12666666666667,0.523259018078045,-195000,3,723_GaCNO2,Mm
O-NCO-Gd,4,0.529150262212918,0.444796018113863,0.40723360092808,0.401326025041491,0.400117033290814,6,64,58,18.6,18.16,8,27,87,60,72,18,87,12.0107,157.25,145.2393,43.05324,45.678704,15.9994,54.8,3823,3768.2,1116.33,1270.536,54.8,3,16,13,12.8,3.92,16,2,6,4,2.8,1.28,2,66,196,130,95,40.4,66,1.2,3.44,2.24,2.734,0.6872,3.44,2,2,0,2,0,2,0,4,4,2.6,1.28,4,0,1,1,0.2,0.32,0,0,7,7,1.4,2.24,0,4,10,6,6.2,1.52,6,0,0,0,0,0,0,0,4,4,2.2,1.04,2,0,9,9,1.8,2.88,0,0,7,7,1.4,2.24,0,2,16,14,5.4,4.24,2,5.64,32.05,26.41,14.13375,7.4205,9.105,0,6.437,6.437,2.1866,2.62392,0,0,0,0,0,0,0,12,194,182,121.2,87.36,12,2,2.6,0.2,1.4,0.714753054942695,0.114499183719307,0.756666666666667,2.10666666666667,1.35,1.43166666666667,0.954594154601839,-195000,3,724_GdCNO2,Mm
O-NCO-In,4,0.529150262212918,0.444796018113863,0.40723360092808,0.401326025041491,0.400117033290814,6,49,43,15.6,13.36,8,75,87,12,81.6,4.48,87,12.0107,114.818,102.8073,34.56684,32.100464,15.9994,54.8,3823,3768.2,885.08,1175.168,54.8,13,16,3,14.8,1.04,16,2,5,3,2.6,0.96,2,66,142,76,84.2,23.12,66,1.78,3.44,1.66,2.85,0.548,3.44,2,2,0,2,0,2,1,4,3,2.8,1.04,4,0,10,10,2,3.2,0,0,0,0,0,0,0,4,13,9,6.8,2.48,6,0,0,0,0,0,0,2,5,3,3.2,1.04,2,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,3.2,1.04,2,5.64,24.26,18.62,12.57575,5.5509,9.105,0,6.437,6.437,2.1866,2.62392,0,0,0,0,0,0,0,12,194,182,110.2,78.56,12,2,2.8,2,0,0.497871893693153,0.078283475154155,0.756666666666667,1.52666666666667,0.77,1.14166666666667,0.544472221513641,-195000,3,725_InCNO2,Mm
