Compound,Formation_energy,E_above_hull
Se-NO-Lu,-0.935962468,1.199028617
Se-NO-Nd,-0.942685275,1.083362265
Se-NO-Rh,0.015654075,0.595913885
Se-NO-Ru,0.096163863,0.766940749
Se-NO-Sc,-0.85587575,1.159487464
Se-NO-Sm,-0.955994975,1.091286268
Se-NO-Y,-0.985743005,1.064622634
Se-OCN-Al,-0.41463609,0.955401071
Se-OCN-Bi,-0.120802622,0.397329661
Se-OCN-Ce,-1.12268517,0.826436705
Se-OCN-Co,-0.10002349,0.514123941
Se-OCN-Cr,-0.365926204,0.654200943
Se-OCN-Fe,-0.041279404,0.585086483
Se-OCN-Ga,-0.15353556,0.655541617
Se-OCN-Gd,-0.177233238,1.155630048
Se-OCN-In,-0.228808334,0.504891839
Se-OCN-Ir,0.050817542,0.574321611
Se-OCN-La,-1.133445512,0.537783317
Se-OCN-Lu,-1.022409756,0.691112802
Se-OCN-Nd,-0.888689006,0.758647816
Se-OCN-Rh,-0.138711104,0.397690169
Se-OCN-Ru,0.061933422,0.616604826
Se-OCN-Sc,-0.963148622,0.649141948
Se-OCN-Sm,-1.049236676,0.623427001
Se-OCN-Y,-1.067550558,0.667580602
Se-SCN-Al,-0.123524097,0.560000248
Se-SCN-Bi,0.242344873,0.409086271
Se-SCN-Ce,-0.586904643,0.494830749
Se-SCN-Co,0.130014659,0.405875215
Se-SCN-Cr,-0.047898953,0.479245712
Se-SCN-Fe,0.256262397,0.558362209
Se-SCN-Ga,0.127391359,0.491062797
Se-SCN-Gd,-0.627735961,0.334362359
Se-SCN-In,0.058525697,0.407316031
Se-SCN-Ir,0.145274013,0.424942674
Se-SCN-La,-0.722788605,0.52798673
Se-SCN-Lu,-0.587387085,0.543233694
Se-SCN-Nd,-0.663450705,0.511646404
Se-SCN-Rh,0.056486749,0.390555687
Se-SCN-Ru,0.267136633,0.634290122
Se-SCN-Sc,-0.588332739,0.445246713
Se-SCN-Sm,-0.660806389,0.499945113
Se-SCN-Y,-0.676545835,0.44099592
Se-SH-Al,-0.641988677,0.244727415
Se-SH-Bi,-0.157812632,0.206228733
Se-SH-Ce,-1.293759962,0.214023895
Se-SH-Co,-0.316298749,0.184141564
Se-SH-Cr,-0.464288514,0.350256934
Se-SH-Fe,-0.160035107,0.373204275
Se-SH-Ga,-0.310813339,0.299390576
Se-SH-Gd,-1.286075027,0.072162491
Se-SH-In,-0.400167617,0.191434918
Se-SH-Ir,-0.297870767,0.207329676
Se-SH-La,-1.396354279,0.322729508
Se-SH-Lu,-1.308205497,0.253772981
Se-SH-Nd,-1.324281562,0.300204442
Se-SH-Rh,-0.394459054,0.178741735
Se-SH-Ru,-0.137250447,0.477306032
Se-SH-Sc,-1.235670559,0.137091679
Se-SH-Sm,-1.322867329,0.283686665
Se-SH-Y,-1.362818047,0.189723765
S-F-Al,-1.955431692,0.459999762
S-F-Bi,-1.187433959,0.120882423
S-F-Ce,-2.827145302,0.444459358
S-F-Co,-1.232421889,0.151940603
S-F-Cr,-1.681777162,0.348593428
S-F-Fe,-1.167082576,0.326573942
S-F-Ga,-1.357385389,0.3260901
S-F-Gd,-1.544313062,1.726738323
S-F-In,-1.430764026,0.184531854
S-F-Ir,-0.923530629,0.010766227
S-F-La,-3.009368012,0.460958965
S-F-Lu,-2.921631242,0.342023477
S-F-Nd,-2.898409596,0.477211147
S-F-Rh,-1.210239902,0
S-F-Ru,-0.908059139,0.261498881
S-F-Sc,-2.809781782,0.298713523
S-F-Sm,-2.906201019,0.452452343
S-F-Y,-2.964695929,0.404931283
S-I-Al,-0.887286866,0.13356138
S-I-Bi,-0.340087626,0.04086371
S-I-Ce,-1.852910222,0
S-I-Co,-0.148059629,0.202667396
S-I-Cr,-0.763516406,0.068267766
S-I-Fe,-0.119892812,0.339266335
S-I-Ga,-0.437858999,0.214314471
S-I-Gd,-1.889904429,0.099633285
S-I-In,-0.600893586,0.052579885
S-I-Ir,-0.087878936,0.182900302
S-I-La,-2.060447622,0.114176641
S-I-Lu,-1.895405022,0.024915588
S-I-Nd,-1.951515786,0.068024034
S-I-Rh,-0.308033806,0.107234311
S-I-Ru,-0.125688766,0.224926296
S-I-Sc,-1.768574139,0
S-I-Sm,-1.943366132,0.10889775
S-I-Y,-1.985106852,0.075997486
S-NC-Al,-0.146449667,0.707955624
S-NC-Bi,0.421891008,0.560467222
S-NC-Ce,-0.804290924,0.331171096
S-NC-Co,0.337605138,0.571572331
S-NC-Cr,0.089839033,0.664812824
S-NC-Fe,0.387742921,0.655541872
S-NC-Ga,0.279055323,0.706426894
S-NC-Gd,-0.820700279,0.279791218
S-NC-In,0.210891321,0.55011239
S-NC-Ir,0.495130973,0.700889168
S-NC-La,-0.943214817,0.442834444
S-NC-Lu,-0.859883704,0.55339213
S-NC-Nd,-0.857211752,0.452663379
S-NCO-Al,-0.869744975,0.500292146
S-NCO-Bi,-0.363097759,0.153518504
S-NCO-Ce,-1.398981591,0.606813724
S-NCO-Co,-0.477227461,0.182236409
S-NCO-Cr,-0.748327517,0.310649246
S-NCO-Fe,-0.444916965,0.249255093
S-NCO-Ga,-0.530397009,0.300089573
S-NCO-Gd,-1.345122681,0
S-NCO-In,-0.562959365,0.200316177
S-NCO-Ir,-0.334018045,0.2284787
S-NCO-La,-1.408829815,0.37954094
S-NCO-Lu,-1.394138301,0.357704218
S-NCO-Nd,-1.357296583,0.31915398
S-NCO-Rh,-0.488483665,0.134357318
S-NCO-Ru,-0.348477673,0.261920567
S-NCO-Sc,-1.337576353,0.344950569
S-NCO-Sm,-1.368577845,0.304085792
S-NCO-Y,-1.414166285,0.320964835
S-NC-Rh,0.301599198,0.582787691
S-NC-Ru,0.494295758,0.759930822
S-NCS-Al,-0.357456865,0.326067441
S-NCS-Bi,0.076114413,0.241339792
S-NC-Sc,-0.773418522,0.518555653
S-NCS-Ce,-0.877999949,0.259569328
S-NCS-Co,0.064648311,0.385825307
S-NCS-Cr,-0.250601437,0.315392844
S-NCS-Fe,0.127849455,0.49751926
S-NCS-Ga,-0.034409751,0.350671093
S-NCS-Gd,-0.105620251,0.77477302
S-NCS-In,-0.081411767,0.282479508
S-NCS-Ir,0.128842627,0.439092645
S-NCS-La,-0.981007625,0.314816167
S-NCS-Lu,-0.937133635,0.231807107
S-NC-Sm,-0.858954244,0.563378819
S-NCS-Nd,-0.922277619,0.299493389
S-NCS-Rh,-0.011633141,0.316504938
S-NCS-Ru,0.166110735,0.588991061
S-NCS-Sc,-0.868289903,0.235525902
S-NCS-Sm,-0.927427975,0.261784643
S-NCS-Y,-0.963110925,0.246711535
S-NC-Y,-0.904964959,0.44340173
S-NO-Al,-0.421398632,1.291147772
S-NO-Bi,0.149567191,0.744452765
S-NO-Ce,-1.092340209,0.927567688
S-NO-Co,-0.063067819,0.758722424
S-NO-Cr,-0.221376277,1.102344679
S-NO-Fe,-0.105200919,0.762514155
S-NO-Ga,-0.077951644,0.960156586
S-NO-Gd,-0.038716092,1.409517467
S-NO-In,-0.055508069,0.89858636
S-NO-Ir,0.125360973,0.684929073
S-NO-La,-1.130414312,1.105049134
S-NO-Lu,-1.036322204,1.153480947
S-NO-Nd,-1.033353032,1.050927787
S-NO-Rh,-0.034399682,0.624616156
S-NO-Ru,-8.24E-05,0.74035307
S-NO-Sc,-0.963917444,1.139241211
S-NO-Sm,-1.043550214,1.039307422
S-NO-Y,-1.048337547,1.117378972
S-OCN-Al,-0.568115531,0.80192159
S-OCN-Bi,-0.111173491,0.405442772
S-OCN-Ce,-1.112387191,0.503539124
S-OCN-Co,-0.170585045,0.488878825
S-OCN-Cr,-0.439563795,0.619412968
S-OCN-Fe,-0.124606563,0.569565495
S-OCN-Ga,-0.239091667,0.591394915
S-OCN-Gd,-0.313078319,1.032044362
S-OCN-In,-0.280565687,0.482709855
S-OCN-Ir,-0.005828181,0.556668564
S-OCN-La,-1.206143299,0.582227456
S-OCN-Lu,-1.128509731,0.623332788
S-OCN-Nd,-1.131032515,0.545418048
S-OCN-Rh,-0.176967203,0.44587378
S-OCN-Ru,-0.015019689,0.595378551
S-OCN-Sc,-1.062972587,0.619554335
S-OCN-Sm,-1.130969911,0.541693726
S-OCN-Y,-1.160762249,0.574368871
S-SCN-Al,-0.187838699,0.495685607
S-SCN-Bi,0.271771305,0.436996684
S-SCN-Ce,-0.681763417,0.45580586
S-SCN-Co,0.118717159,0.439894155
S-SCN-Cr,-0.096078817,0.469915464
S-SCN-Fe,0.194270869,0.563940674
S-SCN-Ga,0.087508267,0.472589111
S-SCN-Gd,0.084333575,0.964726846
S-SCN-In,0.038871515,0.40276279
S-SCN-Ir,0.139634553,0.449884571
S-SCN-La,-0.794684635,0.501139157
S-SCN-Lu,-0.722146289,0.446794453
S-SCN-Nd,-0.731086783,0.490684225
S-SCN-Rh,0.070013261,0.39815134
S-SCN-Ru,0.235645357,0.658525683
S-SCN-Sc,-0.639728779,0.464087026
S-SCN-Sm,-0.730858731,0.458353887
S-SCN-Y,-0.764569613,0.445252847
S-SH-Al,-0.751191994,0.191687594
S-SH-Bi,-0.134226046,0.227920294
S-SH-Ce,-1.380480594,0.19709562
S-SH-Co,-0.330133756,0.226952106
S-SH-Cr,-0.610862526,0.252244942
S-SH-Fe,-0.203661171,0.414040702
S-SH-Ga,-0.362177229,0.274788443
S-SH-Gd,-0.400426766,0.85567944
S-SH-In,-0.428295394,0.182183317
S-SH-Ir,-0.304064019,0.239363121
S-SH-La,-1.477408296,0.297986061
S-SH-Lu,-1.412774351,0.204016193
S-SH-Nd,-1.406613629,0.276214748
S-SH-Rh,-0.384113764,0.181673452
S-SH-Ru,-0.182063964,0.502151061
S-SH-Sc,-1.331033584,0.204350789
S-SH-Sm,-1.409615526,0.232514863
S-SH-Y,-1.457595914,0.210296778
Te-Br-Al,-0.809679827,0.140567781
Te-Br-Bi,-0.55691868,0
Te-Br-Ce,-2.026981257,0.352008581
Te-Br-Co,-0.459108723,0.059236347
Te-Br-Cr,-0.89702983,0
Te-Br-Fe,-0.319830203,0.251161336
Te-Br-Ga,-0.503096223,0.190739489
Te-Br-Gd,-0.44892974,1.345138361
Te-Br-In,-0.674426117,0.113142694
Te-Br-Ir,-0.422653467,0.064352529
Te-Br-La,-1.936701123,0.21289931
Te-Br-Lu,-1.754498043,0
Te-Br-Nd,-1.867212127,0.138273197
Te-Br-Rh,-0.684716083,0
Te-Br-Ru,-0.27403266,0.245991567
Te-Br-Sc,-1.679349953,0
Te-Br-Sm,-1.84664667,0.047933982
Te-Br-Y,-1.87288138,0
Te-Cl-Al,-0.88083184,0.253300586
Te-Cl-Bi,-0.627702203,0.033518695
Te-Cl-Ce,-2.13836757,0.404024583
Te-Cl-Co,-0.561495667,0.104337553
Te-Cl-Cr,-1.01438949,0.014610359
Te-Cl-Fe,-0.525792497,0.161010408
Te-Cl-Ga,-0.553068993,0.310751703
Te-Cl-Gd,-1.90346777,0.049006609
Te-Cl-In,-0.728638133,0.146865401
Te-Cl-Ir,-0.479036007,0.045352887
Te-Cl-La,-2.088123453,0.173503617
Te-Cl-Lu,-1.8705466,0
Te-Cl-Nd,-1.362178183,0.811430833
Te-Cl-Rh,-0.75619017,0.029209582
Te-Cl-Ru,-0.354531073,0.26140228
Te-Cl-Sc,-1.799437653,0.112260813
Te-Cl-Sm,-1.96356272,0
Te-Cl-Y,-1.988011797,0.021758991
Te-CN-Al,0.362822433,1.217232799
Te-CN-Bi,0.444435385,0.562726021
Te-CN-Ce,-0.484242503,0.495973151
Te-CN-Co,0.507576665,0.634618257
Te-CN-Cr,0.5943371,0.953219059
Te-CN-Fe,0.509200633,0.658363886
Te-CN-Ga,0.54456876,0.867837529
Te-CN-Gd,-0.45999329,0.522525729
Te-CN-In,0.457951715,0.689504114
Te-CN-Ir,0.523620448,0.721647909
Te-CN-La,-0.607073075,0.535879047
Te-CN-Lu,-0.392345518,0.702955326
Te-CN-Nd,-0.527278658,0.526238114
Te-CN-Rh,0.317724358,0.580698733
Te-CN-Ru,0.612718708,0.823343544
Te-CN-Sc,-0.372770628,0.743617643
Te-CN-Sm,-0.51106408,0.596680163
Te-CN-Y,-0.505987265,0.551004986
Te-F-Al,-1.22191181,0.834288127
Te-F-Bi,-1.12763212,0.153313271
Te-F-Ce,-2.475096333,0.191428631
Te-F-Co,-0.878133773,0.406181576
Te-F-Cr,-1.43183952,0.29333898
Te-F-Fe,-0.996674943,0.338800644
Te-F-Ga,-0.875060077,0.620874723
Te-F-Gd,-1.00270269,1.650412796
Te-F-In,-1.070985923,0.412020914
Te-F-Ir,-0.713293643,0.410318553
Te-F-La,-2.591409677,0.439068907
Te-F-Lu,-2.35887923,0.175837877
Te-F-Nd,-2.4806107,0.489864543
Te-F-Rh,-1.056583357,0.131974403
Te-F-Ru,-0.66248429,0.473723331
Te-F-Sc,-2.29241852,0.41536314
Te-F-Sm,-2.4649335,0.410847496
Te-F-Y,-2.474259267,0.269709787
Te-I-Al,-0.57157981,0.090036918
Te-I-Bi,-0.35465552,0.029045507
Te-I-Ce,-1.772369823,0.383961971
Te-I-Co,-0.19736349,0.053316392
Te-I-Cr,-0.617428787,0
Te-I-Fe,-0.06043622,0.240541997
Te-I-Ga,-0.303496717,0.169243683
Te-I-Gd,-1.524553423,0
Te-I-In,-0.471955293,0.091264253
Te-I-Ir,-0.261591987,0.010607091
Te-I-La,-1.710752677,0.078736985
Te-I-Lu,-1.484029587,0
Te-I-Nd,-1.605632507,0.065006515
Te-I-Rh,-0.469385617,0
Te-I-Ru,-0.074074513,0.210719989
Te-I-Sc,-1.402499097,0
Te-I-Sm,-1.58766072,0
Te-I-Y,-1.608075293,0
Te-NC-Al,0.331154375,1.185564742
Te-NC-Bi,0.44547938,0.563770016
Te-NC-Ce,-0.665393927,0.802157976
Te-NC-Co,0.524289138,0.651330729
Te-NC-Cr,0.165106565,0.523988524
Te-NC-Fe,0.504686123,0.653849376
Te-NC-Ga,0.617996578,0.941265346
Te-NC-Gd,-0.506043948,0.476475071
Te-NC-In,0.42404101,0.655593409
Te-NC-Ir,0.601714195,0.799741656
Te-NC-La,-0.653340008,0.489612115
Te-NC-Lu,-0.47992118,0.615379663
Te-NC-Nd,-0.572663135,0.480853636
Te-NCO-Al,-0.430043886,0.939997296
Te-NCO-Bi,-0.319375708,0.18081796
Te-NCO-Ce,-1.19909588,0.687735388
Te-NCO-Co,-0.310171284,0.289478853
Te-NCO-Cr,-0.579131158,0.394715997
Te-NCO-Fe,-0.323147586,0.282975929
Te-NCO-Ga,-0.250314286,0.539560114
Te-NCO-Gd,-0.305058694,0.9323848
Te-NCO-In,-0.355038404,0.368662999
Te-NCO-Ir,-0.251715,0.304597159
Te-NCO-La,-1.173681794,0.527383773
Te-NCO-Lu,-1.059000184,0.654526395
Te-NCO-Nd,-1.086060482,0.561280361
Te-NCO-Rh,-0.4301695,0.17810019
Te-NCO-Ru,-0.186996118,0.37939394
Te-NCO-Sc,-1.03004264,0.582251952
Te-NCO-Sm,-1.103781798,0.5688859
Te-NCO-Y,-1.129283944,0.605851237
Te-NC-Rh,0.36974772,0.632722096
Te-NC-Ru,0.66805869,0.878683526
Te-NCS-Al,0.052062499,0.735593718
Te-NCS-Bi,0.107307607,0.267059818
Te-NC-Sc,-0.404165293,0.712222978
Te-NCS-Ce,-0.628920649,0.38968458
Te-NCS-Co,0.168537963,0.429686673
Te-NCS-Cr,-0.119066179,0.361798494
Te-NCS-Fe,0.146352981,0.421114228
Te-NCS-Ga,0.229654693,0.574123354
Te-NCS-Gd,-0.636522417,0.243874915
Te-NCS-In,0.097073203,0.435864766
Te-NCS-Ir,0.208528673,0.521005424
Te-NCS-La,-0.742120595,0.440218981
Te-NCS-Lu,-0.621802073,0.508822728
Te-NC-Sm,-0.55828981,0.549454433
Te-NCS-Nd,-0.666302723,0.472710991
Te-NCS-Rh,0.030249237,0.394025728
Te-NCS-Ru,0.269199285,0.648071429
Te-NCS-Sc,-0.590199433,0.44338404
Te-NCS-Sm,-0.678076155,0.459794429
Te-NCS-Y,-0.691449541,0.406684249
Te-NC-Y,-0.572412485,0.484579766
Te-NO-Al,-0.195303628,1.517247852
Te-NO-Bi,0.14699959,0.762309427
Te-NO-Ce,-1.012686758,0.858516079
Te-NO-Co,0.042851573,0.792414246
Te-NO-Cr,-0.247685068,0.969623878
Te-NO-Fe,-0.00257062,0.755083776
Te-NO-Ga,0.130360455,1.117703457
Te-NO-Gd,-0.733701968,0.659609268
Te-NO-In,0.10116319,1.005789945
Te-NO-Ir,0.251744805,0.809907573
Te-NO-La,-0.863932315,1.262399645
Te-NO-Lu,-0.724041428,1.343806777
Te-NO-Nd,-0.75959174,1.222901175
Te-NO-Rh,-0.008139193,0.63777405
Te-NO-Ru,0.114246718,0.799671922
Te-NO-Sc,-1.008891688,1.006476554
Te-NO-Sm,-0.722824173,1.277101025
Te-NO-Y,-0.784863818,1.241241865
Te-OCN-Al,-0.177177166,1.192864016
Te-OCN-Bi,-0.10456684,0.395626828
Te-OCN-Ce,-0.87822898,0.618733288
Te-OCN-Co,0.001087072,0.600737209
Te-OCN-Cr,-0.292050472,0.681796683
Te-OCN-Fe,-0.006126362,0.599997153
Te-OCN-Ga,0.032584926,0.822459326
Te-OCN-Gd,-0.064264288,1.173179206
Te-OCN-In,-0.092622334,0.631079069
Te-OCN-Ir,0.079042964,0.635355123
Te-OCN-La,-0.972160704,0.728904863
Te-OCN-Lu,-0.816061456,0.897465123
Te-OCN-Nd,-0.889722922,0.757617921
Te-OCN-Rh,-0.120243034,0.488026656
Te-OCN-Ru,0.117341292,0.68373135
Te-OCN-Sc,-0.75561596,0.856678632
Te-OCN-Sm,-0.888535766,0.784131932
Te-OCN-Y,-0.868711678,0.866423503
Te-SCN-Al,0.043274933,0.726806151
Te-SCN-Bi,0.548539079,0.70829129
Te-SCN-Ce,-0.285643303,0.732961926
Te-SCN-Co,0.173338891,0.434487601
Te-SCN-Cr,-0.023090643,0.45777403
Te-SCN-Fe,0.264762633,0.53952388
Te-SCN-Ga,0.225806191,0.570274852
Te-SCN-Gd,-0.487447469,0.392949863
Te-SCN-In,0.159127149,0.497918712
Te-SCN-Ir,0.139562623,0.452039374
Te-SCN-La,-0.590777601,0.591561975
Te-SCN-Lu,-0.473550281,0.65707452
Te-SCN-Nd,-0.205094061,0.933919653
Te-SCN-Rh,0.042387313,0.406163804
Te-SCN-Ru,0.256932877,0.635805021
Te-SCN-Sc,-0.422527489,0.611055984
Te-SCN-Sm,-0.520831713,0.617038871
Te-SCN-Y,-0.530583841,0.567549949
Te-SH-Al,-0.424228104,0.402154296
Te-SH-Bi,-0.149496147,0.205808735
Te-SH-Ce,-1.253569607,0.662637797
Te-SH-Co,-0.265978904,0.216071601
Te-SH-Cr,-0.512168972,0.244526487
Te-SH-Fe,-0.146296864,0.352769312
Te-SH-Ga,-0.176249669,0.409950774
Te-SH-Gd,-1.098927359,0.157183922
Te-SH-In,-0.292722697,0.286381375
Te-SH-Ir,-0.289047844,0.257162711
Te-SH-La,-1.217750167,0.415788921
Te-SH-Lu,-1.091102827,0.34888173
Te-SH-Nd,-1.150793772,0.428587988
Te-SH-Rh,-0.407282067,0.203053164
Te-SH-Ru,-0.137149334,0.492055463
Te-SH-Sc,-1.045866442,0.339252852
Te-SH-Sm,-1.141215414,0.417982535
Te-SH-Y,-1.175093479,0.353188376
Cl-Br-Ba,-2.618729347,0.158249028
Cl-Br-Be,-1.16535718,0.307831367
Cl-Br-Ca,-2.551024877,0.026281333
Cl-Br-Cd,-1.21473017,0.02154504
Cl-Br-Co,-0.69844997,0.154092778
Cl-Br-Cu,-0.534478217,0.116214042
Cl-Br-Fe,-0.70187287,0.259732255
Cl-Br-Mg,-1.976759097,0.025998088
Cl-Br-Mn,-0.892935063,0.674972022
Cl-Br-Ni,-0.98671593,0.026240482
Cl-Br-Pb,-1.149781177,0.06858788
Cl-Br-Pd,-0.5188532,0.085696535
Cl-Br-Pt,-0.116890293,0.370787226
Cl-Br-Sr,-2.610509477,0.085512363
Cl-Br-Zn,-1.15556384,0.080007558
CN-Br-Ba,-1.029741723,0.424956957
CN-Br-Be,0.151872793,0.910226823
CN-Br-Ca,-0.935341985,0.500205882
CN-Br-Cd,0.04955339,0.48873989
CN-Br-Co,0.285110035,0.552183773
CN-Br-Cu,0.515022983,0.724835674
CN-Br-Fe,0.259146788,0.614411707
CN-Br-Mg,-0.479579883,0.60812851
CN-Br-Mn,-0.142641653,0.510923286
CN-Br-Ni,0.240374018,0.574269822
CN-Br-Pb,0.055459248,0.462651188
CN-Br-Pd,0.52172694,0.723953195
CN-Br-Pt,0.675347733,0.839399204
CN-Br-Sr,-0.99996071,0.457605077
CN-Br-Zn,0.117626303,0.622846275
CN-Cl-Ba,-1.1267031,0.434248556
CN-Cl-Be,-0.02408922,0.874942531
CN-Cl-Ca,-1.049287698,0.505586815
CN-Cl-Cd,-0.034309363,0.476903968
CN-Cl-Co,0.265326485,0.643016334
CN-Cl-Cu,0.416228493,0.699791487
CN-Cl-Fe,0.13387336,0.575996803
CN-Cl-Mg,-0.621730265,0.592458924
CN-Cl-Mn,-0.32240722,0.430299609
CN-Cl-Ni,0.117205658,0.548379261
CN-Cl-Pb,-0.002527525,0.474900736
CN-Cl-Pd,0.443109043,0.699644944
CN-Cl-Pt,0.593410055,0.800461524
CN-Cl-Sr,-1.106304885,0.507201024
CN-Cl-Zn,-0.002036668,0.587639535
CN-F-Ba,-1.52449007,0.494007596
CN-F-Be,-0.586190025,0.997434751
CN-F-Ca,-1.527078755,0.594060498
CN-F-Cd,-0.409638658,0.518478102
CN-F-Co,-0.237582708,0.603968739
CN-F-Cu,0.056344713,0.757205595
CN-F-Fe,-0.253087128,0.675540828
CN-F-Mg,-1.160056808,0.681412305
CN-F-Mn,-0.441069865,0.786376484
CN-F-Ni,-0.281264005,0.597991012
CN-F-Pb,-0.377946905,0.549282996
CN-F-Pd,0.143105388,0.733437158
CN-F-Pt,0.291753775,0.882080492
CN-F-Sr,-1.546221565,0.550846033
CN-F-Zn,-0.422723835,0.618427202
CN-I-Ba,-0.817318288,0.411721017
CN-I-Be,0.482104163,1.025013398
CN-I-Ca,-0.69454549,0.519822363
CN-I-Cd,0.273734623,0.535415235
CN-I-Co,0.630106203,0.696431048
CN-I-Cu,0.7275627,0.798885323
CN-I-Fe,0.523617385,0.676372313
CN-I-Mg,-0.19172258,0.65770803
CN-I-Mn,0.121606133,0.567962277
CN-I-Ni,0.50583046,0.645369249
CN-I-Pb,0.215916448,0.471320895
CN-I-Pd,0.681018108,0.793443793
CN-I-Pt,0.832892605,0.917659442
CN-I-Sr,-0.775559093,0.452007838
CN-I-Zn,0.37741956,0.703365272
F-Br-Ba,-3.13590333,0.330689437
F-Br-Be,-1.657427213,0.728552033
F-Br-Ca,-3.088322633,0.244003229
F-Br-Cd,-1.62145486,0.170691588
F-Br-Co,-1.33216321,0.138861667
F-Br-Cu,-0.94109474,0.265994702
F-Br-Fe,-1.35810473,0.252173078
F-Br-Mg,-2.55033034,0.288800077
F-Br-Mn,-1.3431891,0.857704011
F-Br-Ni,-1.381248653,0.229149643
F-Br-Pb,-1.665751943,0.166088605
F-Br-Pd,-0.804480973,0.153491729
F-Br-Pt,-0.2773696,0.531306923
F-Br-Sr,-3.164855933,0.288805993
F-Br-Zn,-1.579100777,0.258437067
F-Cl-Ba,-3.276573427,0.327675637
F-Cl-Be,-2.02070251,0.55284703
F-Cl-Ca,-3.312806327,0.17862173
F-Cl-Cd,-1.757167733,0.131014488
F-Cl-Co,-1.538472257,0.080040769
F-Cl-Cu,-1.078521917,0.226901263
F-Cl-Fe,-1.287758523,0.43833065
F-Cl-Mg,-2.809901787,0.197869692
F-Cl-Mn,-2.11425332,0.218828979
F-Cl-Ni,-1.592511027,0.147591001
F-Cl-Pb,-1.749017607,0.19884081
F-Cl-Pd,-0.88306608,0.147319484
F-Cl-Pt,-0.31998931,0.546020543
F-Cl-Sr,-3.324974723,0.290686645
F-Cl-Zn,-1.785378627,0.164767524
I-Br-Ba,-2.216438413,0.11799016
I-Br-Be,-0.626580933,0.336691104
I-Br-Ca,-2.102179183,0.021118146
I-Br-Cd,-0.870732847,0.032832073
I-Br-Co,-0.360575653,0.076813756
I-Br-Cu,-0.236551683,0.099137277
I-Br-Fe,-0.28979282,0.285987618
I-Br-Mg,-1.476339353,0.04007306
I-Br-Mn,-0.474497147,0.684942358
I-Br-Ni,-0.572055347,0.052054645
I-Br-Pb,-0.860440813,0.015893036
I-Br-Pd,-0.30063984,0.11176294
I-Br-Pt,-0.032386663,0.292244679
I-Br-Sr,-2.183643823,0.045381694
I-Br-Zn,-0.74307462,0.140856124
I-Cl-Ba,-2.337164677,0.138934532
I-Cl-Be,-0.722879403,0.427962928
I-Cl-Ca,-2.234074233,0.04832529
I-Cl-Cd,-0.941064463,0.05853623
I-Cl-Co,-0.441988897,0.142888662
I-Cl-Cu,-0.315273237,0.118749462
I-Cl-Fe,-0.370613437,0.320978367
I-Cl-Mg,-1.599458193,0.085595282
I-Cl-Mn,-0.57215205,0.719476643
I-Cl-Ni,-0.66208089,0.091732833
I-Cl-Pb,-0.937520047,0.03246223
I-Cl-Pd,-0.33995389,0.144861752
I-Cl-Pt,-0.04796226,0.334002413
I-Cl-Sr,-2.31257091,0.076785788
I-Cl-Zn,-0.819365913,0.177173137
I-F-Ba,-2.83250884,0.320858877
I-F-Be,-1.06097208,1.002660951
I-F-Ca,-2.75588997,0.281529207
I-F-Cd,-1.299294427,0.256177505
I-F-Co,-0.912040467,0.291319221
I-F-Cu,-0.6673047,0.323115182
I-F-Fe,-0.629095587,0.7111689
I-F-Mg,-2.05204813,0.469378577
I-F-Mn,-1.593341067,0.331273653
I-F-Ni,-0.96893152,0.382324088
I-F-Pb,-1.4292079,0.140509896
I-F-Pd,-0.526070443,0.312168166
I-F-Pt,-0.252773307,0.45019037
I-F-Sr,-2.824017377,0.304119397
I-F-Zn,-1.151430623,0.447074873
NC-Br-Ba,-1.083448175,0.371250504
NC-Br-Be,0.067605278,0.825959308
NC-Br-Ca,-1.021269593,0.414278275
NC-Br-Cd,0.02244628,0.46163278
NC-Br-Co,0.27395611,0.541029848
NC-Br-Cu,0.534148325,0.743961016
NC-Br-Fe,0.236943598,0.592208517
NC-Br-Mg,-0.575663883,0.51204451
NC-Br-Mn,-0.19619539,0.457369548
NC-Br-Ni,0.201650143,0.535545948
NC-Br-Pb,0.04783616,0.455028101
NC-Br-Pd,0.55655722,0.758783475
NC-Br-Pt,0.85236242,1.016413891
NC-Br-Sr,-1.072394443,0.385171344
NC-Br-Zn,0.08230721,0.587527182
NC-Cl-Ba,-1.18471953,0.376232126
NC-Cl-Be,-0.137929343,0.761102408
NC-Cl-Ca,-0.978552345,0.576322168
NC-Cl-Cd,-0.065316288,0.445897043
NC-Cl-Co,0.140286478,0.517976327
NC-Cl-Cu,0.44610261,0.729665605
NC-Cl-Fe,0.268089783,0.710213226
NC-Cl-Mg,-0.736399693,0.477789497
NC-Cl-Mn,-0.274278618,0.478428212
NC-Cl-Ni,0.06979039,0.500963994
NC-Cl-Pb,-0.01250462,0.464923641
NC-Cl-Pd,0.490770605,0.747306506
NC-Cl-Pt,0.812170348,1.019221817
NC-Cl-Sr,-1.182955753,0.430550157
NC-Cl-Zn,-0.04781309,0.541863112
NC-CN-Ba,-0.20066026,0.545672983
NC-CN-Be,0.670668676,1.112664173
NC-CN-Ca,-0.131668008,0.714286171
NC-CN-Cd,0.704629484,0.723184223
NC-CN-Co,0.90526463,0.909549851
NC-CN-Cu,1.048194298,1.052479492
NC-CN-Fe,0.817490684,0.878438299
NC-CN-Mg,0.196678754,0.836542508
NC-CN-Mn,0.72618505,0.910458213
NC-CN-Ni,0.814378422,0.818660102
