Compound,0-norm,2-norm,3-norm,5-norm,7-norm,10-norm,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,avg s valence electrons,avg p valence electrons,avg d valence electrons,avg f valence electrons,max ionic char,avg ionic char,minimum EN difference,maximum EN difference,range EN difference,mean EN difference,std_dev EN difference,avg anion electron affinity,M_oxid_state,Compound_id,Thermo_stability_level
S-OH-Y,4,0.5,0.396850263,0.329876978,0.304753414,0.287174589,1,39,38,16,11.5,1,12,92,80,69.75,28.875,12,1.00794,88.90585,87.89791,34.4945475,27.20565125,1.00794,14.01,1799,1784.99,564.0425,617.47875,14.01,1,16,15,9,7,1,1,5,4,2.75,1.25,1,31,190,159,98,49.5,31,1.22,3.44,2.22,2.36,0.65,1.22,1,2,1,1.75,0.375,1,0,4,4,2,2,0,0,1,1,0.25,0.375,0,0,0,0,0,0,0,1,6,5,4,2,1,0,1,1,0.25,0.375,0,0,2,2,1,1,0,0,9,9,2.25,3.375,0,0,0,0,0,0,0,1,9,8,3.5,2.75,1,6.615,32.365,25.75,18.46796875,10.60796875,6.615,0,7.853,7.853,2.51375,2.669625,0,0,0,0,0,0,0,12,194,182,117.5,76.5,12,1.75,2,0.25,0,0.708320593,0.113463172,0.81,1.79,0.98,1.3,0.692964646,-341000,3,102_YHOS,M
Se-OH-Al,4,0.5,0.396850263,0.329876978,0.304753414,0.287174589,1,34,33,14,10,1,73,92,19,85.25,6.125,73,1.00794,78.96,77.95206,30.73721965,24.11139017,1.00794,14.01,933.47,919.46,374.07,339.665,14.01,1,16,15,11.5,5.25,1,1,4,3,2.5,1,1,31,121,90,84.5,36,31,1.61,3.44,1.83,2.45,0.545,1.61,1,2,1,1.75,0.375,1,0,4,4,2.25,1.75,0,0,10,10,2.5,3.75,0,0,0,0,0,0,0,1,16,15,6.5,4.75,1,0,1,1,0.25,0.375,0,0,5,5,2.25,1.375,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,2.5,1.25,1,6.615,25.92,19.305,14.53,6.67,6.615,0,7.853,7.853,2.163,2.845,0,0,0,0,0,0,0,12,225,213,111.25,98.25,12,1.75,2.25,2.5,0,0.567089816,0.086099451,0.795,1.385,0.59,1.09,0.417193001,-336000,3,103_AlHOSe,M
Se-OH-Bi,4,0.5,0.396850263,0.329876978,0.304753414,0.287174589,1,83,82,31.5,27,1,86,92,6,88.5,2,86,1.00794,208.9804,207.97246,76.236935,67.733265,1.00794,14.01,544.4,530.39,276.8025,242.3975,14.01,1,16,15,12,5.5,1,1,6,5,3.25,1.75,1,31,148,117,91.25,42.75,31,2.02,3.44,1.42,2.5525,0.44375,2.02,1,2,1,1.75,0.375,1,0,4,4,2.75,1.375,0,0,10,10,5,5,0,0,14,14,3.5,5.25,0,1,29,28,13,9.5,1,0,1,1,0.25,0.375,0,0,3,3,1.75,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2,0.5,1,6.615,32.95,26.335,18.6475,10.7875,6.615,0,7.853,7.853,2.163,2.845,0,0,0,0,0,0,0,12,194,182,58,68,12,1.75,2.75,5,3.5,0.395951025,0.062549168,0.795,0.975,0.18,0.885,0.127279221,-336000,3,104_BiHOSe,H
Se-OH-Ce,4,0.5,0.396850263,0.329876978,0.304753414,0.287174589,1,58,57,25.25,20.75,1,15,92,77,70.75,27.875,15,1.00794,140.116,139.10806,59.020835,50.517165,1.00794,14.01,1071,1056.99,408.4525,374.0475,14.01,1,16,15,9,7,1,1,6,5,3.25,1.75,1,31,204,173,105.25,56.75,31,1.12,3.44,2.32,2.3275,0.6675,1.12,1,2,1,1.75,0.375,1,0,4,4,2,2,0,0,10,10,2.75,3.625,0,0,1,1,0.25,0.375,0,1,16,15,6.75,4.625,1,0,1,1,0.25,0.375,0,0,2,2,1,1,0,0,9,9,2.25,3.375,0,0,13,13,3.25,4.875,0,1,22,21,6.75,7.625,1,6.615,37.24,30.625,19.72,11.86,6.615,0,7.853,7.853,2.163,2.845,0,0,0,0,0,0,0,12,194,182,103.5,90.5,12,1.75,2,2.75,0.25,0.739616569,0.12010883,0.795,1.875,1.08,1.335,0.763675324,-336000,3,105_CeHOSe,M
Se-OH-Co,4,0.5,0.396850263,0.329876978,0.304753414,0.287174589,1,34,33,17.5,13,1,58,92,34,81.5,11.75,58,1.00794,78.96,77.95206,38.72513375,30.22146375,1.00794,14.01,1768,1753.99,582.7025,592.64875,14.01,1,16,15,10.5,5.5,1,1,4,3,2.75,1.25,1,31,126,95,85.75,37.25,31,1.88,3.44,1.56,2.5175,0.4775,1.88,1,2,1,1.75,0.375,1,0,4,4,2,2,0,0,10,10,4.25,4.25,0,0,0,0,0,0,0,1,16,15,8,4.5,1,0,1,1,0.25,0.375,0,0,2,2,1,1,0,0,3,3,0.75,1.125,0,0,0,0,0,0,0,1,3,2,2,0.5,1,6.615,25.92,19.305,12.97125,6.474375,6.615,0,7.853,7.853,2.163,2.845,0,0,1.5484712,1.5484712,0.3871178,0.5806767,0,12,194,182,103.5,90.5,12,1.75,2,4.25,0,0.455779074,0.069760218,0.795,1.115,0.32,0.955,0.22627417,-336000,3,106_CoHOSe,H
Se-OH-Cr,4,0.5,0.396850263,0.329876978,0.304753414,0.287174589,1,34,33,16.75,12.25,1,49,92,43,79.25,15.125,49,1.00794,78.96,77.95206,36.99086,28.48719,1.00794,14.01,2180,2165.99,685.7025,747.14875,14.01,1,16,15,9.75,6.25,1,1,4,3,2.75,1.25,1,31,139,108,89,40.5,31,1.66,3.44,1.78,2.4625,0.5325,1.66,1,2,1,1.5,0.5,1,0,4,4,2,2,0,0,10,10,3.75,3.75,0,0,0,0,0,0,0,1,16,15,7.25,4.375,1,0,1,1,0.5,0.5,0,0,2,2,1,1,0,0,5,5,1.25,1.875,0,0,0,0,0,0,0,1,6,5,2.75,1.625,1,6.615,25.92,19.305,13.2075,6.35625,6.615,0,7.853,7.853,2.163,2.845,0,0,0,0,0,0,0,12,229,217,112.25,99.25,12,1.5,2,3.75,0,0.547107279,0.082876036,0.795,1.335,0.54,1.065,0.381837662,-336000,3,107_CrHOSe,M
Se-OH-Fe,4,0.5,0.396850263,0.329876978,0.304753414,0.287174589,1,34,33,17.25,12.75,1,55,92,37,80.75,12.875,55,1.00794,78.96,77.95206,37.953085,29.449415,1.00794,14.01,1811,1796.99,593.4525,608.77375,14.01,1,16,15,10.25,5.75,1,1,4,3,2.75,1.25,1,31,132,101,87.25,38.75,31,1.83,3.44,1.61,2.505,0.49,1.83,1,2,1,1.75,0.375,1,0,4,4,2,2,0,0,10,10,4,4,0,0,0,0,0,0,0,1,16,15,7.75,4.25,1,0,1,1,0.25,0.375,0,0,2,2,1,1,0,0,4,4,1,1.5,0,0,0,0,0,0,0,1,4,3,2.25,0.875,1,6.615,25.92,19.305,13.0925,6.41375,6.615,0,7.853,7.853,2.163,2.845,0,0,2.1106628,2.1106628,0.5276657,0.79149855,0,12,229,217,112.25,99.25,12,1.75,2,4,0,0.476922164,0.072567113,0.795,1.165,0.37,0.98,0.261629509,-336000,3,108_FeHOSe,M
Se-OH-Ga,4,0.5,0.396850263,0.329876978,0.304753414,0.287174589,1,34,33,18.5,14,1,74,92,18,85.5,5.75,74,1.00794,78.96,77.95206,41.422585,32.918915,1.00794,14.01,494,479.99,216.43,182.025,14.01,1,16,15,11.5,5.25,1,1,4,3,2.75,1.25,1,31,122,91,84.75,36.25,31,1.81,3.44,1.63,2.5,0.495,1.81,1,2,1,1.75,0.375,1,0,4,4,2.25,1.75,0,0,10,10,5,5,0,0,0,0,0,0,0,1,16,15,9,5.5,1,0,1,1,0.25,0.375,0,0,5,5,2.25,1.375,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,2.5,1.25,1,6.615,25.92,19.305,15.124375,7.264375,6.615,0,7.853,7.853,2.163,2.845,0,0,0,0,0,0,0,12,194,182,71,61.5,12,1.75,2.25,5,0,0.485327756,0.073720868,0.795,1.185,0.39,0.99,0.275771645,-336000,3,109_GaHOSe,M
Se-OH-Gd,4,0.5,0.396850263,0.329876978,0.304753414,0.287174589,1,64,63,26.75,22.25,1,27,92,65,73.75,23.375,27,1.00794,157.25,156.24206,63.304335,54.800665,1.00794,14.01,1586,1571.99,537.2025,524.39875,14.01,1,16,15,9,7,1,1,6,5,3.25,1.75,1,31,196,165,103.25,54.75,31,1.2,3.44,2.24,2.3475,0.6475,1.2,1,2,1,1.75,0.375,1,0,4,4,2,2,0,0,10,10,2.75,3.625,0,0,7,7,1.75,2.625,0,1,16,15,8.25,4.75,1,0,1,1,0.25,0.375,0,0,2,2,1,1,0,0,9,9,2.25,3.375,0,0,7,7,1.75,2.625,0,1,16,15,5.25,5.375,1,6.615,32.05,25.435,18.4225,10.5625,6.615,0,7.853,7.853,2.163,2.845,0,0,0,0,0,0,0,12,194,182,103.5,90.5,12,1.75,2,2.75,1.75,0.714753055,0.114428321,0.795,1.795,1,1.295,0.707106781,-336000,3,110_GdHOSe,M
Se-OH-In,4,0.5,0.396850263,0.329876978,0.304753414,0.287174589,1,49,48,23,18.5,1,75,92,17,85.75,5.375,75,1.00794,114.818,113.81006,52.696335,44.192665,1.00794,14.01,494,479.99,248.14,213.735,14.01,1,16,15,11.5,5.25,1,1,5,4,3,1.5,1,31,142,111,89.75,41.25,31,1.78,3.44,1.66,2.4925,0.5025,1.78,1,2,1,1.75,0.375,1,0,4,4,2.25,1.75,0,0,10,10,5,5,0,0,0,0,0,0,0,1,16,15,9,5.5,1,0,1,1,0.25,0.375,0,0,5,5,2.25,1.375,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,2.5,1.25,1,6.615,25.92,19.305,16.475,8.615,6.615,0,7.853,7.853,2.163,2.845,0,0,0,0,0,0,0,12,194,182,89.75,76.75,12,1.75,2.25,5,0,0.497871894,0.075483061,0.795,1.215,0.42,1.005,0.296984848,-336000,3,111_InHOSe,M
Se-OH-Ir,4,0.5,0.396850263,0.329876978,0.304753414,0.287174589,1,77,76,30,25.5,1,60,92,32,82,11,60,1.00794,192.217,191.20906,72.046085,63.542415,1.00794,14.01,2739,2724.99,825.4525,956.77375,14.01,1,16,15,10.5,5.5,1,1,6,5,3.25,1.75,1,31,141,110,89.5,41,31,2.2,3.44,1.24,2.5975,0.42125,2.2,1,2,1,1.75,0.375,1,0,4,4,2,2,0,0,10,10,4.25,4.25,0,0,14,14,3.5,5.25,0,1,23,22,11.5,8,1,0,1,1,0.25,0.375,0,0,2,2,1,1,0,0,3,3,0.75,1.125,0,0,0,0,0,0,0,1,3,2,2,0.5,1,6.615,25.92,19.305,13.9625,6.1025,6.615,0,7.853,7.853,2.163,2.845,0,0,0,0,0,0,0,12,225,213,111.25,98.25,12,1.75,2,4.25,3.5,0.319140971,0.054890888,0.795,0.795,0,0.795,0,-336000,3,112_IrHOSe,H
Se-OH-La,4,0.5,0.396850263,0.329876978,0.304753414,0.287174589,1,57,56,25,20.5,1,13,92,79,70.25,28.625,13,1.00794,138.90547,137.89753,58.7182025,50.2145325,1.00794,14.01,1193,1178.99,438.9525,404.5475,14.01,1,16,15,9,7,1,1,6,5,3.25,1.75,1,31,207,176,106,57.5,31,1.1,3.44,2.34,2.3225,0.6725,1.1,1,2,1,1.75,0.375,1,0,4,4,2,2,0,0,10,10,2.75,3.625,0,0,0,0,0,0,0,1,16,15,6.5,4.75,1,0,1,1,0.25,0.375,0,0,2,2,1,1,0,0,9,9,2.25,3.375,0,0,0,0,0,0,0,1,9,8,3.5,2.75,1,6.615,36.8975,30.2825,19.634375,11.774375,6.615,0,7.853,7.853,2.163,2.845,0,0,0,0,0,0,0,12,194,182,103.5,90.5,12,1.75,2,2.75,0,0.745613369,0.121525722,0.795,1.895,1.1,1.345,0.777817459,-336000,3,113_LaHOSe,M
Se-OH-Lu,4,0.5,0.396850263,0.329876978,0.304753414,0.287174589,1,71,70,28.5,24,1,41,92,51,77.25,18.125,41,1.00794,174.9668,173.95886,67.733535,59.229865,1.00794,14.01,1936,1921.99,624.7025,655.64875,14.01,1,16,15,9,7,1,1,6,5,3.25,1.75,1,31,187,156,101,52.5,31,1.27,3.44,2.17,2.365,0.63,1.27,1,2,1,1.75,0.375,1,0,4,4,2,2,0,0,10,10,2.75,3.625,0,0,14,14,3.5,5.25,0,1,17,16,10,6.5,1,0,1,1,0.25,0.375,0,0,2,2,1,1,0,0,9,9,2.25,3.375,0,0,0,0,0,0,0,1,9,8,3.5,2.75,1,6.615,28.865,22.25,17.62625,9.76625,6.615,0,7.853,7.853,2.163,2.845,0,0,0.0022471,0.0022471,0.000561775,0.000842663,0,12,194,182,103.5,90.5,12,1.75,2,2.75,3.5,0.691867379,0.109459376,0.795,1.725,0.93,1.26,0.657609307,-336000,3,114_LuHOSe,M
Se-OH-Nd,4,0.5,0.396850263,0.329876978,0.304753414,0.287174589,1,60,59,25.75,21.25,1,19,92,73,71.75,26.375,19,1.00794,144.242,143.23406,60.052335,51.548665,1.00794,14.01,1294,1279.99,464.2025,429.7975,14.01,1,16,15,9,7,1,1,6,5,3.25,1.75,1,31,201,170,104.5,56,31,1.14,3.44,2.3,2.3325,0.6625,1.14,1,2,1,1.75,0.375,1,0,4,4,2,2,0,0,10,10,2.5,3.75,0,0,4,4,1,1.5,0,1,16,15,7.25,4.375,1,0,1,1,0.25,0.375,0,0,2,2,1,1,0,0,0,0,0,0,0,0,10,10,2.5,3.75,0,1,10,9,3.75,3.125,1,6.615,34.81,28.195,19.1125,11.2525,6.615,0,7.853,7.853,2.163,2.845,0,0,0,0,0,0,0,12,194,182,103.5,90.5,12,1.75,2,2.5,1,0.733531702,0.118690157,0.795,1.855,1.06,1.325,0.749533188,-336000,3,115_NdHOSe,M
Se-OH-Rh,4,0.5,0.396850263,0.329876978,0.304753414,0.287174589,1,45,44,22,17.5,1,59,92,33,81.75,11.375,59,1.00794,102.9055,101.89756,49.71821,41.21454,1.00794,14.01,2237,2222.99,699.9525,768.52375,14.01,1,16,15,10.5,5.5,1,1,5,4,3,1.5,1,31,142,111,89.75,41.25,31,2.2,3.44,1.24,2.6175,0.41125,2.2,1,2,1,1.5,0.5,1,0,4,4,2,2,0,0,10,10,4.5,4.5,0,0,0,0,0,0,0,1,16,15,8,4.5,1,0,1,1,0.5,0.5,0,0,2,2,1,1,0,0,2,2,0.5,0.75,0,0,0,0,0,0,0,1,3,2,2,0.5,1,6.615,25.92,19.305,13.82,6.05,6.615,0,7.853,7.853,2.163,2.845,0,0,0,0,0,0,0,12,225,213,111.25,98.25,12,1.5,2,4.5,0,0.319140971,0.052142111,0.715,0.795,0.08,0.755,0.056568542,-336000,3,116_RhHOSe,H
Se-OH-Ru,4,0.5,0.396850263,0.329876978,0.304753414,0.287174589,1,44,43,21.75,17.25,1,56,92,36,81,12.5,56,1.00794,101.07,100.06206,49.259335,40.755665,1.00794,14.01,2607,2592.99,792.4525,907.27375,14.01,1,16,15,10.25,5.75,1,1,5,4,3,1.5,1,31,146,115,90.75,42.25,31,2.2,3.44,1.24,2.5975,0.42125,2.2,1,2,1,1.5,0.5,1,0,4,4,2,2,0,0,10,10,4.25,4.25,0,0,0,0,0,0,0,1,16,15,7.75,4.25,1,0,1,1,0.5,0.5,0,0,2,2,1,1,0,0,3,3,0.75,1.125,0,0,0,0,0,0,0,1,4,3,2.25,0.875,1,6.615,25.92,19.305,13.7875,6.06625,6.615,0,7.853,7.853,2.163,2.845,0,0,0,0,0,0,0,12,194,182,103.5,90.5,12,1.5,2,4.25,0,0.319140971,0.054890888,0.795,0.795,0,0.795,0,-336000,3,117_RuHOSe,M
Se-OH-Sc,4,0.5,0.396850263,0.329876978,0.304753414,0.287174589,1,34,33,16,11.5,1,11,92,81,69.75,29.375,11,1.00794,78.96,77.95206,35.230813,26.727143,1.00794,14.01,1814,1799.99,594.2025,609.89875,14.01,1,16,15,9,7,1,1,4,3,2.75,1.25,1,31,170,139,96.75,48.25,31,1.36,3.44,2.08,2.3875,0.6075,1.36,1,2,1,1.75,0.375,1,0,4,4,2,2,0,0,10,10,2.75,3.625,0,0,0,0,0,0,0,1,16,15,6.5,4.75,1,0,1,1,0.25,0.375,0,0,2,2,1,1,0,0,9,9,2.25,3.375,0,0,0,0,0,0,0,1,9,8,3.5,2.75,1,6.615,25.92,19.305,15.96875,8.10875,6.615,0,7.853,7.853,2.163,2.845,0,0,0.00000635,0.00000635,0.00000159,0.00000238,0,12,194,182,103.5,90.5,12,1.75,2,2.75,0,0.660947393,0.103109988,0.795,1.635,0.84,1.215,0.593969696,-336000,3,118_ScHOSe,M
Se-OH-Sm,4,0.5,0.396850263,0.329876978,0.304753414,0.287174589,1,62,61,26.25,21.75,1,23,92,69,72.75,24.875,23,1.00794,150.36,149.35206,61.581835,53.078165,1.00794,14.01,1345,1330.99,476.9525,442.5475,14.01,1,16,15,9,7,1,1,6,5,3.25,1.75,1,31,198,167,103.75,55.25,31,1.17,3.44,2.27,2.34,0.655,1.17,1,2,1,1.75,0.375,1,0,4,4,2,2,0,0,10,10,2.5,3.75,0,0,6,6,1.5,2.25,0,1,16,15,7.75,4.25,1,0,1,1,0.25,0.375,0,0,2,2,1,1,0,0,0,0,0,0,0,0,8,8,2,3,0,1,8,7,3.25,2.375,1,6.615,33.23,26.615,18.7175,10.8575,6.615,0,7.853,7.853,2.163,2.845,0,0,0,0,0,0,0,12,194,182,96.5,83.5,12,1.75,2,2.5,1.5,0.724240177,0.116559869,0.795,1.825,1.03,1.31,0.728319985,-336000,3,119_SmHOSe,M
Se-OH-Y,4,0.5,0.396850263,0.329876978,0.304753414,0.287174589,1,39,38,20.5,16,1,12,92,80,70,29,12,1.00794,88.90585,87.89791,46.2182975,37.7146275,1.00794,14.01,1799,1784.99,590.4525,604.27375,14.01,1,16,15,9,7,1,1,5,4,3,1.5,1,31,190,159,101.75,53.25,31,1.22,3.44,2.22,2.3525,0.6425,1.22,1,2,1,1.75,0.375,1,0,4,4,2,2,0,0,10,10,2.75,3.625,0,0,0,0,0,0,0,1,16,15,6.5,4.75,1,0,1,1,0.25,0.375,0,0,2,2,1,1,0,0,9,9,2.25,3.375,0,0,0,0,0,0,0,1,9,8,3.5,2.75,1,6.615,32.365,25.75,18.50125,10.64125,6.615,0,7.853,7.853,2.163,2.845,0,0,0,0,0,0,0,12,194,182,103.5,90.5,12,1.75,2,2.75,0,0.708320593,0.113007424,0.795,1.775,0.98,1.285,0.692964646,-336000,3,120_YHOSe,M
Te-OH-Al,4,0.5,0.396850263,0.329876978,0.304753414,0.287174589,1,52,51,18.5,16.75,1,73,92,19,85.5,6.25,73,1.00794,127.6,126.59206,42.89721965,42.35139018,1.00794,14.01,933.47,919.46,431.235,396.83,14.01,1,16,15,11.5,5.25,1,1,5,4,2.75,1.25,1,31,138,107,89,40.5,31,1.61,3.44,1.83,2.3375,0.55125,1.61,1,2,1,1.75,0.375,1,0,4,4,2.25,1.75,0,0,10,10,2.5,3.75,0,0,0,0,0,0,0,1,16,15,6.5,4.75,1,0,1,1,0.25,0.375,0,0,5,5,2.25,1.375,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,2.5,1.25,1,6.615,34.76333333,28.14833333,16.74083333,9.01125,6.615,0,7.853,7.853,2.07925,2.886875,0,0,0,0,0,0,0,12,225,213,145.75,66.875,12,1.75,2.25,2.5,0,0.567089816,0.08700016,0.57,1.16,0.59,0.865,0.417193001,-331200,3,121_AlHOTe,M
Te-OH-Bi,4,0.5,0.396850263,0.329876978,0.304753414,0.287174589,1,83,82,36,31.5,1,86,92,6,88.75,2.25,86,1.00794,208.9804,207.97246,88.396935,79.893265,1.00794,14.01,722.66,708.65,333.9675,299.5625,14.01,1,16,15,12,5.5,1,1,6,5,3.5,2,1,31,148,117,95.75,47.25,31,2.02,3.44,1.42,2.44,0.5,2.02,1,2,1,1.75,0.375,1,0,4,4,2.75,1.375,0,0,10,10,5,5,0,0,14,14,3.5,5.25,0,1,29,28,13,9.5,1,0,1,1,0.25,0.375,0,0,3,3,1.75,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2,0.5,1,6.615,34.76333333,28.14833333,20.85833333,12.99833333,6.615,0,7.853,7.853,2.07925,2.886875,0,0,0,0,0,0,0,12,194,182,92.5,80.5,12,1.75,2.75,5,3.5,0.395951025,0.068057809,0.57,0.75,0.18,0.66,0.127279221,-331200,3,122_BiHOTe,H
Te-OH-Ce,4,0.5,0.396850263,0.329876978,0.304753414,0.287174589,1,58,57,29.75,25.25,1,15,92,77,71,28,15,1.00794,140.116,139.10806,71.180835,62.677165,1.00794,14.01,1071,1056.99,465.6175,431.2125,14.01,1,16,15,9,7,1,1,6,5,3.5,2,1,31,204,173,109.75,61.25,31,1.12,3.44,2.32,2.215,0.6125,1.12,1,2,1,1.75,0.375,1,0,4,4,2,2,0,0,10,10,2.75,3.625,0,0,1,1,0.25,0.375,0,1,16,15,6.75,4.625,1,0,1,1,0.25,0.375,0,0,2,2,1,1,0,0,9,9,2.25,3.375,0,0,13,13,3.25,4.875,0,1,22,21,6.75,7.625,1,6.615,37.24,30.625,21.93083333,14.07083333,6.615,0,7.853,7.853,2.07925,2.886875,0,0,0,0,0,0,0,12,194,182,138,63,12,1.75,2,2.75,0.25,0.739616569,0.118081749,0.57,1.65,1.08,1.11,0.763675324,-331200,3,123_CeHOTe,M
Te-OH-Co,4,0.5,0.396850263,0.329876978,0.304753414,0.287174589,1,52,51,22,17.5,1,58,92,34,81.75,11.875,58,1.00794,127.6,126.59206,50.88513375,42.38146375,1.00794,14.01,1768,1753.99,639.8675,605.4625,14.01,1,16,15,10.5,5.5,1,1,5,4,3,1.5,1,31,138,107,90.25,41.75,31,1.88,3.44,1.56,2.405,0.5175,1.88,1,2,1,1.75,0.375,1,0,4,4,2,2,0,0,10,10,4.25,4.25,0,0,0,0,0,0,0,1,16,15,8,4.5,1,0,1,1,0.25,0.375,0,0,2,2,1,1,0,0,3,3,0.75,1.125,0,0,0,0,0,0,0,1,3,2,2,0.5,1,6.615,34.76333333,28.14833333,15.18208333,9.790625,6.615,0,7.853,7.853,2.07925,2.886875,0,0,1.5484712,1.5484712,0.3871178,0.5806767,0,12,194,182,138,63,12,1.75,2,4.25,0,0.455779074,0.073524324,0.57,0.89,0.32,0.73,0.22627417,-331200,3,124_CoHOTe,M
Te-OH-Cr,4,0.5,0.396850263,0.329876978,0.304753414,0.287174589,1,52,51,21.25,16.75,1,49,92,43,79.5,15.25,49,1.00794,127.6,126.59206,49.15086,40.64719,1.00794,14.01,2180,2165.99,742.8675,718.56625,14.01,1,16,15,9.75,6.25,1,1,5,4,3,1.5,1,31,139,108,93.5,45,31,1.66,3.44,1.78,2.35,0.545,1.66,1,2,1,1.5,0.5,1,0,4,4,2,2,0,0,10,10,3.75,3.75,0,0,0,0,0,0,0,1,16,15,7.25,4.375,1,0,1,1,0.5,0.5,0,0,2,2,1,1,0,0,5,5,1.25,1.875,0,0,0,0,0,0,0,1,6,5,2.75,1.625,1,6.615,34.76333333,28.14833333,15.41833333,9.6725,6.615,0,7.853,7.853,2.07925,2.886875,0,0,0,0,0,0,0,12,229,217,146.75,67.375,12,1.5,2,3.75,0,0.547107279,0.08424805,0.57,1.11,0.54,0.84,0.381837662,-331200,3,125_CrHOTe,M
